# Flight Simulation Results - CJ1+ Tamarack
# Route: KSZT to KSAN
# Initial Fuel: 2700 lb
# Payload: 1000 lb
# Cruise Altitude: 41000 ft
# Winds/Temps Source: No Wind
# ISA Dev: +5°C
# Approach VAPP: 115.8 kts
# Approach VREF: 89.8 kts
# Generated: 2025-11-12 08:01:18
# Original Data Points: 1927
# Sampled Data Points (2-sec intervals): 4816
# Time Range: 0 - 9630 seconds
# Exact 2-second intervals, no skipped rows
# 
Time (s),Segment,Segment Name,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
0,0,takeoff roll,2131,0.0,1,1,22,3682,161,10755,2600,0,0.001,36.4,115.8,89.8
2,0,takeoff roll,2148,0.0,12,12,411,3637,168,10754,2599,991,0.019,35.9,115.8,89.8
4,0,takeoff roll,2166,0.0,25,24,820,3590,176,10752,2597,2035,0.037,35.3,115.8,89.8
6,0,takeoff roll,2200,0.0,37,35,1202,3544,190,10751,2596,2550,0.056,34.6,115.8,89.8
8,0,takeoff roll,2250,0.1,48,46,1555,3497,212,10749,2594,2538,0.074,33.9,115.8,89.8
10,0,takeoff roll,2299,0.1,60,57,1909,3450,233,10748,2593,2525,0.092,33.1,115.8,89.8
12,0,takeoff roll,2376,0.1,71,68,2197,3405,266,10747,2592,2492,0.109,32.3,115.8,89.8
14,0,takeoff roll,2452,0.2,82,79,2486,3360,299,10745,2590,2459,0.125,31.4,115.8,89.8
16,0,takeoff roll,2535,0.2,92,88,2652,3321,376,10744,2589,2494,0.141,29.9,115.8,89.8
18,3,3rd segment climb,2625,0.3,101,96,2697,3290,496,10743,2588,2597,0.154,27.8,115.8,89.8
20,3,3rd segment climb,2714,0.3,110,105,2742,3259,617,10741,2586,2701,0.168,25.6,115.8,89.8
22,3,3rd segment climb,2805,0.4,114,108,2760,3239,662,10740,2585,2640,0.174,24.7,115.8,89.8
24,3,3rd segment climb,2897,0.5,114,108,2761,3226,656,10739,2584,2471,0.174,24.6,115.8,89.8
26,3,3rd segment climb,2989,0.5,114,108,2761,3213,651,10737,2582,2318,0.175,24.6,115.8,89.8
28,3,3rd segment climb,3081,0.6,114,108,2758,3207,651,10736,2581,2314,0.175,24.5,115.8,89.8
30,3,3rd segment climb,3173,0.6,115,108,2756,3201,651,10735,2580,2309,0.175,24.5,115.8,89.8
32,3,3rd segment climb,3265,0.7,115,108,2754,3195,651,10733,2578,2305,0.176,24.4,115.8,89.8
34,3,3rd segment climb,3357,0.8,115,108,2751,3189,651,10732,2577,2301,0.176,24.3,115.8,89.8
36,3,3rd segment climb,3448,0.8,115,108,2749,3183,651,10731,2576,2296,0.176,24.3,115.8,89.8
