# Flight Simulation Results - CJ Tamarack
# Route: KSZT to KSAN
# Initial Fuel: 3440 lb
# Payload: 0 lb
# Cruise Altitude: 41000 ft
# Winds/Temps Source: No Wind
# ISA Dev: +0°C
# Approach VAPP: 105.2 kts
# Approach VREF: 79.9 kts
# Generated: 2025-11-07 17:14:56
# Original Data Points: 3402
# Sampled Data Points (2-sec intervals): 8503
# Time Range: 0 - 17004 seconds
# Exact 2-second intervals, no skipped rows
# 
Time (s),Segment,Segment Name,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
0,0,takeoff roll,0,0.0,1,1,27,3755,149,9919,3340,0,0.001,40.9,105.2,79.9
2,0,takeoff roll,21,0.0,14,14,500,3703,158,9917,3339,1008,0.021,40.1,105.2,79.9
4,0,takeoff roll,43,0.0,27,27,998,3647,168,9916,3337,2070,0.041,39.3,105.2,79.9
6,0,takeoff roll,84,0.0,40,40,1455,3592,187,9914,3336,2592,0.061,38.4,105.2,79.9
8,0,takeoff roll,144,0.1,53,53,1873,3538,215,9913,3334,2574,0.081,37.4,105.2,79.9
10,0,takeoff roll,204,0.1,66,66,2290,3484,244,9911,3333,2556,0.1,36.4,105.2,79.9
12,0,takeoff roll,293,0.1,77,77,2434,3437,393,9910,3331,2575,0.117,33.4,105.2,79.9
14,1,1st segment climb,382,0.2,89,88,2578,3390,542,9909,3330,2594,0.134,30.5,105.2,79.9
16,1,1st segment climb,473,0.2,97,97,2705,3353,634,9907,3329,2576,0.147,28.5,105.2,79.9
18,3,3rd segment climb,569,0.3,101,100,2800,3332,618,9906,3327,2491,0.153,28.5,105.2,79.9
20,3,3rd segment climb,666,0.4,105,104,2895,3310,603,9905,3326,2405,0.158,28.4,105.2,79.9
22,3,3rd segment climb,763,0.4,105,104,2907,3302,600,9903,3325,2386,0.16,28.4,105.2,79.9
24,3,3rd segment climb,860,0.5,105,104,2905,3296,600,9902,3323,2379,0.16,28.3,105.2,79.9
26,3,3rd segment climb,956,0.5,106,104,2903,3290,600,9901,3322,2373,0.16,28.2,105.2,79.9
28,3,3rd segment climb,1053,0.6,106,104,2901,3284,600,9899,3321,2369,0.16,28.2,105.2,79.9
30,3,3rd segment climb,1150,0.6,106,104,2899,3277,600,9898,3319,2364,0.161,28.1,105.2,79.9
32,3,3rd segment climb,1246,0.7,106,104,2897,3271,600,9897,3318,2360,0.161,28.0,105.2,79.9
34,3,3rd segment climb,1343,0.8,106,104,2895,3265,600,9895,3317,2355,0.161,28.0,105.2,79.9
36,3,3rd segment climb,1441,0.8,108,106,2946,3254,598,9894,3316,2350,0.165,27.9,105.2,79.9
38,4,climb IAS,1543,0.9,115,112,3094,3233,594,9893,3314,2342,0.174,27.7,105.2,79.9
40,4,climb IAS,1644,0.9,121,118,3242,3213,589,9892,3313,2335,0.184,27.5,105.2,79.9
42,4,climb IAS,1760,1.0,130,127,3417,3174,601,9890,3312,2311,0.198,26.9,105.2,79.9
44,4,climb IAS,1878,1.1,140,136,3596,3133,616,9889,3310,2283,0.213,26.3,105.2,79.9
46,4,climb IAS,2000,1.2,149,145,3748,3093,639,9888,3309,2256,0.227,25.6,105.2,79.9
48,4,climb IAS,2130,1.3,159,154,3851,3055,676,9887,3308,2227,0.241,24.8,105.2,79.9
50,4,climb IAS,2259,1.4,168,162,3954,3016,713,9885,3307,2199,0.255,24.0,105.2,79.9
52,4,climb IAS,2393,1.5,175,169,3979,2981,758,9884,3306,2173,0.267,23.1,105.2,79.9
54,4,climb IAS,2527,1.6,182,176,3990,2947,805,9883,3304,2147,0.278,22.2,105.2,79.9
56,4,climb IAS,2660,1.7,187,180,3993,2921,836,9882,3303,2125,0.285,21.6,105.2,79.9
58,4,climb IAS,2793,1.8,187,180,3983,2913,837,9881,3302,2111,0.286,21.5,105.2,79.9
60,4,climb IAS,2925,1.9,188,180,3972,2904,839,9879,3301,2098,0.286,21.4,105.2,79.9
62,4,climb IAS,3058,2.0,188,180,3964,2897,839,9878,3300,2091,0.287,21.3,105.2,79.9
64,4,climb IAS,3190,2.1,188,180,3958,2889,839,9877,3299,2086,0.288,21.2,105.2,79.9
66,4,climb IAS,3321,2.2,189,180,3951,2881,839,9876,3297,2080,0.289,21.1,105.2,79.9
68,4,climb IAS,3453,2.3,189,180,3945,2874,839,9875,3296,2075,0.289,21.1,105.2,79.9
70,4,climb IAS,3584,2.4,189,180,3938,2866,839,9874,3295,2069,0.29,21.0,105.2,79.9
72,4,climb IAS,3715,2.5,190,180,3932,2858,839,9873,3294,2064,0.291,20.9,105.2,79.9
74,4,climb IAS,3846,2.6,190,180,3925,2851,838,9871,3293,2058,0.291,20.8,105.2,79.9
76,4,climb IAS,3977,2.7,191,180,3918,2843,838,9870,3292,2053,0.292,20.7,105.2,79.9
78,4,climb IAS,4107,2.8,191,180,3911,2836,838,9869,3291,2047,0.293,20.7,105.2,79.9
80,4,climb IAS,4238,2.9,191,180,3905,2828,838,9868,3289,2042,0.293,20.6,105.2,79.9
82,4,climb IAS,4367,3.0,192,180,3898,2820,838,9867,3288,2036,0.294,20.5,105.2,79.9
84,4,climb IAS,4497,3.1,192,180,3891,2813,838,9866,3287,2031,0.295,20.4,105.2,79.9
86,4,climb IAS,4627,3.2,192,180,3884,2805,838,9865,3286,2025,0.295,20.4,105.2,79.9
88,4,climb IAS,4756,3.3,193,180,3877,2798,838,9864,3285,2020,0.296,20.3,105.2,79.9
90,4,climb IAS,4885,3.5,193,180,3870,2790,838,9862,3284,2014,0.297,20.2,105.2,79.9
92,4,climb IAS,5014,3.6,193,180,3863,2783,838,9861,3283,2009,0.298,20.1,105.2,79.9
94,4,climb IAS,5143,3.7,194,180,3857,2775,838,9860,3282,2004,0.298,20.0,105.2,79.9
96,4,climb IAS,5271,3.8,194,180,3850,2768,838,9859,3280,1998,0.299,20.0,105.2,79.9
98,4,climb IAS,5399,3.9,195,180,3843,2760,837,9858,3279,1993,0.3,19.9,105.2,79.9
100,4,climb IAS,5527,4.0,195,180,3835,2753,837,9857,3278,1987,0.3,19.8,105.2,79.9
102,4,climb IAS,5655,4.1,195,180,3828,2745,837,9856,3277,1982,0.301,19.7,105.2,79.9
104,4,climb IAS,5782,4.2,196,180,3821,2738,837,9855,3276,1977,0.302,19.7,105.2,79.9
106,4,climb IAS,5909,4.3,196,180,3814,2731,837,9854,3275,1971,0.303,19.6,105.2,79.9
108,4,climb IAS,6036,4.4,196,180,3807,2723,837,9853,3274,1966,0.303,19.5,105.2,79.9
110,4,climb IAS,6163,4.5,197,180,3800,2716,837,9851,3273,1961,0.304,19.4,105.2,79.9
112,4,climb IAS,6289,4.6,197,180,3793,2708,837,9850,3272,1955,0.305,19.4,105.2,79.9
114,4,climb IAS,6416,4.8,198,180,3785,2701,837,9849,3271,1950,0.305,19.3,105.2,79.9
116,4,climb IAS,6542,4.9,198,180,3778,2694,837,9848,3270,1945,0.306,19.2,105.2,79.9
118,4,climb IAS,6667,5.0,198,180,3771,2686,837,9847,3268,1939,0.307,19.1,105.2,79.9
120,4,climb IAS,6793,5.1,199,180,3764,2679,836,9846,3267,1934,0.307,19.0,105.2,79.9
122,4,climb IAS,6918,5.2,199,180,3756,2672,836,9845,3266,1929,0.308,19.0,105.2,79.9
124,4,climb IAS,7043,5.3,199,180,3749,2664,836,9844,3265,1924,0.309,18.9,105.2,79.9
126,4,climb IAS,7168,5.4,200,180,3742,2657,836,9843,3264,1918,0.31,18.8,105.2,79.9
128,4,climb IAS,7293,5.5,200,180,3734,2650,836,9842,3263,1913,0.31,18.7,105.2,79.9
130,4,climb IAS,7417,5.6,200,180,3727,2643,836,9841,3262,1908,0.311,18.7,105.2,79.9
132,4,climb IAS,7541,5.8,201,180,3719,2635,836,9840,3261,1903,0.312,18.6,105.2,79.9
134,4,climb IAS,7665,5.9,201,180,3712,2628,836,9839,3260,1897,0.313,18.5,105.2,79.9
136,4,climb IAS,7788,6.0,202,180,3705,2621,836,9838,3259,1892,0.313,18.5,105.2,79.9
138,4,climb IAS,7912,6.1,202,180,3697,2614,836,9837,3258,1887,0.314,18.4,105.2,79.9
140,4,climb IAS,8035,6.2,202,180,3690,2606,835,9835,3257,1882,0.315,18.3,105.2,79.9
142,4,climb IAS,8157,6.3,203,180,3682,2599,835,9834,3256,1877,0.315,18.2,105.2,79.9
144,4,climb IAS,8280,6.4,203,180,3674,2592,835,9833,3255,1872,0.316,18.2,105.2,79.9
146,4,climb IAS,8402,6.5,203,180,3667,2585,835,9832,3254,1866,0.317,18.1,105.2,79.9
148,4,climb IAS,8524,6.7,204,180,3659,2578,835,9831,3253,1861,0.318,18.0,105.2,79.9
150,4,climb IAS,8646,6.8,204,180,3652,2571,835,9830,3252,1856,0.318,17.9,105.2,79.9
152,4,climb IAS,8768,6.9,205,180,3644,2564,835,9829,3251,1851,0.319,17.9,105.2,79.9
154,4,climb IAS,8889,7.0,205,180,3636,2557,835,9828,3250,1846,0.32,17.8,105.2,79.9
156,4,climb IAS,9010,7.1,205,180,3629,2550,835,9827,3249,1841,0.32,17.7,105.2,79.9
158,4,climb IAS,9131,7.2,206,180,3621,2543,835,9826,3248,1836,0.321,17.6,105.2,79.9
160,4,climb IAS,9251,7.3,206,180,3613,2536,835,9825,3247,1831,0.322,17.6,105.2,79.9
162,4,climb IAS,9371,7.4,206,180,3606,2529,834,9824,3246,1826,0.323,17.5,105.2,79.9
164,4,climb IAS,9491,7.6,207,180,3598,2522,834,9823,3245,1821,0.323,17.4,105.2,79.9
166,4,climb IAS,9611,7.7,207,180,3590,2515,834,9822,3244,1816,0.324,17.4,105.2,79.9
168,4,climb IAS,9731,7.8,208,180,3582,2508,834,9821,3243,1811,0.325,17.3,105.2,79.9
170,4,climb IAS,9850,7.9,208,180,3574,2501,834,9820,3242,1806,0.326,17.2,105.2,79.9
172,4,climb IAS,9969,8.0,208,180,3567,2494,834,9819,3241,1801,0.326,17.1,105.2,79.9
174,4,climb IAS,10088,8.1,209,180,3559,2487,834,9818,3240,1796,0.327,17.1,105.2,79.9
176,4,climb IAS,10206,8.3,209,180,3551,2480,834,9817,3239,1791,0.328,17.0,105.2,79.9
178,4,climb IAS,10324,8.4,209,180,3543,2473,834,9816,3238,1786,0.329,16.9,105.2,79.9
180,4,climb IAS,10442,8.5,210,180,3535,2466,834,9815,3237,1781,0.329,16.9,105.2,79.9
182,4,climb IAS,10560,8.6,210,180,3527,2459,834,9814,3236,1776,0.33,16.8,105.2,79.9
184,4,climb IAS,10677,8.7,211,180,3519,2453,833,9813,3235,1771,0.331,16.7,105.2,79.9
186,4,climb IAS,10794,8.8,211,180,3511,2446,833,9812,3234,1766,0.331,16.7,105.2,79.9
188,4,climb IAS,10911,9.0,211,180,3503,2439,833,9811,3233,1761,0.332,16.6,105.2,79.9
190,4,climb IAS,11028,9.1,212,180,3495,2432,833,9810,3232,1756,0.333,16.5,105.2,79.9
192,4,climb IAS,11144,9.2,212,180,3487,2426,833,9809,3231,1751,0.334,16.5,105.2,79.9
194,4,climb IAS,11260,9.3,213,180,3479,2419,833,9808,3230,1746,0.334,16.4,105.2,79.9
196,4,climb IAS,11376,9.4,213,180,3471,2412,833,9807,3229,1742,0.335,16.3,105.2,79.9
198,4,climb IAS,11491,9.5,213,180,3463,2405,833,9806,3228,1737,0.336,16.2,105.2,79.9
200,4,climb IAS,11607,9.7,214,180,3455,2399,833,9805,3227,1732,0.337,16.2,105.2,79.9
202,4,climb IAS,11721,9.8,214,180,3447,2392,833,9805,3226,1727,0.337,16.1,105.2,79.9
204,4,climb IAS,11836,9.9,214,180,3439,2385,832,9804,3225,1722,0.338,16.0,105.2,79.9
206,4,climb IAS,11951,10.0,215,180,3431,2379,832,9803,3224,1717,0.339,16.0,105.2,79.9
208,4,climb IAS,12065,10.1,215,180,3423,2372,832,9802,3223,1713,0.34,15.9,105.2,79.9
210,4,climb IAS,12179,10.3,216,180,3415,2366,832,9801,3222,1708,0.34,15.8,105.2,79.9
212,4,climb IAS,12292,10.4,216,180,3407,2359,832,9800,3221,1703,0.341,15.8,105.2,79.9
214,4,climb IAS,12406,10.5,216,180,3399,2352,832,9799,3220,1698,0.342,15.7,105.2,79.9
216,4,climb IAS,12519,10.6,217,180,3391,2346,832,9798,3219,1694,0.343,15.6,105.2,79.9
218,4,climb IAS,12632,10.7,217,180,3382,2339,832,9797,3218,1689,0.343,15.6,105.2,79.9
220,4,climb IAS,12744,10.9,217,180,3374,2333,832,9796,3217,1684,0.344,15.5,105.2,79.9
