# Flight Simulation Results - CJ Flatwing
# Route: KSZT to KSAN
# Initial Fuel: 3440 lb
# Payload: 0 lb
# Cruise Altitude: 41000 ft
# Winds/Temps Source: No Wind
# ISA Dev: +0°C
# Approach VAPP: 108.6 kts
# Approach VREF: 83.1 kts
# Generated: 2025-11-07 17:14:55
# Original Data Points: 3270
# Sampled Data Points (2-sec intervals): 8174
# Time Range: 0 - 16346 seconds
# Exact 2-second intervals, no skipped rows
# 
Time (s),Segment,Segment Name,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
0,0,takeoff roll,0,0.0,1,1,27,3755,148,9840,3340,0,0.001,41.3,108.6,83.1
2,0,takeoff roll,21,0.0,14,14,508,3702,157,9839,3339,1008,0.021,40.5,108.6,83.1
4,0,takeoff roll,44,0.0,27,27,1014,3646,167,9837,3337,2070,0.041,39.7,108.6,83.1
6,0,takeoff roll,86,0.0,41,41,1478,3591,186,9836,3336,2591,0.062,38.7,108.6,83.1
8,0,takeoff roll,146,0.1,54,54,1902,3536,215,9834,3334,2573,0.081,37.7,108.6,83.1
10,0,takeoff roll,207,0.1,67,66,2325,3481,243,9833,3333,2555,0.101,36.7,108.6,83.1
12,0,takeoff roll,298,0.1,78,78,2414,3434,460,9831,3331,2573,0.119,32.9,108.6,83.1
14,1,1st segment climb,389,0.2,90,90,2502,3386,677,9830,3330,2591,0.137,29.2,108.6,83.1
16,1,1st segment climb,482,0.2,99,99,2601,3346,808,9829,3329,2606,0.151,26.7,108.6,83.1
18,1,1st segment climb,576,0.3,104,103,2720,3323,777,9827,3327,2612,0.157,26.8,108.6,83.1
20,3,3rd segment climb,671,0.4,108,107,2838,3299,746,9826,3326,2618,0.163,26.9,108.6,83.1
22,3,3rd segment climb,766,0.4,110,108,2884,3285,733,9825,3325,2558,0.166,26.9,108.6,83.1
24,3,3rd segment climb,862,0.5,110,108,2881,3279,733,9823,3323,2455,0.166,26.8,108.6,83.1
26,3,3rd segment climb,958,0.5,110,108,2879,3273,733,9822,3322,2361,0.167,26.8,108.6,83.1
28,3,3rd segment climb,1054,0.6,110,108,2877,3267,733,9821,3321,2357,0.167,26.7,108.6,83.1
30,3,3rd segment climb,1150,0.7,110,108,2875,3261,733,9819,3319,2352,0.167,26.6,108.6,83.1
32,3,3rd segment climb,1246,0.7,110,108,2872,3255,733,9818,3318,2348,0.168,26.6,108.6,83.1
34,3,3rd segment climb,1342,0.8,111,108,2870,3249,733,9817,3317,2344,0.168,26.5,108.6,83.1
36,3,3rd segment climb,1438,0.8,111,109,2882,3242,732,9816,3316,2339,0.169,26.5,108.6,83.1
38,3,3rd segment climb,1538,0.9,117,115,3022,3222,721,9814,3314,2332,0.178,26.3,108.6,83.1
40,4,climb IAS,1638,1.0,123,120,3163,3202,711,9813,3313,2324,0.187,26.2,108.6,83.1
42,4,climb IAS,1748,1.0,131,128,3325,3170,709,9812,3312,2306,0.199,25.9,108.6,83.1
44,4,climb IAS,1865,1.1,141,137,3501,3131,713,9810,3310,2280,0.214,25.4,108.6,83.1
