# Flight Simulation Results - C208B Flatwing
# Route: KSZT to KSAN
# Initial Fuel: 2200 lb
# Payload: 480 lb
# Cruise Altitude: 10000 ft
# Winds/Temps Source: No Wind
# ISA Dev: -10°C
# Approach VAPP: 79.7 kts
# Approach VREF: 53.9 kts
# Generated: 2025-11-06 16:18:11
# Original Data Points: 4925
# Sampled Data Points (2-sec intervals): 12311
# Time Range: 0 - 24620 seconds
# Exact 2-second intervals, no skipped rows
# 
Time (s),Segment,Segment Name,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
0,0,takeoff roll,0,0.0,1,1,104,5377,215,7180,2100,0,0.002,113.0,79.7,53.9
2,0,takeoff roll,38,0.0,18,18,556,4096,239,7180,2100,157,0.027,80.5,79.7,53.9
4,0,takeoff roll,78,0.0,36,36,1032,2747,264,7180,2100,322,0.054,46.3,79.7,53.9
6,0,takeoff roll,120,0.1,49,50,1322,2019,290,7179,2099,406,0.073,28.1,79.7,53.9
8,0,takeoff roll,164,0.1,57,58,1427,1911,318,7179,2099,409,0.086,26.1,79.7,53.9
10,0,takeoff roll,209,0.1,65,66,1531,1803,345,7179,2099,412,0.098,24.0,79.7,53.9
12,0,takeoff roll,262,0.2,66,67,1556,1802,351,7179,2099,412,0.1,23.9,79.7,53.9
14,0,takeoff roll,315,0.2,68,68,1581,1800,357,7178,2098,412,0.102,23.7,79.7,53.9
16,0,takeoff roll,368,0.2,68,69,1593,1798,360,7178,2098,411,0.103,23.7,79.7,53.9
18,0,takeoff roll,421,0.3,68,69,1592,1795,360,7178,2098,411,0.103,23.6,79.7,53.9
20,0,takeoff roll,474,0.3,68,69,1591,1793,360,7178,2098,411,0.103,23.6,79.7,53.9
22,0,takeoff roll,527,0.3,68,69,1590,1790,360,7177,2097,410,0.103,23.6,79.7,53.9
24,0,takeoff roll,580,0.4,68,69,1588,1788,360,7177,2097,410,0.103,23.5,79.7,53.9
26,0,takeoff roll,633,0.4,69,69,1587,1786,360,7177,2097,409,0.103,23.5,79.7,53.9
28,0,takeoff roll,686,0.5,69,69,1586,1783,360,7177,2097,409,0.104,23.5,79.7,53.9
30,0,takeoff roll,739,0.5,69,69,1585,1781,360,7177,2097,409,0.104,23.4,79.7,53.9
32,0,takeoff roll,792,0.5,69,69,1584,1778,360,7176,2096,408,0.104,23.4,79.7,53.9
34,0,takeoff roll,844,0.6,69,69,1583,1776,360,7176,2096,408,0.104,23.3,79.7,53.9
36,0,takeoff roll,897,0.6,69,69,1582,1774,360,7176,2096,408,0.104,23.3,79.7,53.9
