aircraft,mod,flap,isa_dev,mach,cruise_alt,payload,total_dist_nm
CJ1,Flatwing,0,-10,0.7,41000,0,1382.3105702388266
CJ1,Flatwing,0,-10,0.69,41000,0,1382.3105702388266
CJ1,Flatwing,0,-10,0.68,41000,0,1382.3105702388266
CJ1,Flatwing,0,-10,0.7,39000,0,1304.93665920252
CJ1,Flatwing,0,-10,0.69,39000,0,1304.93665920252
CJ1,Flatwing,0,-10,0.68,39000,0,1304.93665920252
CJ1,Flatwing,0,0,0.7,41000,0,1386.4120677703495
CJ1,Flatwing,0,0,0.69,41000,0,1386.4120677703495
CJ1,Flatwing,0,0,0.68,41000,0,1386.4120677703495
CJ1,Flatwing,0,0,0.7,39000,0,1351.814629961042
CJ1,Flatwing,0,0,0.69,39000,0,1351.814629961042
CJ1,Flatwing,0,0,0.68,39000,0,1351.814629961042
CJ1,Flatwing,0,10,0.7,41000,0,1391.028477151979
CJ1,Flatwing,0,10,0.69,41000,0,1391.028477151979
CJ1,Flatwing,0,10,0.68,41000,0,1391.028477151979
CJ1,Flatwing,0,10,0.7,39000,0,1391.028477151979
CJ1,Flatwing,0,10,0.69,39000,0,1391.028477151979
CJ1,Flatwing,0,10,0.68,39000,0,1391.028477151979
CJ1,Flatwing,0,20,0.7,41000,0,1394.9406464202652
CJ1,Flatwing,0,20,0.69,41000,0,1394.9406464202652
CJ1,Flatwing,0,20,0.68,41000,0,1394.9406464202652
CJ1,Flatwing,0,20,0.7,39000,0,1394.9406464202652
CJ1,Flatwing,0,20,0.69,39000,0,1394.9406464202652
CJ1,Flatwing,0,20,0.68,39000,0,1394.9406464202652
CJ1,Tamarack,0,-10,0.7,41000,0,1423.5156318874672
CJ1,Tamarack,0,-10,0.69,41000,0,1423.5156318874672
CJ1,Tamarack,0,-10,0.68,41000,0,1423.5156318874672
CJ1,Tamarack,0,-10,0.7,39000,0,1322.6104554757246
CJ1,Tamarack,0,-10,0.69,39000,0,1322.6104554757246
CJ1,Tamarack,0,-10,0.68,39000,0,1322.6104554757246
CJ1,Tamarack,0,0,0.7,41000,0,1480.3789666924638
CJ1,Tamarack,0,0,0.69,41000,0,1480.3789666924638
CJ1,Tamarack,0,0,0.68,41000,0,1480.3789666924638
CJ1,Tamarack,0,0,0.7,39000,0,1375.5773367239653
CJ1,Tamarack,0,0,0.69,39000,0,1375.5773367239653
CJ1,Tamarack,0,0,0.68,39000,0,1375.5773367239653
CJ1,Tamarack,0,10,0.7,41000,0,1538.4278088985798
CJ1,Tamarack,0,10,0.69,41000,0,1538.4278088985798
CJ1,Tamarack,0,10,0.68,41000,0,1538.4278088985798
CJ1,Tamarack,0,10,0.7,39000,0,1430.3706643848923
CJ1,Tamarack,0,10,0.69,39000,0,1430.3706643848923
CJ1,Tamarack,0,10,0.68,39000,0,1430.3706643848923
CJ1,Tamarack,0,20,0.7,41000,0,1573.844187814885
CJ1,Tamarack,0,20,0.69,41000,0,1573.844187814885
CJ1,Tamarack,0,20,0.68,41000,0,1573.844187814885
CJ1,Tamarack,0,20,0.7,39000,0,1487.7962775694368
CJ1,Tamarack,0,20,0.69,39000,0,1487.7962775694368
CJ1,Tamarack,0,20,0.68,39000,0,1487.7962775694368
