aircraft,mod,flap,isa_dev,mach,cruise_alt,payload,total_dist_nm
C208B,Flatwing,0,-10,0.0,25000,0,1267.0901475082103
C208B,Flatwing,0,-10,0.0,25000,0,1267.0901475082103
C208B,Flatwing,0,-10,0.0,25000,0,1267.0901475082103
C208B,Flatwing,0,-10,0.0,25000,0,1267.0901475082103
C208B,Flatwing,0,-10,0.0,25000,0,1267.0901475082103
C208B,Flatwing,0,-10,0.0,24000,0,1245.12296742241
C208B,Flatwing,0,-10,0.0,24000,0,1245.12296742241
C208B,Flatwing,0,-10,0.0,24000,0,1245.12296742241
C208B,Flatwing,0,-10,0.0,24000,0,1245.12296742241
C208B,Flatwing,0,-10,0.0,24000,0,1245.12296742241
C208B,Flatwing,0,-10,0.0,23000,0,1221.5192822333352
C208B,Flatwing,0,-10,0.0,23000,0,1221.5192822333352
C208B,Flatwing,0,-10,0.0,23000,0,1221.5192822333352
C208B,Flatwing,0,-10,0.0,23000,0,1221.5192822333352
C208B,Flatwing,0,-10,0.0,23000,0,1221.5192822333352
C208B,Flatwing,0,-10,0.0,22000,0,1198.1567763275934
C208B,Flatwing,0,-10,0.0,22000,0,1198.1567763275934
C208B,Flatwing,0,-10,0.0,22000,0,1198.1567763275934
C208B,Flatwing,0,-10,0.0,22000,0,1198.1567763275934
C208B,Flatwing,0,-10,0.0,22000,0,1198.1567763275934
C208B,Flatwing,0,-10,0.0,21000,0,1175.2490538373747
C208B,Flatwing,0,-10,0.0,21000,0,1175.2490538373747
C208B,Flatwing,0,-10,0.0,21000,0,1175.2490538373747
C208B,Flatwing,0,-10,0.0,21000,0,1175.2490538373747
C208B,Flatwing,0,-10,0.0,21000,0,1175.2490538373747
C208B,Flatwing,0,-10,0.0,20000,0,1152.724460702691
C208B,Flatwing,0,-10,0.0,20000,0,1152.724460702691
C208B,Flatwing,0,-10,0.0,20000,0,1152.724460702691
C208B,Flatwing,0,-10,0.0,20000,0,1152.724460702691
C208B,Flatwing,0,-10,0.0,20000,0,1152.724460702691
C208B,Flatwing,0,-10,0.0,19000,0,1130.6108131861322
C208B,Flatwing,0,-10,0.0,19000,0,1130.6108131861322
C208B,Flatwing,0,-10,0.0,19000,0,1130.6108131861322
C208B,Flatwing,0,-10,0.0,19000,0,1130.6108131861322
C208B,Flatwing,0,-10,0.0,19000,0,1130.6108131861322
C208B,Flatwing,0,-10,0.0,18000,0,1108.8542194056788
C208B,Flatwing,0,-10,0.0,18000,0,1108.8542194056788
C208B,Flatwing,0,-10,0.0,18000,0,1108.8542194056788
C208B,Flatwing,0,-10,0.0,18000,0,1108.8542194056788
C208B,Flatwing,0,-10,0.0,18000,0,1108.8542194056788
C208B,Flatwing,0,-10,0.0,17000,0,1087.7049868146944
C208B,Flatwing,0,-10,0.0,17000,0,1087.7049868146944
C208B,Flatwing,0,-10,0.0,17000,0,1087.7049868146944
C208B,Flatwing,0,-10,0.0,17000,0,1087.7049868146944
C208B,Flatwing,0,-10,0.0,17000,0,1087.7049868146944
C208B,Flatwing,0,-10,0.0,16000,0,1066.7887431783597
C208B,Flatwing,0,-10,0.0,16000,0,1066.7887431783597
