# Flight Simulation Results - CJ1+ Flatwing
# Route: KSZT to KSAN
# Initial Fuel: 2800 lb
# Payload: 1000 lb
# Cruise Altitude: 41000 ft
# Winds/Temps Source: No Wind
# ISA Dev: +5°C
# Approach VAPP: 119.7 kts
# Approach VREF: 93.5 kts
# Generated: 2025-11-12 08:00:02
# Original Data Points: 1934
# Sampled Data Points (2-sec intervals): 4834
# Time Range: 0 - 9666 seconds
# Exact 2-second intervals, no skipped rows
# 
Time (s),Segment,Segment Name,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
0,0,takeoff roll,2131,0.0,1,1,22,3682,162,10780,2700,0,0.001,36.3,119.7,93.5
2,0,takeoff roll,2148,0.0,12,12,409,3637,169,10779,2699,991,0.019,35.8,119.7,93.5
4,0,takeoff roll,2166,0.0,24,23,816,3591,176,10777,2697,2035,0.037,35.2,119.7,93.5
6,0,takeoff roll,2200,0.0,36,35,1196,3544,190,10776,2696,2550,0.056,34.5,119.7,93.5
8,0,takeoff roll,2249,0.1,48,46,1549,3497,211,10774,2694,2538,0.074,33.8,119.7,93.5
10,0,takeoff roll,2299,0.1,60,57,1901,3451,232,10773,2693,2526,0.091,33.0,119.7,93.5
12,0,takeoff roll,2375,0.1,71,68,2189,3406,265,10772,2692,2492,0.108,32.2,119.7,93.5
14,0,takeoff roll,2451,0.2,82,78,2477,3360,297,10770,2690,2459,0.125,31.4,119.7,93.5
16,0,takeoff roll,2533,0.2,92,88,2608,3322,409,10769,2689,2487,0.141,29.5,119.7,93.5
18,3,3rd segment climb,2622,0.3,101,96,2582,3289,600,10768,2688,2574,0.155,26.6,119.7,93.5
20,3,3rd segment climb,2711,0.3,110,105,2557,3257,791,10766,2686,2662,0.169,23.8,119.7,93.5
22,3,3rd segment climb,2800,0.4,115,110,2585,3232,844,10765,2685,2593,0.176,22.8,119.7,93.5
24,3,3rd segment climb,2890,0.5,117,112,2643,3213,822,10764,2684,2439,0.18,22.8,119.7,93.5
26,3,3rd segment climb,2979,0.5,120,114,2691,3195,804,10762,2682,2308,0.183,22.8,119.7,93.5
28,3,3rd segment climb,3069,0.6,120,114,2689,3189,804,10761,2681,2303,0.183,22.7,119.7,93.5
30,3,3rd segment climb,3158,0.7,120,114,2686,3184,803,10760,2680,2297,0.184,22.7,119.7,93.5
32,3,3rd segment climb,3248,0.7,120,114,2683,3178,803,10759,2679,2292,0.184,22.6,119.7,93.5
34,3,3rd segment climb,3337,0.8,120,114,2681,3172,803,10757,2677,2288,0.184,22.6,119.7,93.5
36,3,3rd segment climb,3427,0.9,120,114,2678,3166,803,10756,2676,2284,0.185,22.5,119.7,93.5
38,3,3rd segment climb,3516,0.9,121,114,2676,3160,803,10755,2675,2280,0.185,22.5,119.7,93.5
40,3,3rd segment climb,3605,1.0,121,114,2673,3154,803,10753,2673,2275,0.185,22.4,119.7,93.5
42,3,3rd segment climb,3700,1.1,126,119,2779,3134,794,10752,2672,2266,0.194,22.3,119.7,93.5
44,4,climb IAS,3797,1.1,134,126,2945,3106,780,10751,2671,2254,0.206,22.2,119.7,93.5
46,4,climb IAS,3897,1.2,143,134,3102,3078,769,10750,2670,2240,0.219,22.0,119.7,93.5
48,4,climb IAS,4006,1.3,151,141,3219,3046,775,10748,2668,2216,0.232,21.6,119.7,93.5
50,4,climb IAS,4114,1.4,159,148,3335,3013,782,10747,2667,2193,0.244,21.2,119.7,93.5
52,4,climb IAS,4228,1.5,166,155,3420,2982,799,10746,2666,2170,0.256,20.7,119.7,93.5
54,4,climb IAS,4344,1.6,174,162,3489,2952,822,10745,2665,2147,0.268,20.2,119.7,93.5
56,4,climb IAS,4461,1.7,182,169,3553,2922,845,10744,2664,2125,0.279,19.7,119.7,93.5
58,4,climb IAS,4581,1.8,189,175,3581,2894,877,10743,2663,2104,0.29,19.1,119.7,93.5
60,4,climb IAS,4701,1.9,196,181,3610,2866,908,10741,2661,2083,0.301,18.5,119.7,93.5
62,4,climb IAS,4822,2.0,203,187,3618,2840,943,10740,2660,2064,0.312,17.9,119.7,93.5
64,4,climb IAS,4942,2.1,209,193,3613,2814,979,10739,2659,2045,0.322,17.3,119.7,93.5
