# Flight Simulation Results - CJ1+ Tamarack
# Route: KSZT to KSAN
# Initial Fuel: 2700 lb
# Payload: 0 lb
# Cruise Altitude: 41000 ft
# Winds/Temps Source: No Wind
# ISA Dev: +5°C
# Approach VAPP: 110.3 kts
# Approach VREF: 84.8 kts
# Generated: 2025-11-12 08:00:02
# Original Data Points: 1894
# Sampled Data Points (2-sec intervals): 4734
# Time Range: 0 - 9466 seconds
# Exact 2-second intervals, no skipped rows
# 
Time (s),Segment,Segment Name,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
0,0,takeoff roll,2131,0.0,1,1,26,3682,146,9755,2600,0,0.001,40.8,110.3,84.8
2,0,takeoff roll,2152,0.0,14,13,498,3632,155,9754,2599,990,0.021,40.0,110.3,84.8
4,0,takeoff roll,2174,0.0,27,26,995,3581,164,9752,2597,2031,0.041,39.2,110.3,84.8
6,0,takeoff roll,2215,0.0,40,39,1453,3529,182,9751,2596,2544,0.062,38.4,110.3,84.8
8,0,takeoff roll,2275,0.1,53,51,1872,3477,208,9749,2594,2528,0.081,37.4,110.3,84.8
10,0,takeoff roll,2335,0.1,66,63,2291,3426,234,9748,2593,2512,0.101,36.5,110.3,84.8
12,0,takeoff roll,2425,0.1,78,74,2442,3381,388,9747,2592,2531,0.119,33.4,110.3,84.8
14,1,1st segment climb,2515,0.2,90,86,2593,3335,543,9745,2590,2551,0.137,30.4,110.3,84.8
16,1,1st segment climb,2609,0.2,99,94,2729,3298,637,9744,2589,2566,0.151,28.4,110.3,84.8
18,1,1st segment climb,2707,0.3,103,98,2839,3275,618,9743,2588,2573,0.157,28.3,110.3,84.8
20,3,3rd segment climb,2806,0.4,107,102,2949,3251,598,9741,2586,2580,0.164,28.3,110.3,84.8
22,3,3rd segment climb,2905,0.4,109,103,2991,3238,591,9740,2585,2521,0.166,28.2,110.3,84.8
24,3,3rd segment climb,3005,0.5,109,103,2989,3231,591,9739,2584,2419,0.167,28.2,110.3,84.8
26,3,3rd segment climb,3104,0.5,109,103,2986,3225,590,9737,2582,2327,0.167,28.1,110.3,84.8
28,3,3rd segment climb,3204,0.6,109,103,2983,3218,590,9736,2581,2322,0.167,28.0,110.3,84.8
30,3,3rd segment climb,3303,0.7,109,103,2981,3212,590,9735,2580,2317,0.168,28.0,110.3,84.8
32,3,3rd segment climb,3402,0.7,109,103,2978,3205,590,9734,2579,2312,0.168,27.9,110.3,84.8
34,3,3rd segment climb,3501,0.8,110,103,2976,3199,590,9732,2577,2308,0.168,27.8,110.3,84.8
36,3,3rd segment climb,3601,0.8,111,104,2992,3190,590,9731,2576,2302,0.17,27.7,110.3,84.8
38,3,3rd segment climb,3709,0.9,119,111,3182,3163,585,9730,2575,2292,0.182,27.5,110.3,84.8
40,4,climb IAS,3816,1.0,127,119,3371,3136,581,9728,2573,2281,0.195,27.2,110.3,84.8
42,4,climb IAS,3933,1.0,136,127,3545,3102,590,9727,2572,2260,0.209,26.7,110.3,84.8
44,4,climb IAS,4057,1.1,146,136,3709,3063,609,9726,2571,2233,0.224,26.1,110.3,84.8
46,4,climb IAS,4181,1.2,155,145,3866,3024,630,9725,2570,2205,0.238,25.4,110.3,84.8
48,4,climb IAS,4315,1.3,164,153,3958,2988,666,9724,2569,2178,0.252,24.6,110.3,84.8
50,4,climb IAS,4449,1.4,173,161,4051,2952,702,9722,2567,2151,0.266,23.8,110.3,84.8
52,4,climb IAS,4585,1.5,181,168,4094,2917,743,9721,2566,2126,0.279,22.9,110.3,84.8
54,4,climb IAS,4723,1.6,188,174,4104,2885,788,9720,2565,2101,0.29,22.1,110.3,84.8
56,4,climb IAS,4860,1.7,195,180,4111,2854,828,9719,2564,2078,0.3,21.3,110.3,84.8
58,4,climb IAS,4996,1.8,195,180,4095,2845,830,9718,2563,2064,0.301,21.2,110.3,84.8
60,4,climb IAS,5132,1.9,195,180,4080,2835,833,9717,2562,2050,0.301,21.1,110.3,84.8
62,4,climb IAS,5268,2.0,196,180,4069,2827,834,9715,2560,2041,0.302,21.0,110.3,84.8
64,4,climb IAS,5403,2.1,196,180,4061,2819,834,9714,2559,2035,0.303,20.9,110.3,84.8
66,4,climb IAS,5539,2.3,197,180,4053,2810,834,9713,2558,2029,0.304,20.8,110.3,84.8
68,4,climb IAS,5673,2.4,197,180,4045,2802,833,9712,2557,2024,0.304,20.7,110.3,84.8
70,4,climb IAS,5808,2.5,197,180,4037,2794,833,9711,2556,2018,0.305,20.6,110.3,84.8
