aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,total_time_min
C208B,Flatwing,0,0,14000,0.35,0,424
C208B,Flatwing,0,0,14000,0.33,0,424
C208B,Flatwing,0,0,14000,0.31,0,424
C208B,Flatwing,0,0,12000,0.35,0,424
C208B,Flatwing,0,0,12000,0.33,0,424
C208B,Flatwing,0,0,12000,0.31,0,424
C208B,Flatwing,0,0,10000,0.35,0,424
C208B,Flatwing,0,0,10000,0.33,0,424
C208B,Flatwing,0,0,10000,0.31,0,424
C208B,Flatwing,0,10,14000,0.35,0,425
C208B,Flatwing,0,10,14000,0.33,0,425
C208B,Flatwing,0,10,14000,0.31,0,425
C208B,Flatwing,0,10,12000,0.35,0,425
C208B,Flatwing,0,10,12000,0.33,0,425
C208B,Flatwing,0,10,12000,0.31,0,425
C208B,Flatwing,0,10,10000,0.35,0,425
C208B,Flatwing,0,10,10000,0.33,0,425
C208B,Flatwing,0,10,10000,0.31,0,425
C208B,Tamarack,0,0,14000,0.35,0,432
C208B,Tamarack,0,0,14000,0.33,0,432
C208B,Tamarack,0,0,14000,0.31,0,432
C208B,Tamarack,0,0,12000,0.35,0,432
C208B,Tamarack,0,0,12000,0.33,0,432
C208B,Tamarack,0,0,12000,0.31,0,432
C208B,Tamarack,0,0,10000,0.35,0,432
C208B,Tamarack,0,0,10000,0.33,0,432
C208B,Tamarack,0,0,10000,0.31,0,432
C208B,Tamarack,0,10,14000,0.35,0,433
C208B,Tamarack,0,10,14000,0.33,0,433
C208B,Tamarack,0,10,14000,0.31,0,433
C208B,Tamarack,0,10,12000,0.35,0,433
C208B,Tamarack,0,10,12000,0.33,0,433
C208B,Tamarack,0,10,12000,0.31,0,433
C208B,Tamarack,0,10,10000,0.35,0,433
C208B,Tamarack,0,10,10000,0.33,0,433
C208B,Tamarack,0,10,10000,0.31,0,433
