# Flight Simulation Results - C208B Flatwing
# Route: KSZT to KSAN
# Initial Fuel: 2200 lb
# Payload: 0 lb
# Cruise Altitude: 5000 ft
# Winds/Temps Source: No Wind
# ISA Dev: +0°C
# Approach VAPP: 77.1 kts
# Approach VREF: 51.5 kts
# Generated: 2025-11-06 15:40:52
# Original Data Points: 6018
# Sampled Data Points (2-sec intervals): 15044
# Time Range: 0 - 30086 seconds
# Exact 2-second intervals, no skipped rows
# 
Time (s),Segment,Segment Name,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
0,0,takeoff roll,0,0.0,1,1,112,5194,201,6700,2100,0,0.002,122.7,77.1,51.5
2,0,takeoff roll,40,0.0,19,19,573,3933,225,6700,2100,154,0.028,86.5,77.1,51.5
4,0,takeoff roll,81,0.0,37,37,1058,2606,250,6700,2100,316,0.056,48.3,77.1,51.5
6,0,takeoff roll,126,0.1,50,50,1371,1907,277,6699,2099,398,0.076,28.4,77.1,51.5
8,0,takeoff roll,173,0.1,58,58,1510,1836,305,6699,2099,401,0.088,26.8,77.1,51.5
10,0,takeoff roll,221,0.1,67,67,1649,1766,334,6699,2099,404,0.101,25.1,77.1,51.5
12,0,takeoff roll,266,0.2,71,70,1533,1753,424,6699,2099,407,0.107,22.2,77.1,51.5
14,2,2nd segment climb,311,0.2,75,74,1417,1739,515,6698,2098,410,0.113,19.3,77.1,51.5
16,2,2nd segment climb,356,0.2,77,76,1364,1731,555,6698,2098,410,0.116,17.8,77.1,51.5
18,3,3rd segment climb,402,0.3,77,76,1388,1729,533,6698,2098,406,0.116,18.2,77.1,51.5
20,3,3rd segment climb,448,0.3,77,76,1413,1727,510,6698,2098,402,0.116,18.5,77.1,51.5
22,3,3rd segment climb,495,0.4,77,76,1413,1725,509,6698,2098,402,0.116,18.5,77.1,51.5
24,3,3rd segment climb,542,0.4,77,76,1411,1723,509,6697,2097,402,0.116,18.4,77.1,51.5
26,3,3rd segment climb,589,0.5,77,76,1410,1721,509,6697,2097,401,0.117,18.4,77.1,51.5
28,3,3rd segment climb,636,0.5,77,76,1409,1719,509,6697,2097,401,0.117,18.4,77.1,51.5
30,3,3rd segment climb,683,0.5,77,76,1407,1717,509,6697,2097,401,0.117,18.3,77.1,51.5
32,3,3rd segment climb,730,0.6,77,76,1406,1715,509,6696,2096,400,0.117,18.3,77.1,51.5
34,3,3rd segment climb,777,0.6,77,76,1405,1713,509,6696,2096,400,0.117,18.3,77.1,51.5
36,3,3rd segment climb,824,0.7,77,76,1403,1711,509,6696,2096,400,0.117,18.2,77.1,51.5
38,3,3rd segment climb,870,0.7,77,76,1402,1709,509,6696,2096,399,0.117,18.2,77.1,51.5
40,3,3rd segment climb,917,0.8,77,76,1401,1707,509,6696,2096,399,0.117,18.2,77.1,51.5
42,3,3rd segment climb,964,0.8,77,76,1399,1705,509,6695,2095,399,0.117,18.2,77.1,51.5
44,3,3rd segment climb,1010,0.8,77,76,1398,1703,509,6695,2095,398,0.117,18.1,77.1,51.5
46,3,3rd segment climb,1057,0.9,77,76,1397,1701,509,6695,2095,398,0.118,18.1,77.1,51.5
48,3,3rd segment climb,1104,0.9,78,76,1396,1699,509,6695,2095,398,0.118,18.1,77.1,51.5
50,3,3rd segment climb,1150,1.0,78,76,1394,1697,509,6694,2094,397,0.118,18.0,77.1,51.5
52,3,3rd segment climb,1197,1.0,78,76,1393,1695,509,6694,2094,397,0.118,18.0,77.1,51.5
54,3,3rd segment climb,1243,1.1,78,76,1392,1693,509,6694,2094,397,0.118,18.0,77.1,51.5
56,3,3rd segment climb,1289,1.1,78,76,1390,1691,509,6694,2094,396,0.118,17.9,77.1,51.5
58,3,3rd segment climb,1336,1.1,78,76,1389,1689,509,6694,2094,396,0.118,17.9,77.1,51.5
60,3,3rd segment climb,1382,1.2,78,76,1388,1687,509,6693,2093,396,0.118,17.9,77.1,51.5
62,3,3rd segment climb,1428,1.2,78,76,1386,1685,509,6693,2093,395,0.118,17.9,77.1,51.5
64,3,3rd segment climb,1474,1.3,78,76,1385,1683,509,6693,2093,395,0.118,17.8,77.1,51.5
66,3,3rd segment climb,1522,1.3,80,79,1407,1665,505,6693,2093,395,0.122,17.6,77.1,51.5
68,4,climb IAS,1570,1.4,85,84,1458,1625,496,6692,2092,394,0.13,17.1,77.1,51.5
70,4,climb IAS,1619,1.4,91,89,1508,1586,486,6692,2092,394,0.138,16.7,77.1,51.5
72,4,climb IAS,1670,1.5,96,94,1528,1541,490,6692,2092,394,0.147,15.9,77.1,51.5
74,4,climb IAS,1722,1.5,102,100,1546,1496,494,6692,2092,393,0.156,15.1,77.1,51.5
76,4,climb IAS,1773,1.6,107,104,1548,1460,502,6692,2092,393,0.163,14.5,77.1,51.5
78,4,climb IAS,1824,1.6,110,107,1531,1436,514,6691,2091,393,0.167,13.9,77.1,51.5
80,4,climb IAS,1875,1.7,113,110,1513,1411,526,6691,2091,392,0.172,13.4,77.1,51.5
82,4,climb IAS,1926,1.8,113,110,1510,1408,526,6691,2091,392,0.172,13.3,77.1,51.5
84,4,climb IAS,1976,1.8,113,110,1509,1407,526,6691,2091,392,0.172,13.3,77.1,51.5
86,4,climb IAS,2026,1.9,113,110,1507,1405,526,6690,2090,391,0.172,13.3,77.1,51.5
88,4,climb IAS,2077,2.0,113,110,1505,1403,526,6690,2090,391,0.173,13.2,77.1,51.5
90,4,climb IAS,2127,2.0,113,110,1504,1402,526,6690,2090,391,0.173,13.2,77.1,51.5
92,4,climb IAS,2177,2.1,114,110,1501,1400,526,6690,2090,390,0.173,13.2,77.1,51.5
94,4,climb IAS,2227,2.1,114,110,1499,1398,526,6690,2090,390,0.173,13.1,77.1,51.5
96,4,climb IAS,2277,2.2,114,110,1497,1396,526,6689,2089,390,0.173,13.1,77.1,51.5
98,4,climb IAS,2326,2.3,114,110,1495,1394,526,6689,2089,389,0.173,13.1,77.1,51.5
100,4,climb IAS,2376,2.3,114,110,1493,1392,526,6689,2089,389,0.174,13.1,77.1,51.5
102,4,climb IAS,2426,2.4,114,110,1491,1390,526,6689,2089,388,0.174,13.0,77.1,51.5
104,4,climb IAS,2476,2.5,114,110,1488,1388,526,6689,2089,388,0.174,13.0,77.1,51.5
106,4,climb IAS,2525,2.5,114,110,1486,1386,526,6688,2088,388,0.174,13.0,77.1,51.5
108,4,climb IAS,2575,2.6,114,110,1484,1384,526,6688,2088,387,0.174,12.9,77.1,51.5
110,4,climb IAS,2624,2.7,114,110,1482,1382,526,6688,2088,387,0.174,12.9,77.1,51.5
112,4,climb IAS,2673,2.7,114,110,1480,1380,526,6688,2088,387,0.174,12.9,77.1,51.5
114,4,climb IAS,2723,2.8,114,110,1478,1379,526,6687,2087,386,0.175,12.9,77.1,51.5
116,4,climb IAS,2772,2.8,115,110,1475,1377,526,6687,2087,386,0.175,12.8,77.1,51.5
118,4,climb IAS,2821,2.9,115,110,1473,1375,526,6687,2087,386,0.175,12.8,77.1,51.5
120,4,climb IAS,2870,3.0,115,110,1471,1373,526,6687,2087,385,0.175,12.8,77.1,51.5
122,4,climb IAS,2919,3.0,115,110,1469,1371,526,6687,2087,385,0.175,12.7,77.1,51.5
124,4,climb IAS,2968,3.1,115,110,1467,1369,526,6686,2086,385,0.175,12.7,77.1,51.5
126,4,climb IAS,3017,3.2,115,110,1465,1367,526,6686,2086,384,0.176,12.7,77.1,51.5
128,4,climb IAS,3066,3.2,115,110,1463,1365,526,6686,2086,384,0.176,12.7,77.1,51.5
130,4,climb IAS,3114,3.3,115,110,1461,1364,526,6686,2086,384,0.176,12.6,77.1,51.5
132,4,climb IAS,3163,3.4,115,110,1458,1362,526,6686,2086,383,0.176,12.6,77.1,51.5
134,4,climb IAS,3211,3.4,115,110,1456,1360,526,6685,2085,383,0.176,12.6,77.1,51.5
136,4,climb IAS,3260,3.5,115,110,1454,1358,526,6685,2085,383,0.176,12.5,77.1,51.5
138,4,climb IAS,3308,3.5,115,110,1452,1356,526,6685,2085,382,0.177,12.5,77.1,51.5
140,4,climb IAS,3357,3.6,116,110,1450,1354,526,6685,2085,382,0.177,12.5,77.1,51.5
142,4,climb IAS,3405,3.7,116,110,1448,1352,526,6684,2084,382,0.177,12.5,77.1,51.5
144,4,climb IAS,3453,3.7,116,110,1446,1351,526,6684,2084,381,0.177,12.4,77.1,51.5
146,4,climb IAS,3501,3.8,116,110,1444,1349,526,6684,2084,381,0.177,12.4,77.1,51.5
148,4,climb IAS,3549,3.9,116,110,1442,1347,526,6684,2084,381,0.177,12.4,77.1,51.5
150,4,climb IAS,3597,3.9,116,110,1440,1345,526,6684,2084,380,0.177,12.4,77.1,51.5
152,4,climb IAS,3645,4.0,116,110,1438,1343,526,6683,2083,380,0.178,12.3,77.1,51.5
154,4,climb IAS,3693,4.1,116,110,1435,1342,526,6683,2083,380,0.178,12.3,77.1,51.5
156,4,climb IAS,3741,4.1,116,110,1433,1340,526,6683,2083,379,0.178,12.3,77.1,51.5
158,4,climb IAS,3789,4.2,116,110,1431,1338,526,6683,2083,379,0.178,12.2,77.1,51.5
160,4,climb IAS,3836,4.3,116,110,1429,1336,526,6683,2083,379,0.178,12.2,77.1,51.5
162,4,climb IAS,3884,4.3,116,110,1427,1334,526,6682,2082,378,0.178,12.2,77.1,51.5
164,4,climb IAS,3932,4.4,117,110,1425,1333,526,6682,2082,378,0.179,12.2,77.1,51.5
166,4,climb IAS,3979,4.4,117,110,1423,1331,526,6682,2082,378,0.179,12.1,77.1,51.5
168,4,climb IAS,4026,4.5,117,110,1421,1329,526,6682,2082,377,0.179,12.1,77.1,51.5
170,4,climb IAS,4074,4.6,117,110,1419,1327,526,6682,2082,377,0.179,12.1,77.1,51.5
172,4,climb IAS,4121,4.6,117,110,1417,1326,526,6681,2081,377,0.179,12.1,77.1,51.5
174,4,climb IAS,4168,4.7,117,110,1415,1324,525,6681,2081,376,0.179,12.0,77.1,51.5
176,4,climb IAS,4215,4.8,117,110,1413,1322,525,6681,2081,376,0.18,12.0,77.1,51.5
