# Flight Simulation Results - CJ Flatwing
# Route: KSZT to KSAN
# Initial Fuel: 3440 lb
# Payload: 0 lb
# Cruise Altitude: 41000 ft
# Winds/Temps Source: No Wind
# Approach VAPP: 114.6 kts
# Approach VREF: 88.7 kts
# Generated: 2025-11-06 13:59:25
# Original Data Points: 2014
# Sampled Data Points (5-sec intervals): 2014
# Time Range: 0 - 10065 seconds
# Exact 5-second intervals, no skipped rows
# 
Time (s),Segment,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
8855,8,32224,849.3,390,237,-2000,542,1233,8095,1595,390,0.669,-8.6,,
8860,8,32057,849.8,390,238,-2000,551,1241,8095,1595,397,0.669,-8.6,,
8865,8,31890,850.4,391,239,-2000,559,1249,8094,1594,403,0.669,-8.6,,
8870,8,31724,850.9,391,240,-2000,568,1257,8093,1593,409,0.669,-8.6,,
8875,8,31557,851.4,391,241,-2000,576,1265,8093,1593,415,0.669,-8.5,,
8880,8,31390,852.0,391,241,-2000,584,1273,8092,1592,421,0.668,-8.5,,
8885,8,31224,852.5,391,242,-2000,593,1281,8092,1592,427,0.668,-8.5,,
8890,8,31057,853.1,392,243,-2000,601,1289,8091,1591,433,0.668,-8.5,,
8895,8,30890,853.6,392,244,-2000,610,1297,8091,1591,439,0.668,-8.5,,
8900,8,30724,854.2,392,245,-2000,618,1305,8090,1590,445,0.668,-8.5,,
8905,8,30557,854.7,392,246,-2000,626,1313,8089,1589,451,0.667,-8.5,,
8910,8,30390,855.3,392,246,-2000,635,1321,8089,1589,457,0.667,-8.5,,
8915,8,30224,855.8,392,247,-2000,643,1329,8088,1588,463,0.667,-8.5,,
8920,8,30057,856.3,392,248,-2000,651,1337,8087,1587,469,0.667,-8.5,,
8925,8,29890,856.9,392,249,-2000,659,1345,8087,1587,475,0.666,-8.5,,
8930,8,29724,857.4,393,250,-2000,668,1353,8086,1586,481,0.666,-8.5,,
8935,8,29557,858.0,393,250,-2000,676,1361,8085,1585,487,0.666,-8.5,,
8940,8,29390,858.5,393,251,-2000,684,1369,8085,1585,493,0.665,-8.5,,
8945,8,29224,859.1,393,252,-2000,692,1377,8084,1584,498,0.665,-8.5,,
8950,8,29057,859.6,393,253,-2000,700,1385,8083,1583,504,0.665,-8.5,,
8955,8,28890,860.2,393,253,-2000,709,1393,8083,1583,510,0.664,-8.5,,
8960,8,28724,860.7,393,254,-2000,717,1401,8082,1582,516,0.664,-8.5,,
8965,8,28557,861.3,393,255,-2000,725,1409,8081,1581,522,0.663,-8.5,,
8970,8,28390,861.8,393,256,-2000,733,1417,8080,1580,528,0.663,-8.5,,
8975,8,28224,862.3,393,256,-2000,741,1425,8080,1580,533,0.663,-8.5,,
8980,8,28057,862.9,393,257,-2000,749,1433,8079,1579,539,0.662,-8.5,,
8985,8,27890,863.4,393,258,-2000,757,1441,8078,1578,545,0.662,-8.5,,
8990,8,27724,864.0,393,259,-2000,765,1449,8077,1577,551,0.661,-8.5,,
8995,8,27557,864.5,393,259,-2000,1456,1457,8076,1576,1049,0.661,-8.5,,
9000,8,27390,865.1,393,260,-2000,1464,1465,8074,1574,1054,0.66,-8.5,,
9005,9,27224,865.6,391,260,-2000,784,1471,8074,1574,663,0.656,-8.5,,
9010,9,27057,866.2,390,260,-2000,782,1471,8073,1573,564,0.654,-8.6,,
9015,9,26890,866.7,389,260,-2000,781,1472,8072,1572,562,0.652,-8.6,,
9020,9,26724,867.2,388,260,-2000,779,1472,8071,1571,561,0.649,-8.6,,
9025,9,26557,867.8,387,260,-2000,778,1472,8070,1570,560,0.647,-8.6,,
9030,9,26390,868.3,386,260,-2000,776,1473,8070,1570,559,0.645,-8.7,,
9035,9,26224,868.8,385,260,-2000,775,1473,8069,1569,558,0.643,-8.7,,
9040,9,26057,869.4,384,260,-2000,774,1473,8068,1568,557,0.641,-8.7,,
9045,9,25890,869.9,383,260,-2000,772,1474,8067,1567,556,0.639,-8.7,,
9050,9,25724,870.4,382,260,-2000,771,1474,8067,1567,555,0.636,-8.8,,
9055,9,25557,871.0,381,260,-2000,770,1475,8066,1566,554,0.634,-8.8,,
9060,9,25390,871.5,380,260,-2000,768,1475,8065,1565,553,0.632,-8.8,,
9065,9,25224,872.0,379,260,-2000,767,1475,8064,1564,552,0.63,-8.8,,
9070,9,25057,872.6,378,260,-2000,765,1476,8063,1563,551,0.628,-8.8,,
9075,9,24890,873.1,377,260,-2000,764,1476,8063,1563,551,0.626,-8.9,,
9080,9,24724,873.6,376,260,-2000,763,1477,8062,1562,550,0.624,-8.9,,
9085,9,24557,874.1,375,260,-2000,761,1477,8061,1561,549,0.622,-8.9,,
9090,9,24390,874.6,374,260,-2000,760,1478,8060,1560,548,0.62,-8.9,,
9095,9,24224,875.2,373,260,-2000,759,1478,8060,1560,547,0.618,-9.0,,
9100,9,24057,875.7,372,260,-2000,757,1478,8059,1559,546,0.616,-9.0,,
9105,9,23890,876.2,371,260,-2000,756,1479,8058,1558,545,0.614,-9.0,,
9110,9,23724,876.7,370,260,-2000,754,1479,8057,1557,544,0.612,-9.0,,
9115,9,23557,877.2,369,260,-2000,753,1480,8057,1557,543,0.61,-9.1,,
9120,9,23390,877.7,368,260,-2000,752,1480,8056,1556,542,0.608,-9.1,,
9125,9,23224,878.2,367,260,-2000,750,1481,8055,1555,541,0.606,-9.1,,
9130,9,23057,878.8,366,260,-2000,749,1481,8054,1554,540,0.604,-9.1,,
9135,9,22890,879.3,365,260,-2000,747,1481,8054,1554,539,0.602,-9.2,,
9140,9,22724,879.8,364,260,-2000,746,1482,8053,1553,538,0.6,-9.2,,
9145,9,22557,880.3,363,260,-2000,745,1482,8052,1552,537,0.598,-9.2,,
9150,9,22390,880.8,362,260,-2000,743,1483,8051,1551,535,0.596,-9.2,,
9155,9,22224,881.3,361,260,-2000,742,1483,8051,1551,534,0.594,-9.2,,
9160,9,22057,881.8,361,260,-2000,740,1484,8050,1550,533,0.592,-9.3,,
9165,9,21890,882.3,360,260,-2000,739,1484,8049,1549,532,0.59,-9.3,,
9170,9,21724,882.8,359,260,-2000,737,1484,8048,1548,531,0.588,-9.3,,
9175,9,21557,883.3,358,260,-2000,736,1485,8048,1548,530,0.586,-9.3,,
9180,9,21390,883.8,357,260,-2000,734,1485,8047,1547,529,0.584,-9.4,,
9185,9,21224,884.3,356,260,-2000,733,1485,8046,1546,528,0.582,-9.4,,
9190,9,21057,884.8,355,260,-2000,731,1486,8046,1546,527,0.58,-9.4,,
9195,9,20890,885.3,354,260,-2000,730,1486,8045,1545,526,0.578,-9.4,,
9200,9,20724,885.7,353,260,-2000,728,1487,8044,1544,525,0.577,-9.5,,
9205,9,20557,886.2,352,260,-2000,727,1487,8043,1543,524,0.575,-9.5,,
9210,9,20390,886.7,351,260,-2000,725,1487,8043,1543,523,0.573,-9.5,,
9215,9,20224,887.2,350,260,-2000,724,1488,8042,1542,522,0.571,-9.5,,
9220,9,20057,887.7,349,260,-2000,722,1488,8041,1541,521,0.569,-9.6,,
9225,9,19890,888.2,349,260,-2000,721,1488,8040,1540,519,0.567,-9.6,,
9230,9,19724,888.7,348,260,-2000,719,1489,8040,1540,518,0.566,-9.6,,
9235,9,19557,889.1,347,260,-2000,718,1489,8039,1539,517,0.564,-9.6,,
9240,9,19390,889.6,346,260,-2000,716,1490,8038,1538,516,0.562,-9.7,,
9245,9,19224,890.1,345,260,-2000,715,1490,8038,1538,515,0.56,-9.7,,
9250,9,19057,890.6,344,260,-2000,713,1490,8037,1537,514,0.558,-9.7,,
9255,9,18890,891.1,343,260,-2000,712,1491,8036,1536,513,0.556,-9.7,,
9260,9,18724,891.5,342,260,-2000,710,1491,8035,1535,512,0.555,-9.8,,
9265,9,18557,892.0,342,260,-2000,708,1491,8035,1535,510,0.553,-9.8,,
9270,9,18390,892.5,341,260,-2000,707,1492,8034,1534,509,0.551,-9.8,,
9275,9,18224,893.0,340,260,-2000,705,1492,8033,1533,508,0.549,-9.8,,
9280,9,18057,893.4,339,260,-2000,704,1492,8033,1533,507,0.548,-9.9,,
9285,9,17890,893.9,338,260,-2000,702,1493,8032,1532,506,0.546,-9.9,,
9290,9,17724,894.4,337,260,-2000,701,1493,8031,1531,505,0.544,-9.9,,
9295,9,17557,894.8,336,260,-2000,699,1494,8030,1530,504,0.542,-9.9,,
9300,9,17390,895.3,335,260,-2000,697,1494,8030,1530,503,0.541,-10.0,,
9305,9,17224,895.8,335,260,-2000,696,1494,8029,1529,501,0.539,-10.0,,
9310,9,17057,896.2,334,260,-2000,694,1495,8028,1528,500,0.537,-10.0,,
9315,9,16890,896.7,333,260,-2000,693,1495,8028,1528,499,0.535,-10.0,,
9320,9,16724,897.2,332,260,-2000,691,1496,8027,1527,498,0.534,-10.1,,
9325,9,16557,897.6,331,260,-2000,690,1496,8026,1526,497,0.532,-10.1,,
9330,9,16390,898.1,330,260,-2000,688,1496,8026,1526,496,0.53,-10.1,,
9335,9,16224,898.5,330,260,-2000,687,1497,8025,1525,495,0.529,-10.1,,
9340,9,16057,899.0,329,260,-2000,685,1497,8024,1524,494,0.527,-10.2,,
9345,9,15890,899.4,328,260,-2000,684,1498,8024,1524,493,0.525,-10.2,,
9350,9,15724,899.9,327,260,-2000,682,1498,8023,1523,491,0.524,-10.2,,
9355,9,15557,900.4,326,260,-2000,680,1499,8022,1522,490,0.522,-10.3,,
9360,9,15390,900.8,325,260,-2000,679,1499,8022,1522,489,0.52,-10.3,,
9365,9,15224,901.3,325,260,-2000,677,1500,8021,1521,488,0.519,-10.3,,
9370,9,15057,901.7,324,260,-2000,676,1500,8020,1520,487,0.517,-10.3,,
9375,9,14890,902.2,323,260,-2000,675,1501,8020,1520,486,0.515,-10.4,,
9380,9,14724,902.6,322,260,-2000,673,1501,8019,1519,485,0.514,-10.4,,
9385,9,14557,903.1,321,260,-2000,672,1502,8018,1518,484,0.512,-10.4,,
9390,9,14390,903.5,321,260,-2000,670,1502,8017,1517,483,0.511,-10.4,,
9395,9,14224,903.9,320,260,-2000,669,1503,8017,1517,482,0.509,-10.5,,
9400,9,14057,904.4,319,260,-2000,667,1504,8016,1516,481,0.507,-10.5,,
9405,9,13890,904.8,318,260,-2000,666,1504,8015,1515,480,0.506,-10.5,,
9410,9,13724,905.3,317,260,-2000,665,1505,8015,1515,479,0.504,-10.5,,
9415,9,13557,905.7,317,260,-2000,663,1505,8014,1514,478,0.503,-10.6,,
9420,9,13390,906.2,316,260,-2000,662,1506,8014,1514,477,0.501,-10.6,,
9425,9,13224,906.6,315,260,-2000,660,1507,8013,1513,476,0.5,-10.6,,
9430,9,13057,907.0,314,260,-2000,659,1507,8012,1512,475,0.498,-10.6,,
9435,9,12890,907.5,313,260,-2000,657,1508,8012,1512,474,0.496,-10.7,,
9440,9,12724,907.9,313,260,-2000,656,1508,8011,1511,473,0.495,-10.7,,
9445,9,12557,908.3,312,260,-2000,654,1509,8010,1510,471,0.493,-10.7,,
9450,9,12390,908.8,311,260,-2000,653,1509,8010,1510,470,0.492,-10.8,,
9455,9,12224,909.2,310,260,-2000,651,1510,8009,1509,469,0.49,-10.8,,
9460,9,12057,909.6,310,260,-2000,650,1510,8008,1508,468,0.489,-10.8,,
9465,9,11890,910.1,309,260,-2000,648,1511,8008,1508,467,0.487,-10.8,,
9470,9,11724,910.5,308,260,-2000,646,1511,8007,1507,466,0.486,-10.9,,
9475,9,11557,910.9,307,260,-2000,645,1512,8006,1506,465,0.484,-10.9,,
9480,9,11390,911.3,307,260,-2000,643,1512,8006,1506,464,0.483,-10.9,,
9485,9,11224,911.8,306,260,-2000,642,1513,8005,1505,463,0.481,-10.9,,
9490,9,11057,912.2,305,260,-2000,640,1513,8004,1504,461,0.48,-11.0,,
9495,9,10890,912.6,304,260,-2000,639,1514,8004,1504,460,0.478,-11.0,,
9500,9,10724,913.0,304,260,-2000,637,1514,8003,1503,459,0.477,-11.0,,
9505,9,10557,913.4,303,260,-2000,635,1515,8002,1502,458,0.475,-11.1,,
9510,9,10390,913.9,302,260,-2000,634,1515,8002,1502,457,0.474,-11.1,,
9515,9,10224,914.3,301,260,-2000,632,1516,8001,1501,456,0.472,-11.1,,
9520,9,10057,914.7,301,260,-2000,631,1516,8001,1501,454,0.471,-11.1,,
9525,10,9915,915.1,295,256,-1500,808,1486,8000,1500,539,0.462,-8.5,,
9530,10,9790,915.5,286,248,-1500,712,1410,7999,1499,540,0.448,-8.8,,
9535,10,9665,915.9,277,241,-1500,616,1337,7998,1498,471,0.434,-9.0,,
9540,10,9540,916.3,268,234,-1500,521,1266,7998,1498,403,0.42,-9.3,,
9545,10,9415,916.7,259,226,-1500,427,1197,7997,1497,335,0.406,-9.7,,
9550,10,9290,917.0,250,219,-1500,334,1131,7997,1497,267,0.391,-10.0,,
9555,10,9165,917.3,242,211,-1500,241,1067,7997,1497,200,0.377,-10.4,,
9560,10,9040,917.7,233,204,-1500,148,1006,7997,1497,133,0.363,-10.8,,
9565,10,8915,918.0,228,200,-1500,100,964,7996,1496,78,0.356,-11.0,,
9570,10,8790,918.3,228,200,-1500,100,964,7996,1496,72,0.355,-11.0,,
9575,10,8665,918.6,227,200,-1500,100,965,7996,1496,72,0.354,-11.1,,
9580,10,8540,918.9,227,200,-1500,100,965,7996,1496,72,0.353,-11.1,,
9585,10,8415,919.3,226,200,-1500,100,965,7996,1496,72,0.352,-11.1,,
9590,10,8290,919.6,226,200,-1500,100,965,7996,1496,72,0.352,-11.1,,
9595,10,8165,919.9,225,200,-1500,100,965,7996,1496,72,0.351,-11.1,,
9600,10,8040,920.2,225,200,-1500,100,965,7996,1496,72,0.35,-11.2,,
9605,10,7915,920.5,225,200,-1500,100,965,7996,1496,72,0.349,-11.2,,
9610,10,7790,920.8,224,200,-1500,100,965,7996,1496,72,0.348,-11.2,,
9615,10,7665,921.1,224,200,-1500,100,965,7995,1495,72,0.348,-11.2,,
9620,10,7540,921.4,223,200,-1500,100,966,7995,1495,72,0.347,-11.2,,
9625,10,7415,921.7,223,200,-1500,100,966,7995,1495,72,0.346,-11.3,,
9630,10,7290,922.1,222,200,-1500,100,966,7995,1495,72,0.345,-11.3,,
9635,10,7165,922.4,222,200,-1500,100,966,7995,1495,72,0.344,-11.3,,
9640,10,7040,922.7,222,200,-1500,100,966,7995,1495,72,0.344,-11.3,,
9645,10,6915,923.0,221,200,-1500,100,966,7995,1495,72,0.343,-11.3,,
9650,10,6790,923.3,221,200,-1500,100,966,7995,1495,72,0.342,-11.4,,
9655,10,6665,923.6,220,200,-1500,100,966,7995,1495,72,0.341,-11.4,,
9660,10,6540,923.9,220,200,-1500,100,966,7995,1495,72,0.34,-11.4,,
9665,10,6415,924.2,220,200,-1500,100,966,7994,1494,72,0.34,-11.4,,
9670,10,6290,924.5,219,200,-1500,100,967,7994,1494,72,0.339,-11.5,,
9675,10,6165,924.8,219,200,-1500,100,967,7994,1494,72,0.338,-11.5,,
9680,10,6040,925.1,218,200,-1500,100,967,7994,1494,72,0.337,-11.5,,
9685,10,5915,925.4,218,200,-1500,100,967,7994,1494,72,0.337,-11.5,,
9690,10,5790,925.7,218,200,-1500,100,967,7994,1494,72,0.336,-11.5,,
9695,10,5665,926.0,217,200,-1500,100,967,7994,1494,72,0.335,-11.6,,
9700,10,5540,926.3,217,200,-1500,100,967,7994,1494,72,0.334,-11.6,,
9705,10,5415,926.6,216,200,-1500,100,967,7994,1494,72,0.333,-11.6,,
9710,10,5290,926.9,216,200,-1500,100,967,7994,1494,72,0.333,-11.6,,
9715,10,5165,927.2,216,200,-1500,100,967,7993,1493,72,0.332,-11.6,,
9720,10,5040,927.5,215,200,-1500,100,968,7993,1493,72,0.331,-11.7,,
9725,10,4915,927.8,215,200,-1500,100,968,7993,1493,72,0.33,-11.7,,
9730,10,4790,928.1,214,200,-1500,100,968,7993,1493,72,0.33,-11.7,,
9735,10,4665,928.4,214,200,-1500,100,968,7993,1493,72,0.329,-11.7,,
9740,10,4540,928.7,214,200,-1500,100,968,7993,1493,72,0.328,-11.8,,
9745,10,4415,929.0,213,200,-1500,100,968,7993,1493,72,0.327,-11.8,,
9750,10,4290,929.3,213,200,-1500,100,968,7993,1493,72,0.327,-11.8,,
9755,10,4165,929.6,212,200,-1500,100,968,7993,1493,72,0.326,-11.8,,
9760,10,4040,929.9,212,200,-1500,100,968,7993,1493,72,0.325,-11.8,,
9765,10,3915,930.2,212,200,-1500,100,968,7992,1492,72,0.324,-11.9,,
9770,10,3790,930.5,211,200,-1500,100,968,7992,1492,72,0.324,-11.9,,
9775,10,3665,930.8,211,200,-1500,100,969,7992,1492,72,0.323,-11.9,,
9780,10,3540,931.1,211,200,-1500,100,969,7992,1492,72,0.322,-11.9,,
9785,10,3415,931.4,210,200,-1500,100,969,7992,1492,72,0.322,-12.0,,
9790,10,3290,931.7,210,200,-1500,100,969,7992,1492,72,0.321,-12.0,,
9795,10,3165,931.9,209,200,-1500,100,969,7992,1492,72,0.32,-12.0,,
9800,10,3040,932.2,209,200,-1500,100,969,7992,1492,72,0.319,-12.0,,
9805,11,2969,932.5,202,193,-700,778,1240,7991,1491,481,0.308,-5.8,114.6,
9810,11,2910,932.8,193,185,-700,670,1153,7990,1490,513,0.295,-6.1,114.6,
9815,11,2852,933.1,184,177,-700,565,1071,7990,1490,437,0.281,-6.3,114.6,
9820,11,2794,933.3,175,168,-700,464,995,7989,1489,363,0.267,-6.7,114.6,
9825,11,2735,933.5,166,160,-700,365,926,7989,1489,291,0.254,-7.0,114.6,
9830,11,2677,933.8,157,151,-700,270,862,7989,1489,222,0.24,-7.4,114.6,
9835,11,2619,934.0,149,143,-700,179,806,7988,1488,155,0.227,-7.9,114.6,
9840,11,2560,934.2,140,134,-700,100,757,7988,1488,92,0.213,-8.4,114.6,
9845,11,2502,934.4,135,130,-700,100,727,7988,1488,72,0.206,-8.7,114.6,
9850,11,2444,934.6,135,130,-700,100,727,7988,1488,72,0.205,-8.7,114.6,
9855,11,2385,934.7,135,130,-700,100,727,7988,1488,72,0.205,-8.7,114.6,
9860,11,2327,934.9,135,130,-700,100,727,7988,1488,72,0.205,-8.7,114.6,
9865,11,2269,935.1,134,130,-700,100,727,7988,1488,72,0.205,-8.7,114.6,
9870,11,2210,935.3,134,130,-700,100,727,7988,1488,72,0.205,-8.7,114.6,
9875,11,2152,935.5,134,130,-700,100,727,7988,1488,72,0.204,-8.7,114.6,
9880,11,2094,935.7,134,130,-700,100,727,7987,1487,72,0.204,-8.7,114.6,
9885,11,2035,935.9,134,130,-700,100,727,7987,1487,72,0.204,-8.7,114.6,
9890,11,1977,936.0,134,130,-700,100,727,7987,1487,72,0.204,-8.7,114.6,
9895,11,1919,936.2,134,130,-700,100,727,7987,1487,72,0.204,-8.7,114.6,
9900,11,1860,936.4,134,130,-700,100,727,7987,1487,72,0.203,-8.8,114.6,
9905,11,1802,936.6,133,130,-700,100,727,7987,1487,72,0.203,-8.8,114.6,
9910,11,1744,936.8,133,130,-700,100,727,7987,1487,72,0.203,-8.8,114.6,
9915,11,1685,937.0,133,130,-700,100,727,7987,1487,72,0.203,-8.8,114.6,
9920,11,1627,937.2,133,130,-700,100,727,7987,1487,72,0.202,-8.8,114.6,
9925,11,1569,937.3,133,130,-700,100,727,7987,1487,72,0.202,-8.8,114.6,
9930,11,1510,937.5,133,130,-700,100,727,7986,1486,72,0.202,-8.8,114.6,
9935,11,1452,937.7,133,130,-700,100,727,7986,1486,72,0.202,-8.8,114.6,
9940,11,1394,937.9,133,130,-700,100,727,7986,1486,72,0.202,-8.8,114.6,
9945,11,1335,938.1,133,130,-700,100,727,7986,1486,72,0.201,-8.8,114.6,
9950,11,1277,938.3,132,130,-700,100,727,7986,1486,72,0.201,-8.8,114.6,
9955,11,1219,938.4,132,130,-700,100,727,7986,1486,72,0.201,-8.8,114.6,
9960,11,1160,938.6,132,130,-700,100,727,7986,1486,72,0.201,-8.8,114.6,
9965,11,1102,938.8,132,130,-700,100,727,7986,1486,72,0.201,-8.9,114.6,
9970,11,1044,939.0,132,130,-700,100,727,7986,1486,72,0.2,-8.9,114.6,
9975,12,985,939.2,128,127,-700,282,1007,7985,1485,130,0.195,-9.1,114.6,88.7
9980,12,927,939.4,119,118,-700,160,939,7985,1485,154,0.181,-9.8,114.6,88.7
9985,12,869,939.5,111,109,-700,100,886,7985,1485,81,0.168,-10.6,114.6,88.7
9990,12,810,939.7,102,101,-700,100,853,7985,1485,72,0.154,-11.5,114.6,88.7
9995,12,752,939.8,93,92,-700,100,842,7985,1485,72,0.141,-12.6,114.6,88.7
10000,12,694,939.9,90,89,-700,100,847,7985,1485,72,0.136,-13.1,114.6,88.7
10005,12,635,940.0,90,89,-700,100,847,7985,1485,72,0.136,-13.1,114.6,88.7
10010,12,577,940.2,89,89,-700,100,847,7985,1485,72,0.136,-13.1,114.6,88.7
10015,12,519,940.3,89,89,-700,100,847,7985,1485,72,0.135,-13.1,114.6,88.7
10020,12,460,940.4,89,89,-700,100,847,7984,1484,72,0.135,-13.1,114.6,88.7
10025,12,402,940.5,89,89,-700,100,847,7984,1484,72,0.135,-13.1,114.6,88.7
10030,12,344,940.7,89,89,-700,100,847,7984,1484,72,0.135,-13.2,114.6,88.7
10035,12,285,940.8,89,89,-700,100,847,7984,1484,72,0.135,-13.2,114.6,88.7
10040,12,227,940.9,89,89,-700,100,847,7984,1484,72,0.135,-13.2,114.6,88.7
10045,12,169,941.0,89,89,-700,100,847,7984,1484,72,0.135,-13.2,114.6,88.7
10050,12,110,941.2,89,89,-700,100,847,7984,1484,72,0.134,-13.2,114.6,88.7
10055,12,52,941.3,89,89,-700,100,847,7984,1484,72,0.134,-13.2,114.6,88.7
10060,13,14,941.4,72,72,-75,100,2234,7984,1484,66,0.109,-1.7,,88.7
10065,13,13,941.5,24,24,13,100,2024,7984,1484,72,0.036,0.9,,88.7
