# Flight Simulation Results - C208B Flatwing
# Route: KSZT to KSFO
# Initial Fuel: 2200 lb
# Payload: 0 lb
# Cruise Altitude: 10000 ft
# Winds/Temps Source: No Wind
# Approach VAPP: 80.3 kts
# Approach VREF: 54.4 kts
# Generated: 2025-11-06 14:04:52
# Original Data Points: 1567
# Sampled Data Points (5-sec intervals): 1567
# Time Range: 0 - 14250 seconds
# Exact 5-second intervals, no skipped rows
# 
Time (s),Segment,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
3984,7,10435,186.3,179,153,0,782,782,6375,1775,670,0.281,0.0,,
3994,7,10435,186.8,179,153,0,782,782,6374,1774,670,0.281,0.0,,
4004,7,10435,187.3,179,153,0,782,782,6373,1773,670,0.281,0.0,,
4014,7,10435,187.8,179,153,0,782,782,6372,1772,670,0.281,0.0,,
4024,7,10435,188.3,179,153,0,782,782,6371,1771,670,0.281,0.0,,
4034,7,10435,188.8,179,153,0,782,782,6370,1770,670,0.281,0.0,,
4044,7,10435,189.3,179,153,0,782,782,6369,1769,670,0.281,0.0,,
4054,7,10435,189.8,179,153,0,782,782,6368,1768,670,0.281,0.0,,
4064,7,10435,190.3,179,153,0,782,782,6367,1767,670,0.281,0.0,,
4074,7,10435,190.8,179,153,0,782,782,6366,1766,670,0.281,0.0,,
4084,7,10435,191.3,179,153,0,782,782,6365,1765,670,0.281,0.0,,
4094,7,10435,191.8,179,153,0,782,782,6364,1764,670,0.281,0.0,,
4104,7,10435,192.3,179,153,0,782,782,6364,1764,670,0.281,0.0,,
4114,7,10435,192.8,179,153,0,782,782,6363,1763,670,0.281,0.0,,
4124,7,10435,193.3,179,153,0,782,782,6362,1762,670,0.281,0.0,,
4134,7,10435,193.8,179,153,0,782,782,6361,1761,670,0.281,0.0,,
4144,7,10435,194.3,179,153,0,782,782,6360,1760,670,0.281,0.0,,
4154,7,10435,194.8,179,153,0,782,782,6359,1759,670,0.281,0.0,,
4164,7,10435,195.3,179,153,0,782,782,6358,1758,670,0.281,0.0,,
4174,7,10435,195.8,179,153,0,782,782,6357,1757,670,0.281,0.0,,
4184,7,10435,196.3,179,153,0,782,782,6356,1756,670,0.281,0.0,,
4194,7,10435,196.8,179,153,0,782,782,6355,1755,670,0.281,0.0,,
4204,7,10435,197.3,179,153,0,782,782,6354,1754,670,0.281,0.0,,
4214,7,10435,197.8,179,153,0,782,782,6353,1753,670,0.281,0.0,,
4224,7,10435,198.3,179,153,0,782,782,6352,1752,670,0.281,0.0,,
4234,7,10435,198.8,179,153,0,782,782,6351,1751,670,0.281,0.0,,
4244,7,10435,199.3,179,153,0,782,782,6351,1751,670,0.281,0.0,,
4254,7,10435,199.7,179,153,0,782,782,6350,1750,670,0.281,0.0,,
4264,7,10435,200.2,179,153,0,782,782,6349,1749,670,0.281,0.0,,
4274,7,10435,200.7,179,153,0,782,782,6348,1748,670,0.281,0.0,,
4284,7,10435,201.2,179,153,0,782,782,6347,1747,670,0.281,0.0,,
4294,7,10435,201.7,179,153,0,782,782,6346,1746,670,0.281,0.0,,
4304,7,10435,202.2,179,153,0,782,782,6345,1745,670,0.281,0.0,,
4314,7,10435,202.7,179,153,0,782,782,6344,1744,670,0.281,0.0,,
4324,7,10435,203.2,179,153,0,782,782,6343,1743,670,0.281,0.0,,
4334,7,10435,203.7,179,153,0,782,782,6342,1742,670,0.281,0.0,,
4344,7,10435,204.2,179,153,0,782,782,6341,1741,670,0.281,0.0,,
4354,7,10435,204.7,179,153,0,782,782,6340,1740,670,0.281,0.0,,
4364,7,10435,205.2,179,153,0,782,782,6339,1739,670,0.281,0.0,,
4374,7,10435,205.7,179,153,0,782,782,6338,1738,670,0.281,0.0,,
4384,7,10435,206.2,179,153,0,782,782,6337,1737,670,0.281,0.0,,
4394,7,10435,206.7,179,153,0,782,782,6337,1737,670,0.281,0.0,,
4404,7,10435,207.2,179,153,0,782,782,6336,1736,670,0.281,0.0,,
4414,7,10435,207.7,179,153,0,782,782,6335,1735,670,0.281,0.0,,
4424,7,10435,208.2,179,153,0,782,782,6334,1734,670,0.281,0.0,,
4434,7,10435,208.7,179,153,0,782,782,6333,1733,670,0.281,0.0,,
4444,7,10435,209.2,179,153,0,782,782,6332,1732,670,0.281,0.0,,
4454,7,10435,209.7,179,153,0,782,782,6331,1731,670,0.281,0.0,,
4464,7,10435,210.2,179,153,0,782,782,6330,1730,670,0.281,0.0,,
4474,7,10435,210.7,179,153,0,782,782,6329,1729,670,0.281,0.0,,
4484,7,10435,211.2,179,153,0,782,782,6328,1728,670,0.281,0.0,,
4494,7,10435,211.7,179,153,0,782,782,6327,1727,670,0.281,0.0,,
4504,7,10435,212.2,179,153,0,782,782,6326,1726,670,0.281,0.0,,
4514,7,10435,212.7,179,153,0,782,782,6325,1725,670,0.281,0.0,,
4524,7,10435,213.2,179,153,0,782,782,6324,1724,670,0.281,0.0,,
4534,7,10435,213.7,179,153,0,782,781,6324,1724,670,0.281,0.0,,
4544,7,10435,214.2,179,153,0,782,781,6323,1723,670,0.281,0.0,,
4554,7,10435,214.7,179,153,0,782,781,6322,1722,670,0.281,0.0,,
4564,7,10435,215.2,179,153,0,782,781,6321,1721,670,0.281,0.0,,
4574,7,10435,215.7,179,153,0,782,781,6320,1720,670,0.281,0.0,,
4584,7,10435,216.2,179,153,0,781,781,6319,1719,670,0.281,0.0,,
4594,7,10435,216.7,179,153,0,781,781,6318,1718,670,0.281,0.0,,
4604,7,10435,217.2,179,153,0,781,781,6317,1717,670,0.281,0.0,,
4614,7,10435,217.7,179,153,0,781,781,6316,1716,670,0.281,0.0,,
4624,7,10436,218.2,179,153,0,781,781,6315,1715,670,0.281,0.0,,
4634,7,10436,218.7,179,153,0,781,781,6314,1714,670,0.281,0.0,,
4644,7,10436,219.2,179,153,0,781,781,6313,1713,670,0.281,0.0,,
4654,7,10436,219.7,179,153,0,781,781,6312,1712,670,0.281,0.0,,
4664,7,10436,220.2,179,153,0,781,781,6311,1711,670,0.281,0.0,,
4674,7,10436,220.7,179,153,0,781,781,6311,1711,670,0.281,0.0,,
4684,7,10436,221.2,179,153,0,781,781,6310,1710,670,0.281,0.0,,
4694,7,10436,221.6,179,153,0,781,781,6309,1709,670,0.281,0.0,,
4704,7,10436,222.1,179,153,0,781,781,6308,1708,670,0.281,0.0,,
4714,7,10436,222.6,179,153,0,781,781,6307,1707,670,0.281,0.0,,
4724,7,10436,223.1,179,153,0,781,781,6306,1706,670,0.281,0.0,,
4734,7,10436,223.6,179,153,0,781,781,6305,1705,670,0.281,0.0,,
4744,7,10436,224.1,179,153,0,781,781,6304,1704,670,0.281,0.0,,
4754,7,10436,224.6,179,153,0,781,781,6303,1703,670,0.281,0.0,,
4764,7,10436,225.1,179,153,0,781,781,6302,1702,670,0.281,0.0,,
4774,7,10436,225.6,179,153,0,781,781,6301,1701,670,0.281,0.0,,
4784,7,10436,226.1,179,153,0,781,781,6300,1700,670,0.281,0.0,,
4794,7,10436,226.6,179,153,0,781,781,6299,1699,670,0.281,0.0,,
4804,7,10436,227.1,179,153,0,781,781,6298,1698,670,0.281,0.0,,
4814,7,10436,227.6,179,153,0,781,781,6297,1697,670,0.281,0.0,,
4824,7,10436,228.1,179,153,0,781,781,6297,1697,670,0.281,0.0,,
4834,7,10436,228.6,179,153,0,781,781,6296,1696,670,0.281,0.0,,
4844,7,10436,229.1,179,153,0,781,781,6295,1695,670,0.281,0.0,,
4854,7,10436,229.6,179,153,0,781,781,6294,1694,670,0.281,0.0,,
4864,7,10436,230.1,179,153,0,781,781,6293,1693,670,0.281,0.0,,
4874,7,10436,230.6,179,153,0,781,781,6292,1692,670,0.281,0.0,,
4884,7,10436,231.1,179,153,0,781,781,6291,1691,670,0.281,0.0,,
4894,7,10436,231.6,179,153,0,781,781,6290,1690,670,0.281,0.0,,
4904,7,10436,232.1,179,153,0,781,781,6289,1689,670,0.281,0.0,,
4914,7,10436,232.6,179,153,0,781,781,6288,1688,670,0.281,0.0,,
4924,7,10436,233.1,179,153,0,781,781,6287,1687,670,0.281,0.0,,
4934,7,10436,233.6,179,153,0,781,781,6286,1686,670,0.281,0.0,,
4944,7,10436,234.1,179,153,0,781,781,6285,1685,670,0.281,0.0,,
4954,7,10436,234.6,179,153,0,781,781,6284,1684,670,0.281,0.0,,
4964,7,10436,235.1,179,153,0,781,781,6284,1684,670,0.281,0.0,,
4974,7,10436,235.6,179,153,0,781,781,6283,1683,670,0.281,0.0,,
4984,7,10436,236.1,179,153,0,781,781,6282,1682,670,0.281,0.0,,
4994,7,10436,236.6,179,153,0,781,781,6281,1681,670,0.281,0.0,,
5004,7,10436,237.1,179,153,0,781,781,6280,1680,670,0.281,0.0,,
5014,7,10436,237.6,179,153,0,781,781,6279,1679,670,0.281,0.0,,
5024,7,10436,238.1,179,153,0,781,781,6278,1678,670,0.281,0.0,,
5034,7,10436,238.6,179,153,0,781,781,6277,1677,670,0.281,0.0,,
5044,7,10436,239.1,179,153,0,781,781,6276,1676,670,0.281,0.0,,
5054,7,10436,239.6,179,153,0,781,781,6275,1675,670,0.281,0.0,,
5064,7,10436,240.1,179,153,0,781,781,6274,1674,670,0.281,0.0,,
5074,7,10436,240.6,179,153,0,781,781,6273,1673,670,0.281,0.0,,
5084,7,10436,241.1,179,153,0,781,781,6272,1672,670,0.281,0.0,,
5094,7,10436,241.6,179,153,0,781,781,6271,1671,670,0.281,0.0,,
5104,7,10436,242.1,179,153,0,781,781,6271,1671,670,0.281,0.0,,
5114,7,10436,242.6,179,153,0,781,781,6270,1670,670,0.281,0.0,,
5124,7,10436,243.1,179,153,0,781,781,6269,1669,670,0.281,0.0,,
5134,7,10436,243.6,179,153,0,781,781,6268,1668,670,0.281,0.0,,
5144,7,10436,244.1,179,153,0,781,781,6267,1667,670,0.281,0.0,,
5154,7,10436,244.6,179,153,0,781,781,6266,1666,670,0.281,0.0,,
5164,7,10436,245.0,179,153,0,781,781,6265,1665,670,0.281,0.0,,
5174,7,10436,245.5,179,153,0,781,781,6264,1664,670,0.281,0.0,,
5184,7,10436,246.0,179,153,0,781,781,6263,1663,670,0.281,0.0,,
5194,7,10436,246.5,179,153,0,781,781,6262,1662,670,0.281,0.0,,
5204,7,10436,247.0,179,153,0,781,781,6261,1661,670,0.281,0.0,,
5214,7,10436,247.5,179,153,0,781,781,6260,1660,670,0.281,0.0,,
5224,7,10436,248.0,179,153,0,781,781,6259,1659,670,0.281,0.0,,
5234,7,10436,248.5,179,153,0,781,781,6258,1658,670,0.281,0.0,,
5244,7,10436,249.0,179,153,0,781,781,6258,1658,670,0.281,0.0,,
5254,7,10436,249.5,179,153,0,781,781,6257,1657,670,0.281,0.0,,
5264,7,10436,250.0,179,153,0,781,781,6256,1656,670,0.281,0.0,,
5274,7,10436,250.5,179,153,0,781,781,6255,1655,670,0.281,0.0,,
5284,7,10436,251.0,179,153,0,781,781,6254,1654,670,0.281,0.0,,
5294,7,10436,251.5,179,153,0,781,781,6253,1653,670,0.281,0.0,,
5304,7,10436,252.0,179,153,0,781,781,6252,1652,670,0.281,0.0,,
5314,7,10437,252.5,179,153,0,781,781,6251,1651,670,0.281,0.0,,
5324,7,10437,253.0,179,153,0,781,781,6250,1650,670,0.281,0.0,,
5334,7,10437,253.5,179,153,0,781,781,6249,1649,670,0.281,0.0,,
5344,7,10437,254.0,179,153,0,781,781,6248,1648,670,0.281,0.0,,
5354,7,10437,254.5,179,153,0,781,781,6247,1647,670,0.281,0.0,,
5364,7,10437,255.0,179,153,0,781,781,6246,1646,670,0.281,0.0,,
5374,7,10437,255.5,179,153,0,781,781,6245,1645,670,0.281,0.0,,
5384,7,10437,256.0,179,153,0,781,781,6244,1644,670,0.281,0.0,,
5394,7,10437,256.5,179,153,0,781,781,6244,1644,670,0.281,0.0,,
5404,7,10437,257.0,179,153,0,781,781,6243,1643,670,0.281,0.0,,
5414,7,10437,257.5,179,153,0,781,781,6242,1642,670,0.281,0.0,,
5424,7,10437,258.0,179,153,0,781,781,6241,1641,670,0.281,0.0,,
5434,7,10437,258.5,179,153,0,781,781,6240,1640,670,0.281,0.0,,
5444,7,10437,259.0,179,153,0,781,780,6239,1639,670,0.281,0.0,,
5454,7,10437,259.5,179,153,0,781,780,6238,1638,670,0.281,0.0,,
5464,7,10437,260.0,179,154,0,781,780,6237,1637,670,0.281,0.0,,
5474,7,10437,260.5,179,154,0,781,780,6236,1636,670,0.281,0.0,,
5484,7,10437,261.0,179,154,0,780,780,6235,1635,670,0.281,0.0,,
5494,7,10437,261.5,179,154,0,780,780,6234,1634,670,0.281,0.0,,
5504,7,10437,262.0,179,154,0,780,780,6233,1633,670,0.281,0.0,,
5514,7,10437,262.5,179,154,0,780,780,6232,1632,670,0.281,0.0,,
5524,7,10437,263.0,179,154,0,780,780,6231,1631,670,0.281,0.0,,
5534,7,10437,263.5,179,154,0,780,780,6231,1631,670,0.281,0.0,,
5544,7,10437,264.0,179,154,0,780,780,6230,1630,670,0.281,0.0,,
5554,7,10437,264.5,179,154,0,780,780,6229,1629,670,0.281,0.0,,
5564,7,10437,265.0,179,154,0,780,780,6228,1628,670,0.281,0.0,,
5574,7,10437,265.5,179,154,0,780,780,6227,1627,670,0.281,0.0,,
5584,7,10437,266.0,179,154,0,780,780,6226,1626,670,0.281,0.0,,
5594,7,10437,266.5,179,154,0,780,780,6225,1625,670,0.281,0.0,,
5604,7,10437,267.0,179,154,0,780,780,6224,1624,670,0.281,0.0,,
5614,7,10437,267.5,179,154,0,780,780,6223,1623,670,0.281,0.0,,
5624,7,10437,268.0,179,154,0,780,780,6222,1622,670,0.281,0.0,,
5634,7,10437,268.5,179,154,0,780,780,6221,1621,670,0.281,0.0,,
5644,7,10437,269.0,179,154,0,780,780,6220,1620,670,0.281,0.0,,
5654,7,10437,269.5,179,154,0,780,780,6219,1619,670,0.281,0.0,,
5664,7,10437,270.0,179,154,0,780,780,6218,1618,670,0.281,0.0,,
5674,7,10437,270.5,179,154,0,780,780,6218,1618,670,0.281,0.0,,
5684,7,10437,271.0,179,154,0,780,780,6217,1617,670,0.281,0.0,,
5694,7,10437,271.5,179,154,0,780,780,6216,1616,670,0.281,0.0,,
5704,7,10437,271.9,179,154,0,780,780,6215,1615,670,0.281,0.0,,
5714,7,10437,272.4,179,154,0,780,780,6214,1614,670,0.281,0.0,,
5724,7,10437,272.9,179,154,0,780,780,6213,1613,670,0.281,0.0,,
5734,7,10437,273.4,179,154,0,780,780,6212,1612,670,0.281,0.0,,
5744,7,10437,273.9,179,154,0,780,780,6211,1611,670,0.281,0.0,,
5754,7,10437,274.4,179,154,0,780,780,6210,1610,670,0.281,0.0,,
5764,7,10437,274.9,179,154,0,780,780,6209,1609,670,0.281,0.0,,
5774,7,10437,275.4,179,154,0,780,780,6208,1608,670,0.281,0.0,,
5784,7,10437,275.9,179,154,0,780,780,6207,1607,670,0.281,0.0,,
5794,7,10437,276.4,179,154,0,780,780,6206,1606,670,0.281,0.0,,
5804,7,10437,276.9,179,154,0,780,780,6205,1605,670,0.281,0.0,,
5814,7,10437,277.4,179,154,0,780,780,6205,1605,670,0.281,0.0,,
5824,7,10437,277.9,179,154,0,780,780,6204,1604,670,0.281,0.0,,
5834,7,10437,278.4,179,154,0,780,780,6203,1603,670,0.282,0.0,,
5844,7,10437,278.9,179,154,0,780,780,6202,1602,670,0.282,0.0,,
5854,7,10437,279.4,179,154,0,780,780,6201,1601,670,0.282,0.0,,
5864,7,10437,279.9,179,154,0,780,780,6200,1600,670,0.282,0.0,,
5874,7,10437,280.4,179,154,0,780,780,6199,1599,670,0.282,0.0,,
5884,7,10437,280.9,179,154,0,780,780,6198,1598,670,0.282,0.0,,
5894,7,10437,281.4,179,154,0,780,780,6197,1597,670,0.282,0.0,,
5904,7,10437,281.9,179,154,0,780,780,6196,1596,670,0.282,0.0,,
5914,7,10437,282.4,179,154,0,780,780,6195,1595,670,0.282,0.0,,
5924,7,10437,282.9,179,154,0,780,780,6194,1594,670,0.282,0.0,,
5934,7,10437,283.4,179,154,0,780,780,6193,1593,670,0.282,0.0,,
5944,7,10437,283.9,179,154,0,780,780,6192,1592,670,0.282,0.0,,
5954,7,10437,284.4,179,154,0,780,780,6191,1591,670,0.282,0.0,,
5964,7,10437,284.9,179,154,0,780,780,6191,1591,670,0.282,0.0,,
5974,7,10437,285.4,179,154,0,780,780,6190,1590,670,0.282,0.0,,
5984,7,10437,285.9,179,154,0,780,780,6189,1589,670,0.282,0.0,,
5994,7,10437,286.4,179,154,0,780,780,6188,1588,670,0.282,0.0,,
6004,7,10437,286.9,179,154,0,780,780,6187,1587,670,0.282,0.0,,
6014,7,10438,287.4,179,154,0,780,780,6186,1586,670,0.282,0.0,,
6024,7,10438,287.9,179,154,0,780,780,6185,1585,670,0.282,0.0,,
6034,7,10438,288.4,179,154,0,780,780,6184,1584,670,0.282,0.0,,
6044,7,10438,288.9,179,154,0,780,780,6183,1583,670,0.282,0.0,,
6054,7,10438,289.4,179,154,0,780,780,6182,1582,670,0.282,0.0,,
6064,7,10438,289.9,179,154,0,780,780,6181,1581,670,0.282,0.0,,
6074,7,10438,290.4,179,154,0,780,780,6180,1580,670,0.282,0.0,,
6084,7,10438,290.9,179,154,0,780,780,6179,1579,670,0.282,0.0,,
6094,7,10438,291.4,179,154,0,780,780,6178,1578,670,0.282,0.0,,
6104,7,10438,291.9,179,154,0,780,780,6178,1578,670,0.282,0.0,,
6114,7,10438,292.4,179,154,0,780,780,6177,1577,670,0.282,0.0,,
6124,7,10438,292.9,179,154,0,780,780,6176,1576,670,0.282,0.0,,
6134,7,10438,293.4,179,154,0,780,780,6175,1575,670,0.282,0.0,,
6144,7,10438,293.9,179,154,0,780,780,6174,1574,670,0.282,0.0,,
6154,7,10438,294.4,179,154,0,780,780,6173,1573,670,0.282,0.0,,
6164,7,10438,294.9,179,154,0,780,780,6172,1572,670,0.282,0.0,,
6174,7,10438,295.4,179,154,0,780,780,6171,1571,670,0.282,0.0,,
6184,7,10438,295.9,179,154,0,780,780,6170,1570,670,0.282,0.0,,
6194,7,10438,296.4,179,154,0,780,780,6169,1569,670,0.282,0.0,,
6204,7,10438,296.9,179,154,0,780,780,6168,1568,670,0.282,0.0,,
6214,7,10438,297.4,179,154,0,780,780,6167,1567,670,0.282,0.0,,
6224,7,10438,297.9,179,154,0,780,780,6166,1566,670,0.282,0.0,,
6234,7,10438,298.4,179,154,0,780,780,6165,1565,670,0.282,0.0,,
6244,7,10438,298.9,179,154,0,780,780,6165,1565,670,0.282,0.0,,
6254,7,10438,299.4,179,154,0,780,780,6164,1564,670,0.282,0.0,,
6264,7,10438,299.9,179,154,0,780,780,6163,1563,670,0.282,0.0,,
6274,7,10438,300.4,179,154,0,780,780,6162,1562,670,0.282,0.0,,
6284,7,10438,300.9,179,154,0,780,780,6161,1561,670,0.282,0.0,,
6294,7,10438,301.4,179,154,0,780,780,6160,1560,670,0.282,0.0,,
6304,7,10438,301.9,179,154,0,780,780,6159,1559,670,0.282,0.0,,
6314,7,10438,302.3,179,154,0,780,780,6158,1558,670,0.282,0.0,,
6324,7,10438,302.8,179,154,0,780,780,6157,1557,670,0.282,0.0,,
6334,7,10438,303.3,179,154,0,780,780,6156,1556,670,0.282,0.0,,
6344,7,10438,303.8,179,154,0,780,780,6155,1555,670,0.282,0.0,,
6354,7,10438,304.3,179,154,0,780,780,6154,1554,670,0.282,0.0,,
6364,7,10438,304.8,179,154,0,780,779,6153,1553,670,0.282,0.0,,
6374,7,10438,305.3,179,154,0,780,779,6152,1552,670,0.282,0.0,,
6384,7,10438,305.8,179,154,0,780,779,6151,1551,670,0.282,0.0,,
6394,7,10438,306.3,179,154,0,780,779,6151,1551,670,0.282,0.0,,
6404,7,10438,306.8,179,154,0,780,779,6150,1550,670,0.282,0.0,,
6414,7,10438,307.3,179,154,0,779,779,6149,1549,670,0.282,0.0,,
6424,7,10438,307.8,179,154,0,779,779,6148,1548,670,0.282,0.0,,
6434,7,10438,308.3,179,154,0,779,779,6147,1547,670,0.282,0.0,,
6444,7,10438,308.8,179,154,0,779,779,6146,1546,670,0.282,0.0,,
6454,7,10438,309.3,179,154,0,779,779,6145,1545,670,0.282,0.0,,
6464,7,10438,309.8,179,154,0,779,779,6144,1544,670,0.282,0.0,,
6474,7,10438,310.3,179,154,0,779,779,6143,1543,670,0.282,0.0,,
6484,7,10438,310.8,179,154,0,779,779,6142,1542,670,0.282,0.0,,
6494,7,10438,311.3,179,154,0,779,779,6141,1541,670,0.282,0.0,,
6504,7,10438,311.8,179,154,0,779,779,6140,1540,670,0.282,0.0,,
6514,7,10438,312.3,179,154,0,779,779,6139,1539,670,0.282,0.0,,
6524,7,10438,312.8,179,154,0,779,779,6138,1538,670,0.282,0.0,,
6534,7,10438,313.3,179,154,0,779,779,6138,1538,670,0.282,0.0,,
6544,7,10438,313.8,179,154,0,779,779,6137,1537,670,0.282,0.0,,
6554,7,10438,314.3,179,154,0,779,779,6136,1536,670,0.282,0.0,,
6564,7,10438,314.8,179,154,0,779,779,6135,1535,670,0.282,0.0,,
6574,7,10438,315.3,179,154,0,779,779,6134,1534,670,0.282,0.0,,
6584,7,10438,315.8,179,154,0,779,779,6133,1533,670,0.282,0.0,,
6594,7,10438,316.3,179,154,0,779,779,6132,1532,670,0.282,0.0,,
6604,7,10438,316.8,179,154,0,779,779,6131,1531,670,0.282,0.0,,
6614,7,10438,317.3,180,154,0,779,779,6130,1530,670,0.282,0.0,,
6624,7,10438,317.8,180,154,0,779,779,6129,1529,670,0.282,0.0,,
6634,7,10438,318.3,180,154,0,779,779,6128,1528,670,0.282,0.0,,
6644,7,10438,318.8,180,154,0,779,779,6127,1527,670,0.282,0.0,,
6654,7,10438,319.3,180,154,0,779,779,6126,1526,670,0.282,0.0,,
6664,7,10438,319.8,180,154,0,779,779,6125,1525,670,0.282,0.0,,
6674,7,10438,320.3,180,154,0,779,779,6125,1525,670,0.282,0.0,,
6684,7,10438,320.8,180,154,0,779,779,6124,1524,670,0.282,0.0,,
6694,7,10438,321.3,180,154,0,779,779,6123,1523,670,0.282,0.0,,
6704,7,10438,321.8,180,154,0,779,779,6122,1522,670,0.282,0.0,,
6714,7,10438,322.3,180,154,0,779,779,6121,1521,670,0.282,0.0,,
6724,7,10438,322.8,180,154,0,779,779,6120,1520,670,0.282,0.0,,
6734,7,10439,323.3,180,154,0,779,779,6119,1519,670,0.282,0.0,,
6744,7,10439,323.8,180,154,0,779,779,6118,1518,670,0.282,0.0,,
6754,7,10439,324.3,180,154,0,779,779,6117,1517,670,0.282,0.0,,
6764,7,10439,324.8,180,154,0,779,779,6116,1516,670,0.282,0.0,,
6774,7,10439,325.3,180,154,0,779,779,6115,1515,670,0.282,0.0,,
6784,7,10439,325.8,180,154,0,779,779,6114,1514,670,0.282,0.0,,
6794,7,10439,326.3,180,154,0,779,779,6113,1513,670,0.282,0.0,,
6804,7,10439,326.8,180,154,0,779,779,6112,1512,670,0.282,0.0,,
6814,7,10439,327.3,180,154,0,779,779,6112,1512,670,0.282,0.0,,
6824,7,10439,327.8,180,154,0,779,779,6111,1511,670,0.282,0.0,,
6834,7,10439,328.3,180,154,0,779,779,6110,1510,670,0.282,0.0,,
6844,7,10439,328.8,180,154,0,779,779,6109,1509,670,0.282,0.0,,
6854,7,10439,329.3,180,154,0,779,779,6108,1508,670,0.282,0.0,,
6864,7,10439,329.8,180,154,0,779,779,6107,1507,670,0.282,0.0,,
6874,7,10439,330.3,180,154,0,779,779,6106,1506,670,0.282,0.0,,
6884,7,10439,330.8,180,154,0,779,779,6105,1505,670,0.282,0.0,,
6894,7,10439,331.3,180,154,0,779,779,6104,1504,670,0.282,0.0,,
6904,7,10439,331.8,180,154,0,779,779,6103,1503,670,0.282,0.0,,
6914,7,10439,332.3,180,154,0,779,779,6102,1502,670,0.282,0.0,,
6924,7,10439,332.8,180,154,0,779,779,6101,1501,670,0.282,0.0,,
6934,7,10439,333.3,180,154,0,779,779,6100,1500,670,0.282,0.0,,
6944,7,10439,333.8,180,154,0,779,779,6099,1499,670,0.282,0.0,,
6954,7,10439,334.3,180,154,0,779,779,6098,1498,670,0.282,0.0,,
6964,7,10439,334.8,180,154,0,779,779,6098,1498,670,0.282,0.0,,
6974,7,10439,335.3,180,154,0,779,779,6097,1497,670,0.282,0.0,,
6984,7,10439,335.8,180,154,0,779,779,6096,1496,670,0.282,0.0,,
6994,7,10439,336.3,180,154,0,779,779,6095,1495,670,0.282,0.0,,
7004,7,10439,336.8,180,154,0,779,779,6094,1494,670,0.282,0.0,,
7014,7,10439,337.3,180,154,0,779,779,6093,1493,670,0.282,0.0,,
7024,7,10439,337.8,180,154,0,779,779,6092,1492,670,0.282,0.0,,
7034,7,10439,338.3,180,154,0,779,779,6091,1491,670,0.282,0.0,,
7044,7,10439,338.7,180,154,0,779,779,6090,1490,670,0.282,0.0,,
7054,7,10439,339.2,180,154,0,779,779,6089,1489,670,0.282,0.0,,
7064,7,10439,339.7,180,154,0,779,779,6088,1488,670,0.282,0.0,,
7074,7,10439,340.2,180,154,0,779,779,6087,1487,670,0.282,0.0,,
7084,7,10439,340.7,180,154,0,779,779,6086,1486,670,0.282,0.0,,
7094,7,10439,341.2,180,154,0,779,779,6085,1485,670,0.282,0.0,,
7104,7,10439,341.7,180,154,0,779,779,6085,1485,670,0.282,0.0,,
7114,7,10439,342.2,180,154,0,779,779,6084,1484,670,0.282,0.0,,
7124,7,10439,342.7,180,154,0,779,779,6083,1483,670,0.282,0.0,,
7134,7,10439,343.2,180,154,0,779,779,6082,1482,670,0.282,0.0,,
7144,7,10439,343.7,180,154,0,779,779,6081,1481,670,0.282,0.0,,
7154,7,10439,344.2,180,154,0,779,779,6080,1480,670,0.282,0.0,,
7164,7,10439,344.7,180,154,0,779,779,6079,1479,670,0.282,0.0,,
7174,7,10439,345.2,180,154,0,779,779,6078,1478,670,0.282,0.0,,
7184,7,10439,345.7,180,154,0,779,779,6077,1477,670,0.282,0.0,,
7194,7,10439,346.2,180,154,0,779,779,6076,1476,670,0.282,0.0,,
7204,7,10439,346.7,180,154,0,779,779,6075,1475,670,0.282,0.0,,
7214,7,10439,347.2,180,154,0,779,779,6074,1474,670,0.282,0.0,,
7224,7,10439,347.7,180,154,0,779,779,6073,1473,670,0.282,0.0,,
7234,7,10439,348.2,180,154,0,779,779,6072,1472,670,0.282,0.0,,
7244,7,10439,348.7,180,154,0,779,779,6072,1472,670,0.282,0.0,,
7254,7,10439,349.2,180,154,0,779,779,6071,1471,670,0.282,0.0,,
7264,7,10439,349.7,180,154,0,779,779,6070,1470,670,0.282,0.0,,
7274,7,10439,350.2,180,154,0,779,779,6069,1469,670,0.282,0.0,,
7284,7,10439,350.7,180,154,0,779,779,6068,1468,670,0.282,0.0,,
7294,7,10439,351.2,180,154,0,779,779,6067,1467,670,0.282,0.0,,
7304,7,10439,351.7,180,154,0,779,778,6066,1466,670,0.282,0.0,,
7314,7,10439,352.2,180,154,0,779,778,6065,1465,670,0.282,0.0,,
7324,7,10439,352.7,180,154,0,779,778,6064,1464,670,0.282,0.0,,
7334,7,10439,353.2,180,154,0,779,778,6063,1463,670,0.282,0.0,,
7344,7,10439,353.7,180,154,0,778,778,6062,1462,670,0.282,0.0,,
7354,7,10439,354.2,180,154,0,778,778,6061,1461,670,0.282,0.0,,
7364,7,10439,354.7,180,154,0,778,778,6060,1460,670,0.282,0.0,,
7374,7,10439,355.2,180,154,0,778,778,6059,1459,670,0.282,0.0,,
7384,7,10439,355.7,180,154,0,778,778,6059,1459,670,0.282,0.0,,
