# Flight Simulation Results - CJ1+ Flatwing
# Route: CA-0485 to KTPA
# Initial Fuel: 3140 lb
# Payload: 500 lb
# Cruise Altitude: 41000 ft
# Winds/Temps Source: No Wind
# Approach VAPP: 119.0 kts
# Approach VREF: 92.9 kts
# Generated: 2025-11-06 14:01:48
# Original Data Points: 1482
# Sampled Data Points (5-sec intervals): 1482
# Time Range: 0 - 10035 seconds
# Exact 5-second intervals, no skipped rows
# 
Time (s),Segment,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
3080,6,40234,260.6,373,192,3,934,933,9879,2129,672,0.65,0.0,,
3085,6,40234,261.1,373,192,3,934,933,9878,2128,672,0.65,0.0,,
3090,6,40234,261.7,373,192,3,934,933,9877,2127,672,0.65,0.0,,
3095,6,40235,262.2,373,192,3,934,933,9876,2126,672,0.65,0.0,,
3100,6,40235,262.7,373,192,3,934,933,9875,2125,672,0.65,0.0,,
3105,6,40235,263.2,373,192,3,934,933,9874,2124,672,0.65,0.0,,
3110,6,40235,263.7,373,192,3,934,933,9873,2123,672,0.65,0.0,,
3115,6,40235,264.2,373,192,3,934,933,9872,2122,672,0.65,0.0,,
3120,6,40236,264.8,373,192,3,934,933,9872,2122,672,0.65,0.0,,
3125,6,40236,265.3,373,192,3,934,933,9871,2121,672,0.65,0.0,,
3130,6,40236,265.8,373,192,3,934,933,9870,2120,672,0.65,0.0,,
3135,6,40236,266.3,373,192,3,934,933,9869,2119,672,0.651,0.0,,
3140,6,40237,266.8,373,192,3,934,933,9868,2118,672,0.651,0.0,,
3145,6,40237,267.4,373,192,3,934,933,9867,2117,672,0.651,0.0,,
3150,6,40237,267.9,373,192,3,934,933,9866,2116,672,0.651,0.0,,
3155,6,40237,268.4,373,192,3,934,933,9865,2115,672,0.651,0.0,,
3160,6,40237,268.9,373,192,2,934,933,9864,2114,672,0.651,0.0,,
3165,6,40238,269.4,373,192,2,934,933,9863,2113,672,0.651,0.0,,
3170,6,40238,269.9,373,192,2,934,933,9862,2112,672,0.651,0.0,,
3175,6,40238,270.5,373,192,2,934,933,9861,2111,672,0.651,0.0,,
3180,6,40238,271.0,373,192,2,934,933,9860,2110,672,0.651,0.0,,
3185,6,40238,271.5,373,192,2,934,933,9859,2109,672,0.651,0.0,,
3190,6,40239,272.0,373,192,2,934,933,9858,2108,672,0.651,0.0,,
3195,6,40239,272.5,373,192,2,934,933,9858,2108,672,0.651,0.0,,
3200,6,40239,273.1,373,192,2,934,933,9857,2107,672,0.651,0.0,,
3205,6,40239,273.6,373,192,2,934,933,9856,2106,672,0.651,0.0,,
3210,6,40239,274.1,373,192,2,934,933,9855,2105,672,0.651,0.0,,
3215,6,40240,274.6,373,192,2,934,933,9854,2104,672,0.651,0.0,,
3220,6,40240,275.1,373,192,2,934,933,9853,2103,672,0.651,0.0,,
3225,6,40240,275.6,373,192,2,934,933,9852,2102,672,0.651,0.0,,
3230,6,40240,276.2,373,192,2,934,933,9851,2101,672,0.651,0.0,,
3235,6,40240,276.7,373,192,2,934,933,9850,2100,672,0.651,0.0,,
3240,6,40241,277.2,373,192,2,934,933,9849,2099,672,0.651,0.0,,
3245,6,40241,277.7,373,192,2,934,933,9848,2098,672,0.651,0.0,,
3250,6,40241,278.2,373,192,2,934,933,9847,2097,672,0.651,0.0,,
3255,6,40241,278.8,373,192,2,934,933,9846,2096,672,0.651,0.0,,
3260,6,40241,279.3,373,192,2,934,933,9845,2095,672,0.651,0.0,,
3265,6,40242,279.8,373,192,2,934,933,9844,2094,672,0.651,0.0,,
3270,6,40242,280.3,373,192,2,934,933,9844,2094,672,0.651,0.0,,
3275,6,40242,280.8,373,192,2,934,933,9843,2093,672,0.651,0.0,,
3280,6,40242,281.3,373,192,2,934,933,9842,2092,672,0.651,0.0,,
3285,6,40242,281.9,373,192,2,934,933,9841,2091,672,0.651,0.0,,
3290,6,40243,282.4,373,192,2,934,933,9840,2090,672,0.651,0.0,,
3295,6,40243,282.9,373,192,2,934,933,9839,2089,672,0.651,0.0,,
3300,6,40243,283.4,373,192,2,934,933,9838,2088,672,0.651,0.0,,
3305,6,40243,283.9,373,192,2,934,933,9837,2087,672,0.651,0.0,,
3310,6,40243,284.5,373,192,2,934,933,9836,2086,672,0.651,0.0,,
3315,6,40243,285.0,373,192,2,934,933,9835,2085,672,0.651,0.0,,
3320,7,40244,285.5,373,192,2,934,933,9834,2084,672,0.651,0.0,,
3330,7,40244,286.5,373,192,2,934,933,9832,2082,1344,0.651,0.0,,
3340,7,40244,287.6,373,192,2,934,933,9830,2080,1344,0.651,0.0,,
3350,7,40245,288.6,374,192,2,934,933,9829,2079,1344,0.651,0.0,,
3360,7,40245,289.6,374,192,2,934,933,9827,2077,1344,0.651,0.0,,
3370,7,40246,290.7,374,192,2,933,933,9825,2075,1344,0.651,0.0,,
3380,7,40246,291.7,374,192,2,933,932,9823,2073,1344,0.651,0.0,,
3390,7,40246,292.8,374,192,2,933,932,9821,2071,1344,0.651,0.0,,
3400,7,40247,293.8,374,192,2,933,932,9819,2069,1344,0.651,0.0,,
3410,7,40247,294.8,374,192,2,933,932,9817,2067,1344,0.651,0.0,,
3420,7,40247,295.9,374,192,2,933,932,9816,2066,1344,0.651,0.0,,
3430,7,40248,296.9,374,192,2,933,932,9814,2064,1344,0.652,0.0,,
3440,7,40248,298.0,374,192,2,933,932,9812,2062,1344,0.652,0.0,,
3450,7,40249,299.0,374,192,2,933,932,9810,2060,1344,0.652,0.0,,
3460,7,40249,300.0,374,192,2,933,932,9808,2058,1344,0.652,0.0,,
3470,7,40249,301.1,374,192,2,933,932,9806,2056,1344,0.652,0.0,,
3480,7,40250,302.1,374,192,2,933,932,9804,2054,1344,0.652,0.0,,
3490,7,40250,303.1,374,192,2,933,932,9802,2052,1344,0.652,0.0,,
3500,7,40250,304.2,374,192,2,933,932,9801,2051,1344,0.652,0.0,,
3510,7,40251,305.2,374,192,2,933,932,9799,2049,1344,0.652,0.0,,
3520,7,40251,306.3,374,192,2,933,932,9797,2047,1344,0.652,0.0,,
3530,7,40251,307.3,374,192,2,933,932,9795,2045,1344,0.652,0.0,,
3540,7,40252,308.3,374,192,2,933,932,9793,2043,1344,0.652,0.0,,
3550,7,40252,309.4,374,192,2,933,932,9791,2041,1344,0.652,0.0,,
3560,7,40253,310.4,374,192,2,933,932,9789,2039,1344,0.652,0.0,,
3570,7,40253,311.5,374,192,2,933,932,9788,2038,1344,0.652,0.0,,
3580,7,40253,312.5,374,192,2,933,932,9786,2036,1344,0.652,0.0,,
3590,7,40254,313.5,374,192,2,933,932,9784,2034,1344,0.652,0.0,,
3600,7,40254,314.6,374,192,2,933,932,9782,2032,1344,0.652,0.0,,
3610,7,40254,315.6,374,192,2,933,932,9780,2030,1344,0.652,0.0,,
3620,7,40255,316.6,374,192,2,933,932,9778,2028,1344,0.652,0.0,,
3630,7,40255,317.7,374,192,2,933,932,9776,2026,1344,0.652,0.0,,
3640,7,40255,318.7,374,192,2,933,932,9774,2024,1344,0.652,0.0,,
3650,7,40256,319.8,374,192,2,933,932,9773,2023,1344,0.652,0.0,,
3660,7,40256,320.8,374,192,2,933,932,9771,2021,1344,0.652,0.0,,
3670,7,40256,321.8,374,192,2,933,932,9769,2019,1344,0.652,0.0,,
3680,7,40257,322.9,374,192,2,933,932,9767,2017,1344,0.652,0.0,,
3690,7,40257,323.9,374,192,2,933,932,9765,2015,1344,0.652,0.0,,
3700,7,40258,325.0,374,192,2,933,932,9763,2013,1344,0.652,0.0,,
3710,7,40258,326.0,374,192,2,933,932,9761,2011,1344,0.652,0.0,,
3720,7,40258,327.0,374,192,2,933,932,9760,2010,1343,0.652,0.0,,
3730,7,40259,328.1,374,192,2,933,932,9758,2008,1343,0.652,0.0,,
3740,7,40259,329.1,374,192,2,933,932,9756,2006,1343,0.653,0.0,,
3750,7,40259,330.2,374,192,2,933,932,9754,2004,1343,0.653,0.0,,
3760,7,40260,331.2,374,192,2,933,932,9752,2002,1343,0.653,0.0,,
3770,7,40260,332.2,374,192,2,933,932,9750,2000,1343,0.653,0.0,,
3780,7,40260,333.3,374,192,2,933,932,9748,1998,1343,0.653,0.0,,
3790,7,40261,334.3,374,192,2,933,932,9746,1996,1343,0.653,0.0,,
3800,7,40261,335.4,374,192,2,933,932,9745,1995,1343,0.653,0.0,,
3810,7,40261,336.4,374,192,2,933,932,9743,1993,1343,0.653,0.0,,
3820,7,40262,337.4,374,193,2,933,932,9741,1991,1343,0.653,0.0,,
3830,7,40262,338.5,374,193,2,933,932,9739,1989,1343,0.653,0.0,,
3840,7,40263,339.5,374,193,2,933,932,9737,1987,1343,0.653,0.0,,
3850,7,40263,340.6,374,193,2,933,932,9735,1985,1343,0.653,0.0,,
3860,7,40263,341.6,374,193,2,933,932,9733,1983,1343,0.653,0.0,,
3870,7,40264,342.6,374,193,2,933,932,9732,1982,1343,0.653,0.0,,
3880,7,40264,343.7,374,193,2,933,932,9730,1980,1343,0.653,0.0,,
3890,7,40264,344.7,375,193,2,933,932,9728,1978,1343,0.653,0.0,,
3900,7,40265,345.8,375,193,2,933,932,9726,1976,1343,0.653,0.0,,
3910,7,40265,346.8,375,193,2,933,932,9724,1974,1343,0.653,0.0,,
3920,7,40265,347.8,375,193,2,933,932,9722,1972,1343,0.653,0.0,,
3930,7,40266,348.9,375,193,2,933,932,9720,1970,1343,0.653,0.0,,
3940,7,40266,349.9,375,193,2,933,932,9718,1968,1343,0.653,0.0,,
3950,7,40266,351.0,375,193,2,933,932,9717,1967,1343,0.653,0.0,,
3960,7,40267,352.0,375,193,2,933,932,9715,1965,1343,0.653,0.0,,
3970,7,40267,353.0,375,193,2,933,932,9713,1963,1343,0.653,0.0,,
3980,7,40268,354.1,375,193,2,933,932,9711,1961,1343,0.653,0.0,,
3990,7,40268,355.1,375,193,2,933,932,9709,1959,1343,0.653,0.0,,
4000,7,40268,356.2,375,193,2,933,932,9707,1957,1343,0.653,0.0,,
4010,7,40269,357.2,375,193,2,933,932,9705,1955,1343,0.653,0.0,,
4020,7,40269,358.2,375,193,2,933,932,9704,1954,1343,0.653,0.0,,
4030,7,40269,359.3,375,193,2,933,932,9702,1952,1343,0.653,0.0,,
4040,7,40270,360.3,375,193,2,933,932,9700,1950,1343,0.653,0.0,,
4050,7,40270,361.4,375,193,2,933,932,9698,1948,1343,0.654,0.0,,
4060,7,40270,362.4,375,193,2,933,932,9696,1946,1343,0.654,0.0,,
4070,7,40271,363.4,375,193,2,932,932,9694,1944,1343,0.654,0.0,,
4080,7,40271,364.5,375,193,2,932,932,9692,1942,1343,0.654,0.0,,
4090,7,40271,365.5,375,193,2,932,932,9691,1941,1343,0.654,0.0,,
4100,7,40272,366.6,375,193,2,932,932,9689,1939,1343,0.654,0.0,,
4110,7,40272,367.6,375,193,2,932,932,9687,1937,1343,0.654,0.0,,
4120,7,40272,368.7,375,193,2,932,932,9685,1935,1343,0.654,0.0,,
4130,7,40273,369.7,375,193,2,932,932,9683,1933,1343,0.654,0.0,,
4140,7,40273,370.7,375,193,2,932,931,9681,1931,1343,0.654,0.0,,
4150,7,40274,371.8,375,193,2,932,931,9679,1929,1343,0.654,0.0,,
4160,7,40274,372.8,375,193,2,932,931,9677,1927,1343,0.654,0.0,,
4170,7,40274,373.9,375,193,2,932,931,9676,1926,1343,0.654,0.0,,
4180,7,40275,374.9,375,193,2,932,931,9674,1924,1343,0.654,0.0,,
4190,7,40275,375.9,375,193,2,932,931,9672,1922,1343,0.654,0.0,,
4200,7,40275,377.0,375,193,2,932,931,9670,1920,1343,0.654,0.0,,
4210,7,40276,378.0,375,193,2,932,931,9668,1918,1343,0.654,0.0,,
4220,7,40276,379.1,375,193,2,932,931,9666,1916,1342,0.654,0.0,,
4230,7,40276,380.1,375,193,2,932,931,9664,1914,1342,0.654,0.0,,
4240,7,40277,381.2,375,193,2,932,931,9663,1913,1342,0.654,0.0,,
4250,7,40277,382.2,375,193,2,932,931,9661,1911,1342,0.654,0.0,,
4260,7,40277,383.2,375,193,2,932,931,9659,1909,1342,0.654,0.0,,
4270,7,40278,384.3,375,193,2,932,931,9657,1907,1342,0.654,0.0,,
4280,7,40278,385.3,375,193,2,932,931,9655,1905,1342,0.654,0.0,,
4290,7,40278,386.4,375,193,2,932,931,9653,1903,1342,0.654,0.0,,
4300,7,40279,387.4,375,193,2,932,931,9651,1901,1342,0.654,0.0,,
4310,7,40279,388.5,375,193,2,932,931,9649,1899,1342,0.654,0.0,,
4320,7,40280,389.5,375,193,2,932,931,9648,1898,1342,0.654,0.0,,
4330,7,40280,390.5,375,193,2,932,931,9646,1896,1342,0.654,0.0,,
4340,7,40280,391.6,375,193,2,932,931,9644,1894,1342,0.654,0.0,,
4350,7,40281,392.6,375,193,2,932,931,9642,1892,1342,0.654,0.0,,
4360,7,40281,393.7,375,193,2,932,931,9640,1890,1342,0.654,0.0,,
4370,7,40281,394.7,375,193,2,932,931,9638,1888,1342,0.655,0.0,,
4380,7,40282,395.8,375,193,2,932,931,9636,1886,1342,0.655,0.0,,
4390,7,40282,396.8,375,193,2,932,931,9635,1885,1342,0.655,0.0,,
4400,7,40282,397.8,375,193,2,932,931,9633,1883,1342,0.655,0.0,,
4410,7,40283,398.9,375,193,2,932,931,9631,1881,1342,0.655,0.0,,
4420,7,40283,399.9,375,193,2,932,931,9629,1879,1342,0.655,0.0,,
4430,7,40283,401.0,375,193,2,932,931,9627,1877,1342,0.655,0.0,,
4440,7,40284,402.0,375,193,2,932,931,9625,1875,1342,0.655,0.0,,
4450,7,40284,403.1,376,193,2,932,931,9623,1873,1342,0.655,0.0,,
4460,7,40284,404.1,376,193,2,932,931,9622,1872,1342,0.655,0.0,,
4470,7,40285,405.1,376,193,2,932,931,9620,1870,1342,0.655,0.0,,
4480,7,40285,406.2,376,193,2,932,931,9618,1868,1342,0.655,0.0,,
4490,7,40285,407.2,376,193,2,932,931,9616,1866,1342,0.655,0.0,,
4500,7,40286,408.3,376,193,2,932,931,9614,1864,1342,0.655,0.0,,
4510,7,40286,409.3,376,193,2,932,931,9612,1862,1342,0.655,0.0,,
4520,7,40286,410.4,376,193,2,932,931,9610,1860,1342,0.655,0.0,,
4530,7,40287,411.4,376,193,2,932,931,9608,1858,1342,0.655,0.0,,
4540,7,40287,412.4,376,193,2,932,931,9607,1857,1342,0.655,0.0,,
4550,7,40288,413.5,376,193,2,932,931,9605,1855,1342,0.655,0.0,,
4560,7,40288,414.5,376,193,2,932,931,9603,1853,1342,0.655,0.0,,
4570,7,40288,415.6,376,193,2,932,931,9601,1851,1342,0.655,0.0,,
4580,7,40289,416.6,376,193,2,932,931,9599,1849,1342,0.655,0.0,,
4590,7,40289,417.7,376,193,2,932,931,9597,1847,1342,0.655,0.0,,
4600,7,40289,418.7,376,193,2,932,931,9595,1845,1342,0.655,0.0,,
4610,7,40290,419.7,376,193,2,932,931,9594,1844,1342,0.655,0.0,,
4620,7,40290,420.8,376,193,2,932,931,9592,1842,1342,0.655,0.0,,
4630,7,40290,421.8,376,193,2,932,931,9590,1840,1342,0.655,0.0,,
4640,7,40291,422.9,376,193,2,932,931,9588,1838,1342,0.655,0.0,,
4650,7,40291,423.9,376,193,2,932,931,9586,1836,1342,0.655,0.0,,
4660,7,40291,425.0,376,193,2,932,931,9584,1834,1342,0.655,0.0,,
4670,7,40292,426.0,376,193,2,932,931,9582,1832,1342,0.655,0.0,,
4680,7,40292,427.1,376,193,2,932,931,9581,1831,1342,0.655,0.0,,
4690,7,40292,428.1,376,193,2,932,931,9579,1829,1342,0.655,0.0,,
4700,7,40293,429.1,376,193,2,932,931,9577,1827,1342,0.656,0.0,,
4710,7,40293,430.2,376,193,2,932,931,9575,1825,1342,0.656,0.0,,
4720,7,40293,431.2,376,193,2,932,931,9573,1823,1342,0.656,0.0,,
4730,7,40294,432.3,376,193,2,932,931,9571,1821,1341,0.656,0.0,,
4740,7,40294,433.3,376,193,2,932,931,9569,1819,1341,0.656,0.0,,
4750,7,40294,434.4,376,193,2,932,931,9567,1817,1341,0.656,0.0,,
4760,7,40295,435.4,376,193,2,932,931,9566,1816,1341,0.656,0.0,,
4770,7,40295,436.5,376,193,2,932,931,9564,1814,1341,0.656,0.0,,
4780,7,40295,437.5,376,193,2,932,931,9562,1812,1341,0.656,0.0,,
4790,7,40296,438.5,376,193,2,932,931,9560,1810,1341,0.656,0.0,,
4800,7,40296,439.6,376,193,2,932,931,9558,1808,1341,0.656,0.0,,
4810,7,40296,440.6,376,193,2,931,931,9556,1806,1341,0.656,0.0,,
4820,7,40297,441.7,376,193,2,931,931,9554,1804,1341,0.656,0.0,,
4830,7,40297,442.7,376,193,2,931,931,9553,1803,1341,0.656,0.0,,
4840,7,40298,443.8,376,193,2,931,931,9551,1801,1341,0.656,0.0,,
4850,7,40298,444.8,376,193,2,931,931,9549,1799,1341,0.656,0.0,,
4860,7,40298,445.9,376,193,2,931,931,9547,1797,1341,0.656,0.0,,
4870,7,40299,446.9,376,193,2,931,931,9545,1795,1341,0.656,0.0,,
4880,7,40299,448.0,376,193,2,931,931,9543,1793,1341,0.656,0.0,,
4890,7,40299,449.0,376,193,2,931,931,9541,1791,1341,0.656,0.0,,
4900,7,40300,450.0,376,193,2,931,930,9540,1790,1341,0.656,0.0,,
4910,7,40300,451.1,376,193,2,931,930,9538,1788,1341,0.656,0.0,,
4920,7,40300,452.1,376,193,2,931,930,9536,1786,1341,0.656,0.0,,
4930,7,40301,453.2,376,193,2,931,930,9534,1784,1341,0.656,0.0,,
4940,7,40301,454.2,376,193,2,931,930,9532,1782,1341,0.656,0.0,,
4950,7,40301,455.3,376,193,2,931,930,9530,1780,1341,0.656,0.0,,
4960,7,40302,456.3,376,193,2,931,930,9528,1778,1341,0.656,0.0,,
4970,7,40302,457.4,376,193,2,931,930,9527,1777,1341,0.656,0.0,,
4980,7,40302,458.4,376,193,2,931,930,9525,1775,1341,0.656,0.0,,
4990,7,40303,459.5,376,193,2,931,930,9523,1773,1341,0.656,0.0,,
5000,7,40303,460.5,376,193,2,931,930,9521,1771,1341,0.656,0.0,,
5010,7,40303,461.5,376,193,2,931,930,9519,1769,1341,0.656,0.0,,
5020,7,40304,462.6,377,193,2,931,930,9517,1767,1341,0.656,0.0,,
5030,7,40304,463.6,377,194,2,931,930,9515,1765,1341,0.657,0.0,,
5040,7,40304,464.7,377,194,2,931,930,9513,1763,1341,0.657,0.0,,
5050,7,40305,465.7,377,194,2,931,930,9512,1762,1341,0.657,0.0,,
5060,7,40305,466.8,377,194,2,931,930,9510,1760,1341,0.657,0.0,,
5070,7,40305,467.8,377,194,2,931,930,9508,1758,1341,0.657,0.0,,
5080,7,40306,468.9,377,194,2,931,930,9506,1756,1341,0.657,0.0,,
5090,7,40306,469.9,377,194,2,931,930,9504,1754,1341,0.657,0.0,,
5100,7,40306,471.0,377,194,2,931,930,9502,1752,1341,0.657,0.0,,
5110,7,40307,472.0,377,194,2,931,930,9500,1750,1341,0.657,0.0,,
5120,7,40307,473.1,377,194,2,931,930,9499,1749,1341,0.657,0.0,,
5130,7,40307,474.1,377,194,2,931,930,9497,1747,1341,0.657,0.0,,
5140,7,40308,475.1,377,194,2,931,930,9495,1745,1341,0.657,0.0,,
5150,7,40308,476.2,377,194,2,931,930,9493,1743,1341,0.657,0.0,,
5160,7,40308,477.2,377,194,2,931,930,9491,1741,1341,0.657,0.0,,
5170,7,40309,478.3,377,194,2,931,930,9489,1739,1341,0.657,0.0,,
5180,7,40309,479.3,377,194,2,931,930,9487,1737,1341,0.657,0.0,,
5190,7,40309,480.4,377,194,2,931,930,9486,1736,1341,0.657,0.0,,
5200,7,40310,481.4,377,194,2,931,930,9484,1734,1341,0.657,0.0,,
5210,7,40310,482.5,377,194,2,931,930,9482,1732,1341,0.657,0.0,,
5220,7,40310,483.5,377,194,2,931,930,9480,1730,1341,0.657,0.0,,
5230,7,40311,484.6,377,194,2,931,930,9478,1728,1341,0.657,0.0,,
5240,7,40311,485.6,377,194,2,931,930,9476,1726,1341,0.657,0.0,,
5250,7,40311,486.7,377,194,2,931,930,9474,1724,1341,0.657,0.0,,
5260,7,40312,487.7,377,194,2,931,930,9473,1723,1340,0.657,0.0,,
5270,7,40312,488.8,377,194,2,931,930,9471,1721,1340,0.657,0.0,,
5280,7,40312,489.8,377,194,2,931,930,9469,1719,1340,0.657,0.0,,
5290,7,40313,490.8,377,194,2,931,930,9467,1717,1340,0.657,0.0,,
5300,7,40313,491.9,377,194,2,931,930,9465,1715,1340,0.657,0.0,,
5310,7,40313,492.9,377,194,2,931,930,9463,1713,1340,0.657,0.0,,
5320,7,40314,494.0,377,194,2,931,930,9461,1711,1340,0.657,0.0,,
5330,7,40314,495.0,377,194,2,931,930,9459,1709,1340,0.657,0.0,,
5340,7,40315,496.1,377,194,2,931,930,9458,1708,1340,0.657,0.0,,
5350,7,40315,497.1,377,194,2,931,930,9456,1706,1340,0.657,0.0,,
5360,7,40315,498.2,377,194,2,931,930,9454,1704,1340,0.658,0.0,,
5370,7,40316,499.2,377,194,2,931,930,9452,1702,1340,0.658,0.0,,
5380,7,40316,500.3,377,194,2,931,930,9450,1700,1340,0.658,0.0,,
5390,7,40316,501.3,377,194,2,931,930,9448,1698,1340,0.658,0.0,,
5400,7,40317,502.4,377,194,2,931,930,9446,1696,1340,0.658,0.0,,
5410,7,40317,503.4,377,194,2,931,930,9445,1695,1340,0.658,0.0,,
5420,7,40317,504.5,377,194,2,931,930,9443,1693,1340,0.658,0.0,,
5430,7,40318,505.5,377,194,2,931,930,9441,1691,1340,0.658,0.0,,
5440,7,40318,506.6,377,194,2,931,930,9439,1689,1340,0.658,0.0,,
5450,7,40318,507.6,377,194,2,931,930,9437,1687,1340,0.658,0.0,,
5460,7,40319,508.7,377,194,2,931,930,9435,1685,1340,0.658,0.0,,
5470,7,40319,509.7,377,194,2,931,930,9433,1683,1340,0.658,0.0,,
5480,7,40319,510.8,377,194,2,931,930,9432,1682,1340,0.658,0.0,,
5490,7,40320,511.8,377,194,2,931,930,9430,1680,1340,0.658,0.0,,
5500,7,40320,512.8,377,194,2,931,930,9428,1678,1340,0.658,0.0,,
5510,7,40320,513.9,377,194,2,931,930,9426,1676,1340,0.658,0.0,,
5520,7,40321,514.9,377,194,2,931,930,9424,1674,1340,0.658,0.0,,
5530,7,40321,516.0,377,194,2,931,930,9422,1672,1340,0.658,0.0,,
5540,7,40321,517.0,377,194,2,931,930,9420,1670,1340,0.658,0.0,,
5550,7,40322,518.1,377,194,2,931,930,9419,1669,1340,0.658,0.0,,
5560,7,40322,519.1,377,194,2,931,930,9417,1667,1340,0.658,0.0,,
5570,7,40322,520.2,377,194,2,930,930,9415,1665,1340,0.658,0.0,,
5580,7,40323,521.2,377,194,2,930,930,9413,1663,1340,0.658,0.0,,
5590,7,40323,522.3,377,194,2,930,930,9411,1661,1340,0.658,0.0,,
5600,7,40323,523.3,378,194,2,930,930,9409,1659,1340,0.658,0.0,,
5610,7,40324,524.4,378,194,2,930,930,9407,1657,1340,0.658,0.0,,
5620,7,40324,525.4,378,194,2,930,930,9406,1656,1340,0.658,0.0,,
5630,7,40324,526.5,378,194,2,930,930,9404,1654,1340,0.658,0.0,,
5640,7,40325,527.5,378,194,2,930,930,9402,1652,1340,0.658,0.0,,
5650,7,40325,528.6,378,194,2,930,930,9400,1650,1340,0.658,0.0,,
5660,7,40325,529.6,378,194,2,930,930,9398,1648,1340,0.658,0.0,,
5670,7,40326,530.7,378,194,2,930,930,9396,1646,1340,0.658,0.0,,
5680,7,40326,531.7,378,194,2,930,930,9394,1644,1340,0.658,0.0,,
5690,7,40326,532.8,378,194,2,930,930,9392,1642,1340,0.658,0.0,,
5700,7,40327,533.8,378,194,2,930,929,9391,1641,1340,0.659,0.0,,
5710,7,40327,534.9,378,194,2,930,929,9389,1639,1340,0.659,0.0,,
5720,7,40327,535.9,378,194,2,930,929,9387,1637,1340,0.659,0.0,,
5730,7,40328,537.0,378,194,2,930,929,9385,1635,1340,0.659,0.0,,
5740,7,40328,538.0,378,194,2,930,929,9383,1633,1340,0.659,0.0,,
5750,7,40328,539.1,378,194,2,930,929,9381,1631,1340,0.659,0.0,,
5760,7,40329,540.1,378,194,2,930,929,9379,1629,1340,0.659,0.0,,
5770,7,40329,541.2,378,194,2,930,929,9378,1628,1340,0.659,0.0,,
5780,7,40329,542.2,378,194,2,930,929,9376,1626,1340,0.659,0.0,,
5790,7,40330,543.3,378,194,2,930,929,9374,1624,1340,0.659,0.0,,
5800,7,40330,544.3,378,194,2,930,929,9372,1622,1339,0.659,0.0,,
5810,7,40330,545.4,378,194,2,930,929,9370,1620,1339,0.659,0.0,,
5820,7,40331,546.4,378,194,2,930,929,9368,1618,1339,0.659,0.0,,
5830,7,40331,547.5,378,194,2,930,929,9366,1616,1339,0.659,0.0,,
5840,7,40331,548.5,378,194,2,930,929,9365,1615,1339,0.659,0.0,,
5850,7,40332,549.6,378,194,2,930,929,9363,1613,1339,0.659,0.0,,
5860,7,40332,550.6,378,194,2,930,929,9361,1611,1339,0.659,0.0,,
5870,7,40332,551.7,378,194,2,930,929,9359,1609,1339,0.659,0.0,,
5880,7,40333,552.7,378,194,2,930,929,9357,1607,1339,0.659,0.0,,
5890,7,40333,553.8,378,194,2,930,929,9355,1605,1339,0.659,0.0,,
5900,7,40333,554.8,378,194,2,930,929,9353,1603,1339,0.659,0.0,,
5910,7,40333,555.9,378,194,2,930,929,9352,1602,1339,0.659,0.0,,
5920,7,40334,556.9,378,194,2,930,929,9350,1600,1339,0.659,0.0,,
5930,7,40334,558.0,378,194,2,930,929,9348,1598,1339,0.659,0.0,,
5940,7,40334,559.0,378,194,2,930,929,9346,1596,1339,0.659,0.0,,
5950,7,40335,560.1,378,194,2,930,929,9344,1594,1339,0.659,0.0,,
5960,7,40335,561.1,378,194,2,930,929,9342,1592,1339,0.659,0.0,,
5970,7,40335,562.2,378,194,2,930,929,9340,1590,1339,0.659,0.0,,
5980,7,40336,563.2,378,194,2,930,929,9339,1589,1339,0.659,0.0,,
5990,7,40336,564.3,378,194,2,930,929,9337,1587,1339,0.659,0.0,,
6000,7,40336,565.3,378,194,2,930,929,9335,1585,1339,0.659,0.0,,
6010,7,40337,566.4,378,194,2,930,929,9333,1583,1339,0.659,0.0,,
6020,7,40337,567.4,378,194,2,930,929,9331,1581,1339,0.659,0.0,,
6030,7,40337,568.5,378,194,2,930,929,9329,1579,1339,0.659,0.0,,
6040,7,40338,569.5,378,194,2,930,929,9327,1577,1339,0.659,0.0,,
6050,7,40338,570.6,378,194,2,930,929,9326,1576,1339,0.66,0.0,,
6060,7,40338,571.6,378,194,2,930,929,9324,1574,1339,0.66,0.0,,
6070,7,40339,572.7,378,194,2,930,929,9322,1572,1339,0.66,0.0,,
6080,7,40339,573.7,378,194,2,930,929,9320,1570,1339,0.66,0.0,,
6090,7,40339,574.8,378,194,2,930,929,9318,1568,1339,0.66,0.0,,
6100,7,40340,575.8,378,194,2,930,929,9316,1566,1339,0.66,0.0,,
6110,7,40340,576.9,378,194,2,930,929,9314,1564,1339,0.66,0.0,,
6120,7,40340,577.9,378,194,2,930,929,9312,1562,1339,0.66,0.0,,
6130,7,40341,579.0,378,194,2,930,929,9311,1561,1339,0.66,0.0,,
6140,7,40341,580.0,378,194,2,930,929,9309,1559,1339,0.66,0.0,,
6150,7,40341,581.1,378,194,2,930,929,9307,1557,1339,0.66,0.0,,
6160,7,40342,582.1,378,194,2,930,929,9305,1555,1339,0.66,0.0,,
6170,7,40342,583.2,378,194,2,930,929,9303,1553,1339,0.66,0.0,,
