# Flight Simulation Results - CJ1+ Flatwing
# Route: CA-0485 to KTPA
# Initial Fuel: 3140 lb
# Payload: 500 lb
# Cruise Altitude: 41000 ft
# Winds/Temps Source: No Wind
# Approach VAPP: 119.0 kts
# Approach VREF: 92.9 kts
# Generated: 2025-11-06 14:01:48
# Original Data Points: 1482
# Sampled Data Points (5-sec intervals): 1482
# Time Range: 0 - 10035 seconds
# Exact 5-second intervals, no skipped rows
# 
Time (s),Segment,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
1395,5,32479,102.2,309,185,729,1303,901,10224,2474,939,0.53,3.9,,
1400,5,32540,102.6,309,185,727,1301,900,10222,2472,937,0.53,3.9,,
1405,5,32600,103.1,309,184,724,1298,898,10221,2471,935,0.53,3.9,,
1410,5,32661,103.5,309,184,722,1295,897,10220,2470,933,0.53,3.9,,
1415,5,32721,103.9,309,184,719,1292,895,10218,2468,931,0.53,3.9,,
1420,5,32780,104.3,309,184,717,1289,894,10217,2467,929,0.53,3.9,,
1425,5,32840,104.8,308,183,714,1286,892,10216,2466,927,0.53,3.9,,
1430,5,32899,105.2,308,183,712,1284,891,10215,2465,925,0.53,3.8,,
1435,5,32959,105.6,308,183,709,1281,889,10213,2463,923,0.53,3.8,,
1440,5,33018,106.1,308,183,706,1278,888,10212,2462,921,0.53,3.8,,
1445,5,33076,106.5,308,182,704,1275,886,10211,2461,919,0.53,3.8,,
1450,5,33135,106.9,308,182,701,1272,885,10209,2459,917,0.53,3.8,,
1455,5,33193,107.3,308,182,699,1270,884,10208,2458,915,0.53,3.8,,
1460,5,33251,107.8,308,182,696,1267,882,10207,2457,913,0.53,3.8,,
1465,5,33309,108.2,308,181,694,1264,881,10206,2456,911,0.53,3.8,,
1470,5,33367,108.6,308,181,691,1261,879,10204,2454,909,0.53,3.7,,
1475,5,33424,109.0,308,181,689,1259,878,10203,2453,907,0.53,3.7,,
1480,5,33482,109.5,308,181,686,1256,877,10202,2452,905,0.53,3.7,,
1485,5,33539,109.9,308,180,684,1253,875,10201,2451,903,0.53,3.7,,
1490,5,33595,110.3,307,180,681,1250,874,10199,2449,901,0.53,3.7,,
1495,5,33652,110.8,307,180,678,1248,873,10198,2448,899,0.53,3.7,,
1500,5,33709,111.2,307,180,676,1245,871,10197,2447,897,0.53,3.7,,
1505,5,33765,111.6,307,180,673,1242,870,10196,2446,895,0.53,3.7,,
1510,5,33821,112.0,307,179,671,1240,869,10194,2444,893,0.53,3.6,,
1515,5,33876,112.5,307,179,668,1237,867,10193,2443,891,0.53,3.6,,
1520,5,33932,112.9,307,179,666,1234,866,10192,2442,890,0.53,3.6,,
1525,5,33987,113.3,307,179,663,1232,865,10191,2441,888,0.53,3.6,,
1530,5,34043,113.7,307,178,661,1229,864,10189,2439,886,0.53,3.6,,
1535,5,34097,114.2,307,178,658,1227,862,10188,2438,884,0.53,3.6,,
1540,5,34152,114.6,307,178,656,1224,861,10187,2437,882,0.53,3.6,,
1545,5,34207,115.0,307,178,653,1221,860,10186,2436,880,0.53,3.6,,
1550,5,34261,115.4,307,178,651,1219,859,10185,2435,878,0.53,3.5,,
1555,5,34315,115.9,306,177,648,1216,857,10183,2433,876,0.53,3.5,,
1560,5,34369,116.3,306,177,646,1214,856,10182,2432,875,0.53,3.5,,
1565,5,34423,116.7,306,177,643,1211,855,10181,2431,873,0.53,3.5,,
1570,5,34476,117.1,306,177,641,1209,854,10180,2430,871,0.53,3.5,,
1575,5,34529,117.6,306,176,638,1206,853,10178,2428,869,0.53,3.5,,
1580,5,34582,118.0,306,176,636,1204,851,10177,2427,867,0.53,3.5,,
1585,5,34635,118.4,306,176,633,1201,850,10176,2426,866,0.53,3.4,,
1590,5,34688,118.8,306,176,631,1199,849,10175,2425,864,0.53,3.4,,
1595,5,34740,119.3,306,176,628,1196,848,10174,2424,862,0.53,3.4,,
1600,5,34793,119.7,306,175,626,1194,847,10172,2422,860,0.53,3.4,,
1605,5,34845,120.1,306,175,623,1191,846,10171,2421,858,0.53,3.4,,
1610,5,34896,120.5,306,175,621,1189,845,10170,2420,857,0.53,3.4,,
1615,5,34948,121.0,306,175,618,1186,844,10169,2419,855,0.53,3.4,,
1620,5,34999,121.4,305,174,616,1184,842,10168,2418,853,0.53,3.4,,
1625,5,35050,121.8,305,174,613,1181,841,10167,2417,851,0.53,3.3,,
1630,5,35101,122.2,305,174,611,1179,840,10165,2415,850,0.53,3.3,,
1635,5,35152,122.7,305,174,608,1177,839,10164,2414,848,0.53,3.3,,
1640,5,35203,123.1,305,174,606,1174,838,10163,2413,846,0.53,3.3,,
1645,5,35253,123.5,305,173,603,1172,837,10162,2412,844,0.53,3.3,,
1650,5,35303,123.9,305,173,601,1169,836,10161,2411,843,0.53,3.3,,
1655,5,35353,124.4,305,173,598,1167,835,10159,2409,841,0.53,3.3,,
1660,5,35403,124.8,305,173,596,1165,834,10158,2408,839,0.53,3.3,,
1665,5,35452,125.2,305,173,593,1162,833,10157,2407,838,0.53,3.2,,
1670,5,35502,125.6,305,172,591,1160,832,10156,2406,836,0.53,3.2,,
1675,5,35551,126.1,305,172,589,1158,831,10155,2405,834,0.53,3.2,,
1680,5,35600,126.5,305,172,586,1155,830,10154,2404,833,0.53,3.2,,
1685,5,35649,126.9,305,172,584,1153,829,10153,2403,831,0.53,3.2,,
1690,5,35697,127.3,305,172,581,1151,828,10151,2401,829,0.53,3.2,,
1695,5,35745,127.7,304,171,579,1149,827,10150,2400,828,0.53,3.2,,
1700,5,35794,128.2,304,171,576,1146,826,10149,2399,826,0.53,3.2,,
1705,5,35841,128.6,304,171,574,1144,825,10148,2398,824,0.53,3.1,,
1710,5,35889,129.0,304,171,572,1142,824,10147,2397,823,0.53,3.1,,
1715,5,35937,129.4,304,171,569,1140,823,10146,2396,821,0.53,3.1,,
1720,5,35984,129.9,304,170,567,1137,822,10144,2394,819,0.53,3.1,,
1725,5,36031,130.3,304,170,564,1135,821,10143,2393,818,0.53,3.1,,
1730,5,36078,130.7,304,170,562,1133,820,10142,2392,816,0.53,3.1,,
1735,5,36125,131.1,304,170,559,1131,820,10141,2391,815,0.53,3.1,,
1740,5,36171,131.6,304,170,556,1128,819,10140,2390,813,0.53,3.1,,
1745,5,36217,132.0,304,170,554,1126,818,10139,2389,812,0.53,3.0,,
1750,5,36263,132.4,304,169,552,1124,817,10138,2388,810,0.53,3.0,,
1755,5,36309,132.8,304,169,550,1122,816,10137,2387,808,0.53,3.0,,
1760,5,36355,133.2,304,169,547,1120,816,10135,2385,807,0.53,3.0,,
1765,5,36401,133.7,304,169,545,1118,815,10134,2384,805,0.53,3.0,,
1770,5,36446,134.1,304,169,543,1115,814,10133,2383,804,0.53,3.0,,
1775,5,36491,134.5,304,169,541,1113,813,10132,2382,802,0.53,3.0,,
1780,5,36536,134.9,304,168,539,1111,812,10131,2381,801,0.53,3.0,,
1785,5,36581,135.4,304,168,536,1109,811,10130,2380,799,0.53,2.9,,
1790,5,36625,135.8,304,168,534,1107,810,10129,2379,798,0.53,2.9,,
1795,5,36670,136.2,304,168,532,1105,810,10128,2378,796,0.53,2.9,,
1800,5,36714,136.6,304,168,530,1103,809,10127,2377,795,0.53,2.9,,
1805,5,36758,137.0,304,167,527,1101,808,10125,2375,793,0.53,2.9,,
1810,5,36802,137.5,304,167,525,1099,807,10124,2374,792,0.53,2.9,,
1815,5,36845,137.9,304,167,523,1097,806,10123,2373,790,0.53,2.9,,
1820,5,36889,138.3,304,167,521,1095,806,10122,2372,789,0.53,2.9,,
1825,5,36932,138.7,304,167,519,1093,805,10121,2371,787,0.53,2.8,,
1830,5,36975,139.2,304,167,516,1091,804,10120,2370,786,0.53,2.8,,
1835,5,37018,139.6,304,166,514,1088,803,10119,2369,784,0.53,2.8,,
1840,5,37061,140.0,304,166,512,1086,802,10118,2368,783,0.53,2.8,,
1845,5,37104,140.4,304,166,510,1084,802,10117,2367,781,0.53,2.8,,
1850,5,37146,140.8,304,166,508,1082,801,10116,2366,780,0.53,2.8,,
1855,5,37188,141.3,304,166,505,1080,800,10115,2365,779,0.53,2.8,,
1860,5,37230,141.7,304,166,503,1079,799,10113,2363,777,0.53,2.8,,
1865,5,37272,142.1,304,165,501,1077,799,10112,2362,776,0.53,2.7,,
1870,5,37314,142.5,304,165,499,1075,798,10111,2361,774,0.53,2.7,,
1875,5,37355,142.9,304,165,497,1073,797,10110,2360,773,0.53,2.7,,
1880,5,37396,143.4,304,165,495,1071,797,10109,2359,771,0.53,2.7,,
1885,5,37437,143.8,304,165,493,1069,796,10108,2358,770,0.53,2.7,,
1890,5,37478,144.2,304,165,490,1067,795,10107,2357,769,0.53,2.7,,
1895,5,37519,144.6,304,164,488,1065,794,10106,2356,767,0.53,2.7,,
1900,5,37560,145.1,304,164,486,1063,794,10105,2355,766,0.53,2.7,,
1905,5,37600,145.5,304,164,484,1061,793,10104,2354,765,0.53,2.7,,
1910,5,37640,145.9,304,164,482,1059,792,10103,2353,763,0.53,2.6,,
1915,5,37680,146.3,304,164,480,1057,792,10102,2352,762,0.53,2.6,,
1920,5,37720,146.7,304,164,478,1055,791,10101,2351,760,0.53,2.6,,
1925,5,37760,147.2,304,164,475,1054,790,10100,2350,759,0.53,2.6,,
1930,5,37799,147.6,304,163,473,1052,790,10099,2349,758,0.53,2.6,,
1935,5,37839,148.0,304,163,471,1050,789,10098,2348,756,0.53,2.6,,
1940,5,37878,148.4,304,163,469,1048,788,10096,2346,755,0.53,2.6,,
1945,5,37917,148.9,304,163,467,1046,788,10095,2345,754,0.53,2.6,,
1950,5,37956,149.3,304,163,465,1044,787,10094,2344,753,0.53,2.6,,
1955,5,37994,149.7,304,163,463,1043,786,10093,2343,751,0.53,2.5,,
1960,5,38033,150.1,304,163,461,1041,786,10092,2342,750,0.53,2.5,,
1965,5,38071,150.5,304,162,459,1039,785,10091,2341,749,0.53,2.5,,
1970,5,38109,151.0,304,162,457,1037,785,10090,2340,747,0.53,2.5,,
1975,5,38147,151.4,304,162,455,1035,784,10089,2339,746,0.53,2.5,,
1980,5,38185,151.8,304,162,453,1034,783,10088,2338,745,0.53,2.5,,
1985,5,38223,152.2,304,162,451,1032,783,10087,2337,743,0.53,2.5,,
1990,5,38260,152.7,304,162,448,1030,782,10086,2336,742,0.53,2.5,,
1995,5,38297,153.1,304,161,446,1028,782,10085,2335,741,0.53,2.4,,
2000,5,38335,153.5,304,161,444,1027,781,10084,2334,740,0.53,2.4,,
2005,5,38371,153.9,304,161,442,1025,780,10083,2333,738,0.53,2.4,,
2010,5,38408,154.3,304,161,440,1023,780,10082,2332,737,0.53,2.4,,
2015,5,38445,154.8,304,161,438,1021,779,10081,2331,736,0.53,2.4,,
2020,5,38481,155.2,304,161,436,1020,779,10080,2330,735,0.53,2.4,,
2025,5,38518,155.6,304,161,434,1018,778,10079,2329,734,0.53,2.4,,
2030,5,38554,156.0,304,161,432,1016,778,10078,2328,732,0.53,2.4,,
2035,5,38590,156.5,304,160,430,1015,777,10077,2327,731,0.53,2.4,,
2040,5,38625,156.9,304,160,428,1013,776,10076,2326,730,0.53,2.3,,
2045,5,38661,157.3,304,160,426,1011,776,10075,2325,729,0.53,2.3,,
2050,5,38696,157.7,304,160,424,1010,775,10074,2324,727,0.53,2.3,,
2055,5,38732,158.1,304,160,422,1008,775,10073,2323,726,0.53,2.3,,
2060,5,38767,158.6,304,160,420,1006,774,10072,2322,725,0.53,2.3,,
2065,5,38802,159.0,304,160,419,1005,774,10071,2321,724,0.53,2.3,,
2070,5,38836,159.4,304,159,417,1003,773,10070,2320,723,0.53,2.3,,
2075,5,38871,159.8,304,159,415,1002,773,10069,2319,722,0.53,2.3,,
2080,5,38906,160.3,304,159,413,1000,772,10068,2318,720,0.53,2.3,,
2085,5,38940,160.7,304,159,411,998,772,10067,2317,719,0.53,2.3,,
2090,5,38974,161.1,304,159,409,997,771,10066,2316,718,0.53,2.2,,
2095,6,39008,161.5,304,159,407,995,771,10065,2315,717,0.53,2.2,,
2100,6,39042,162.0,306,160,409,995,771,10064,2314,716,0.534,2.2,,
2105,6,39075,162.4,308,161,400,993,775,10063,2313,715,0.537,2.2,,
2110,6,39108,162.8,310,162,392,991,779,10062,2312,713,0.541,2.1,,
2115,6,39140,163.2,312,163,383,989,783,10061,2311,712,0.544,2.0,,
2120,6,39171,163.7,314,164,375,987,787,10060,2310,711,0.548,2.0,,
2125,6,39202,164.1,316,165,366,985,791,10059,2309,709,0.551,1.9,,
2130,6,39231,164.6,318,166,357,984,795,10058,2308,708,0.554,1.9,,
2135,6,39261,165.0,319,166,349,982,799,10057,2307,707,0.557,1.8,,
2140,6,39289,165.4,321,167,340,980,803,10056,2306,706,0.56,1.8,,
2145,6,39317,165.9,323,168,332,979,806,10055,2305,705,0.563,1.7,,
2150,6,39344,166.3,324,169,323,977,810,10054,2304,704,0.565,1.7,,
2155,6,39370,166.8,326,170,315,976,814,10053,2303,703,0.568,1.6,,
2160,6,39395,167.3,327,170,307,974,817,10052,2302,701,0.571,1.6,,
2165,6,39420,167.7,329,171,299,973,821,10051,2301,700,0.573,1.5,,
2170,6,39445,168.2,330,172,291,972,824,10050,2300,700,0.576,1.5,,
2175,6,39468,168.6,332,172,283,970,827,10049,2299,699,0.578,1.4,,
2180,6,39491,169.1,333,173,276,969,830,10048,2298,698,0.58,1.4,,
2185,6,39513,169.6,334,173,268,968,834,10047,2297,697,0.583,1.3,,
2190,6,39535,170.0,335,174,261,967,837,10046,2296,696,0.585,1.3,,
2195,6,39556,170.5,337,175,253,966,840,10045,2295,695,0.587,1.3,,
2200,6,39577,171.0,338,175,246,965,842,10044,2294,694,0.589,1.2,,
2205,6,39597,171.4,339,176,240,964,845,10043,2293,694,0.591,1.2,,
2210,6,39616,171.9,340,176,233,963,848,10042,2292,693,0.593,1.1,,
2215,6,39635,172.4,341,177,226,962,851,10041,2291,692,0.595,1.1,,
2220,6,39653,172.9,342,177,220,961,853,10040,2290,692,0.596,1.1,,
2225,6,39671,173.3,343,178,213,960,856,10039,2289,691,0.598,1.0,,
2230,6,39688,173.8,344,178,207,959,858,10039,2289,690,0.6,1.0,,
2235,6,39705,174.3,345,179,201,958,860,10038,2288,690,0.601,1.0,,
2240,6,39721,174.8,346,179,195,957,863,10037,2287,689,0.603,0.9,,
2245,6,39737,175.2,347,179,190,956,865,10036,2286,689,0.604,0.9,,
2250,6,39752,175.7,347,180,184,956,867,10035,2285,688,0.606,0.9,,
2255,6,39767,176.2,348,180,178,955,869,10034,2284,688,0.607,0.9,,
2260,6,39782,176.7,349,181,173,954,871,10033,2283,687,0.609,0.8,,
2265,6,39796,177.2,350,181,168,954,873,10032,2282,687,0.61,0.8,,
2270,6,39809,177.7,351,181,163,953,875,10031,2281,686,0.611,0.8,,
2275,6,39823,178.2,351,182,158,952,877,10030,2280,686,0.613,0.7,,
2280,6,39835,178.6,352,182,153,952,879,10029,2279,685,0.614,0.7,,
2285,6,39848,179.1,353,182,149,951,881,10028,2278,685,0.615,0.7,,
2290,6,39860,179.6,353,183,144,950,882,10027,2277,684,0.616,0.7,,
2295,6,39871,180.1,354,183,140,950,884,10026,2276,684,0.617,0.7,,
2300,6,39883,180.6,355,183,135,949,886,10025,2275,684,0.618,0.6,,
2305,6,39894,181.1,355,183,131,949,887,10024,2274,683,0.619,0.6,,
2310,6,39904,181.6,356,184,127,948,889,10023,2273,683,0.62,0.6,,
2315,6,39914,182.1,356,184,123,948,890,10022,2272,683,0.621,0.6,,
2320,6,39924,182.6,357,184,119,947,892,10021,2271,682,0.622,0.6,,
2325,6,39934,183.1,357,185,116,947,893,10020,2270,682,0.623,0.5,,
2330,6,39943,183.6,358,185,112,947,894,10020,2270,682,0.624,0.5,,
2335,6,39952,184.1,358,185,109,946,896,10019,2269,681,0.625,0.5,,
2340,6,39961,184.6,359,185,105,946,897,10018,2268,681,0.625,0.5,,
2345,6,39970,185.1,359,185,102,945,898,10017,2267,681,0.626,0.5,,
2350,6,39978,185.6,360,186,99,945,899,10016,2266,680,0.627,0.5,,
2355,6,39986,186.1,360,186,95,945,900,10015,2265,680,0.628,0.4,,
2360,6,39993,186.6,360,186,92,944,901,10014,2264,680,0.628,0.4,,
2365,6,40001,187.1,361,186,90,944,903,10013,2263,680,0.629,0.4,,
2370,6,40008,187.6,361,186,87,944,904,10012,2262,679,0.63,0.4,,
2375,6,40015,188.1,362,187,84,943,905,10011,2261,679,0.63,0.4,,
2380,6,40022,188.6,362,187,81,943,906,10010,2260,679,0.631,0.4,,
2385,6,40028,189.1,362,187,79,943,906,10009,2259,679,0.632,0.4,,
2390,6,40035,189.6,363,187,76,942,907,10008,2258,679,0.632,0.4,,
2395,6,40041,190.1,363,187,74,942,908,10007,2257,678,0.633,0.3,,
2400,6,40047,190.6,363,187,71,942,909,10006,2256,678,0.633,0.3,,
2405,6,40053,191.1,364,187,69,942,910,10005,2255,678,0.634,0.3,,
2410,6,40058,191.6,364,188,67,941,911,10004,2254,678,0.634,0.3,,
2415,6,40064,192.1,364,188,65,941,912,10003,2253,678,0.635,0.3,,
2420,6,40069,192.6,364,188,63,941,912,10003,2253,677,0.635,0.3,,
2425,6,40074,193.1,365,188,61,941,913,10002,2252,677,0.636,0.3,,
2430,6,40079,193.6,365,188,59,941,914,10001,2251,677,0.636,0.3,,
2435,6,40084,194.1,365,188,57,940,914,10000,2250,677,0.637,0.3,,
2440,6,40088,194.6,365,188,55,940,915,9999,2249,677,0.637,0.3,,
2445,6,40093,195.2,366,188,53,940,916,9998,2248,677,0.638,0.2,,
2450,6,40097,195.7,366,189,51,940,916,9997,2247,677,0.638,0.2,,
2455,6,40101,196.2,366,189,50,940,917,9996,2246,676,0.638,0.2,,
2460,6,40105,196.7,366,189,48,939,917,9995,2245,676,0.639,0.2,,
2465,6,40109,197.2,367,189,47,939,918,9994,2244,676,0.639,0.2,,
2470,6,40113,197.7,367,189,45,939,919,9993,2243,676,0.639,0.2,,
2475,6,40116,198.2,367,189,44,939,919,9992,2242,676,0.64,0.2,,
2480,6,40120,198.7,367,189,42,939,920,9991,2241,676,0.64,0.2,,
2485,6,40123,199.2,367,189,41,939,920,9990,2240,676,0.64,0.2,,
2490,6,40127,199.7,367,189,40,938,920,9989,2239,676,0.641,0.2,,
2495,6,40130,200.3,368,189,38,938,921,9988,2238,676,0.641,0.2,,
2500,6,40133,200.8,368,189,37,938,921,9987,2237,675,0.641,0.2,,
2505,6,40136,201.3,368,189,36,938,922,9987,2237,675,0.641,0.2,,
2510,6,40139,201.8,368,190,35,938,922,9986,2236,675,0.642,0.2,,
2515,6,40142,202.3,368,190,34,938,923,9985,2235,675,0.642,0.2,,
2520,6,40144,202.8,368,190,33,938,923,9984,2234,675,0.642,0.1,,
2525,6,40147,203.3,368,190,32,938,923,9983,2233,675,0.642,0.1,,
2530,6,40149,203.8,369,190,31,937,924,9982,2232,675,0.643,0.1,,
2535,6,40152,204.3,369,190,30,937,924,9981,2231,675,0.643,0.1,,
2540,6,40154,204.9,369,190,29,937,924,9980,2230,675,0.643,0.1,,
2545,6,40157,205.4,369,190,28,937,925,9979,2229,675,0.643,0.1,,
2550,6,40159,205.9,369,190,27,937,925,9978,2228,675,0.644,0.1,,
2555,6,40161,206.4,369,190,26,937,925,9977,2227,675,0.644,0.1,,
2560,6,40163,206.9,369,190,25,937,926,9976,2226,675,0.644,0.1,,
2565,6,40165,207.4,369,190,24,937,926,9975,2225,674,0.644,0.1,,
2570,6,40167,207.9,370,190,24,937,926,9974,2224,674,0.644,0.1,,
2575,6,40169,208.4,370,190,23,937,926,9973,2223,674,0.644,0.1,,
2580,6,40171,209.0,370,190,22,937,927,9972,2222,674,0.645,0.1,,
2585,6,40173,209.5,370,190,21,936,927,9972,2222,674,0.645,0.1,,
2590,6,40174,210.0,370,190,21,936,927,9971,2221,674,0.645,0.1,,
2595,6,40176,210.5,370,190,20,936,927,9970,2220,674,0.645,0.1,,
2600,6,40178,211.0,370,190,20,936,927,9969,2219,674,0.645,0.1,,
2605,6,40179,211.5,370,191,19,936,928,9968,2218,674,0.645,0.1,,
2610,6,40181,212.0,370,191,18,936,928,9967,2217,674,0.646,0.1,,
2615,6,40182,212.6,370,191,18,936,928,9966,2216,674,0.646,0.1,,
2620,6,40184,213.1,370,191,17,936,928,9965,2215,674,0.646,0.1,,
2625,6,40185,213.6,370,191,17,936,928,9964,2214,674,0.646,0.1,,
2630,6,40187,214.1,371,191,16,936,929,9963,2213,674,0.646,0.1,,
2635,6,40188,214.6,371,191,16,936,929,9962,2212,674,0.646,0.1,,
2640,6,40189,215.1,371,191,15,936,929,9961,2211,674,0.646,0.1,,
2645,6,40190,215.6,371,191,15,936,929,9960,2210,674,0.646,0.1,,
2650,6,40192,216.2,371,191,14,936,929,9959,2209,674,0.647,0.1,,
2655,6,40193,216.7,371,191,14,936,929,9958,2208,674,0.647,0.1,,
2660,6,40194,217.2,371,191,14,936,930,9958,2208,674,0.647,0.1,,
2665,6,40195,217.7,371,191,13,936,930,9957,2207,674,0.647,0.1,,
2670,6,40196,218.2,371,191,13,936,930,9956,2206,674,0.647,0.1,,
2675,6,40197,218.7,371,191,12,935,930,9955,2205,674,0.647,0.1,,
2680,6,40198,219.3,371,191,12,935,930,9954,2204,674,0.647,0.1,,
2685,6,40199,219.8,371,191,12,935,930,9953,2203,673,0.647,0.1,,
2690,6,40200,220.3,371,191,11,935,930,9952,2202,673,0.647,0.1,,
2695,6,40201,220.8,371,191,11,935,930,9951,2201,673,0.647,0.0,,
2700,6,40202,221.3,371,191,11,935,930,9950,2200,673,0.647,0.0,,
2705,6,40203,221.8,371,191,10,935,931,9949,2199,673,0.647,0.0,,
2710,6,40203,222.3,371,191,10,935,931,9948,2198,673,0.648,0.0,,
2715,6,40204,222.9,371,191,10,935,931,9947,2197,673,0.648,0.0,,
2720,6,40205,223.4,371,191,10,935,931,9946,2196,673,0.648,0.0,,
2725,6,40206,223.9,372,191,9,935,931,9945,2195,673,0.648,0.0,,
2730,6,40207,224.4,372,191,9,935,931,9944,2194,673,0.648,0.0,,
2735,6,40207,224.9,372,191,9,935,931,9943,2193,673,0.648,0.0,,
2740,6,40208,225.4,372,191,9,935,931,9943,2193,673,0.648,0.0,,
2745,6,40209,226.0,372,191,8,935,931,9942,2192,673,0.648,0.0,,
2750,6,40209,226.5,372,191,8,935,931,9941,2191,673,0.648,0.0,,
2755,6,40210,227.0,372,191,8,935,931,9940,2190,673,0.648,0.0,,
2760,6,40211,227.5,372,191,8,935,931,9939,2189,673,0.648,0.0,,
2765,6,40211,228.0,372,191,8,935,931,9938,2188,673,0.648,0.0,,
2770,6,40212,228.5,372,191,7,935,932,9937,2187,673,0.648,0.0,,
2775,6,40213,229.1,372,191,7,935,932,9936,2186,673,0.648,0.0,,
2780,6,40213,229.6,372,191,7,935,932,9935,2185,673,0.648,0.0,,
2785,6,40214,230.1,372,191,7,935,932,9934,2184,673,0.648,0.0,,
2790,6,40214,230.6,372,191,7,935,932,9933,2183,673,0.649,0.0,,
2795,6,40215,231.1,372,191,7,935,932,9932,2182,673,0.649,0.0,,
2800,6,40215,231.6,372,191,6,935,932,9931,2181,673,0.649,0.0,,
2805,6,40216,232.2,372,191,6,935,932,9930,2180,673,0.649,0.0,,
2810,6,40216,232.7,372,191,6,935,932,9929,2179,673,0.649,0.0,,
2815,6,40217,233.2,372,191,6,935,932,9929,2179,673,0.649,0.0,,
2820,6,40217,233.7,372,191,6,935,932,9928,2178,673,0.649,0.0,,
2825,6,40218,234.2,372,191,6,935,932,9927,2177,673,0.649,0.0,,
2830,6,40218,234.7,372,191,6,935,932,9926,2176,673,0.649,0.0,,
2835,6,40219,235.3,372,191,5,935,932,9925,2175,673,0.649,0.0,,
2840,6,40219,235.8,372,191,5,935,932,9924,2174,673,0.649,0.0,,
2845,6,40220,236.3,372,191,5,935,932,9923,2173,673,0.649,0.0,,
2850,6,40220,236.8,372,192,5,935,932,9922,2172,673,0.649,0.0,,
2855,6,40221,237.3,372,192,5,934,932,9921,2171,673,0.649,0.0,,
2860,6,40221,237.8,372,192,5,934,932,9920,2170,673,0.649,0.0,,
2865,6,40221,238.4,372,192,5,934,932,9919,2169,673,0.649,0.0,,
2870,6,40222,238.9,372,192,5,934,932,9918,2168,673,0.649,0.0,,
2875,6,40222,239.4,372,192,5,934,932,9917,2167,673,0.649,0.0,,
2880,6,40223,239.9,372,192,5,934,932,9916,2166,673,0.649,0.0,,
2885,6,40223,240.4,372,192,4,934,932,9915,2165,673,0.649,0.0,,
2890,6,40223,240.9,372,192,4,934,932,9915,2165,673,0.649,0.0,,
2895,6,40224,241.5,372,192,4,934,932,9914,2164,673,0.649,0.0,,
2900,6,40224,242.0,372,192,4,934,932,9913,2163,673,0.649,0.0,,
2905,6,40224,242.5,372,192,4,934,932,9912,2162,673,0.649,0.0,,
2910,6,40225,243.0,372,192,4,934,933,9911,2161,673,0.649,0.0,,
2915,6,40225,243.5,373,192,4,934,933,9910,2160,673,0.649,0.0,,
2920,6,40225,244.0,373,192,4,934,933,9909,2159,673,0.65,0.0,,
2925,6,40226,244.6,373,192,4,934,933,9908,2158,673,0.65,0.0,,
2930,6,40226,245.1,373,192,4,934,933,9907,2157,673,0.65,0.0,,
2935,6,40226,245.6,373,192,4,934,933,9906,2156,673,0.65,0.0,,
2940,6,40227,246.1,373,192,4,934,933,9905,2155,673,0.65,0.0,,
2945,6,40227,246.6,373,192,4,934,933,9904,2154,673,0.65,0.0,,
2950,6,40227,247.2,373,192,4,934,933,9903,2153,673,0.65,0.0,,
2955,6,40227,247.7,373,192,4,934,933,9902,2152,673,0.65,0.0,,
2960,6,40228,248.2,373,192,4,934,933,9901,2151,673,0.65,0.0,,
2965,6,40228,248.7,373,192,3,934,933,9901,2151,673,0.65,0.0,,
2970,6,40228,249.2,373,192,3,934,933,9900,2150,673,0.65,0.0,,
2975,6,40229,249.7,373,192,3,934,933,9899,2149,673,0.65,0.0,,
2980,6,40229,250.3,373,192,3,934,933,9898,2148,673,0.65,0.0,,
2985,6,40229,250.8,373,192,3,934,933,9897,2147,673,0.65,0.0,,
2990,6,40229,251.3,373,192,3,934,933,9896,2146,673,0.65,0.0,,
2995,6,40230,251.8,373,192,3,934,933,9895,2145,673,0.65,0.0,,
3000,6,40230,252.3,373,192,3,934,933,9894,2144,673,0.65,0.0,,
3005,6,40230,252.8,373,192,3,934,933,9893,2143,673,0.65,0.0,,
3010,6,40231,253.4,373,192,3,934,933,9892,2142,673,0.65,0.0,,
3015,6,40231,253.9,373,192,3,934,933,9891,2141,673,0.65,0.0,,
3020,6,40231,254.4,373,192,3,934,933,9890,2140,673,0.65,0.0,,
3025,6,40231,254.9,373,192,3,934,933,9889,2139,673,0.65,0.0,,
3030,6,40232,255.4,373,192,3,934,933,9888,2138,673,0.65,0.0,,
3035,6,40232,256.0,373,192,3,934,933,9887,2137,673,0.65,0.0,,
3040,6,40232,256.5,373,192,3,934,933,9886,2136,672,0.65,0.0,,
3045,6,40232,257.0,373,192,3,934,933,9886,2136,672,0.65,0.0,,
3050,6,40232,257.5,373,192,3,934,933,9885,2135,672,0.65,0.0,,
3055,6,40233,258.0,373,192,3,934,933,9884,2134,672,0.65,0.0,,
3060,6,40233,258.5,373,192,3,934,933,9883,2133,672,0.65,0.0,,
3065,6,40233,259.1,373,192,3,934,933,9882,2132,672,0.65,0.0,,
3070,6,40233,259.6,373,192,3,934,933,9881,2131,672,0.65,0.0,,
3075,6,40234,260.1,373,192,3,934,933,9880,2130,672,0.65,0.0,,
