aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,total_time_min
C208B,Flatwing,0,-10,25000,0.0,0,423
C208B,Flatwing,0,-10,25000,0.0,0,423
C208B,Flatwing,0,-10,25000,0.0,0,423
C208B,Flatwing,0,-10,25000,0.0,0,423
C208B,Flatwing,0,-10,25000,0.0,0,423
C208B,Flatwing,0,-10,24000,0.0,0,416
C208B,Flatwing,0,-10,24000,0.0,0,416
C208B,Flatwing,0,-10,24000,0.0,0,416
C208B,Flatwing,0,-10,24000,0.0,0,416
C208B,Flatwing,0,-10,24000,0.0,0,416
C208B,Flatwing,0,-10,23000,0.0,0,409
C208B,Flatwing,0,-10,23000,0.0,0,409
C208B,Flatwing,0,-10,23000,0.0,0,409
C208B,Flatwing,0,-10,23000,0.0,0,409
C208B,Flatwing,0,-10,23000,0.0,0,409
C208B,Flatwing,0,-10,22000,0.0,0,402
C208B,Flatwing,0,-10,22000,0.0,0,402
C208B,Flatwing,0,-10,22000,0.0,0,402
C208B,Flatwing,0,-10,22000,0.0,0,402
C208B,Flatwing,0,-10,22000,0.0,0,402
C208B,Flatwing,0,-10,21000,0.0,0,394
C208B,Flatwing,0,-10,21000,0.0,0,394
C208B,Flatwing,0,-10,21000,0.0,0,394
C208B,Flatwing,0,-10,21000,0.0,0,394
C208B,Flatwing,0,-10,21000,0.0,0,394
C208B,Flatwing,0,-10,20000,0.0,0,387
C208B,Flatwing,0,-10,20000,0.0,0,387
C208B,Flatwing,0,-10,20000,0.0,0,387
C208B,Flatwing,0,-10,20000,0.0,0,387
C208B,Flatwing,0,-10,20000,0.0,0,387
C208B,Flatwing,0,-10,19000,0.0,0,381
C208B,Flatwing,0,-10,19000,0.0,0,381
C208B,Flatwing,0,-10,19000,0.0,0,381
C208B,Flatwing,0,-10,19000,0.0,0,381
C208B,Flatwing,0,-10,19000,0.0,0,381
C208B,Flatwing,0,-10,18000,0.0,0,374
C208B,Flatwing,0,-10,18000,0.0,0,374
C208B,Flatwing,0,-10,18000,0.0,0,374
C208B,Flatwing,0,-10,18000,0.0,0,374
C208B,Flatwing,0,-10,18000,0.0,0,374
C208B,Flatwing,0,-10,17000,0.0,0,367
C208B,Flatwing,0,-10,17000,0.0,0,367
C208B,Flatwing,0,-10,17000,0.0,0,367
C208B,Flatwing,0,-10,17000,0.0,0,367
C208B,Flatwing,0,-10,17000,0.0,0,367
C208B,Flatwing,0,-10,16000,0.0,0,361
C208B,Flatwing,0,-10,16000,0.0,0,361
C208B,Flatwing,0,-10,16000,0.0,0,361
C208B,Flatwing,0,-10,16000,0.0,0,361
C208B,Flatwing,0,-10,16000,0.0,0,361
C208B,Flatwing,0,-10,15000,0.0,0,355
C208B,Flatwing,0,-10,15000,0.0,0,355
C208B,Flatwing,0,-10,15000,0.0,0,355
C208B,Flatwing,0,-10,15000,0.0,0,355
C208B,Flatwing,0,-10,15000,0.0,0,355
C208B,Flatwing,0,-10,14000,0.0,0,348
C208B,Flatwing,0,-10,14000,0.0,0,348
C208B,Flatwing,0,-10,14000,0.0,0,348
C208B,Flatwing,0,-10,14000,0.0,0,348
C208B,Flatwing,0,-10,14000,0.0,0,348
C208B,Flatwing,0,-10,13000,0.0,0,342
C208B,Flatwing,0,-10,13000,0.0,0,342
C208B,Flatwing,0,-10,13000,0.0,0,342
C208B,Flatwing,0,-10,13000,0.0,0,342
C208B,Flatwing,0,-10,13000,0.0,0,342
C208B,Flatwing,0,-10,12000,0.0,0,336
C208B,Flatwing,0,-10,12000,0.0,0,336
C208B,Flatwing,0,-10,12000,0.0,0,336
C208B,Flatwing,0,-10,12000,0.0,0,336
C208B,Flatwing,0,-10,12000,0.0,0,336
C208B,Flatwing,0,-10,11000,0.0,0,331
C208B,Flatwing,0,-10,11000,0.0,0,331
C208B,Flatwing,0,-10,11000,0.0,0,331
C208B,Flatwing,0,-10,11000,0.0,0,331
C208B,Flatwing,0,-10,11000,0.0,0,331
C208B,Flatwing,0,-10,10000,0.0,0,325
C208B,Flatwing,0,-10,10000,0.0,0,325
C208B,Flatwing,0,-10,10000,0.0,0,325
C208B,Flatwing,0,-10,10000,0.0,0,325
C208B,Flatwing,0,-10,10000,0.0,0,325
C208B,Flatwing,0,-10,9000,0.0,0,319
C208B,Flatwing,0,-10,9000,0.0,0,319
C208B,Flatwing,0,-10,9000,0.0,0,319
C208B,Flatwing,0,-10,9000,0.0,0,319
C208B,Flatwing,0,-10,9000,0.0,0,319
C208B,Flatwing,0,-10,8000,0.0,0,313
C208B,Flatwing,0,-10,8000,0.0,0,313
C208B,Flatwing,0,-10,8000,0.0,0,313
C208B,Flatwing,0,-10,8000,0.0,0,313
C208B,Flatwing,0,-10,8000,0.0,0,313
C208B,Flatwing,0,-10,7000,0.0,0,308
C208B,Flatwing,0,-10,7000,0.0,0,308
C208B,Flatwing,0,-10,7000,0.0,0,308
