aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,total_dist_nm,total_time_min,fuel_burned_lb,first_level_off_ft,cruise_vktas_kts,cruise_vkias_kts
C208B,Flatwing,0,-10,25000,0.0,0,1267.0901475082103,423,1850,24907,186.90118728353625,127.0813519627398
C208B,Flatwing,0,-10,25000,0.0,0,1267.0901475082103,423,1850,24907,186.90118728353625,127.0813519627398
C208B,Flatwing,0,-10,25000,0.0,0,1267.0901475082103,423,1850,24907,186.90118728353625,127.0813519627398
C208B,Flatwing,0,-10,25000,0.0,0,1267.0901475082103,423,1850,24907,186.90118728353625,127.0813519627398
C208B,Flatwing,0,-10,25000,0.0,0,1267.0901475082103,423,1850,24907,186.90118728353625,127.0813519627398
C208B,Flatwing,0,0,25000,0.0,0,1299.7569548492725,433,1850,24902,187.29599409931762,124.6406505168235
C208B,Flatwing,0,0,25000,0.0,0,1299.7569548492725,433,1850,24902,187.29599409931762,124.6406505168235
C208B,Flatwing,0,0,25000,0.0,0,1299.7569548492725,433,1850,24902,187.29599409931762,124.6406505168235
C208B,Flatwing,0,0,25000,0.0,0,1299.7569548492725,433,1850,24902,187.29599409931762,124.6406505168235
C208B,Flatwing,0,0,25000,0.0,0,1299.7569548492725,433,1850,24902,187.29599409931762,124.6406505168235
C208B,Flatwing,0,10,25000,0.0,0,1283.8922913172837,428,1850,22905,187.04859226012874,126.30663734615274
C208B,Flatwing,0,10,25000,0.0,0,1283.8922913172837,428,1850,22905,187.04859226012874,126.30663734615274
C208B,Flatwing,0,10,25000,0.0,0,1283.8922913172837,428,1850,22905,187.04859226012874,126.30663734615274
C208B,Flatwing,0,10,25000,0.0,0,1283.8922913172837,428,1850,22905,187.04859226012874,126.30663734615274
C208B,Flatwing,0,10,25000,0.0,0,1283.8922913172837,428,1850,22905,187.04859226012874,126.30663734615274
C208B,Flatwing,0,20,25000,0.0,0,1317.2630842774624,438,1850,22901,187.43570160191535,123.85926930600652
C208B,Flatwing,0,20,25000,0.0,0,1317.2630842774624,438,1850,22901,187.43570160191535,123.85926930600652
C208B,Flatwing,0,20,25000,0.0,0,1317.2630842774624,438,1850,22901,187.43570160191535,123.85926930600652
C208B,Flatwing,0,20,25000,0.0,0,1317.2630842774624,438,1850,22901,187.43570160191535,123.85926930600652
C208B,Flatwing,0,20,25000,0.0,0,1317.2630842774624,438,1850,22901,187.43570160191535,123.85926930600652
C208B,Flatwing,0,-10,25000,0.0,267,1258.7378467695166,423,1850,24904,186.1481649654999,126.45843925522162
C208B,Flatwing,0,-10,25000,0.0,267,1258.7378467695166,423,1850,24904,186.1481649654999,126.45843925522162
