aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,total_time_min
C208B,Flatwing,0,0,25000,0.35,0,436
C208B,Flatwing,0,0,25000,0.33,0,436
C208B,Flatwing,0,0,25000,0.31,0,436
C208B,Flatwing,0,0,23000,0.35,0,424
C208B,Flatwing,0,0,23000,0.33,0,424
C208B,Flatwing,0,0,23000,0.31,0,424
C208B,Flatwing,0,0,21000,0.35,0,424
C208B,Flatwing,0,0,21000,0.33,0,424
C208B,Flatwing,0,0,21000,0.31,0,424
C208B,Flatwing,0,0,19000,0.35,0,424
C208B,Flatwing,0,0,19000,0.33,0,424
C208B,Flatwing,0,0,19000,0.31,0,424
C208B,Flatwing,0,0,17000,0.35,0,424
C208B,Flatwing,0,0,17000,0.33,0,424
C208B,Flatwing,0,0,17000,0.31,0,424
C208B,Flatwing,0,0,15000,0.35,0,424
C208B,Flatwing,0,0,15000,0.33,0,424
C208B,Flatwing,0,0,15000,0.31,0,424
C208B,Flatwing,0,0,13000,0.35,0,424
C208B,Flatwing,0,0,13000,0.33,0,424
C208B,Flatwing,0,0,13000,0.31,0,424
C208B,Flatwing,0,0,11000,0.35,0,424
C208B,Flatwing,0,0,11000,0.33,0,424
C208B,Flatwing,0,0,11000,0.31,0,424
C208B,Flatwing,0,0,9000,0.35,0,424
C208B,Flatwing,0,0,9000,0.33,0,424
C208B,Flatwing,0,0,9000,0.31,0,424
C208B,Flatwing,0,0,7000,0.35,0,424
C208B,Flatwing,0,0,7000,0.33,0,424
C208B,Flatwing,0,0,7000,0.31,0,424
C208B,Flatwing,0,0,5000,0.35,0,424
C208B,Flatwing,0,0,5000,0.33,0,424
C208B,Flatwing,0,0,5000,0.31,0,424
C208B,Flatwing,0,10,25000,0.35,0,445
C208B,Flatwing,0,10,25000,0.33,0,445
C208B,Flatwing,0,10,25000,0.31,0,455
C208B,Flatwing,0,10,23000,0.35,0,430
C208B,Flatwing,0,10,23000,0.33,0,430
C208B,Flatwing,0,10,23000,0.31,0,430
C208B,Flatwing,0,10,21000,0.35,0,425
C208B,Flatwing,0,10,21000,0.33,0,425
C208B,Flatwing,0,10,21000,0.31,0,425
C208B,Flatwing,0,10,19000,0.35,0,425
C208B,Flatwing,0,10,19000,0.33,0,425
C208B,Flatwing,0,10,19000,0.31,0,425
C208B,Flatwing,0,10,17000,0.35,0,425
C208B,Flatwing,0,10,17000,0.33,0,425
C208B,Flatwing,0,10,17000,0.31,0,425
C208B,Flatwing,0,10,15000,0.35,0,425
C208B,Flatwing,0,10,15000,0.33,0,425
C208B,Flatwing,0,10,15000,0.31,0,425
C208B,Flatwing,0,10,13000,0.35,0,425
C208B,Flatwing,0,10,13000,0.33,0,425
C208B,Flatwing,0,10,13000,0.31,0,425
C208B,Flatwing,0,10,11000,0.35,0,425
C208B,Flatwing,0,10,11000,0.33,0,425
C208B,Flatwing,0,10,11000,0.31,0,425
C208B,Flatwing,0,10,9000,0.35,0,425
C208B,Flatwing,0,10,9000,0.33,0,425
C208B,Flatwing,0,10,9000,0.31,0,425
C208B,Flatwing,0,10,7000,0.35,0,425
C208B,Flatwing,0,10,7000,0.33,0,425
C208B,Flatwing,0,10,7000,0.31,0,425
C208B,Flatwing,0,10,5000,0.35,0,425
C208B,Flatwing,0,10,5000,0.33,0,425
C208B,Flatwing,0,10,5000,0.31,0,425
C208B,Tamarack,0,0,25000,0.35,0,436
C208B,Tamarack,0,0,25000,0.33,0,436
C208B,Tamarack,0,0,25000,0.31,0,436
C208B,Tamarack,0,0,23000,0.35,0,432
C208B,Tamarack,0,0,23000,0.33,0,432
C208B,Tamarack,0,0,23000,0.31,0,432
C208B,Tamarack,0,0,21000,0.35,0,432
C208B,Tamarack,0,0,21000,0.33,0,432
C208B,Tamarack,0,0,21000,0.31,0,432
C208B,Tamarack,0,0,19000,0.35,0,432
C208B,Tamarack,0,0,19000,0.33,0,432
C208B,Tamarack,0,0,19000,0.31,0,432
C208B,Tamarack,0,0,17000,0.35,0,432
C208B,Tamarack,0,0,17000,0.33,0,432
C208B,Tamarack,0,0,17000,0.31,0,432
C208B,Tamarack,0,0,15000,0.35,0,432
C208B,Tamarack,0,0,15000,0.33,0,432
C208B,Tamarack,0,0,15000,0.31,0,432
C208B,Tamarack,0,0,13000,0.35,0,432
C208B,Tamarack,0,0,13000,0.33,0,432
C208B,Tamarack,0,0,13000,0.31,0,432
C208B,Tamarack,0,0,11000,0.35,0,432
C208B,Tamarack,0,0,11000,0.33,0,432
C208B,Tamarack,0,0,11000,0.31,0,432
C208B,Tamarack,0,0,9000,0.35,0,432
C208B,Tamarack,0,0,9000,0.33,0,432
C208B,Tamarack,0,0,9000,0.31,0,432
C208B,Tamarack,0,0,7000,0.35,0,432
C208B,Tamarack,0,0,7000,0.33,0,432
C208B,Tamarack,0,0,7000,0.31,0,432
C208B,Tamarack,0,0,5000,0.35,0,432
C208B,Tamarack,0,0,5000,0.33,0,432
C208B,Tamarack,0,0,5000,0.31,0,432
C208B,Tamarack,0,10,25000,0.35,0,446
C208B,Tamarack,0,10,25000,0.33,0,446
C208B,Tamarack,0,10,25000,0.31,0,469
C208B,Tamarack,0,10,23000,0.35,0,433
C208B,Tamarack,0,10,23000,0.33,0,433
C208B,Tamarack,0,10,23000,0.31,0,433
C208B,Tamarack,0,10,21000,0.35,0,433
C208B,Tamarack,0,10,21000,0.33,0,433
C208B,Tamarack,0,10,21000,0.31,0,433
C208B,Tamarack,0,10,19000,0.35,0,433
C208B,Tamarack,0,10,19000,0.33,0,433
C208B,Tamarack,0,10,19000,0.31,0,433
C208B,Tamarack,0,10,17000,0.35,0,433
C208B,Tamarack,0,10,17000,0.33,0,433
C208B,Tamarack,0,10,17000,0.31,0,433
C208B,Tamarack,0,10,15000,0.35,0,433
C208B,Tamarack,0,10,15000,0.33,0,433
C208B,Tamarack,0,10,15000,0.31,0,433
C208B,Tamarack,0,10,13000,0.35,0,433
C208B,Tamarack,0,10,13000,0.33,0,433
C208B,Tamarack,0,10,13000,0.31,0,433
C208B,Tamarack,0,10,11000,0.35,0,433
C208B,Tamarack,0,10,11000,0.33,0,433
C208B,Tamarack,0,10,11000,0.31,0,433
C208B,Tamarack,0,10,9000,0.35,0,433
C208B,Tamarack,0,10,9000,0.33,0,433
C208B,Tamarack,0,10,9000,0.31,0,433
C208B,Tamarack,0,10,7000,0.35,0,433
C208B,Tamarack,0,10,7000,0.33,0,433
C208B,Tamarack,0,10,7000,0.31,0,433
C208B,Tamarack,0,10,5000,0.35,0,433
C208B,Tamarack,0,10,5000,0.33,0,433
C208B,Tamarack,0,10,5000,0.31,0,433
