aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,total_dist_nm
C208B,Tamarack,0,0,21000,0.33,0,1300.6094331135446
C208B,Tamarack,0,0,21000,0.31,0,1300.6442122694737
C208B,Tamarack,0,0,19000,0.35,0,1300.6094331135446
C208B,Tamarack,0,0,19000,0.33,0,1300.6094331135446
C208B,Tamarack,0,0,19000,0.31,0,1300.6442122694737
C208B,Tamarack,0,0,17000,0.35,0,1300.6094331135446
C208B,Tamarack,0,0,17000,0.33,0,1300.6094331135446
C208B,Tamarack,0,0,17000,0.31,0,1300.6442122694737
C208B,Tamarack,0,0,15000,0.35,0,1300.6094331135446
C208B,Tamarack,0,0,15000,0.33,0,1300.6094331135446
C208B,Tamarack,0,0,15000,0.31,0,1300.6442122694737
C208B,Tamarack,0,0,13000,0.35,0,1300.6094331135446
C208B,Tamarack,0,0,13000,0.33,0,1300.6094331135446
C208B,Tamarack,0,0,13000,0.31,0,1300.6442122694737
C208B,Tamarack,0,0,11000,0.35,0,1300.6094331135446
C208B,Tamarack,0,0,11000,0.33,0,1300.6094331135446
C208B,Tamarack,0,0,11000,0.31,0,1300.6442122694737
C208B,Tamarack,0,0,9000,0.35,0,1300.6094331135446
C208B,Tamarack,0,0,9000,0.33,0,1300.6094331135446
C208B,Tamarack,0,0,9000,0.31,0,1300.6442122694737
C208B,Tamarack,0,0,7000,0.35,0,1300.6094331135446
C208B,Tamarack,0,0,7000,0.33,0,1300.6094331135446
C208B,Tamarack,0,0,7000,0.31,0,1300.6442122694737
C208B,Tamarack,0,0,5000,0.35,0,1300.6094331135446
C208B,Tamarack,0,0,5000,0.33,0,1300.6094331135446
C208B,Tamarack,0,0,5000,0.31,0,1300.6442122694737
C208B,Tamarack,0,10,25000,0.35,0,1347.522105317952
C208B,Tamarack,0,10,25000,0.33,0,1347.522105317952
C208B,Tamarack,0,10,25000,0.31,0,1398.947556414459
C208B,Tamarack,0,10,23000,0.35,0,1304.6436728532926
C208B,Tamarack,0,10,23000,0.33,0,1304.6436728532926
C208B,Tamarack,0,10,23000,0.31,0,1304.4197718066325
C208B,Tamarack,0,10,21000,0.35,0,1304.6436728532926
C208B,Tamarack,0,10,21000,0.33,0,1304.6436728532926
C208B,Tamarack,0,10,21000,0.31,0,1304.4197718066325
C208B,Tamarack,0,10,19000,0.35,0,1304.6436728532926
C208B,Tamarack,0,10,19000,0.33,0,1304.6436728532926
C208B,Tamarack,0,10,19000,0.31,0,1304.4197718066325
C208B,Tamarack,0,10,17000,0.35,0,1304.6436728532926
C208B,Tamarack,0,10,17000,0.33,0,1304.6436728532926
C208B,Tamarack,0,10,17000,0.31,0,1304.4197718066325
C208B,Tamarack,0,10,15000,0.35,0,1304.6436728532926
C208B,Tamarack,0,10,15000,0.33,0,1304.6436728532926
C208B,Tamarack,0,10,15000,0.31,0,1304.4197718066325
C208B,Tamarack,0,10,13000,0.35,0,1304.6436728532926
C208B,Tamarack,0,10,13000,0.33,0,1304.6436728532926
C208B,Tamarack,0,10,13000,0.31,0,1304.4197718066325
C208B,Tamarack,0,10,11000,0.35,0,1304.6436728532926
C208B,Tamarack,0,10,11000,0.33,0,1304.6436728532926
C208B,Tamarack,0,10,11000,0.31,0,1304.4197718066325
C208B,Tamarack,0,10,9000,0.35,0,1304.6436728532926
C208B,Tamarack,0,10,9000,0.33,0,1304.6436728532926
C208B,Tamarack,0,10,9000,0.31,0,1304.4197718066325
C208B,Tamarack,0,10,7000,0.35,0,1304.6436728532926
C208B,Tamarack,0,10,7000,0.33,0,1304.6436728532926
C208B,Tamarack,0,10,7000,0.31,0,1304.4197718066325
C208B,Tamarack,0,10,5000,0.35,0,1304.6436728532926
C208B,Tamarack,0,10,5000,0.33,0,1304.6436728532926
C208B,Tamarack,0,10,5000,0.31,0,1304.4197718066325
