aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,total_dist_nm
C208B,Flatwing,0,0,25000,0.35,0,1307.2594537559767
C208B,Flatwing,0,0,25000,0.33,0,1307.2594537559767
C208B,Flatwing,0,0,25000,0.31,0,1307.3247418489257
C208B,Flatwing,0,0,23000,0.35,0,1270.6591050751454
C208B,Flatwing,0,0,23000,0.33,0,1270.6591050751454
C208B,Flatwing,0,0,23000,0.31,0,1270.6591050751454
C208B,Flatwing,0,0,21000,0.35,0,1270.6591050751454
C208B,Flatwing,0,0,21000,0.33,0,1270.6591050751454
C208B,Flatwing,0,0,21000,0.31,0,1270.6591050751454
C208B,Flatwing,0,0,19000,0.35,0,1270.6591050751454
C208B,Flatwing,0,0,19000,0.33,0,1270.6591050751454
C208B,Flatwing,0,0,19000,0.31,0,1270.6591050751454
C208B,Flatwing,0,0,17000,0.35,0,1270.6591050751454
C208B,Flatwing,0,0,17000,0.33,0,1270.6591050751454
C208B,Flatwing,0,0,17000,0.31,0,1270.6591050751454
C208B,Flatwing,0,0,15000,0.35,0,1270.6591050751454
C208B,Flatwing,0,0,15000,0.33,0,1270.6591050751454
C208B,Flatwing,0,0,15000,0.31,0,1270.6591050751454
C208B,Flatwing,0,0,13000,0.35,0,1270.6591050751454
C208B,Flatwing,0,0,13000,0.33,0,1270.6591050751454
C208B,Flatwing,0,0,13000,0.31,0,1270.6591050751454
C208B,Flatwing,0,0,11000,0.35,0,1270.6591050751454
C208B,Flatwing,0,0,11000,0.33,0,1270.6591050751454
C208B,Flatwing,0,0,11000,0.31,0,1270.6591050751454
C208B,Flatwing,0,0,9000,0.35,0,1270.6591050751454
C208B,Flatwing,0,0,9000,0.33,0,1270.6591050751454
C208B,Flatwing,0,0,9000,0.31,0,1270.6591050751454
C208B,Flatwing,0,0,7000,0.35,0,1270.6591050751454
C208B,Flatwing,0,0,7000,0.33,0,1270.6591050751454
C208B,Flatwing,0,0,7000,0.31,0,1270.6591050751454
C208B,Flatwing,0,0,5000,0.35,0,1270.6591050751454
C208B,Flatwing,0,0,5000,0.33,0,1270.6591050751454
C208B,Flatwing,0,0,5000,0.31,0,1270.6591050751454
C208B,Flatwing,0,10,25000,0.35,0,1338.050545062159
C208B,Flatwing,0,10,25000,0.33,0,1338.050545062159
C208B,Flatwing,0,10,25000,0.31,0,1358.9155928603482
C208B,Flatwing,0,10,23000,0.35,0,1292.2996079112386
C208B,Flatwing,0,10,23000,0.33,0,1292.2996079112386
C208B,Flatwing,0,10,23000,0.31,0,1292.3421525000758
C208B,Flatwing,0,10,21000,0.35,0,1274.0900879188293
C208B,Flatwing,0,10,21000,0.33,0,1274.0900879188293
C208B,Flatwing,0,10,21000,0.31,0,1274.0900879188293
C208B,Flatwing,0,10,19000,0.35,0,1274.0900879188293
C208B,Flatwing,0,10,19000,0.33,0,1274.0900879188293
C208B,Flatwing,0,10,19000,0.31,0,1274.0900879188293
C208B,Flatwing,0,10,17000,0.35,0,1274.0900879188293
C208B,Flatwing,0,10,17000,0.33,0,1274.0900879188293
C208B,Flatwing,0,10,17000,0.31,0,1274.0900879188293
C208B,Flatwing,0,10,15000,0.35,0,1274.0900879188293
C208B,Flatwing,0,10,15000,0.33,0,1274.0900879188293
C208B,Flatwing,0,10,15000,0.31,0,1274.0900879188293
C208B,Flatwing,0,10,13000,0.35,0,1274.0900879188293
C208B,Flatwing,0,10,13000,0.33,0,1274.0900879188293
C208B,Flatwing,0,10,13000,0.31,0,1274.0900879188293
C208B,Flatwing,0,10,11000,0.35,0,1274.0900879188293
C208B,Flatwing,0,10,11000,0.33,0,1274.0900879188293
C208B,Flatwing,0,10,11000,0.31,0,1274.0900879188293
C208B,Flatwing,0,10,9000,0.35,0,1274.0900879188293
C208B,Flatwing,0,10,9000,0.33,0,1274.0900879188293
C208B,Flatwing,0,10,9000,0.31,0,1274.0900879188293
C208B,Flatwing,0,10,7000,0.35,0,1274.0900879188293
C208B,Flatwing,0,10,7000,0.33,0,1274.0900879188293
C208B,Flatwing,0,10,7000,0.31,0,1274.0900879188293
C208B,Flatwing,0,10,5000,0.35,0,1274.0900879188293
C208B,Flatwing,0,10,5000,0.33,0,1274.0900879188293
C208B,Flatwing,0,10,5000,0.31,0,1274.0900879188293
C208B,Tamarack,0,0,25000,0.35,0,1313.3302556076526
C208B,Tamarack,0,0,25000,0.33,0,1313.3302556076526
C208B,Tamarack,0,0,25000,0.31,0,1313.4989089978776
C208B,Tamarack,0,0,23000,0.35,0,1300.6094331135446
C208B,Tamarack,0,0,23000,0.33,0,1300.6094331135446
C208B,Tamarack,0,0,23000,0.31,0,1300.6442122694737
C208B,Tamarack,0,0,21000,0.35,0,1300.6094331135446
