aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,total_dist_nm,total_time_min,fuel_burned_lb,first_level_off_ft,cruise_vktas_kts
C208B,Flatwing,0,0,25000,0.35,0,1307.2594537559767,436,1850,24902,206
C208B,Flatwing,0,10,25000,0.35,0,1338.050545062159,445,1850,22905,207
C208B,Flatwing,0,0,25000,0.35,343,1291.9018030863997,433,1850,22906,204
C208B,Flatwing,0,10,25000,0.35,343,1324.4424878960003,444,1850,22901,206
C208B,Flatwing,0,0,25000,0.35,686,1280.084557356088,432,1850,22905,203
C208B,Flatwing,0,10,25000,0.35,686,1300.1517997597525,438,1850,20901,204
C208B,Flatwing,0,0,25000,0.35,1029,1245.4989125934833,421,1850,20902,202
C208B,Flatwing,0,10,25000,0.35,1029,1238.5495109177366,417,1850,18901,203
C208B,Flatwing,0,0,25000,0.35,1371,1179.3791161337497,397,1850,18907,198
C208B,Flatwing,0,10,25000,0.35,1371,1207.5488361705807,407,1850,18901,201
C208B,Flatwing,0,0,25000,0.35,1714,1168.5359175435249,394,1850,18902,198
C208B,Flatwing,0,10,25000,0.35,1714,1156.1352079076025,388,1850,16904,198
C208B,Flatwing,0,0,25000,0.35,2057,1122.6797881784425,440,1843,16907,198
C208B,Flatwing,0,10,25000,0.35,2057,1138.0726255830923,384,1843,16903,198
C208B,Flatwing,0,0,25000,0.35,2400,904.2537944548862,440,1500,16907,198
C208B,Flatwing,0,10,25000,0.35,2400,924.7761197489624,382,1500,16903,198
C208B,Flatwing,0,0,25000,0.33,0,1307.2594537559767,436,1850,24902,206
C208B,Flatwing,0,10,25000,0.33,0,1338.050545062159,445,1850,22905,207
C208B,Flatwing,0,0,25000,0.33,343,1291.9018030863997,433,1850,22906,204
C208B,Flatwing,0,10,25000,0.33,343,1324.4424878960003,444,1850,22901,206
C208B,Flatwing,0,0,25000,0.33,686,1280.084557356088,432,1850,22905,203
C208B,Flatwing,0,10,25000,0.33,686,1300.1517997597525,438,1850,20901,204
C208B,Flatwing,0,0,25000,0.33,1029,1245.4989125934833,421,1850,20902,202
C208B,Flatwing,0,10,25000,0.33,1029,1238.5495109177366,417,1850,18901,203
C208B,Flatwing,0,0,25000,0.33,1371,1179.3791161337497,397,1850,18907,198
C208B,Flatwing,0,10,25000,0.33,1371,1207.5488361705807,407,1850,18901,201
C208B,Flatwing,0,0,25000,0.33,1714,1168.5359175435249,394,1850,18902,198
C208B,Flatwing,0,10,25000,0.33,1714,1156.1352079076025,388,1850,16904,198
C208B,Flatwing,0,0,25000,0.33,2057,1122.6797881784425,440,1843,16907,198
C208B,Flatwing,0,10,25000,0.33,2057,1138.0726255830923,384,1843,16903,198
C208B,Flatwing,0,0,25000,0.33,2400,904.2537944548862,440,1500,16907,198
C208B,Flatwing,0,10,25000,0.33,2400,924.7761197489624,382,1500,16903,198
C208B,Flatwing,0,0,25000,0.31,0,1307.3247418489257,436,1850,24902,205
C208B,Flatwing,0,10,25000,0.31,0,1358.9155928603482,455,1850,22905,205
C208B,Flatwing,0,0,25000,0.31,343,1291.9018030863997,433,1850,22906,204
C208B,Flatwing,0,10,25000,0.31,343,1324.4689299345828,444,1850,22901,205
C208B,Flatwing,0,0,25000,0.31,686,1280.084557356088,432,1850,22905,203
C208B,Flatwing,0,10,25000,0.31,686,1300.1517997597525,438,1850,20901,204
C208B,Flatwing,0,0,25000,0.31,1029,1245.4989125934833,421,1850,20902,202
C208B,Flatwing,0,10,25000,0.31,1029,1238.5495109177366,417,1850,18901,203
C208B,Flatwing,0,0,25000,0.31,1371,1179.3791161337497,397,1850,18907,198
