aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,total_dist_nm
CJ1,Flatwing,0,-10,41000,0.7,0,1401.2054054842863
CJ1,Flatwing,0,-10,41000,0.68,0,1401.2054054842863
CJ1,Flatwing,0,0,41000,0.7,0,1409.3203519448675
CJ1,Flatwing,0,0,41000,0.68,0,1409.3203519448675
CJ1,Flatwing,0,10,41000,0.7,0,1413.4526716716205
CJ1,Flatwing,0,10,41000,0.68,0,1413.4526716716205
CJ1,Flatwing,0,20,41000,0.7,0,1418.2249312874296
CJ1,Flatwing,0,20,41000,0.68,0,1418.2249312874296
CJ1,Tamarack,0,-10,41000,0.7,0,1428.971252008333
CJ1,Tamarack,0,-10,41000,0.68,0,1428.971252008333
CJ1,Tamarack,0,0,41000,0.7,0,1486.6143231541205
CJ1,Tamarack,0,0,41000,0.68,0,1486.6143231541205
CJ1,Tamarack,0,10,41000,0.7,0,1546.4056036061968
CJ1,Tamarack,0,10,41000,0.68,0,1546.4056036061968
CJ1,Tamarack,0,20,41000,0.7,0,1598.841233298795
CJ1,Tamarack,0,20,41000,0.68,0,1598.841233298795
