aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,taxi_fuel,reserve_fuel,save_plot,initial_fuel_lb,takeoff_weight_lb,status,error_message,total_dist_nm,total_time_min,fuel_burned_lb,first_level_off_ft,cruise_vktas_kts,cruise_vkias_kts,achieved_alt_ft,altitude_limited,achieved_mach,mach_limited,reserve_fuel_calc_lb
CJ,Flatwing,0,-10,41000,0.7,0,100,600,False,3440,9840,ok,,1426.0,244.0,2740.0,41000.0,387.24466190778463,200.0,41000.0,False,0.6751971562865673,True,700.0
CJ,Flatwing,0,-10,41000,0.7,271,100,600,False,3440,10111,ok,,1415.0,243.0,2740.0,41000.0,385.5489401791858,199.0,41000.0,False,0.6722405074244174,True,700.0
CJ,Flatwing,0,-10,41000,0.7,543,100,600,False,3440,10383,ok,,1403.0,243.0,2740.0,41000.0,383.72715271820346,194.0,41000.0,False,0.6690640512094916,True,700.0
CJ,Flatwing,0,-10,41000,0.7,814,100,600,False,3186,10400,ok,,1255.0,219.0,2486.0,40996.0,381.79898569692807,193.0,40996.0,False,0.6657021123174309,True,700.0
CJ,Flatwing,0,-10,41000,0.7,1086,100,600,False,2914,10400,ok,,1099.0,195.0,2214.0,40996.0,379.73069410300303,193.0,40996.0,False,0.6620958531744136,True,700.0
CJ,Flatwing,0,-10,41000,0.7,1357,100,600,False,2643,10400,ok,,943.0,170.0,1943.0,40996.0,377.52861495911327,192.0,40996.0,False,0.658256322970053,True,700.0
CJ,Flatwing,0,-10,41000,0.7,1629,100,600,False,2371,10400,ok,,789.0,145.0,1671.0,40996.0,375.1643292998288,191.0,40996.0,False,0.6541339705896911,True,700.0
CJ,Flatwing,0,-10,41000,0.7,1900,100,600,False,2100,10400,ok,,635.0,120.0,1400.0,40996.0,372.6289349065429,190.0,40996.0,False,0.6497132741855682,True,700.0
CJ,Flatwing,0,-10,41000,0.68,0,100,600,False,3440,9840,ok,,1426.0,244.0,2740.0,41000.0,387.24466190778463,200.0,41000.0,False,0.6751971562865673,True,700.0
CJ,Flatwing,0,-10,41000,0.68,271,100,600,False,3440,10111,ok,,1415.0,243.0,2740.0,41000.0,385.5489401791858,199.0,41000.0,False,0.6722405074244174,True,700.0
CJ,Flatwing,0,-10,41000,0.68,543,100,600,False,3440,10383,ok,,1403.0,243.0,2740.0,41000.0,383.72715271820346,194.0,41000.0,False,0.6690640512094916,True,700.0
CJ,Flatwing,0,-10,41000,0.68,814,100,600,False,3186,10400,ok,,1255.0,219.0,2486.0,40996.0,381.79898569692807,193.0,40996.0,False,0.6657021123174309,True,700.0
CJ,Flatwing,0,-10,41000,0.68,1086,100,600,False,2914,10400,ok,,1099.0,195.0,2214.0,40996.0,379.73069410300303,193.0,40996.0,False,0.6620958531744136,True,700.0
CJ,Flatwing,0,-10,41000,0.68,1357,100,600,False,2643,10400,ok,,943.0,170.0,1943.0,40996.0,377.52861495911327,192.0,40996.0,False,0.658256322970053,True,700.0
