# Flight Simulation Results - CJ3 Flatwing
# Route: KSZT to KSAN
# Initial Fuel: 4710 lb
# Payload: 0 lb
# Cruise Altitude: 25000 ft
# Winds/Temps Source: No Wind
# ISA Dev: +20°C
# Approach VAPP: 111.9 kts
# Approach VREF: 86.2 kts
# Generated: 2025-11-11 11:41:27
# Original Data Points: 2630
# Sampled Data Points (2-sec intervals): 6574
# Time Range: 0 - 13146 seconds
# Exact 2-second intervals, no skipped rows
# 
Time (s),Segment,Segment Name,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
0,0,takeoff roll,0,0.0,1,1,31,5319,197,13110,4610,0,0.001,44.4,111.9,86.2
2,0,takeoff roll,24,0.0,15,14,575,5242,209,13108,4608,1428,0.022,43.5,111.9,86.2
4,0,takeoff roll,50,0.0,29,28,1148,5161,222,13106,4606,2930,0.045,42.6,111.9,86.2
6,0,takeoff roll,97,0.0,43,42,1674,5080,247,13104,4604,3668,0.066,41.6,111.9,86.2
8,0,takeoff roll,166,0.1,57,55,2154,4999,283,13102,4602,3640,0.087,40.5,111.9,86.2
10,0,takeoff roll,235,0.1,71,68,2633,4919,320,13100,4600,3612,0.108,39.3,111.9,86.2
12,0,takeoff roll,339,0.2,84,81,3006,4842,375,13098,4598,3555,0.128,38.1,111.9,86.2
14,0,takeoff roll,443,0.2,97,93,3379,4765,430,13096,4596,3499,0.148,36.9,111.9,86.2
16,0,takeoff roll,551,0.3,106,102,3529,4707,553,13094,4594,3448,0.162,34.9,111.9,86.2
18,3,3rd segment climb,660,0.3,112,107,3456,4667,744,13092,4592,3404,0.172,32.2,111.9,86.2
20,3,3rd segment climb,770,0.4,118,113,3382,4628,935,13090,4590,3359,0.181,29.4,111.9,86.2
22,3,3rd segment climb,883,0.4,119,113,3379,4617,935,13088,4588,3344,0.181,29.3,111.9,86.2
24,3,3rd segment climb,995,0.5,119,113,3375,4606,934,13087,4587,3328,0.182,29.2,111.9,86.2
26,3,3rd segment climb,1108,0.6,119,113,3372,4596,934,13085,4585,3317,0.182,29.1,111.9,86.2
28,3,3rd segment climb,1220,0.6,119,113,3368,4585,934,13083,4583,3309,0.182,29.1,111.9,86.2
30,3,3rd segment climb,1332,0.7,119,113,3365,4575,934,13081,4581,3301,0.183,29.0,111.9,86.2
32,3,3rd segment climb,1447,0.8,124,117,3474,4554,927,13079,4579,3292,0.19,28.9,111.9,86.2
34,4,climb IAS,1562,0.8,128,121,3583,4533,920,13077,4577,3283,0.196,28.8,111.9,86.2
36,4,climb IAS,1686,0.9,135,128,3745,4493,916,13076,4576,3261,0.208,28.4,111.9,86.2
38,4,climb IAS,1818,1.0,146,137,3961,4433,916,13074,4574,3226,0.223,27.9,111.9,86.2
40,4,climb IAS,1951,1.1,156,147,4176,4372,916,13072,4572,3191,0.239,27.4,111.9,86.2
42,4,climb IAS,2097,1.2,166,155,4309,4316,951,13070,4570,3149,0.254,26.6,111.9,86.2
44,4,climb IAS,2243,1.3,175,164,4441,4260,986,13069,4569,3107,0.269,25.9,111.9,86.2
46,4,climb IAS,2393,1.4,185,172,4538,4206,1030,13067,4567,3067,0.284,25.1,111.9,86.2
48,4,climb IAS,2547,1.5,194,180,4600,4155,1083,13065,4565,3029,0.298,24.2,111.9,86.2
50,4,climb IAS,2701,1.6,203,188,4662,4103,1135,13064,4564,2991,0.312,23.3,111.9,86.2
52,4,climb IAS,2857,1.7,211,196,4667,4057,1196,13062,4562,2956,0.325,22.5,111.9,86.2
54,4,climb IAS,3013,1.8,219,203,4673,4012,1256,13060,4560,2921,0.337,21.6,111.9,86.2
56,4,climb IAS,3168,2.0,227,210,4657,3969,1318,13059,4559,2889,0.35,20.7,111.9,86.2
