# Flight Simulation Results - CJ2 Flatwing
# Route: KSZT to KSAN
# Initial Fuel: 3961 lb
# Payload: 600 lb
# Cruise Altitude: 25000 ft
# Winds/Temps Source: No Wind
# ISA Dev: +20°C
# Approach VAPP: 116.5 kts
# Approach VREF: 90.6 kts
# Generated: 2025-11-11 10:06:49
# Original Data Points: 2229
# Sampled Data Points (2-sec intervals): 5571
# Time Range: 0 - 11140 seconds
# Exact 2-second intervals, no skipped rows
# 
Time (s),Segment,Segment Name,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
0,0,takeoff roll,0,0.0,1,1,25,4527,185,12361,3861,0,0.001,39.4,116.5,90.6
2,0,takeoff roll,20,0.0,13,13,470,4468,194,12359,3859,1217,0.02,38.7,116.5,90.6
4,0,takeoff roll,40,0.0,26,25,938,4406,204,12357,3857,2499,0.04,38.0,116.5,90.6
6,0,takeoff roll,79,0.0,39,38,1372,4344,222,12356,3856,3130,0.06,37.2,116.5,90.6
8,0,takeoff roll,136,0.1,52,50,1772,4282,249,12354,3854,3111,0.079,36.3,116.5,90.6
10,0,takeoff roll,192,0.1,64,62,2173,4220,276,12352,3852,3093,0.098,35.5,116.5,90.6
12,0,takeoff roll,279,0.1,76,73,2495,4160,317,12351,3851,3049,0.116,34.5,116.5,90.6
14,0,takeoff roll,366,0.2,88,84,2817,4101,358,12349,3849,3005,0.134,33.6,116.5,90.6
16,0,takeoff roll,458,0.2,98,94,2981,4050,474,12347,3847,3036,0.15,31.7,116.5,90.6
18,3,3rd segment climb,557,0.3,108,103,2984,4010,666,12346,3846,3142,0.164,29.0,116.5,90.6
20,3,3rd segment climb,655,0.4,117,112,2988,3969,858,12344,3844,3247,0.179,26.3,116.5,90.6
22,3,3rd segment climb,755,0.4,121,115,2994,3944,918,12343,3843,3164,0.184,25.3,116.5,90.6
24,3,3rd segment climb,855,0.5,121,116,3001,3926,907,12341,3841,2980,0.185,25.2,116.5,90.6
26,3,3rd segment climb,955,0.6,122,116,3006,3911,898,12339,3839,2822,0.186,25.2,116.5,90.6
28,3,3rd segment climb,1055,0.6,122,116,3003,3903,897,12338,3838,2816,0.186,25.1,116.5,90.6
30,3,3rd segment climb,1155,0.7,122,116,3000,3895,897,12336,3836,2810,0.187,25.0,116.5,90.6
32,3,3rd segment climb,1255,0.8,122,116,2997,3887,897,12335,3835,2804,0.187,25.0,116.5,90.6
34,3,3rd segment climb,1355,0.8,122,116,2994,3879,897,12333,3833,2798,0.187,24.9,116.5,90.6
36,3,3rd segment climb,1456,0.9,123,117,3010,3869,895,12332,3832,2792,0.189,24.8,116.5,90.6
38,3,3rd segment climb,1559,1.0,129,122,3133,3846,885,12330,3830,2783,0.197,24.7,116.5,90.6
40,4,climb IAS,1663,1.0,134,127,3255,3823,874,12329,3829,2774,0.206,24.6,116.5,90.6
42,4,climb IAS,1776,1.1,142,134,3400,3786,871,12327,3827,2752,0.218,24.3,116.5,90.6
44,4,climb IAS,1895,1.2,151,142,3557,3742,872,12326,3826,2723,0.232,23.9,116.5,90.6
46,4,climb IAS,2014,1.3,160,150,3705,3698,877,12324,3824,2694,0.245,23.5,116.5,90.6
48,4,climb IAS,2143,1.4,168,158,3804,3656,902,12323,3823,2663,0.259,22.9,116.5,90.6
50,4,climb IAS,2271,1.5,177,165,3902,3614,927,12321,3821,2632,0.272,22.3,116.5,90.6
52,4,climb IAS,2403,1.6,185,173,3967,3575,961,12320,3820,2603,0.284,21.7,116.5,90.6
