# Flight Simulation Results - CJ3+ Flatwing
# Route: KSZT to KSAN
# Initial Fuel: 4710 lb
# Payload: 287 lb
# Cruise Altitude: 25000 ft
# Winds/Temps Source: No Wind
# ISA Dev: +20°C
# Approach VAPP: 113.4 kts
# Approach VREF: 87.6 kts
# Generated: 2025-11-11 12:18:12
# Original Data Points: 2616
# Sampled Data Points (2-sec intervals): 6539
# Time Range: 0 - 13076 seconds
# Exact 2-second intervals, no skipped rows
# 
Time (s),Segment,Segment Name,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
0,0,takeoff roll,0,0.0,1,1,29,5319,201,13397,4610,0,0.001,43.3,113.4,87.6
2,0,takeoff roll,23,0.0,14,14,551,5244,213,13395,4608,1428,0.022,42.4,113.4,87.6
4,0,takeoff roll,48,0.0,29,28,1100,5164,225,13393,4606,2932,0.044,41.6,113.4,87.6
6,0,takeoff roll,93,0.0,42,41,1606,5085,249,13391,4604,3670,0.065,40.6,113.4,87.6
8,0,takeoff roll,159,0.1,56,54,2068,5006,284,13389,4602,3644,0.085,39.5,113.4,87.6
10,0,takeoff roll,225,0.1,70,67,2530,4928,319,13387,4600,3617,0.106,38.5,113.4,87.6
12,0,takeoff roll,326,0.1,82,79,2893,4852,372,13385,4598,3561,0.125,37.3,113.4,87.6
14,0,takeoff roll,426,0.2,95,91,3257,4776,425,13383,4596,3506,0.145,36.2,113.4,87.6
16,0,takeoff roll,531,0.3,105,100,3417,4717,541,13381,4594,3529,0.16,34.3,113.4,87.6
18,3,3rd segment climb,639,0.3,111,106,3375,4675,721,13379,4592,3630,0.17,31.8,113.4,87.6
20,3,3rd segment climb,748,0.4,118,113,3333,4633,901,13377,4590,3732,0.18,29.2,113.4,87.6
22,3,3rd segment climb,858,0.4,120,114,3318,4613,955,13375,4588,3637,0.183,28.4,113.4,87.6
24,3,3rd segment climb,968,0.5,120,114,3315,4602,955,13374,4587,3458,0.184,28.3,113.4,87.6
26,3,3rd segment climb,1079,0.6,120,114,3312,4592,955,13372,4585,3314,0.184,28.3,113.4,87.6
28,3,3rd segment climb,1189,0.6,120,114,3308,4582,955,13370,4583,3306,0.184,28.2,113.4,87.6
30,3,3rd segment climb,1299,0.7,121,114,3305,4571,954,13368,4581,3299,0.185,28.1,113.4,87.6
32,3,3rd segment climb,1410,0.8,122,116,3340,4561,954,13366,4579,3291,0.187,28.0,113.4,87.6
34,4,climb IAS,1521,0.8,124,118,3391,4551,954,13364,4577,3284,0.191,27.9,113.4,87.6
36,4,climb IAS,1635,0.9,128,121,3476,4531,952,13363,4576,3272,0.197,27.8,113.4,87.6
38,4,climb IAS,1761,1.0,138,130,3696,4472,940,13361,4574,3244,0.212,27.4,113.4,87.6
40,4,climb IAS,1887,1.1,148,140,3917,4413,928,13359,4572,3215,0.228,27.0,113.4,87.6
42,4,climb IAS,2023,1.2,158,148,4082,4356,944,13357,4570,3178,0.243,26.4,113.4,87.6
44,4,climb IAS,2163,1.3,168,157,4224,4301,972,13356,4569,3137,0.257,25.7,113.4,87.6
46,4,climb IAS,2305,1.3,177,166,4352,4246,1003,13354,4567,3096,0.272,25.0,113.4,87.6
48,4,climb IAS,2454,1.5,186,174,4425,4195,1051,13352,4565,3058,0.286,24.2,113.4,87.6
50,4,climb IAS,2602,1.6,195,181,4498,4144,1098,13351,4564,3020,0.3,23.4,113.4,87.6
52,4,climb IAS,2753,1.7,203,189,4533,4097,1152,13349,4562,2984,0.313,22.6,113.4,87.6
54,4,climb IAS,2905,1.8,211,196,4550,4051,1209,13347,4560,2950,0.326,21.8,113.4,87.6
56,4,climb IAS,3057,1.9,220,203,4560,4006,1267,13346,4559,2916,0.338,21.0,113.4,87.6
58,4,climb IAS,3208,2.0,227,210,4534,3965,1327,13344,4557,2885,0.35,20.2,113.4,87.6
60,4,climb IAS,3359,2.2,234,216,4509,3924,1388,13342,4555,2855,0.362,19.4,113.4,87.6
62,4,climb IAS,3508,2.3,241,222,4461,3887,1449,13341,4554,2826,0.372,18.6,113.4,87.6
64,4,climb IAS,3655,2.4,248,228,4404,3851,1510,13339,4552,2799,0.383,17.8,113.4,87.6
66,4,climb IAS,3801,2.6,255,233,4342,3816,1570,13338,4551,2772,0.394,17.1,113.4,87.6
68,4,climb IAS,3942,2.7,261,238,4263,3785,1629,13336,4549,2749,0.403,16.4,113.4,87.6
70,4,climb IAS,4084,2.9,267,244,4184,3753,1688,13335,4548,2725,0.413,15.7,113.4,87.6
72,4,climb IAS,4220,3.0,273,248,4095,3725,1745,13333,4546,2703,0.422,15.0,113.4,87.6
74,4,climb IAS,4354,3.2,278,253,4002,3697,1800,13332,4545,2682,0.43,14.4,113.4,87.6
76,4,climb IAS,4487,3.3,283,257,3907,3671,1855,13330,4543,2662,0.439,13.7,113.4,87.6
78,4,climb IAS,4613,3.5,288,261,3806,3647,1907,13329,4542,2644,0.447,13.2,113.4,87.6
80,4,climb IAS,4739,3.6,293,265,3705,3623,1960,13327,4540,2626,0.455,12.6,113.4,87.6
82,4,climb IAS,4858,3.8,297,268,3600,3602,2006,13326,4539,2609,0.461,12.1,113.4,87.6
84,4,climb IAS,4976,4.0,300,271,3494,3582,2051,13325,4538,2594,0.466,11.6,113.4,87.6
86,4,climb IAS,5092,4.1,303,273,3407,3565,2087,13323,4536,2579,0.471,11.2,113.4,87.6
88,4,climb IAS,5205,4.3,304,273,3395,3556,2086,13322,4535,2570,0.472,11.1,113.4,87.6
90,4,climb IAS,5318,4.5,304,273,3382,3548,2086,13320,4533,2561,0.473,11.0,113.4,87.6
92,4,climb IAS,5430,4.7,305,273,3370,3540,2085,13319,4532,2555,0.474,11.0,113.4,87.6
94,4,climb IAS,5542,4.8,305,273,3358,3531,2085,13317,4530,2549,0.475,10.9,113.4,87.6
96,4,climb IAS,5654,5.0,306,273,3345,3523,2084,13316,4529,2543,0.475,10.9,113.4,87.6
98,4,climb IAS,5765,5.2,306,273,3333,3515,2084,13315,4528,2537,0.476,10.8,113.4,87.6
100,4,climb IAS,5876,5.3,307,273,3320,3507,2084,13313,4526,2531,0.477,10.8,113.4,87.6
102,4,climb IAS,5986,5.5,307,273,3308,3499,2083,13312,4525,2525,0.478,10.7,113.4,87.6
104,4,climb IAS,6096,5.7,308,273,3296,3490,2083,13310,4523,2519,0.479,10.6,113.4,87.6
106,4,climb IAS,6206,5.8,308,273,3283,3482,2082,13309,4522,2513,0.48,10.6,113.4,87.6
108,4,climb IAS,6315,6.0,309,273,3271,3474,2082,13308,4521,2507,0.481,10.5,113.4,87.6
110,4,climb IAS,6424,6.2,309,273,3259,3466,2081,13306,4519,2501,0.482,10.5,113.4,87.6
112,4,climb IAS,6532,6.4,310,273,3246,3458,2081,13305,4518,2496,0.483,10.4,113.4,87.6
114,4,climb IAS,6640,6.5,310,273,3234,3450,2080,13304,4517,2490,0.484,10.4,113.4,87.6
116,4,climb IAS,6748,6.7,311,273,3222,3442,2080,13302,4515,2484,0.485,10.3,113.4,87.6
118,4,climb IAS,6854,6.9,311,273,3210,3434,2080,13301,4514,2478,0.486,10.2,113.4,87.6
120,4,climb IAS,6961,7.1,312,273,3197,3427,2079,13299,4512,2473,0.487,10.2,113.4,87.6
