# Flight Simulation Results - CJ2 Tamarack
# Route: KSZT to KSAN
# Initial Fuel: 3961 lb
# Payload: 606 lb
# Cruise Altitude: 25000 ft
# Winds/Temps Source: No Wind
# ISA Dev: +20°C
# Approach VAPP: 112.9 kts
# Approach VREF: 87.2 kts
# Generated: 2025-11-11 10:29:00
# Original Data Points: 2447
# Sampled Data Points (2-sec intervals): 6116
# Time Range: 0 - 12230 seconds
# Exact 2-second intervals, no skipped rows
# 
Time (s),Segment,Segment Name,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
0,0,takeoff roll,0,0.0,1,1,25,4527,187,12446,3861,0,0.001,39.0,112.9,87.2
2,0,takeoff roll,19,0.0,13,13,463,4468,196,12444,3859,1217,0.02,38.4,112.9,87.2
4,0,takeoff roll,40,0.0,26,25,925,4406,205,12443,3857,2499,0.04,37.7,112.9,87.2
6,0,takeoff roll,78,0.0,39,37,1354,4345,223,12441,3856,3131,0.059,36.9,112.9,87.2
8,0,takeoff roll,134,0.1,51,49,1749,4283,250,12439,3854,3112,0.078,36.1,112.9,87.2
10,0,takeoff roll,190,0.1,64,61,2144,4222,277,12438,3852,3094,0.097,35.2,112.9,87.2
12,0,takeoff roll,275,0.1,75,73,2463,4163,318,12436,3851,3050,0.115,34.3,112.9,87.2
14,0,takeoff roll,361,0.2,87,84,2782,4104,359,12434,3849,3007,0.133,33.3,112.9,87.2
16,0,takeoff roll,453,0.2,97,93,2962,4052,442,12433,3847,3029,0.148,31.8,112.9,87.2
18,3,3rd segment climb,553,0.3,106,101,3003,4009,567,12431,3846,3116,0.161,29.6,112.9,87.2
20,3,3rd segment climb,653,0.4,114,109,3045,3965,691,12429,3844,3204,0.174,27.5,112.9,87.2
22,3,3rd segment climb,754,0.4,117,111,3055,3947,729,12428,3843,3120,0.178,26.8,112.9,87.2
24,3,3rd segment climb,856,0.5,117,111,3053,3939,729,12426,3841,2963,0.178,26.7,112.9,87.2
26,3,3rd segment climb,957,0.5,117,111,3050,3930,729,12425,3839,2836,0.179,26.7,112.9,87.2
28,3,3rd segment climb,1059,0.6,117,111,3047,3922,729,12423,3838,2830,0.179,26.6,112.9,87.2
30,3,3rd segment climb,1160,0.7,117,111,3045,3914,728,12421,3836,2824,0.179,26.5,112.9,87.2
32,3,3rd segment climb,1262,0.7,117,111,3042,3906,728,12420,3835,2818,0.18,26.5,112.9,87.2
34,3,3rd segment climb,1363,0.8,118,111,3039,3898,728,12418,3833,2812,0.18,26.4,112.9,87.2
36,3,3rd segment climb,1465,0.9,119,112,3063,3887,727,12417,3832,2806,0.182,26.3,112.9,87.2
38,3,3rd segment climb,1571,0.9,125,118,3193,3863,723,12415,3830,2797,0.191,26.1,112.9,87.2
40,4,climb IAS,1677,1.0,131,123,3323,3839,719,12414,3828,2787,0.2,26.0,112.9,87.2
42,4,climb IAS,1793,1.1,139,131,3474,3799,728,12412,3827,2763,0.213,25.5,112.9,87.2
44,4,climb IAS,1913,1.2,148,139,3634,3753,742,12411,3825,2733,0.227,25.0,112.9,87.2
46,4,climb IAS,2036,1.3,157,148,3782,3707,761,12409,3824,2702,0.242,24.4,112.9,87.2
48,4,climb IAS,2166,1.3,166,156,3880,3664,796,12408,3822,2670,0.255,23.8,112.9,87.2
