# Flight Simulation Results - CJ1+ Tamarack
# Route: KSZT to KSAN
# Initial Fuel: 3440 lb
# Payload: 0 lb
# Cruise Altitude: 25000 ft
# Winds/Temps Source: No Wind
# ISA Dev: +20°C
# Approach VAPP: 109.8 kts
# Approach VREF: 84.3 kts
# Generated: 2025-11-11 09:40:29
# Original Data Points: 2365
# Sampled Data Points (2-sec intervals): 5911
# Time Range: 0 - 11820 seconds
# Exact 2-second intervals, no skipped rows
# 
Time (s),Segment,Segment Name,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
0,0,takeoff roll,0,0.0,1,1,22,3708,160,10669,3340,0,0.001,37.1,109.8,84.3
2,0,takeoff roll,18,0.0,12,12,423,3662,167,10667,3339,998,0.019,36.5,109.8,84.3
4,0,takeoff roll,36,0.0,25,24,845,3614,175,10666,3337,2048,0.038,35.8,109.8,84.3
6,0,takeoff roll,71,0.0,37,36,1237,3566,190,10664,3336,2567,0.057,35.1,109.8,84.3
8,0,takeoff roll,122,0.1,49,47,1600,3518,213,10663,3334,2554,0.075,34.4,109.8,84.3
10,0,takeoff roll,173,0.1,61,59,1963,3470,235,10661,3333,2540,0.093,33.6,109.8,84.3
12,0,takeoff roll,252,0.1,72,69,2257,3423,269,10660,3331,2506,0.11,32.7,109.8,84.3
14,0,takeoff roll,330,0.2,83,80,2551,3377,303,10659,3330,2472,0.127,31.8,109.8,84.3
16,0,takeoff roll,415,0.2,93,90,2716,3338,384,10657,3329,2468,0.143,30.3,109.8,84.3
18,3,3rd segment climb,505,0.3,102,98,2753,3307,512,10656,3327,2493,0.156,27.9,109.8,84.3
20,3,3rd segment climb,595,0.3,111,107,2790,3276,640,10655,3326,2518,0.17,25.6,109.8,84.3
22,3,3rd segment climb,688,0.4,113,108,2794,3260,655,10653,3325,2459,0.172,25.2,109.8,84.3
24,3,3rd segment climb,781,0.5,113,108,2791,3247,649,10652,3324,2385,0.173,25.1,109.8,84.3
26,3,3rd segment climb,874,0.5,113,108,2789,3237,646,10651,3322,2335,0.173,25.1,109.8,84.3
28,3,3rd segment climb,967,0.6,113,108,2787,3231,646,10650,3321,2330,0.173,25.0,109.8,84.3
30,3,3rd segment climb,1060,0.6,114,108,2784,3225,646,10648,3320,2326,0.174,25.0,109.8,84.3
32,3,3rd segment climb,1152,0.7,114,108,2782,3218,646,10647,3318,2322,0.174,24.9,109.8,84.3
34,3,3rd segment climb,1245,0.8,114,108,2780,3212,645,10646,3317,2317,0.174,24.8,109.8,84.3
36,3,3rd segment climb,1338,0.8,114,108,2777,3206,645,10644,3316,2313,0.175,24.8,109.8,84.3
38,3,3rd segment climb,1430,0.9,114,108,2775,3200,645,10643,3314,2308,0.175,24.7,109.8,84.3
40,3,3rd segment climb,1523,1.0,114,108,2773,3194,645,10642,3313,2304,0.175,24.7,109.8,84.3
42,3,3rd segment climb,1623,1.0,122,115,2929,3167,642,10641,3312,2292,0.187,24.4,109.8,84.3
44,4,climb IAS,1726,1.1,131,123,3114,3137,638,10639,3311,2279,0.201,24.2,109.8,84.3
46,4,climb IAS,1832,1.2,140,132,3278,3104,641,10638,3309,2261,0.215,23.8,109.8,84.3
48,4,climb IAS,1946,1.3,149,140,3402,3069,659,10637,3308,2236,0.228,23.3,109.8,84.3
50,4,climb IAS,2061,1.3,157,147,3526,3034,677,10636,3307,2210,0.241,22.7,109.8,84.3
52,4,climb IAS,2182,1.4,165,155,3605,3001,707,10634,3306,2185,0.254,22.1,109.8,84.3
54,4,climb IAS,2304,1.5,173,162,3676,2969,740,10633,3305,2161,0.266,21.4,109.8,84.3
56,4,climb IAS,2427,1.6,181,169,3721,2937,774,10632,3303,2137,0.278,20.8,109.8,84.3
58,4,climb IAS,2552,1.7,187,174,3721,2908,813,10631,3302,2115,0.287,20.1,109.8,84.3
60,4,climb IAS,2677,1.8,193,179,3720,2878,851,10630,3301,2093,0.297,19.4,109.8,84.3
62,4,climb IAS,2801,2.0,194,180,3715,2868,857,10629,3300,2080,0.298,19.3,109.8,84.3
64,4,climb IAS,2925,2.1,194,180,3708,2860,857,10627,3299,2069,0.299,19.2,109.8,84.3
66,4,climb IAS,3048,2.2,195,180,3702,2853,857,10626,3298,2059,0.3,19.1,109.8,84.3
68,4,climb IAS,3171,2.3,195,180,3695,2845,857,10625,3297,2054,0.301,19.1,109.8,84.3
70,4,climb IAS,3294,2.4,195,180,3689,2838,857,10624,3295,2049,0.301,19.0,109.8,84.3
72,4,climb IAS,3417,2.5,196,180,3682,2830,857,10623,3294,2043,0.302,18.9,109.8,84.3
74,4,climb IAS,3540,2.6,196,180,3676,2823,856,10622,3293,2038,0.303,18.8,109.8,84.3
76,4,climb IAS,3662,2.7,196,180,3669,2816,856,10621,3292,2033,0.303,18.8,109.8,84.3
78,4,climb IAS,3784,2.8,197,180,3662,2808,856,10620,3291,2027,0.304,18.7,109.8,84.3
80,4,climb IAS,3906,2.9,197,180,3656,2801,856,10618,3290,2022,0.305,18.6,109.8,84.3
