# Flight Simulation Results - CJ1+ Flatwing
# Route: KSZT to KSAN
# Initial Fuel: 3440 lb
# Payload: 0 lb
# Cruise Altitude: 25000 ft
# Winds/Temps Source: No Wind
# ISA Dev: +20°C
# Approach VAPP: 113.4 kts
# Approach VREF: 87.6 kts
# Generated: 2025-11-11 09:13:30
# Original Data Points: 2337
# Sampled Data Points (2-sec intervals): 5841
# Time Range: 0 - 11680 seconds
# Exact 2-second intervals, no skipped rows
# 
Time (s),Segment,Segment Name,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
0,0,takeoff roll,0,0.0,1,1,23,3708,159,10590,3340,0,0.001,37.4,113.4,87.6
2,0,takeoff roll,18,0.0,13,12,429,3661,166,10589,3339,998,0.019,36.8,113.4,87.6
4,0,takeoff roll,37,0.0,25,24,857,3613,174,10587,3337,2048,0.038,36.1,113.4,87.6
6,0,takeoff roll,72,0.0,37,36,1255,3564,189,10586,3336,2567,0.057,35.4,113.4,87.6
8,0,takeoff roll,124,0.1,49,48,1623,3516,212,10584,3334,2553,0.075,34.6,113.4,87.6
10,0,takeoff roll,176,0.1,61,59,1991,3468,234,10583,3333,2539,0.094,33.8,113.4,87.6
12,0,takeoff roll,255,0.1,73,70,2289,3421,268,10581,3331,2505,0.111,33.0,113.4,87.6
14,0,takeoff roll,335,0.2,84,81,2586,3374,302,10580,3330,2471,0.128,32.1,113.4,87.6
16,0,takeoff roll,420,0.2,94,90,2710,3335,424,10579,3329,2438,0.144,30.0,113.4,87.6
18,3,3rd segment climb,510,0.3,103,99,2658,3304,633,10577,3327,2407,0.157,26.8,113.4,87.6
20,3,3rd segment climb,601,0.3,112,107,2607,3272,843,10576,3326,2377,0.171,23.6,113.4,87.6
22,3,3rd segment climb,692,0.4,114,109,2663,3253,821,10575,3325,2357,0.175,23.6,113.4,87.6
24,3,3rd segment climb,784,0.5,117,112,2720,3233,800,10574,3324,2338,0.178,23.6,113.4,87.6
26,3,3rd segment climb,875,0.5,118,113,2746,3220,789,10572,3322,2325,0.18,23.6,113.4,87.6
28,3,3rd segment climb,966,0.6,118,113,2744,3214,789,10571,3321,2320,0.181,23.6,113.4,87.6
30,3,3rd segment climb,1058,0.7,118,113,2741,3208,789,10570,3320,2314,0.181,23.5,113.4,87.6
