# Flight Simulation Results - C208B Flatwing
# Route: KSZT to KSAN
# Initial Fuel: 2200 lb
# Payload: 0 lb
# Cruise Altitude: 6000 ft
# Winds/Temps Source: No Wind
# ISA Dev: -10°C
# Approach VAPP: 76.9 kts
# Approach VREF: 51.3 kts
# Generated: 2025-11-08 10:23:18
# Original Data Points: 3636
# Sampled Data Points (2-sec intervals): 9089
# Time Range: 0 - 18176 seconds
# Exact 2-second intervals, no skipped rows
# 
Time (s),Segment,Segment Name,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
0,0,takeoff roll,0,0.0,1,1,120,5377,201,6700,2100,0,0.002,134.5,76.9,51.3
2,0,takeoff roll,41,0.0,19,19,579,4037,227,6700,2100,157,0.029,93.5,76.9,51.3
4,0,takeoff roll,84,0.0,37,38,1063,2627,254,6700,2100,322,0.056,50.4,76.9,51.3
6,0,takeoff roll,130,0.1,50,51,1376,1898,281,6699,2099,406,0.076,28.2,76.9,51.3
8,0,takeoff roll,179,0.1,58,59,1518,1850,308,6699,2099,409,0.088,27.0,76.9,51.3
10,0,takeoff roll,228,0.1,66,67,1660,1803,336,6699,2099,412,0.099,25.7,76.9,51.3
12,0,takeoff roll,284,0.2,66,67,1660,1801,336,6699,2099,412,0.099,25.7,76.9,51.3
14,0,takeoff roll,339,0.2,66,67,1659,1799,336,6698,2098,412,0.099,25.7,76.9,51.3
16,0,takeoff roll,394,0.2,66,67,1659,1798,336,6698,2098,411,0.1,25.6,76.9,51.3
18,0,takeoff roll,449,0.3,66,67,1658,1796,336,6698,2098,411,0.1,25.6,76.9,51.3
20,0,takeoff roll,505,0.3,66,67,1658,1794,336,6698,2098,410,0.1,25.6,76.9,51.3
22,0,takeoff roll,560,0.3,66,67,1658,1792,336,6697,2097,410,0.1,25.5,76.9,51.3
24,0,takeoff roll,615,0.4,66,67,1657,1791,336,6697,2097,410,0.1,25.5,76.9,51.3
26,0,takeoff roll,670,0.4,66,67,1657,1789,336,6697,2097,409,0.1,25.5,76.9,51.3
28,0,takeoff roll,726,0.4,66,67,1657,1787,336,6697,2097,409,0.1,25.5,76.9,51.3
30,0,takeoff roll,781,0.5,66,67,1656,1785,336,6697,2097,408,0.1,25.4,76.9,51.3
32,0,takeoff roll,836,0.5,66,67,1656,1784,336,6696,2096,408,0.1,25.4,76.9,51.3
34,0,takeoff roll,891,0.6,66,67,1656,1782,336,6696,2096,408,0.1,25.4,76.9,51.3
36,0,takeoff roll,946,0.6,67,67,1655,1780,336,6696,2096,407,0.1,25.3,76.9,51.3
38,0,takeoff roll,1002,0.6,67,67,1655,1778,336,6696,2096,407,0.101,25.3,76.9,51.3
40,0,takeoff roll,1057,0.7,67,67,1654,1777,336,6695,2095,406,0.101,25.3,76.9,51.3
42,0,takeoff roll,1111,0.7,67,67,1503,1775,422,6695,2095,418,0.102,22.7,76.9,51.3
44,1,1st segment climb,1165,0.7,68,68,1351,1774,509,6695,2095,430,0.103,20.1,76.9,51.3
46,1,1st segment climb,1216,0.8,69,69,1265,1769,563,6695,2095,439,0.105,18.3,76.9,51.3
48,1,1st segment climb,1264,0.8,72,72,1330,1758,541,6695,2095,441,0.109,18.5,76.9,51.3
