# Flight Simulation Results - C208B Tamarack
# Route: KSZT to KSAN
# Initial Fuel: 2200 lb
# Payload: 0 lb
# Cruise Altitude: 25000 ft
# Winds/Temps Source: No Wind
# ISA Dev: +0°C
# Approach VAPP: 78.6 kts
# Approach VREF: 52.9 kts
# Generated: 2025-11-07 09:41:38
# Original Data Points: 3672
# Sampled Data Points (2-sec intervals): 9178
# Time Range: 0 - 18354 seconds
# Exact 2-second intervals, no skipped rows
# 
Time (s),Segment,Segment Name,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
0,0,takeoff roll,2131,0.0,1,1,95,4877,204,6800,2150,0,0.002,102.9,78.6,52.9
2,0,takeoff roll,2168,0.0,18,17,553,3762,226,6800,2150,148,0.027,74.6,78.6,52.9
4,0,takeoff roll,2206,0.0,35,34,1034,2589,248,6800,2150,304,0.054,44.8,78.6,52.9
6,0,takeoff roll,2247,0.1,48,46,1322,1942,272,6799,2149,383,0.073,28.7,78.6,52.9
8,0,takeoff roll,2291,0.1,56,54,1416,1821,298,6799,2149,386,0.085,26.3,78.6,52.9
10,0,takeoff roll,2335,0.1,64,62,1510,1701,323,6799,2149,389,0.098,23.9,78.6,52.9
12,0,takeoff roll,2381,0.2,68,66,1451,1688,382,6799,2149,412,0.104,21.7,78.6,52.9
14,2,2nd segment climb,2426,0.2,73,70,1393,1676,442,6798,2148,436,0.111,19.5,78.6,52.9
16,2,2nd segment climb,2472,0.2,77,74,1338,1664,497,6798,2148,457,0.117,17.4,78.6,52.9
18,2,2nd segment climb,2517,0.3,77,74,1363,1663,475,6798,2148,428,0.117,17.7,78.6,52.9
20,3,3rd segment climb,2563,0.3,77,74,1387,1661,452,6798,2148,400,0.118,18.1,78.6,52.9
22,3,3rd segment climb,2609,0.4,77,74,1397,1659,442,6798,2148,387,0.118,18.2,78.6,52.9
24,3,3rd segment climb,2655,0.4,77,74,1396,1657,442,6797,2147,387,0.118,18.2,78.6,52.9
26,3,3rd segment climb,2702,0.4,77,74,1395,1655,442,6797,2147,387,0.118,18.1,78.6,52.9
28,3,3rd segment climb,2748,0.5,77,74,1394,1653,442,6797,2147,386,0.118,18.1,78.6,52.9
30,3,3rd segment climb,2795,0.5,77,74,1393,1651,442,6797,2147,386,0.118,18.1,78.6,52.9
32,3,3rd segment climb,2841,0.6,77,74,1391,1649,442,6797,2147,386,0.118,18.0,78.6,52.9
34,3,3rd segment climb,2887,0.6,77,74,1390,1647,442,6796,2146,385,0.118,18.0,78.6,52.9
36,3,3rd segment climb,2934,0.7,77,74,1389,1645,442,6796,2146,385,0.118,18.0,78.6,52.9
38,3,3rd segment climb,2980,0.7,78,74,1388,1643,442,6796,2146,385,0.118,18.0,78.6,52.9
40,3,3rd segment climb,3026,0.7,78,74,1386,1641,442,6796,2146,384,0.119,17.9,78.6,52.9
42,3,3rd segment climb,3072,0.8,78,74,1385,1639,442,6795,2145,384,0.119,17.9,78.6,52.9
44,3,3rd segment climb,3118,0.8,78,74,1384,1637,442,6795,2145,384,0.119,17.9,78.6,52.9
46,3,3rd segment climb,3165,0.9,78,74,1383,1635,442,6795,2145,383,0.119,17.8,78.6,52.9
48,3,3rd segment climb,3211,0.9,78,74,1382,1633,442,6795,2145,383,0.119,17.8,78.6,52.9
50,3,3rd segment climb,3257,1.0,78,74,1380,1632,442,6795,2145,383,0.119,17.8,78.6,52.9
52,3,3rd segment climb,3303,1.0,78,74,1379,1630,442,6794,2144,382,0.119,17.8,78.6,52.9
54,3,3rd segment climb,3349,1.1,78,74,1378,1628,442,6794,2144,382,0.119,17.7,78.6,52.9
