# Flight Simulation Results - CJ1 Flatwing
# Route: KSZT to KSJT
# Initial Fuel: 3440 lb
# Payload: 200 lb
# Cruise Altitude: 41000 ft
# Winds/Temps Source: No Wind
# ISA Dev: +0°C
# Approach VAPP: 115.3 kts
# Approach VREF: 89.4 kts
# Generated: 2025-11-13 10:51:07
# Original Data Points: 2551
# Sampled Data Points (2-sec intervals): 6376
# Time Range: 0 - 12750 seconds
# Exact 2-second intervals, no skipped rows
# 
Time (s),Segment,Segment Name,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
0,0,takeoff roll,2131,0.0,1,1,21,3603,159,10620,3340,0,0.001,36.1,115.3,89.4
2,0,takeoff roll,2148,0.0,12,12,403,3559,166,10619,3339,970,0.019,35.5,115.3,89.4
4,0,takeoff roll,2166,0.0,24,24,805,3514,174,10617,3337,1991,0.037,34.9,115.3,89.4
6,0,takeoff roll,2199,0.0,36,35,1180,3468,188,10616,3336,2496,0.055,34.2,115.3,89.4
8,0,takeoff roll,2248,0.1,48,46,1527,3422,209,10614,3334,2484,0.073,33.5,115.3,89.4
10,0,takeoff roll,2296,0.1,59,57,1874,3377,230,10613,3333,2471,0.091,32.8,115.3,89.4
12,0,takeoff roll,2371,0.1,70,68,2157,3333,263,10612,3332,2439,0.107,31.9,115.3,89.4
14,0,takeoff roll,2446,0.2,81,78,2440,3288,295,10610,3330,2407,0.124,31.1,115.3,89.4
16,0,takeoff roll,2527,0.2,91,88,2565,3251,407,10609,3329,2426,0.139,29.3,115.3,89.4
18,3,3rd segment climb,2614,0.3,100,96,2531,3220,597,10608,3328,2497,0.153,26.3,115.3,89.4
20,3,3rd segment climb,2701,0.3,109,105,2498,3189,788,10606,3326,2569,0.166,23.4,115.3,89.4
22,3,3rd segment climb,2788,0.4,113,109,2528,3166,830,10605,3325,2499,0.173,22.6,115.3,89.4
24,3,3rd segment climb,2876,0.5,116,111,2584,3147,809,10604,3324,2368,0.177,22.6,115.3,89.4
26,3,3rd segment climb,2963,0.5,118,113,2629,3131,792,10603,3323,2262,0.18,22.6,115.3,89.4
28,3,3rd segment climb,3051,0.6,118,113,2626,3126,792,10601,3321,2256,0.18,22.6,115.3,89.4
30,3,3rd segment climb,3138,0.7,118,113,2624,3120,791,10600,3320,2251,0.18,22.5,115.3,89.4
32,3,3rd segment climb,3226,0.7,118,113,2621,3115,791,10599,3319,2247,0.181,22.5,115.3,89.4
34,3,3rd segment climb,3313,0.8,118,113,2619,3109,791,10598,3318,2243,0.181,22.4,115.3,89.4
36,3,3rd segment climb,3400,0.8,118,113,2617,3104,791,10596,3316,2239,0.181,22.4,115.3,89.4
38,3,3rd segment climb,3487,0.9,119,113,2614,3098,791,10595,3315,2235,0.181,22.3,115.3,89.4
40,3,3rd segment climb,3575,1.0,119,113,2612,3093,791,10594,3314,2231,0.182,22.3,115.3,89.4
42,3,3rd segment climb,3666,1.0,123,117,2705,3076,782,10593,3313,2223,0.189,22.2,115.3,89.4
44,4,climb IAS,3758,1.1,130,123,2838,3054,770,10592,3312,2215,0.199,22.1,115.3,89.4
46,4,climb IAS,3853,1.2,137,129,2970,3030,760,10590,3310,2203,0.21,21.9,115.3,89.4
48,4,climb IAS,3958,1.3,145,137,3095,2998,763,10589,3309,2181,0.222,21.6,115.3,89.4
50,4,climb IAS,4063,1.4,153,144,3219,2967,765,10588,3308,2159,0.235,21.3,115.3,89.4
52,4,climb IAS,4173,1.4,161,151,3310,2936,780,10587,3307,2136,0.247,20.8,115.3,89.4
54,4,climb IAS,4286,1.5,168,158,3386,2906,801,10586,3306,2114,0.258,20.3,115.3,89.4
56,4,climb IAS,4399,1.6,176,165,3454,2876,823,10584,3304,2092,0.27,19.8,115.3,89.4
58,4,climb IAS,4516,1.7,183,172,3489,2849,853,10583,3303,2072,0.281,19.2,115.3,89.4
60,4,climb IAS,4633,1.8,190,178,3524,2821,883,10582,3302,2051,0.292,18.6,115.3,89.4
62,4,climb IAS,4751,1.9,197,184,3534,2795,917,10581,3301,2031,0.303,18.0,115.3,89.4
64,4,climb IAS,4869,2.1,204,190,3535,2770,953,10580,3300,2013,0.313,17.4,115.3,89.4
66,4,climb IAS,4986,2.2,209,195,3528,2746,985,10579,3299,1994,0.322,16.9,115.3,89.4
68,4,climb IAS,5102,2.3,212,197,3494,2730,1008,10578,3298,1979,0.326,16.5,115.3,89.4
70,4,climb IAS,5218,2.4,215,199,3459,2713,1031,10577,3297,1963,0.331,16.1,115.3,89.4
72,4,climb IAS,5334,2.5,216,200,3444,2703,1037,10576,3296,1954,0.332,16.0,115.3,89.4
74,4,climb IAS,5448,2.7,216,200,3437,2697,1037,10574,3294,1948,0.333,15.9,115.3,89.4
76,4,climb IAS,5563,2.8,217,200,3430,2690,1037,10573,3293,1942,0.334,15.8,115.3,89.4
78,4,climb IAS,5677,2.9,217,200,3423,2684,1037,10572,3292,1937,0.335,15.8,115.3,89.4
80,4,climb IAS,5791,3.0,217,200,3416,2678,1037,10571,3291,1932,0.335,15.7,115.3,89.4
82,4,climb IAS,5904,3.1,218,200,3409,2671,1037,10570,3290,1928,0.336,15.7,115.3,89.4
84,4,climb IAS,6018,3.3,218,200,3402,2665,1036,10569,3289,1923,0.337,15.6,115.3,89.4
86,4,climb IAS,6131,3.4,218,200,3394,2658,1036,10568,3288,1919,0.337,15.5,115.3,89.4
88,4,climb IAS,6244,3.5,219,200,3387,2652,1036,10567,3287,1914,0.338,15.5,115.3,89.4
90,4,climb IAS,6357,3.6,219,200,3380,2645,1036,10566,3286,1909,0.339,15.4,115.3,89.4
92,4,climb IAS,6469,3.7,220,200,3373,2639,1036,10565,3285,1905,0.339,15.3,115.3,89.4
94,4,climb IAS,6581,3.9,220,200,3366,2633,1036,10564,3284,1900,0.34,15.3,115.3,89.4
96,4,climb IAS,6693,4.0,220,200,3358,2626,1036,10563,3283,1896,0.341,15.2,115.3,89.4
98,4,climb IAS,6805,4.1,221,200,3351,2620,1036,10562,3282,1891,0.342,15.2,115.3,89.4
100,4,climb IAS,6917,4.2,221,200,3344,2614,1036,10561,3281,1886,0.342,15.1,115.3,89.4
102,4,climb IAS,7028,4.4,221,200,3337,2607,1035,10560,3280,1882,0.343,15.1,115.3,89.4
104,4,climb IAS,7139,4.5,222,200,3329,2601,1035,10559,3279,1877,0.344,15.0,115.3,89.4
106,4,climb IAS,7250,4.6,222,200,3322,2595,1035,10558,3278,1873,0.344,14.9,115.3,89.4
108,4,climb IAS,7360,4.7,222,200,3315,2589,1035,10557,3277,1868,0.345,14.9,115.3,89.4
110,4,climb IAS,7471,4.8,223,200,3307,2582,1035,10556,3276,1864,0.346,14.8,115.3,89.4
112,4,climb IAS,7581,5.0,223,200,3300,2576,1035,10554,3274,1859,0.347,14.8,115.3,89.4
114,4,climb IAS,7691,5.1,224,200,3293,2570,1035,10553,3273,1855,0.347,14.7,115.3,89.4
116,4,climb IAS,7800,5.2,224,200,3285,2564,1035,10552,3272,1850,0.348,14.6,115.3,89.4
118,4,climb IAS,7909,5.3,224,200,3278,2557,1035,10551,3271,1846,0.349,14.6,115.3,89.4
120,4,climb IAS,8019,5.5,225,200,3270,2551,1034,10550,3270,1841,0.349,14.5,115.3,89.4
122,4,climb IAS,8127,5.6,225,200,3263,2545,1034,10549,3269,1837,0.35,14.5,115.3,89.4
124,4,climb IAS,8236,5.7,225,200,3256,2539,1034,10548,3268,1832,0.351,14.4,115.3,89.4
126,4,climb IAS,8344,5.8,226,200,3248,2533,1034,10547,3267,1828,0.351,14.4,115.3,89.4
128,4,climb IAS,8452,6.0,226,200,3241,2527,1034,10546,3266,1824,0.352,14.3,115.3,89.4
130,4,climb IAS,8560,6.1,226,200,3233,2521,1034,10545,3265,1819,0.353,14.2,115.3,89.4
132,4,climb IAS,8668,6.2,227,200,3226,2514,1034,10544,3264,1815,0.354,14.2,115.3,89.4
134,4,climb IAS,8775,6.3,227,200,3218,2508,1034,10543,3263,1810,0.354,14.1,115.3,89.4
136,4,climb IAS,8882,6.5,228,200,3211,2502,1033,10542,3262,1806,0.355,14.1,115.3,89.4
138,4,climb IAS,8989,6.6,228,200,3203,2496,1033,10541,3261,1802,0.356,14.0,115.3,89.4
140,4,climb IAS,9096,6.7,228,200,3196,2490,1033,10540,3260,1797,0.356,14.0,115.3,89.4
142,4,climb IAS,9202,6.9,229,200,3188,2484,1033,10539,3259,1793,0.357,13.9,115.3,89.4
144,4,climb IAS,9308,7.0,229,200,3181,2478,1033,10538,3258,1789,0.358,13.8,115.3,89.4
146,4,climb IAS,9414,7.1,229,200,3173,2472,1033,10537,3257,1784,0.359,13.8,115.3,89.4
148,4,climb IAS,9519,7.2,230,200,3166,2466,1033,10536,3256,1780,0.359,13.7,115.3,89.4
150,4,climb IAS,9625,7.4,230,200,3158,2460,1033,10535,3255,1776,0.36,13.7,115.3,89.4
152,4,climb IAS,9730,7.5,230,200,3150,2454,1032,10534,3254,1771,0.361,13.6,115.3,89.4
154,4,climb IAS,9835,7.6,231,200,3143,2448,1032,10533,3253,1767,0.361,13.6,115.3,89.4
156,4,climb IAS,9939,7.8,231,200,3135,2443,1032,10532,3252,1763,0.362,13.5,115.3,89.4
158,4,climb IAS,10044,7.9,232,200,3128,2437,1032,10531,3251,1759,0.363,13.5,115.3,89.4
160,4,climb IAS,10148,8.0,232,200,3120,2431,1032,10530,3250,1754,0.364,13.4,115.3,89.4
162,4,climb IAS,10251,8.1,232,200,3112,2425,1032,10529,3249,1750,0.364,13.3,115.3,89.4
164,4,climb IAS,10355,8.3,233,200,3105,2419,1032,10529,3249,1746,0.365,13.3,115.3,89.4
166,4,climb IAS,10458,8.4,233,200,3097,2413,1032,10528,3248,1742,0.366,13.2,115.3,89.4
168,4,climb IAS,10561,8.5,233,200,3089,2407,1032,10527,3247,1738,0.366,13.2,115.3,89.4
170,4,climb IAS,10664,8.7,234,200,3082,2402,1031,10526,3246,1733,0.367,13.1,115.3,89.4
172,4,climb IAS,10767,8.8,234,200,3074,2396,1031,10525,3245,1729,0.368,13.1,115.3,89.4
174,4,climb IAS,10869,8.9,235,200,3066,2390,1031,10524,3244,1725,0.369,13.0,115.3,89.4
