aircraft,mod,flap,isa_dev,cruise_alt,mach,kias,payload,taxi_fuel,reserve_fuel,save_plot,initial_fuel_lb,takeoff_weight_lb,status,error_message,total_dist_nm,total_time_min,fuel_burned_lb,first_level_off_ft,cruise_vktas_kts,cruise_vkias_kts,achieved_alt_ft,altitude_limited,achieved_mach,mach_limited,reserve_fuel_calc_lb
C208B,Flatwing,0,-10,25000,0.0,170.0,0,100,250,False,2200,6700,ok,,1267.0,423,1850,24907,186.90118728353625,127.0,24907,False,0.3088912015066245,False,350
C208B,Flatwing,0,-10,25000,0.0,160.0,0,100,250,False,2200,6700,ok,,1267.0,423,1850,24907,186.90118728353625,127.0,24907,False,0.3088912015066245,False,350
C208B,Flatwing,0,-10,25000,0.0,150.0,0,100,250,False,2200,6700,ok,,1267.0,423,1850,24907,186.90118728353625,127.0,24907,False,0.3088912015066245,False,350
C208B,Flatwing,0,-10,25000,0.0,170.0,480,100,250,False,2200,7180,ok,,1252.0,423,1850,24905,185.51136075295787,126.0,24905,False,0.3065903958241226,False,350
C208B,Flatwing,0,-10,25000,0.0,160.0,480,100,250,False,2200,7180,ok,,1252.0,423,1850,24905,185.51136075295787,126.0,24905,False,0.3065903958241226,False,350
C208B,Flatwing,0,-10,25000,0.0,150.0,480,100,250,False,2200,7180,ok,,1252.0,423,1850,24905,185.51136075295787,126.0,24905,False,0.3065903958241226,False,350
C208B,Flatwing,0,-10,25000,0.0,170.0,960,100,250,False,2200,7660,ok,,1193.0,407,1850,22906,183.6021237545345,129.0,22906,True,0.3009739285817846,False,350
C208B,Flatwing,0,-10,25000,0.0,160.0,960,100,250,False,2200,7660,ok,,1193.0,407,1850,22906,183.6021237545345,129.0,22906,True,0.3009739285817846,False,350
C208B,Flatwing,0,-10,25000,0.0,150.0,960,100,250,False,2200,7660,ok,,1193.0,407,1850,22906,183.6021237545345,129.0,22906,True,0.3009739285817846,False,350
C208B,Flatwing,0,-10,25000,0.0,170.0,1440,100,250,False,2200,8140,ok,,1137.0,392,1850,20906,181.79487252903482,132.0,20906,True,0.29563173077554505,False,350
C208B,Flatwing,0,-10,25000,0.0,160.0,1440,100,250,False,2200,8140,ok,,1137.0,392,1850,20906,181.79487252903482,132.0,20906,True,0.29563173077554505,False,350
C208B,Flatwing,0,-10,25000,0.0,150.0,1440,100,250,False,2200,8140,ok,,1137.0,392,1850,20906,181.79487252903482,132.0,20906,True,0.29563173077554505,False,350
C208B,Flatwing,0,-10,25000,0.0,170.0,1920,100,250,False,2200,8620,ok,,1086.0,378,1850,18904,180.0884257659964,135.0,18904,True,0.2905531186664918,False,350
C208B,Flatwing,0,-10,25000,0.0,160.0,1920,100,250,False,2200,8620,ok,,1086.0,378,1850,18904,180.0884257659964,135.0,18904,True,0.2905531186664918,False,350
C208B,Flatwing,0,-10,25000,0.0,150.0,1920,100,250,False,2200,8620,ok,,1086.0,378,1850,18904,180.0884257659964,135.0,18904,True,0.2905531186664918,False,350
C208B,Flatwing,0,-10,25000,0.0,170.0,2400,100,250,False,1850,8750,ok,,867.0,306,1500,18902,178.65100617921925,134.0,18902,True,0.28823172650285356,False,350
C208B,Flatwing,0,-10,25000,0.0,160.0,2400,100,250,False,1850,8750,ok,,867.0,306,1500,18902,178.65100617921925,134.0,18902,True,0.28823172650285356,False,350
C208B,Flatwing,0,-10,25000,0.0,150.0,2400,100,250,False,1850,8750,ok,,867.0,306,1500,18902,178.65100617921925,134.0,18902,True,0.28823172650285356,False,350
C208B,Flatwing,0,0,25000,0.0,170.0,0,100,250,False,2200,6700,ok,,1300.0,433,1850,24902,187.29599409931762,125.0,24902,False,0.31105918360223406,False,350
C208B,Flatwing,0,0,25000,0.0,160.0,0,100,250,False,2200,6700,ok,,1300.0,433,1850,24902,187.29599409931762,125.0,24902,False,0.31105918360223406,False,350
C208B,Flatwing,0,0,25000,0.0,150.0,0,100,250,False,2200,6700,ok,,1300.0,433,1850,24902,187.29599409931762,125.0,24902,False,0.31105918360223406,False,350
C208B,Flatwing,0,0,25000,0.0,170.0,480,100,250,False,2200,7180,ok,,1237.0,417,1850,22900,185.31423140941888,128.0,22900,True,0.30524404881252726,False,350
C208B,Flatwing,0,0,25000,0.0,160.0,480,100,250,False,2200,7180,ok,,1237.0,417,1850,22900,185.31423140941888,128.0,22900,True,0.30524404881252726,False,350
C208B,Flatwing,0,0,25000,0.0,150.0,480,100,250,False,2200,7180,ok,,1237.0,417,1850,22900,185.31423140941888,128.0,22900,True,0.30524404881252726,False,350
C208B,Flatwing,0,0,25000,0.0,170.0,960,100,250,False,2200,7660,ok,,1179.0,402,1850,20903,183.43631464191415,131.0,20903,True,0.29971907178871954,False,350
C208B,Flatwing,0,0,25000,0.0,160.0,960,100,250,False,2200,7660,ok,,1179.0,402,1850,20903,183.43631464191415,131.0,20903,True,0.29971907178871954,False,350
C208B,Flatwing,0,0,25000,0.0,150.0,960,100,250,False,2200,7660,ok,,1179.0,402,1850,20903,183.43631464191415,131.0,20903,True,0.29971907178871954,False,350
C208B,Flatwing,0,0,25000,0.0,170.0,1440,100,250,False,2200,8140,ok,,1125.0,387,1850,18900,181.6550113198418,134.0,18900,True,0.2944499559003523,False,350
C208B,Flatwing,0,0,25000,0.0,160.0,1440,100,250,False,2200,8140,ok,,1125.0,387,1850,18900,181.6550113198418,134.0,18900,True,0.2944499559003523,False,350
C208B,Flatwing,0,0,25000,0.0,150.0,1440,100,250,False,2200,8140,ok,,1125.0,387,1850,18900,181.6550113198418,134.0,18900,True,0.2944499559003523,False,350
C208B,Flatwing,0,0,25000,0.0,170.0,1920,100,250,False,2200,8620,ok,,1075.0,374,1850,16906,179.97050655236657,137.0,16906,True,0.28944796753948476,False,350
C208B,Flatwing,0,0,25000,0.0,160.0,1920,100,250,False,2200,8620,ok,,1075.0,374,1850,16906,179.97050655236657,137.0,16906,True,0.28944796753948476,False,350
C208B,Flatwing,0,0,25000,0.0,150.0,1920,100,250,False,2200,8620,ok,,1075.0,374,1850,16906,179.97050655236657,137.0,16906,True,0.28944796753948476,False,350
C208B,Flatwing,0,0,25000,0.0,170.0,2400,100,250,False,1850,8750,ok,,859.0,303,1500,16907,178.6101803245747,136.0,16907,True,0.2872607140852451,False,350
C208B,Flatwing,0,0,25000,0.0,160.0,2400,100,250,False,1850,8750,ok,,859.0,303,1500,16907,178.6101803245747,136.0,16907,True,0.2872607140852451,False,350
C208B,Flatwing,0,0,25000,0.0,150.0,2400,100,250,False,1850,8750,ok,,859.0,303,1500,16907,178.6101803245747,136.0,16907,True,0.2872607140852451,False,350
C208B,Flatwing,0,10,25000,0.0,170.0,0,100,250,False,2200,6700,ok,,1284.0,428,1850,22905,187.04859226012874,126.0,22905,True,0.3096126990505138,False,350
C208B,Flatwing,0,10,25000,0.0,160.0,0,100,250,False,2200,6700,ok,,1284.0,428,1850,22905,187.04859226012874,126.0,22905,True,0.3096126990505138,False,350
C208B,Flatwing,0,10,25000,0.0,150.0,0,100,250,False,2200,6700,ok,,1284.0,428,1850,22905,187.04859226012874,126.0,22905,True,0.3096126990505138,False,350
C208B,Flatwing,0,10,25000,0.0,170.0,480,100,250,False,2200,7180,ok,,1223.0,412,1850,20906,185.10306774741215,129.0,20906,True,0.30390044115501447,False,350
C208B,Flatwing,0,10,25000,0.0,160.0,480,100,250,False,2200,7180,ok,,1223.0,412,1850,20906,185.10306774741215,129.0,20906,True,0.30390044115501447,False,350
C208B,Flatwing,0,10,25000,0.0,150.0,480,100,250,False,2200,7180,ok,,1223.0,412,1850,20906,185.10306774741215,129.0,20906,True,0.30390044115501447,False,350
C208B,Flatwing,0,10,25000,0.0,170.0,960,100,250,False,2200,7660,ok,,1208.0,411,1850,20905,183.7027837456219,128.0,20905,True,0.3015976172444373,False,350
