aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,total_time_min
C208B,Flatwing,0,-10,25000,0.0,0,423
C208B,Flatwing,0,-10,25000,0.0,0,423
C208B,Flatwing,0,-10,25000,0.0,0,423
C208B,Flatwing,0,-10,23000,0.0,0,409
C208B,Flatwing,0,-10,23000,0.0,0,409
C208B,Flatwing,0,-10,23000,0.0,0,409
C208B,Flatwing,0,-10,21000,0.0,0,394
C208B,Flatwing,0,-10,21000,0.0,0,394
C208B,Flatwing,0,-10,21000,0.0,0,394
C208B,Flatwing,0,-10,19000,0.0,0,381
C208B,Flatwing,0,-10,19000,0.0,0,381
C208B,Flatwing,0,-10,19000,0.0,0,381
C208B,Flatwing,0,0,25000,0.0,0,433
C208B,Flatwing,0,0,25000,0.0,0,433
C208B,Flatwing,0,0,25000,0.0,0,433
C208B,Flatwing,0,0,23000,0.0,0,419
C208B,Flatwing,0,0,23000,0.0,0,419
C208B,Flatwing,0,0,23000,0.0,0,419
C208B,Flatwing,0,0,21000,0.0,0,404
C208B,Flatwing,0,0,21000,0.0,0,404
C208B,Flatwing,0,0,21000,0.0,0,404
C208B,Flatwing,0,0,19000,0.0,0,389
C208B,Flatwing,0,0,19000,0.0,0,389
C208B,Flatwing,0,0,19000,0.0,0,389
C208B,Flatwing,0,10,25000,0.0,0,428
C208B,Flatwing,0,10,25000,0.0,0,428
C208B,Flatwing,0,10,25000,0.0,0,428
C208B,Flatwing,0,10,23000,0.0,0,428
C208B,Flatwing,0,10,23000,0.0,0,428
C208B,Flatwing,0,10,23000,0.0,0,428
C208B,Flatwing,0,10,21000,0.0,0,413
C208B,Flatwing,0,10,21000,0.0,0,413
C208B,Flatwing,0,10,21000,0.0,0,413
C208B,Flatwing,0,10,19000,0.0,0,398
C208B,Flatwing,0,10,19000,0.0,0,398
C208B,Flatwing,0,10,19000,0.0,0,398
C208B,Flatwing,0,20,25000,0.0,0,438
C208B,Flatwing,0,20,25000,0.0,0,438
C208B,Flatwing,0,20,25000,0.0,0,438
C208B,Flatwing,0,20,23000,0.0,0,438
C208B,Flatwing,0,20,23000,0.0,0,438
C208B,Flatwing,0,20,23000,0.0,0,438
C208B,Flatwing,0,20,21000,0.0,0,422
C208B,Flatwing,0,20,21000,0.0,0,422
C208B,Flatwing,0,20,21000,0.0,0,422
C208B,Flatwing,0,20,19000,0.0,0,408
C208B,Flatwing,0,20,19000,0.0,0,408
C208B,Flatwing,0,20,19000,0.0,0,408
C208B,Tamarack,0,-10,25000,0.0,0,424
C208B,Tamarack,0,-10,25000,0.0,0,424
C208B,Tamarack,0,-10,25000,0.0,0,424
C208B,Tamarack,0,-10,23000,0.0,0,409
C208B,Tamarack,0,-10,23000,0.0,0,409
C208B,Tamarack,0,-10,23000,0.0,0,409
C208B,Tamarack,0,-10,21000,0.0,0,394
C208B,Tamarack,0,-10,21000,0.0,0,394
C208B,Tamarack,0,-10,21000,0.0,0,394
C208B,Tamarack,0,-10,19000,0.0,0,381
C208B,Tamarack,0,-10,19000,0.0,0,381
C208B,Tamarack,0,-10,19000,0.0,0,381
C208B,Tamarack,0,0,25000,0.0,0,434
C208B,Tamarack,0,0,25000,0.0,0,434
C208B,Tamarack,0,0,25000,0.0,0,434
C208B,Tamarack,0,0,23000,0.0,0,419
C208B,Tamarack,0,0,23000,0.0,0,419
C208B,Tamarack,0,0,23000,0.0,0,419
C208B,Tamarack,0,0,21000,0.0,0,404
C208B,Tamarack,0,0,21000,0.0,0,404
C208B,Tamarack,0,0,21000,0.0,0,404
C208B,Tamarack,0,0,19000,0.0,0,389
C208B,Tamarack,0,0,19000,0.0,0,389
C208B,Tamarack,0,0,19000,0.0,0,389
C208B,Tamarack,0,10,25000,0.0,0,444
C208B,Tamarack,0,10,25000,0.0,0,444
C208B,Tamarack,0,10,25000,0.0,0,444
C208B,Tamarack,0,10,23000,0.0,0,429
C208B,Tamarack,0,10,23000,0.0,0,429
C208B,Tamarack,0,10,23000,0.0,0,429
C208B,Tamarack,0,10,21000,0.0,0,413
C208B,Tamarack,0,10,21000,0.0,0,413
C208B,Tamarack,0,10,21000,0.0,0,413
C208B,Tamarack,0,10,19000,0.0,0,399
C208B,Tamarack,0,10,19000,0.0,0,399
C208B,Tamarack,0,10,19000,0.0,0,399
C208B,Tamarack,0,20,25000,0.0,0,438
C208B,Tamarack,0,20,25000,0.0,0,438
C208B,Tamarack,0,20,25000,0.0,0,438
C208B,Tamarack,0,20,23000,0.0,0,438
C208B,Tamarack,0,20,23000,0.0,0,438
C208B,Tamarack,0,20,23000,0.0,0,438
C208B,Tamarack,0,20,21000,0.0,0,423
C208B,Tamarack,0,20,21000,0.0,0,423
C208B,Tamarack,0,20,21000,0.0,0,423
C208B,Tamarack,0,20,19000,0.0,0,408
C208B,Tamarack,0,20,19000,0.0,0,408
C208B,Tamarack,0,20,19000,0.0,0,408
