aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,total_time_min
CJ1,Flatwing,0,0,41000,0.68,0,244
CJ1,Flatwing,0,0,41000,0.66,0,244
CJ1,Flatwing,0,0,41000,0.64,0,250
CJ1,Flatwing,0,0,41000,0.62,0,259
CJ1,Flatwing,0,0,39000,0.68,0,233
CJ1,Flatwing,0,0,39000,0.66,0,235
CJ1,Flatwing,0,0,39000,0.64,0,242
CJ1,Flatwing,0,0,39000,0.62,0,252
CJ1,Flatwing,0,0,37000,0.68,0,217
CJ1,Flatwing,0,0,37000,0.66,0,220
CJ1,Flatwing,0,0,37000,0.64,0,229
CJ1,Flatwing,0,0,37000,0.62,0,238
CJ1,Flatwing,0,10,41000,0.68,0,244
CJ1,Flatwing,0,10,41000,0.66,0,245
CJ1,Flatwing,0,10,41000,0.64,0,250
CJ1,Flatwing,0,10,41000,0.62,0,259
CJ1,Flatwing,0,10,39000,0.68,0,243
CJ1,Flatwing,0,10,39000,0.66,0,243
CJ1,Flatwing,0,10,39000,0.64,0,250
CJ1,Flatwing,0,10,39000,0.62,0,259
CJ1,Flatwing,0,10,37000,0.68,0,225
CJ1,Flatwing,0,10,37000,0.66,0,227
CJ1,Flatwing,0,10,37000,0.64,0,236
CJ1,Flatwing,0,10,37000,0.62,0,245
CJ1,Tamarack,0,0,41000,0.68,0,254
CJ1,Tamarack,0,0,41000,0.66,0,256
CJ1,Tamarack,0,0,41000,0.64,0,266
CJ1,Tamarack,0,0,41000,0.62,0,277
CJ1,Tamarack,0,0,39000,0.68,0,234
CJ1,Tamarack,0,0,39000,0.66,0,240
CJ1,Tamarack,0,0,39000,0.64,0,250
CJ1,Tamarack,0,0,39000,0.62,0,261
CJ1,Tamarack,0,0,37000,0.68,0,217
CJ1,Tamarack,0,0,37000,0.66,0,224
CJ1,Tamarack,0,0,37000,0.64,0,235
CJ1,Tamarack,0,0,37000,0.62,0,246
CJ1,Tamarack,0,10,41000,0.68,0,265
CJ1,Tamarack,0,10,41000,0.66,0,266
CJ1,Tamarack,0,10,41000,0.64,0,274
CJ1,Tamarack,0,10,41000,0.62,0,285
CJ1,Tamarack,0,10,39000,0.68,0,244
CJ1,Tamarack,0,10,39000,0.66,0,248
CJ1,Tamarack,0,10,39000,0.64,0,258
CJ1,Tamarack,0,10,39000,0.62,0,269
CJ1,Tamarack,0,10,37000,0.68,0,225
CJ1,Tamarack,0,10,37000,0.66,0,232
CJ1,Tamarack,0,10,37000,0.64,0,243
CJ1,Tamarack,0,10,37000,0.62,0,254
