aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,total_dist_nm,total_time_min,fuel_burned_lb,first_level_off_ft,cruise_vktas_kts,cruise_vkias_kts
C208B,Flatwing,0,-10,24000,0.0,0,1245.12296742241,416,1850,23999,186.58505564179032,128.9628900341041
C208B,Flatwing,0,-10,24000,0.0,0,1245.12296742241,416,1850,23999,186.58505564179032,128.9628900341041
C208B,Flatwing,0,-10,24000,0.0,0,1245.12296742241,416,1850,23999,186.58505564179032,128.9628900341041
C208B,Flatwing,0,-10,24000,0.0,0,1245.12296742241,416,1850,23999,186.58505564179032,128.9628900341041
C208B,Flatwing,0,-10,24000,0.0,0,1244.573182220512,416,1850,23999,185.71577424351173,128.9628900341041
C208B,Flatwing,0,0,24000,0.0,0,1275.3407945090253,425,1850,23904,186.97462110729958,126.6984445248001
C208B,Flatwing,0,0,24000,0.0,0,1275.3407945090253,425,1850,23904,186.97462110729958,126.6984445248001
C208B,Flatwing,0,0,24000,0.0,0,1275.3407945090253,425,1850,23904,186.97462110729958,126.6984445248001
C208B,Flatwing,0,0,24000,0.0,0,1275.3407945090253,425,1850,23904,186.97462110729958,126.6984445248001
C208B,Flatwing,0,0,24000,0.0,0,1275.3407945090253,425,1850,23904,186.97462110729958,126.6984445248001
C208B,Flatwing,0,10,24000,0.0,0,1308.4463787377117,436,1850,23900,187.36546560249357,124.25289572988807
C208B,Flatwing,0,10,24000,0.0,0,1308.4463787377117,436,1850,23900,187.36546560249357,124.25289572988807
C208B,Flatwing,0,10,24000,0.0,0,1308.4463787377117,436,1850,23900,187.36546560249357,124.25289572988807
C208B,Flatwing,0,10,24000,0.0,0,1308.4463787377117,436,1850,23900,187.36546560249357,124.25289572988807
C208B,Flatwing,0,10,24000,0.0,0,1308.4463787377117,436,1850,23900,187.36546560249357,124.25289572988807
C208B,Flatwing,0,20,24000,0.0,0,1292.519708444613,430,1850,21903,187.12181781377697,125.92141936481227
C208B,Flatwing,0,20,24000,0.0,0,1292.519708444613,430,1850,21903,187.12181781377697,125.92141936481227
C208B,Flatwing,0,20,24000,0.0,0,1292.519708444613,430,1850,21903,187.12181781377697,125.92141936481227
C208B,Flatwing,0,20,24000,0.0,0,1292.519708444613,430,1850,21903,187.12181781377697,125.92141936481227
