aircraft,mod,flap,isa_dev,cruise_alt,mach,kias,payload,taxi_fuel,reserve_fuel,save_plot,initial_fuel_lb,takeoff_weight_lb,status,error_message,total_dist_nm,total_time_min,fuel_burned_lb,first_level_off_ft,cruise_vktas_kts,cruise_vkias_kts,achieved_alt_ft,altitude_limited,achieved_mach,mach_limited,reserve_fuel_calc_lb
C208B,Flatwing,0,0,24000,0.0,170.0,2057,100,250,False,2193,8750,ok,,1085.0,379,1843,17903,179.72648563544408,135.0,17903,True,0.290182023314136,False,350
C208B,Flatwing,0,0,24000,0.0,160.0,2057,100,250,False,2193,8750,ok,,1085.0,379,1843,17903,179.72648563544408,135.0,17903,True,0.290182023314136,False,350
C208B,Flatwing,0,0,24000,0.0,150.0,2057,100,250,False,2193,8750,ok,,1085.0,379,1843,17903,179.72648563544408,135.0,17903,True,0.290182023314136,False,350
C208B,Flatwing,0,0,24000,0.0,140.0,2057,100,250,False,2193,8750,ok,,1085.0,379,1843,17903,179.72648563544408,135.0,17903,True,0.290182023314136,False,350
C208B,Flatwing,0,0,24000,0.0,130.0,2057,100,250,False,2193,8750,ok,,1052.0,379,1843,17903,171.20427766802507,130.0,17903,True,0.27642227308953254,False,350
C208B,Flatwing,0,0,24000,0.0,170.0,2400,100,250,False,1850,8750,ok,,872.0,308,1500,17903,178.67211827485423,134.0,17903,True,0.2884796673540192,False,350
C208B,Flatwing,0,0,24000,0.0,160.0,2400,100,250,False,1850,8750,ok,,872.0,308,1500,17903,178.67211827485423,134.0,17903,True,0.2884796673540192,False,350
C208B,Flatwing,0,0,24000,0.0,150.0,2400,100,250,False,1850,8750,ok,,872.0,308,1500,17903,178.67211827485423,134.0,17903,True,0.2884796673540192,False,350
C208B,Flatwing,0,0,24000,0.0,140.0,2400,100,250,False,1850,8750,ok,,872.0,308,1500,17903,178.67211827485423,134.0,17903,True,0.2884796673540192,False,350
C208B,Flatwing,0,0,24000,0.0,130.0,2400,100,250,False,1850,8750,ok,,849.0,308,1500,17903,171.20427766802507,130.0,17903,True,0.27642227308953254,False,350
C208B,Flatwing,0,10,24000,0.0,170.0,0,100,250,False,2200,6700,ok,,1308.0,436,1850,23900,187.36546560249357,124.0,23900,False,0.31141612322883383,False,350
C208B,Flatwing,0,10,24000,0.0,160.0,0,100,250,False,2200,6700,ok,,1308.0,436,1850,23900,187.36546560249357,124.0,23900,False,0.31141612322883383,False,350
C208B,Flatwing,0,10,24000,0.0,150.0,0,100,250,False,2200,6700,ok,,1308.0,436,1850,23900,187.36546560249357,124.0,23900,False,0.31141612322883383,False,350
C208B,Flatwing,0,10,24000,0.0,140.0,0,100,250,False,2200,6700,ok,,1308.0,436,1850,23900,187.36546560249357,124.0,23900,False,0.31141612322883383,False,350
C208B,Flatwing,0,10,24000,0.0,130.0,0,100,250,False,2200,6700,ok,,1308.0,436,1850,23900,187.36546560249357,124.0,23900,False,0.31141612322883383,False,350
C208B,Flatwing,0,10,24000,0.0,170.0,343,100,250,False,2200,7043,ok,,1250.0,420,1850,21904,185.77383738229904,128.0,21904,True,0.3062426589810507,False,350
C208B,Flatwing,0,10,24000,0.0,160.0,343,100,250,False,2200,7043,ok,,1250.0,420,1850,21904,185.77383738229904,128.0,21904,True,0.3062426589810507,False,350
C208B,Flatwing,0,10,24000,0.0,150.0,343,100,250,False,2200,7043,ok,,1250.0,420,1850,21904,185.77383738229904,128.0,21904,True,0.3062426589810507,False,350
C208B,Flatwing,0,10,24000,0.0,140.0,343,100,250,False,2200,7043,ok,,1250.0,420,1850,21904,185.77383738229904,128.0,21904,True,0.3062426589810507,False,350
C208B,Flatwing,0,10,24000,0.0,130.0,343,100,250,False,2200,7043,ok,,1250.0,420,1850,21904,185.77383738229904,128.0,21904,True,0.3062426589810507,False,350
C208B,Flatwing,0,10,24000,0.0,170.0,686,100,250,False,2200,7386,ok,,1239.0,419,1850,21906,184.75656417824948,127.0,21906,True,0.3045662179562066,False,350
C208B,Flatwing,0,10,24000,0.0,160.0,686,100,250,False,2200,7386,ok,,1239.0,419,1850,21906,184.75656417824948,127.0,21906,True,0.3045662179562066,False,350
C208B,Flatwing,0,10,24000,0.0,150.0,686,100,250,False,2200,7386,ok,,1239.0,419,1850,21906,184.75656417824948,127.0,21906,True,0.3045662179562066,False,350
C208B,Flatwing,0,10,24000,0.0,140.0,686,100,250,False,2200,7386,ok,,1239.0,419,1850,21906,184.75656417824948,127.0,21906,True,0.3045662179562066,False,350
C208B,Flatwing,0,10,24000,0.0,130.0,686,100,250,False,2200,7386,ok,,1239.0,419,1850,21906,184.75656417824948,127.0,21906,True,0.3045662179562066,False,350
C208B,Flatwing,0,10,24000,0.0,170.0,1029,100,250,False,2200,7729,ok,,1185.0,404,1850,19900,183.29057618815656,130.0,19900,True,0.2997042905591255,False,350
C208B,Flatwing,0,10,24000,0.0,160.0,1029,100,250,False,2200,7729,ok,,1185.0,404,1850,19900,183.29057618815656,130.0,19900,True,0.2997042905591255,False,350
C208B,Flatwing,0,10,24000,0.0,150.0,1029,100,250,False,2200,7729,ok,,1185.0,404,1850,19900,183.29057618815656,130.0,19900,True,0.2997042905591255,False,350
C208B,Flatwing,0,10,24000,0.0,140.0,1029,100,250,False,2200,7729,ok,,1185.0,404,1850,19900,183.29057618815656,130.0,19900,True,0.2997042905591255,False,350
C208B,Flatwing,0,10,24000,0.0,130.0,1029,100,250,False,2200,7729,ok,,1180.0,404,1850,19900,180.44789990206667,130.0,19900,True,0.29505613953396187,False,350
C208B,Flatwing,0,10,24000,0.0,170.0,1371,100,250,False,2200,8071,ok,,1134.0,390,1850,17900,181.89706083265597,134.0,17900,True,0.2950626043637476,False,350
C208B,Flatwing,0,10,24000,0.0,160.0,1371,100,250,False,2200,8071,ok,,1134.0,390,1850,17900,181.89706083265597,134.0,17900,True,0.2950626043637476,False,350
C208B,Flatwing,0,10,24000,0.0,150.0,1371,100,250,False,2200,8071,ok,,1134.0,390,1850,17900,181.89706083265597,134.0,17900,True,0.2950626043637476,False,350
C208B,Flatwing,0,10,24000,0.0,140.0,1371,100,250,False,2200,8071,ok,,1134.0,390,1850,17900,181.89706083265597,134.0,17900,True,0.2950626043637476,False,350
C208B,Flatwing,0,10,24000,0.0,130.0,1371,100,250,False,2200,8071,ok,,1106.0,389,1850,17900,174.56566052325687,130.0,17900,True,0.28317004238928756,False,350
C208B,Flatwing,0,10,24000,0.0,170.0,1714,100,250,False,2200,8414,ok,,1125.0,389,1850,17905,180.91086150542142,133.0,17905,True,0.29346798781846595,False,350
C208B,Flatwing,0,10,24000,0.0,160.0,1714,100,250,False,2200,8414,ok,,1125.0,389,1850,17905,180.91086150542142,133.0,17905,True,0.29346798781846595,False,350
