aircraft,mod,flap,isa_dev,cruise_alt,mach,kias,ktas,payload,taxi_fuel,reserve_fuel,save_plot,initial_fuel_lb,takeoff_weight_lb,status,error_message,total_dist_nm,total_time_min,fuel_burned_lb,first_level_off_ft,cruise_vktas_kts,cruise_vkias_kts,achieved_alt_ft,altitude_limited,achieved_mach,mach_limited,reserve_fuel_calc_lb
C208B,Flatwing,0,20,25000,0.0,96.68781174938448,150.0,1867,15,230,False,2200,8652,ok,,840.0,399.0,1955.0,14906.0,134.68712528915452,97.0,14906.0,True,0.21693753556783768,False,245.0
C208B,Flatwing,0,20,25000,0.0,90.181452479236,140.0,1867,15,230,False,2200,8652,ok,,789.0,399.0,1955.0,14906.0,134.68712528915452,90.0,14906.0,True,0.21693753556783768,False,245.0
C208B,Flatwing,0,20,25000,0.0,122.85495858175426,190.0,2133,15,230,False,2117,8835,ok,,,,,,,,,True,,True,
C208B,Flatwing,0,20,25000,0.0,116.29021528260554,180.0,2133,15,230,False,2117,8835,ok,,,,,,,,,True,,True,
C208B,Flatwing,0,20,25000,0.0,109.74133991778417,170.0,2133,15,230,False,2117,8835,ok,,,,,,,,,True,,True,
C208B,Flatwing,0,20,25000,0.0,103.20748879960783,160.0,2133,15,230,False,2117,8835,ok,,,,,,,,,True,,True,
C208B,Flatwing,0,20,25000,0.0,96.68781174938448,150.0,2133,15,230,False,2117,8835,ok,,,,,,,,,True,,True,
C208B,Flatwing,0,20,25000,0.0,90.181452479236,140.0,2133,15,230,False,2117,8835,ok,,,,,,,,,True,,True,
C208B,Flatwing,0,20,25000,0.0,122.85495858175426,190.0,2400,15,230,False,1850,8835,ok,,,,,,,,,True,,True,
C208B,Flatwing,0,20,25000,0.0,116.29021528260554,180.0,2400,15,230,False,1850,8835,ok,,,,,,,,,True,,True,
C208B,Flatwing,0,20,25000,0.0,109.74133991778417,170.0,2400,15,230,False,1850,8835,ok,,,,,,,,,True,,True,
C208B,Flatwing,0,20,25000,0.0,103.20748879960783,160.0,2400,15,230,False,1850,8835,ok,,,,,,,,,True,,True,
C208B,Flatwing,0,20,25000,0.0,96.68781174938448,150.0,2400,15,230,False,1850,8835,ok,,,,,,,,,True,,True,
C208B,Flatwing,0,20,25000,0.0,90.181452479236,140.0,2400,15,230,False,1850,8835,ok,,,,,,,,,True,,True,
C208B,Flatwing,0,0,23000,0.0,132.6113152446444,190.0,0,15,230,False,2200,6785,ok,,1326.0,443.0,1955.0,22994.0,186.7137986616789,129.0,22994.0,False,0.30766480277246816,False,245.0
C208B,Flatwing,0,0,23000,0.0,125.54017404875121,180.0,0,15,230,False,2200,6785,ok,,1299.0,443.0,1955.0,22994.0,180.00016732956553,126.0,22994.0,False,0.2966021599764504,False,245.0
C208B,Flatwing,0,0,23000,0.0,118.48372538960231,170.0,0,15,230,False,2200,6785,ok,,1232.0,443.0,1955.0,22994.0,170.00229176864204,118.0,22994.0,False,0.2801277781437031,False,245.0
C208B,Flatwing,0,0,23000,0.0,111.44119780397125,160.0,0,15,230,False,2200,6785,ok,,1165.0,442.0,1955.0,22994.0,160.02085168014833,111.0,22994.0,False,0.26368047848924053,False,245.0
C208B,Flatwing,0,0,23000,0.0,104.41181215054901,150.0,0,15,230,False,2200,6785,ok,,1098.0,443.0,1955.0,22994.0,150.00065127250002,104.0,22994.0,False,0.2471693100364697,False,245.0
C208B,Flatwing,0,0,23000,0.0,97.39478206159592,140.0,0,15,230,False,2200,6785,ok,,1031.0,443.0,1955.0,22994.0,149.05059359014942,97.0,22994.0,False,0.24560381615461413,False,245.0
C208B,Flatwing,0,0,23000,0.0,132.6113152446444,190.0,267,15,230,False,2200,7052,ok,,1316.0,441.0,1955.0,22901.0,185.97247567265876,128.0,22901.0,False,0.3063292711849431,False,245.0
C208B,Flatwing,0,0,23000,0.0,125.54017404875121,180.0,267,15,230,False,2200,7052,ok,,1292.0,441.0,1955.0,22901.0,179.72301760447166,126.0,22901.0,False,0.29603531812331774,False,245.0
C208B,Flatwing,0,0,23000,0.0,118.48372538960231,170.0,267,15,230,False,2200,7052,ok,,1226.0,441.0,1955.0,22901.0,169.74835545251062,118.0,22901.0,False,0.27960530085181307,False,245.0
C208B,Flatwing,0,0,23000,0.0,111.44119780397125,160.0,267,15,230,False,2200,7052,ok,,1159.0,441.0,1955.0,22901.0,159.7725778337399,111.0,22901.0,False,0.2631734462109149,False,245.0
C208B,Flatwing,0,0,23000,0.0,104.41181215054901,150.0,267,15,230,False,2200,7052,ok,,1093.0,441.0,1955.0,22901.0,149.76736751837694,104.0,22901.0,False,0.24669311075873807,False,245.0
C208B,Flatwing,0,0,23000,0.0,97.39478206159592,140.0,267,15,230,False,2200,7052,ok,,1026.0,441.0,1955.0,22901.0,148.7985539754431,97.0,22901.0,False,0.24509730500604485,False,245.0
C208B,Flatwing,0,0,23000,0.0,132.6113152446444,190.0,533,15,230,False,2200,7318,ok,,1307.0,441.0,1955.0,22902.0,185.21913638564808,127.0,22902.0,False,0.30508918361371784,False,245.0
C208B,Flatwing,0,0,23000,0.0,125.54017404875121,180.0,533,15,230,False,2200,7318,ok,,1290.0,441.0,1955.0,22902.0,179.72428487084358,126.0,22902.0,False,0.29603817627482276,False,245.0
