# Flight Simulation Results - CJ Flatwing
# Route: KSZT to KSAN
# Initial Fuel: 3440 lb
# Payload: 296 lb
# Cruise Altitude: 37000 ft
# Winds/Temps Source: No Wind
# ISA Dev: +20°C
# Approach VAPP: 109.4 kts
# Approach VREF: 83.9 kts
# Generated: 2025-11-12 08:10:29
# Original Data Points: 2817
# Sampled Data Points (2-sec intervals): 7041
# Time Range: 0 - 14080 seconds
# Exact 2-second intervals, no skipped rows
# 
Time (s),Segment,Segment Name,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
0,0,takeoff roll,0,0.0,1,1,24,3585,149,9966,3340,0,0.001,38.6,109.4,83.9
2,0,takeoff roll,19,0.0,13,12,453,3539,157,9965,3339,964,0.02,37.9,109.4,83.9
4,0,takeoff roll,39,0.0,26,25,904,3491,166,9963,3337,1980,0.039,37.2,109.4,83.9
6,0,takeoff roll,76,0.0,38,37,1323,3443,182,9962,3336,2480,0.059,36.4,109.4,83.9
8,0,takeoff roll,131,0.1,51,49,1708,3395,205,9960,3334,2466,0.077,35.6,109.4,83.9
10,0,takeoff roll,185,0.1,63,61,2093,3347,229,9959,3333,2452,0.096,34.7,109.4,83.9
12,0,takeoff roll,269,0.1,75,72,2400,3301,264,9958,3332,2418,0.114,33.8,109.4,83.9
14,0,takeoff roll,352,0.2,86,83,2708,3254,300,9956,3330,2384,0.131,32.8,109.4,83.9
16,0,takeoff roll,439,0.2,96,92,2843,3217,408,9955,3329,2353,0.147,30.8,109.4,83.9
18,3,3rd segment climb,530,0.3,105,101,2804,3188,587,9954,3328,2324,0.16,27.8,109.4,83.9
20,3,3rd segment climb,621,0.3,114,109,2765,3159,766,9953,3327,2295,0.173,24.8,109.4,83.9
22,3,3rd segment climb,713,0.4,114,109,2770,3146,757,9951,3325,2279,0.174,24.7,109.4,83.9
24,3,3rd segment climb,806,0.5,114,109,2774,3133,747,9950,3324,2264,0.175,24.7,109.4,83.9
26,3,3rd segment climb,898,0.5,114,109,2775,3124,743,9949,3323,2254,0.175,24.7,109.4,83.9
28,3,3rd segment climb,991,0.6,115,109,2772,3118,743,9948,3322,2249,0.175,24.6,109.4,83.9
30,3,3rd segment climb,1083,0.7,115,109,2770,3112,743,9946,3320,2245,0.176,24.5,109.4,83.9
32,3,3rd segment climb,1176,0.7,115,109,2767,3107,743,9945,3319,2241,0.176,24.5,109.4,83.9
34,3,3rd segment climb,1268,0.8,115,109,2765,3101,742,9944,3318,2237,0.176,24.4,109.4,83.9
36,3,3rd segment climb,1360,0.9,115,109,2762,3095,742,9943,3317,2233,0.177,24.4,109.4,83.9
38,3,3rd segment climb,1452,0.9,115,109,2759,3089,742,9941,3315,2228,0.177,24.3,109.4,83.9
40,3,3rd segment climb,1544,1.0,116,109,2757,3083,742,9940,3314,2224,0.177,24.2,109.4,83.9
42,3,3rd segment climb,1646,1.1,125,117,2948,3054,729,9939,3313,2211,0.191,24.1,109.4,83.9
