# Flight Simulation Results - CJ Tamarack
# Route: KSZT to KSAN
# Initial Fuel: 3440 lb
# Payload: 0 lb
# Cruise Altitude: 37000 ft
# Winds/Temps Source: No Wind
# ISA Dev: +20°C
# Approach VAPP: 104.1 kts
# Approach VREF: 78.9 kts
# Generated: 2025-11-12 08:14:04
# Original Data Points: 2834
# Sampled Data Points (2-sec intervals): 7084
# Time Range: 0 - 14166 seconds
# Exact 2-second intervals, no skipped rows
# 
Time (s),Segment,Segment Name,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
0,0,takeoff roll,0,0.0,1,1,25,3585,146,9745,3340,0,0.001,39.6,104.1,78.9
2,0,takeoff roll,20,0.0,13,13,473,3538,155,9744,3339,964,0.02,38.9,104.1,78.9
4,0,takeoff roll,41,0.0,26,25,945,3489,163,9742,3337,1979,0.04,38.1,104.1,78.9
6,0,takeoff roll,80,0.0,39,38,1381,3440,180,9741,3336,2479,0.06,37.3,104.1,78.9
8,0,takeoff roll,137,0.1,52,50,1781,3390,205,9739,3334,2464,0.079,36.4,104.1,78.9
10,0,takeoff roll,194,0.1,64,62,2181,3341,230,9738,3333,2449,0.098,35.5,104.1,78.9
12,0,takeoff roll,280,0.1,76,73,2498,3294,268,9737,3332,2414,0.116,34.5,104.1,78.9
14,0,takeoff roll,367,0.2,88,84,2814,3247,305,9735,3330,2379,0.134,33.4,104.1,78.9
16,0,takeoff roll,457,0.2,97,93,2955,3211,376,9734,3329,2358,0.147,31.8,104.1,78.9
18,3,3rd segment climb,551,0.3,102,98,2922,3187,481,9733,3328,2349,0.156,29.7,104.1,78.9
20,3,3rd segment climb,645,0.3,108,103,2888,3163,585,9732,3327,2340,0.164,27.5,104.1,78.9
22,3,3rd segment climb,741,0.4,108,103,2884,3156,590,9730,3325,2313,0.165,27.3,104.1,78.9
24,3,3rd segment climb,837,0.5,108,103,2881,3149,590,9729,3324,2285,0.165,27.3,104.1,78.9
26,3,3rd segment climb,933,0.5,108,103,2879,3143,590,9728,3323,2268,0.166,27.2,104.1,78.9
28,3,3rd segment climb,1029,0.6,108,103,2877,3137,590,9727,3322,2263,0.166,27.1,104.1,78.9
30,3,3rd segment climb,1125,0.6,109,103,2874,3131,590,9725,3320,2259,0.166,27.1,104.1,78.9
32,3,3rd segment climb,1221,0.7,109,103,2872,3125,590,9724,3319,2254,0.167,27.0,104.1,78.9
34,3,3rd segment climb,1316,0.8,109,103,2870,3119,589,9723,3318,2250,0.167,26.9,104.1,78.9
36,3,3rd segment climb,1413,0.8,111,105,2911,3110,588,9722,3317,2245,0.17,26.9,104.1,78.9
38,4,climb IAS,1511,0.9,115,109,3006,3097,585,9720,3315,2240,0.176,26.8,104.1,78.9
40,4,climb IAS,1609,1.0,119,112,3101,3085,582,9719,3314,2234,0.182,26.6,104.1,78.9
42,4,climb IAS,1722,1.0,128,121,3280,3048,588,9718,3313,2213,0.197,26.2,104.1,78.9
44,4,climb IAS,1835,1.1,138,130,3464,3010,594,9717,3312,2191,0.211,25.7,104.1,78.9
46,4,climb IAS,1953,1.2,147,138,3617,2973,611,9715,3310,2167,0.226,25.1,104.1,78.9
48,4,climb IAS,2078,1.3,156,146,3730,2938,640,9714,3309,2141,0.24,24.3,104.1,78.9
50,4,climb IAS,2203,1.4,165,155,3844,2902,670,9713,3308,2115,0.254,23.6,104.1,78.9
52,4,climb IAS,2334,1.5,174,162,3900,2870,709,9712,3307,2091,0.267,22.8,104.1,78.9
54,4,climb IAS,2466,1.6,182,170,3953,2837,749,9711,3306,2066,0.28,22.0,104.1,78.9
56,4,climb IAS,2597,1.7,188,175,3971,2810,783,9710,3305,2044,0.289,21.4,104.1,78.9
58,4,climb IAS,2729,1.8,191,177,3945,2790,808,9709,3304,2024,0.294,20.9,104.1,78.9
60,4,climb IAS,2860,1.9,194,180,3920,2770,833,9707,3302,2004,0.299,20.4,104.1,78.9
62,4,climb IAS,2991,2.0,194,180,3912,2762,834,9706,3301,1997,0.299,20.3,104.1,78.9
64,4,climb IAS,3121,2.1,195,180,3905,2755,834,9705,3300,1990,0.3,20.2,104.1,78.9
66,4,climb IAS,3251,2.2,195,180,3897,2747,834,9704,3299,1983,0.301,20.1,104.1,78.9
68,4,climb IAS,3380,2.3,196,180,3890,2739,834,9703,3298,1978,0.302,20.0,104.1,78.9
70,4,climb IAS,3510,2.4,196,180,3883,2732,833,9702,3297,1972,0.302,20.0,104.1,78.9
72,4,climb IAS,3639,2.5,196,180,3875,2724,833,9701,3296,1967,0.303,19.9,104.1,78.9
74,4,climb IAS,3768,2.6,197,180,3868,2717,833,9700,3295,1961,0.304,19.8,104.1,78.9
76,4,climb IAS,3897,2.7,197,180,3861,2709,833,9699,3294,1956,0.305,19.7,104.1,78.9
78,4,climb IAS,4025,2.9,197,180,3853,2702,833,9698,3293,1951,0.305,19.6,104.1,78.9
80,4,climb IAS,4154,3.0,198,180,3846,2694,833,9697,3292,1945,0.306,19.6,104.1,78.9
82,4,climb IAS,4282,3.1,198,180,3838,2687,833,9695,3290,1940,0.307,19.5,104.1,78.9
84,4,climb IAS,4410,3.2,199,180,3831,2679,833,9694,3289,1935,0.307,19.4,104.1,78.9
86,4,climb IAS,4537,3.3,199,180,3823,2672,833,9693,3288,1929,0.308,19.3,104.1,78.9
88,4,climb IAS,4664,3.4,199,180,3815,2664,833,9692,3287,1924,0.309,19.2,104.1,78.9
90,4,climb IAS,4791,3.5,200,180,3808,2657,832,9691,3286,1918,0.31,19.2,104.1,78.9
92,4,climb IAS,4918,3.6,200,180,3800,2650,832,9690,3285,1913,0.31,19.1,104.1,78.9
94,4,climb IAS,5044,3.7,200,180,3793,2642,832,9689,3284,1908,0.311,19.0,104.1,78.9
96,4,climb IAS,5171,3.8,201,180,3785,2635,832,9688,3283,1902,0.312,18.9,104.1,78.9
98,4,climb IAS,5297,4.0,201,180,3777,2628,832,9687,3282,1897,0.313,18.9,104.1,78.9
100,4,climb IAS,5423,4.1,202,180,3770,2620,832,9686,3281,1892,0.313,18.8,104.1,78.9
102,4,climb IAS,5548,4.2,202,180,3762,2613,832,9685,3280,1887,0.314,18.7,104.1,78.9
104,4,climb IAS,5673,4.3,202,180,3754,2606,832,9684,3279,1881,0.315,18.6,104.1,78.9
106,4,climb IAS,5798,4.4,203,180,3746,2598,832,9683,3278,1876,0.316,18.6,104.1,78.9
108,4,climb IAS,5923,4.5,203,180,3738,2591,832,9682,3277,1871,0.316,18.5,104.1,78.9
110,4,climb IAS,6047,4.6,204,180,3731,2584,832,9681,3276,1866,0.317,18.4,104.1,78.9
112,4,climb IAS,6171,4.7,204,180,3723,2577,831,9680,3275,1860,0.318,18.3,104.1,78.9
114,4,climb IAS,6295,4.9,204,180,3715,2569,831,9679,3274,1855,0.318,18.3,104.1,78.9
116,4,climb IAS,6419,5.0,205,180,3707,2562,831,9678,3273,1850,0.319,18.2,104.1,78.9
118,4,climb IAS,6542,5.1,205,180,3699,2555,831,9677,3272,1845,0.32,18.1,104.1,78.9
120,4,climb IAS,6665,5.2,205,180,3691,2548,831,9676,3271,1840,0.321,18.0,104.1,78.9
