# Flight Simulation Results - CJ1+ Tamarack
# Route: KSZT to KSAN
# Initial Fuel: 3440 lb
# Payload: 0 lb
# Cruise Altitude: 41000 ft
# Winds/Temps Source: No Wind
# ISA Dev: +5°C
# Approach VAPP: 114.4 kts
# Approach VREF: 88.5 kts
# Generated: 2025-11-12 07:58:15
# Original Data Points: 1918
# Sampled Data Points (2-sec intervals): 4794
# Time Range: 0 - 9586 seconds
# Exact 2-second intervals, no skipped rows
# 
Time (s),Segment,Segment Name,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
0,0,takeoff roll,2131,0.0,1,1,23,3682,157,10495,3340,0,0.001,37.5,114.4,88.5
2,0,takeoff roll,2149,0.0,13,12,431,3636,165,10494,3339,991,0.019,36.9,114.4,88.5
4,0,takeoff roll,2168,0.0,25,24,861,3588,173,10492,3337,2034,0.038,36.2,114.4,88.5
6,0,takeoff roll,2204,0.0,37,36,1260,3540,188,10491,3336,2549,0.057,35.5,114.4,88.5
8,0,takeoff roll,2256,0.1,49,47,1630,3492,211,10489,3334,2535,0.076,34.7,114.4,88.5
10,0,takeoff roll,2308,0.1,61,59,1999,3444,233,10488,3333,2522,0.094,33.9,114.4,88.5
12,0,takeoff roll,2388,0.1,73,70,2297,3398,267,10487,3332,2488,0.111,33.0,114.4,88.5
14,0,takeoff roll,2467,0.2,84,80,2596,3352,302,10485,3330,2454,0.128,32.1,114.4,88.5
16,0,takeoff roll,2553,0.2,94,90,2759,3311,375,10484,3329,2473,0.143,30.6,114.4,88.5
18,3,3rd segment climb,2645,0.3,102,97,2787,3277,488,10483,3328,2546,0.156,28.4,114.4,88.5
20,3,3rd segment climb,2738,0.3,110,105,2814,3243,602,10481,3326,2619,0.168,26.2,114.4,88.5
22,3,3rd segment climb,2831,0.4,113,107,2821,3229,636,10480,3325,2551,0.172,25.5,114.4,88.5
24,3,3rd segment climb,2925,0.5,113,107,2819,3222,635,10479,3324,2423,0.173,25.5,114.4,88.5
26,3,3rd segment climb,3019,0.5,113,107,2816,3216,635,10477,3322,2320,0.173,25.4,114.4,88.5
28,3,3rd segment climb,3113,0.6,113,107,2814,3210,635,10476,3321,2316,0.173,25.4,114.4,88.5
30,3,3rd segment climb,3207,0.7,113,107,2812,3204,635,10475,3320,2311,0.173,25.3,114.4,88.5
32,3,3rd segment climb,3300,0.7,113,107,2809,3198,635,10473,3318,2307,0.174,25.2,114.4,88.5
34,3,3rd segment climb,3394,0.8,114,107,2807,3192,635,10472,3317,2302,0.174,25.2,114.4,88.5
36,3,3rd segment climb,3487,0.8,114,107,2813,3185,635,10471,3316,2298,0.175,25.1,114.4,88.5
38,3,3rd segment climb,3582,0.9,116,109,2855,3179,635,10470,3315,2293,0.178,25.1,114.4,88.5
40,4,climb IAS,3676,1.0,118,111,2898,3173,635,10468,3313,2289,0.181,25.0,114.4,88.5
42,4,climb IAS,3778,1.0,125,117,3033,3146,633,10467,3312,2275,0.192,24.7,114.4,88.5
44,4,climb IAS,3884,1.1,134,126,3209,3109,632,10466,3311,2258,0.206,24.4,114.4,88.5
46,4,climb IAS,3993,1.2,143,134,3372,3073,634,10465,3310,2238,0.22,24.0,114.4,88.5
48,4,climb IAS,4111,1.3,152,142,3488,3038,656,10463,3308,2213,0.233,23.4,114.4,88.5
50,4,climb IAS,4229,1.4,160,149,3603,3003,679,10462,3307,2187,0.246,22.8,114.4,88.5
52,4,climb IAS,4351,1.5,169,157,3682,2970,709,10461,3306,2163,0.259,22.1,114.4,88.5
