# Flight Simulation Results - CJ1 Tamarack
# Route: KSZT to KSAN
# Initial Fuel: 3440 lb
# Payload: 0 lb
# Cruise Altitude: 39000 ft
# Winds/Temps Source: No Wind
# ISA Dev: +20°C
# Approach VAPP: 109.7 kts
# Approach VREF: 84.2 kts
# Generated: 2025-11-10 16:27:42
# Original Data Points: 3051
# Sampled Data Points (2-sec intervals): 7626
# Time Range: 0 - 15250 seconds
# Exact 2-second intervals, no skipped rows
# 
Time (s),Segment,Segment Name,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
0,0,takeoff roll,0,0.0,1,1,21,3585,160,10669,3340,0,0.001,35.7,109.7,84.2
2,0,takeoff roll,17,0.0,12,12,396,3543,167,10667,3339,966,0.018,35.1,109.7,84.2
4,0,takeoff roll,34,0.0,24,23,790,3498,174,10666,3337,1982,0.037,34.6,109.7,84.2
6,0,takeoff roll,67,0.0,36,35,1158,3453,188,10664,3336,2484,0.055,33.9,109.7,84.2
8,0,takeoff roll,115,0.1,47,46,1499,3408,209,10663,3334,2473,0.072,33.2,109.7,84.2
10,0,takeoff roll,162,0.1,59,57,1841,3363,230,10662,3333,2461,0.09,32.5,109.7,84.2
12,0,takeoff roll,236,0.1,70,67,2120,3320,262,10660,3332,2429,0.106,31.7,109.7,84.2
14,0,takeoff roll,310,0.2,81,77,2398,3276,294,10659,3330,2397,0.123,30.9,109.7,84.2
16,0,takeoff roll,390,0.2,90,87,2543,3240,384,10658,3329,2367,0.138,29.2,109.7,84.2
18,3,3rd segment climb,476,0.3,99,95,2554,3211,531,10656,3328,2338,0.151,26.7,109.7,84.2
20,3,3rd segment climb,562,0.3,108,103,2564,3182,678,10655,3327,2310,0.165,24.2,109.7,84.2
22,3,3rd segment climb,651,0.4,110,105,2609,3163,665,10654,3325,2291,0.168,24.1,109.7,84.2
24,3,3rd segment climb,741,0.4,112,107,2654,3145,652,10653,3324,2273,0.171,24.1,109.7,84.2
26,3,3rd segment climb,830,0.5,113,108,2675,3133,646,10651,3323,2262,0.173,24.0,109.7,84.2
28,3,3rd segment climb,919,0.6,113,108,2673,3127,646,10650,3322,2257,0.173,24.0,109.7,84.2
30,3,3rd segment climb,1008,0.6,113,108,2671,3121,646,10649,3320,2251,0.174,23.9,109.7,84.2
32,3,3rd segment climb,1097,0.7,114,108,2669,3116,646,10648,3319,2247,0.174,23.8,109.7,84.2
34,3,3rd segment climb,1186,0.8,114,108,2666,3110,646,10646,3318,2243,0.174,23.8,109.7,84.2
36,3,3rd segment climb,1275,0.8,114,108,2664,3104,645,10645,3317,2239,0.174,23.7,109.7,84.2
38,3,3rd segment climb,1363,0.9,114,108,2662,3099,645,10644,3315,2235,0.175,23.7,109.7,84.2
40,3,3rd segment climb,1452,1.0,114,108,2660,3093,645,10643,3314,2231,0.175,23.6,109.7,84.2
42,3,3rd segment climb,1544,1.0,119,113,2768,3076,641,10641,3313,2224,0.183,23.5,109.7,84.2
44,4,climb IAS,1637,1.1,125,118,2877,3059,636,10640,3312,2218,0.191,23.4,109.7,84.2
46,4,climb IAS,1735,1.2,132,124,2999,3034,637,10639,3310,2204,0.202,23.1,109.7,84.2
48,4,climb IAS,1840,1.2,140,132,3136,3000,645,10638,3309,2182,0.215,22.7,109.7,84.2
50,4,climb IAS,1945,1.3,149,140,3272,2967,654,10637,3308,2160,0.228,22.3,109.7,84.2
52,4,climb IAS,2059,1.4,157,147,3358,2936,679,10635,3307,2137,0.24,21.7,109.7,84.2
54,4,climb IAS,2173,1.5,165,154,3443,2904,704,10634,3306,2114,0.253,21.1,109.7,84.2
56,4,climb IAS,2289,1.6,172,161,3507,2874,734,10633,3304,2091,0.265,20.5,109.7,84.2
58,4,climb IAS,2407,1.7,180,168,3548,2845,769,10632,3303,2070,0.276,19.9,109.7,84.2
60,4,climb IAS,2526,1.8,187,174,3589,2816,804,10631,3302,2048,0.288,19.3,109.7,84.2
62,4,climb IAS,2644,1.9,190,177,3569,2798,825,10630,3301,2031,0.292,18.9,109.7,84.2
64,4,climb IAS,2763,2.0,193,179,3549,2780,846,10629,3300,2013,0.296,18.5,109.7,84.2
66,4,climb IAS,2881,2.1,194,180,3536,2768,857,10628,3299,2001,0.299,18.3,109.7,84.2
68,4,climb IAS,2999,2.2,194,180,3530,2761,857,10626,3298,1994,0.3,18.2,109.7,84.2
70,4,climb IAS,3117,2.3,195,180,3524,2754,857,10625,3297,1988,0.3,18.2,109.7,84.2
72,4,climb IAS,3234,2.4,195,180,3517,2748,857,10624,3296,1983,0.301,18.1,109.7,84.2
74,4,climb IAS,3351,2.5,196,180,3511,2741,857,10623,3294,1978,0.302,18.0,109.7,84.2
76,4,climb IAS,3468,2.7,196,180,3505,2734,856,10622,3293,1973,0.302,18.0,109.7,84.2
78,4,climb IAS,3585,2.8,196,180,3499,2727,856,10621,3292,1968,0.303,17.9,109.7,84.2
80,4,climb IAS,3701,2.9,197,180,3493,2720,856,10620,3291,1963,0.303,17.8,109.7,84.2
82,4,climb IAS,3817,3.0,197,180,3487,2713,856,10619,3290,1959,0.304,17.8,109.7,84.2
84,4,climb IAS,3933,3.1,197,180,3481,2707,856,10618,3289,1954,0.305,17.7,109.7,84.2
86,4,climb IAS,4049,3.2,198,180,3474,2700,856,10617,3288,1949,0.305,17.6,109.7,84.2
88,4,climb IAS,4165,3.3,198,180,3468,2693,856,10616,3287,1944,0.306,17.6,109.7,84.2
90,4,climb IAS,4280,3.4,198,180,3462,2686,856,10614,3286,1939,0.307,17.5,109.7,84.2
92,4,climb IAS,4396,3.5,199,180,3456,2680,856,10613,3285,1934,0.307,17.4,109.7,84.2
94,4,climb IAS,4511,3.6,199,180,3449,2673,856,10612,3284,1929,0.308,17.4,109.7,84.2
96,4,climb IAS,4625,3.7,199,180,3443,2666,856,10611,3283,1925,0.309,17.3,109.7,84.2
98,4,climb IAS,4740,3.9,200,180,3437,2660,856,10610,3282,1920,0.309,17.3,109.7,84.2
100,4,climb IAS,4855,4.0,200,180,3430,2653,855,10609,3280,1915,0.31,17.2,109.7,84.2
102,4,climb IAS,4969,4.1,200,180,3424,2646,855,10608,3279,1910,0.311,17.1,109.7,84.2
104,4,climb IAS,5083,4.2,201,180,3418,2640,855,10607,3278,1905,0.311,17.1,109.7,84.2
106,4,climb IAS,5196,4.3,201,180,3411,2633,855,10606,3277,1901,0.312,17.0,109.7,84.2
108,4,climb IAS,5310,4.4,201,180,3405,2626,855,10605,3276,1896,0.313,16.9,109.7,84.2
110,4,climb IAS,5423,4.5,202,180,3399,2620,855,10604,3275,1891,0.313,16.9,109.7,84.2
112,4,climb IAS,5536,4.6,202,180,3392,2613,855,10603,3274,1886,0.314,16.8,109.7,84.2
114,4,climb IAS,5649,4.8,202,180,3386,2607,855,10602,3273,1881,0.315,16.8,109.7,84.2
116,4,climb IAS,5762,4.9,203,180,3379,2600,855,10601,3272,1877,0.315,16.7,109.7,84.2
