aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,taxi_fuel,reserve_fuel,save_plot,initial_fuel_lb,takeoff_weight_lb,status,error_message,total_dist_nm,total_time_min,fuel_burned_lb,first_level_off_ft,cruise_vktas_kts,cruise_vkias_kts,achieved_alt_ft,altitude_limited,achieved_mach,mach_limited,reserve_fuel_calc_lb
CJ1,Flatwing,0,-10,41000,0.7,0,100,600,False,3440,10420,mach_limited,,n/p,n/p,n/p,n/p,n/p,n/p,41000,False,0.6686172884806135,True,
CJ1,Flatwing,0,-10,41000,0.7,264,100,600,False,3440,10684,mach_limited,,n/p,n/p,n/p,n/p,n/p,n/p,40552,False,0.6674256377749658,True,
CJ1,Flatwing,0,-10,41000,0.7,528,100,600,False,3192,10700,mach_limited,,n/p,n/p,n/p,n/p,n/p,n/p,40517,False,0.6643008682689623,True,
CJ1,Flatwing,0,-10,41000,0.7,792,100,600,False,2928,10700,mach_limited,,n/p,n/p,n/p,n/p,n/p,n/p,40517,False,0.6607968803787025,True,
CJ1,Flatwing,0,-10,41000,0.7,1056,100,600,False,2664,10700,mach_limited,,n/p,n/p,n/p,n/p,n/p,n/p,40517,False,0.6570639668614201,True,
CJ1,Flatwing,0,-10,41000,0.7,1320,100,600,False,2400,10700,mach_limited,,n/p,n/p,n/p,n/p,n/p,n/p,40517,False,0.6530807789525329,True,
CJ1,Flatwing,0,-10,41000,0.68,0,100,600,False,3440,10420,mach_limited,,n/p,n/p,n/p,n/p,n/p,n/p,41000,False,0.6686172884806135,True,
CJ1,Flatwing,0,-10,41000,0.68,264,100,600,False,3440,10684,mach_limited,,n/p,n/p,n/p,n/p,n/p,n/p,40552,False,0.6674256377749658,True,
CJ1,Flatwing,0,-10,41000,0.68,528,100,600,False,3192,10700,mach_limited,,n/p,n/p,n/p,n/p,n/p,n/p,40517,False,0.6643008682689623,True,
CJ1,Flatwing,0,-10,41000,0.68,792,100,600,False,2928,10700,mach_limited,,n/p,n/p,n/p,n/p,n/p,n/p,40517,False,0.6607968803787025,True,
CJ1,Flatwing,0,-10,41000,0.68,1056,100,600,False,2664,10700,mach_limited,,n/p,n/p,n/p,n/p,n/p,n/p,40517,False,0.6570639668614201,True,
CJ1,Flatwing,0,-10,41000,0.68,1320,100,600,False,2400,10700,mach_limited,,n/p,n/p,n/p,n/p,n/p,n/p,40517,False,0.6530807789525329,True,
CJ1,Flatwing,0,0,41000,0.7,0,100,600,False,3440,10420,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,40097,True,0.6683382831221216,True,
CJ1,Flatwing,0,0,41000,0.7,264,100,600,False,3440,10684,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,39576,True,0.6675333982660124,True,
CJ1,Flatwing,0,0,41000,0.7,528,100,600,False,3192,10700,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,39540,True,0.6644078029881896,True,
CJ1,Flatwing,0,0,41000,0.7,792,100,600,False,2928,10700,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,39540,True,0.6609238041396449,True,
CJ1,Flatwing,0,0,41000,0.7,1056,100,600,False,2664,10700,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,39540,True,0.6571996291498753,True,
CJ1,Flatwing,0,0,41000,0.7,1320,100,600,False,2400,10700,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,39540,True,0.6532260242664183,True,
CJ1,Flatwing,0,0,41000,0.68,0,100,600,False,3440,10420,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,40097,True,0.6683382831221216,True,
CJ1,Flatwing,0,0,41000,0.68,264,100,600,False,3440,10684,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,39576,True,0.6675333982660124,True,
CJ1,Flatwing,0,0,41000,0.68,528,100,600,False,3192,10700,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,39540,True,0.6644078029881896,True,
CJ1,Flatwing,0,0,41000,0.68,792,100,600,False,2928,10700,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,39540,True,0.6609238041396449,True,
CJ1,Flatwing,0,0,41000,0.68,1056,100,600,False,2664,10700,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,39540,True,0.6571996291498753,True,
CJ1,Flatwing,0,0,41000,0.68,1320,100,600,False,2400,10700,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,39540,True,0.6532260242664183,True,
CJ1,Flatwing,0,10,41000,0.7,0,100,600,False,3440,10420,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,39116,True,0.668474962091408,True,
CJ1,Flatwing,0,10,41000,0.7,264,100,600,False,3440,10684,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,38598,True,0.667646011781009,True,
CJ1,Flatwing,0,10,41000,0.7,528,100,600,False,3192,10700,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,38570,True,0.664502567002459,True,
CJ1,Flatwing,0,10,41000,0.7,792,100,600,False,2928,10700,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,38570,True,0.6610121380666724,True,
CJ1,Flatwing,0,10,41000,0.7,1056,100,600,False,2664,10700,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,38570,True,0.6573075684492089,True,
CJ1,Flatwing,0,10,41000,0.7,1320,100,600,False,2400,10700,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,38570,True,0.6533415089828768,True,
CJ1,Flatwing,0,10,41000,0.68,0,100,600,False,3440,10420,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,39116,True,0.668474962091408,True,
CJ1,Flatwing,0,10,41000,0.68,264,100,600,False,3440,10684,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,38598,True,0.667646011781009,True,
CJ1,Flatwing,0,10,41000,0.68,528,100,600,False,3192,10700,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,38570,True,0.664502567002459,True,
CJ1,Flatwing,0,10,41000,0.68,792,100,600,False,2928,10700,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,38570,True,0.6610121380666724,True,
CJ1,Flatwing,0,10,41000,0.68,1056,100,600,False,2664,10700,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,38570,True,0.6573075684492089,True,
CJ1,Flatwing,0,10,41000,0.68,1320,100,600,False,2400,10700,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,38570,True,0.6533415089828768,True,
CJ1,Flatwing,0,20,41000,0.7,0,100,600,False,3440,10420,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,38146,True,0.6685503607016542,True,
CJ1,Flatwing,0,20,41000,0.7,264,100,600,False,3440,10684,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,37622,True,0.6677509295171762,True,
CJ1,Flatwing,0,20,41000,0.7,528,100,600,False,3192,10700,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,37593,True,0.6646209901573594,True,
CJ1,Flatwing,0,20,41000,0.7,792,100,600,False,2928,10700,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,37593,True,0.6611385576622606,True,
CJ1,Flatwing,0,20,41000,0.7,1056,100,600,False,2664,10700,altitude_limited,,n/p,n/p,n/p,n/p,n/p,n/p,37593,True,0.6574426707943057,True,
