# Flight Simulation Results - CJ1 Tamarack
# Route: KSZT to KSAN
# Initial Fuel: 3261 lb
# Payload: 210 lb
# Cruise Altitude: 39000 ft
# Winds/Temps Source: No Wind
# ISA Dev: +10°C
# Approach VAPP: 111.0 kts
# Approach VREF: 85.3 kts
# Generated: 2025-11-06 16:02:52
# Original Data Points: 3345
# Sampled Data Points (2-sec intervals): 8361
# Time Range: 0 - 16720 seconds
# Exact 2-second intervals, no skipped rows
# 
Time (s),Segment,Segment Name,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
0,0,takeoff roll,0,0.0,1,1,22,3671,160,10700,3161,0,0.001,36.5,111.0,85.3
2,0,takeoff roll,17,0.0,12,12,412,3625,168,10699,3160,988,0.019,35.9,111.0,85.3
4,0,takeoff roll,35,0.0,25,24,822,3577,176,10697,3158,2028,0.037,35.3,111.0,85.3
6,0,takeoff roll,69,0.0,37,36,1204,3529,191,10696,3157,2541,0.056,34.6,111.0,85.3
8,0,takeoff roll,119,0.1,48,47,1557,3482,214,10694,3156,2528,0.073,33.9,111.0,85.3
10,0,takeoff roll,169,0.1,60,59,1909,3434,236,10693,3154,2514,0.091,33.1,111.0,85.3
12,0,takeoff roll,245,0.1,71,70,2195,3388,270,10692,3153,2481,0.108,32.2,111.0,85.3
14,0,takeoff roll,321,0.2,82,80,2480,3343,305,10690,3152,2447,0.125,31.4,111.0,85.3
16,0,takeoff roll,403,0.2,92,90,2639,3305,386,10689,3150,2443,0.14,29.8,111.0,85.3
18,3,3rd segment climb,491,0.3,101,98,2671,3274,514,10688,3149,2468,0.153,27.5,111.0,85.3
20,3,3rd segment climb,578,0.3,110,107,2702,3244,642,10686,3148,2493,0.167,25.2,111.0,85.3
22,3,3rd segment climb,668,0.4,111,108,2705,3229,657,10685,3146,2435,0.169,24.8,111.0,85.3
24,3,3rd segment climb,758,0.5,111,108,2703,3216,651,10684,3145,2362,0.169,24.7,111.0,85.3
26,3,3rd segment climb,848,0.5,111,108,2701,3206,648,10682,3144,2313,0.17,24.7,111.0,85.3
28,3,3rd segment climb,938,0.6,112,108,2699,3201,648,10681,3142,2309,0.17,24.6,111.0,85.3
30,3,3rd segment climb,1028,0.6,112,108,2697,3195,648,10680,3141,2304,0.17,24.6,111.0,85.3
32,3,3rd segment climb,1118,0.7,112,108,2695,3189,647,10679,3140,2300,0.17,24.5,111.0,85.3
34,3,3rd segment climb,1208,0.8,112,108,2693,3183,647,10677,3139,2296,0.171,24.5,111.0,85.3
36,3,3rd segment climb,1298,0.8,112,108,2691,3178,647,10676,3137,2292,0.171,24.4,111.0,85.3
38,3,3rd segment climb,1387,0.9,112,108,2689,3172,647,10675,3136,2288,0.171,24.3,111.0,85.3
40,3,3rd segment climb,1477,0.9,112,108,2687,3166,647,10673,3135,2284,0.172,24.3,111.0,85.3
42,3,3rd segment climb,1572,1.0,119,114,2812,3145,643,10672,3134,2275,0.181,24.1,111.0,85.3
44,4,climb IAS,1668,1.1,126,121,2961,3121,638,10671,3132,2266,0.192,23.9,111.0,85.3
46,4,climb IAS,1768,1.2,133,128,3103,3093,639,10670,3131,2251,0.204,23.6,111.0,85.3
48,4,climb IAS,1877,1.2,142,136,3234,3058,653,10668,3130,2226,0.217,23.1,111.0,85.3
50,4,climb IAS,1986,1.3,151,144,3365,3024,668,10667,3129,2202,0.23,22.6,111.0,85.3
52,4,climb IAS,2102,1.4,159,151,3451,2991,695,10666,3127,2177,0.243,22.0,111.0,85.3
54,4,climb IAS,2219,1.5,167,159,3529,2958,726,10665,3126,2153,0.255,21.4,111.0,85.3
56,4,climb IAS,2337,1.6,175,166,3588,2926,759,10664,3125,2130,0.267,20.8,111.0,85.3
58,4,climb IAS,2458,1.7,182,172,3615,2897,797,10663,3124,2107,0.278,20.1,111.0,85.3
60,4,climb IAS,2579,1.8,189,179,3642,2867,836,10661,3123,2085,0.289,19.4,111.0,85.3
62,4,climb IAS,2699,1.9,190,180,3626,2853,847,10660,3122,2070,0.292,19.2,111.0,85.3
64,4,climb IAS,2819,2.0,191,180,3602,2843,854,10659,3120,2056,0.292,19.0,111.0,85.3
66,4,climb IAS,2939,2.1,191,180,3584,2834,858,10658,3119,2045,0.293,18.9,111.0,85.3
68,4,climb IAS,3058,2.2,191,180,3579,2827,858,10657,3118,2040,0.293,18.8,111.0,85.3
70,4,climb IAS,3177,2.3,192,180,3573,2820,858,10656,3117,2035,0.294,18.7,111.0,85.3
72,4,climb IAS,3296,2.4,192,180,3567,2813,858,10655,3116,2030,0.295,18.7,111.0,85.3
74,4,climb IAS,3415,2.5,192,180,3561,2806,858,10653,3115,2025,0.295,18.6,111.0,85.3
76,4,climb IAS,3533,2.6,193,180,3555,2799,858,10652,3114,2021,0.296,18.5,111.0,85.3
78,4,climb IAS,3652,2.7,193,180,3549,2792,858,10651,3113,2016,0.297,18.5,111.0,85.3
80,4,climb IAS,3770,2.9,193,180,3543,2786,858,10650,3111,2011,0.297,18.4,111.0,85.3
82,4,climb IAS,3888,3.0,194,180,3537,2779,858,10649,3110,2006,0.298,18.3,111.0,85.3
84,4,climb IAS,4006,3.1,194,180,3531,2772,857,10648,3109,2001,0.299,18.3,111.0,85.3
