# Flight Simulation Results - CJ Tamarack
# Route: KSZT to KSJT
# Initial Fuel: 3440 lb
# Payload: 200 lb
# Cruise Altitude: 41000 ft
# Winds/Temps Source: No Wind
# ISA Dev: +0°C
# Approach VAPP: 117.3 kts
# Approach VREF: 91.3 kts
# Generated: 2025-11-13 10:55:54
# Original Data Points: 2378
# Sampled Data Points (2-sec intervals): 5944
# Time Range: 0 - 11886 seconds
# Exact 2-second intervals, no skipped rows
# 
Time (s),Segment,Segment Name,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
0,0,takeoff roll,2131,0.0,1,1,24,3603,149,9945,3340,0,0.001,38.9,117.3,91.3
2,0,takeoff roll,2150,0.0,13,13,462,3556,150,9944,3339,969,0.02,38.3,117.3,91.3
4,0,takeoff roll,2171,0.0,26,25,923,3507,151,9942,3337,1989,0.04,37.7,117.3,91.3
6,0,takeoff roll,2209,0.0,39,38,1359,3458,153,9941,3336,2492,0.059,37.1,117.3,91.3
8,0,takeoff roll,2265,0.1,51,50,1770,3408,156,9939,3334,2477,0.078,36.4,117.3,91.3
10,0,takeoff roll,2322,0.1,64,62,2181,3359,158,9938,3333,2462,0.097,35.8,117.3,91.3
12,0,takeoff roll,2410,0.1,76,73,2541,3311,163,9937,3332,2427,0.116,35.2,117.3,91.3
14,0,takeoff roll,2498,0.2,88,85,2902,3262,167,9935,3330,2391,0.134,34.5,117.3,91.3
16,0,takeoff roll,2592,0.2,97,93,3082,3225,211,9934,3329,2378,0.148,33.3,117.3,91.3
18,3,3rd segment climb,2692,0.3,102,98,3083,3200,295,9933,3328,2386,0.156,31.3,117.3,91.3
20,3,3rd segment climb,2792,0.3,108,104,3083,3175,379,9932,3327,2393,0.165,29.4,117.3,91.3
22,3,3rd segment climb,2894,0.4,109,104,3082,3166,387,9930,3325,2352,0.166,29.1,117.3,91.3
24,3,3rd segment climb,2997,0.5,109,104,3080,3160,387,9929,3324,2305,0.166,29.1,117.3,91.3
26,3,3rd segment climb,3099,0.5,109,104,3077,3153,387,9928,3323,2275,0.167,29.0,117.3,91.3
28,3,3rd segment climb,3202,0.6,109,104,3075,3147,387,9926,3321,2270,0.167,28.9,117.3,91.3
30,3,3rd segment climb,3304,0.6,109,104,3073,3140,387,9925,3320,2266,0.167,28.9,117.3,91.3
32,3,3rd segment climb,3407,0.7,110,104,3071,3134,387,9924,3319,2261,0.168,28.8,117.3,91.3
34,3,3rd segment climb,3509,0.8,110,104,3069,3127,387,9923,3318,2256,0.168,28.7,117.3,91.3
36,3,3rd segment climb,3614,0.8,112,107,3140,3115,378,9921,3316,2250,0.172,28.7,117.3,91.3
38,4,climb IAS,3722,0.9,119,113,3319,3095,356,9920,3315,2243,0.182,28.7,117.3,91.3
40,4,climb IAS,3830,1.0,125,118,3499,3074,335,9919,3314,2235,0.192,28.7,117.3,91.3
42,4,climb IAS,3959,1.0,135,128,3770,3035,304,9918,3313,2210,0.207,28.6,117.3,91.3
44,4,climb IAS,4091,1.1,146,137,4050,2993,271,9917,3312,2183,0.223,28.5,117.3,91.3
46,4,climb IAS,4231,1.2,156,147,4315,2953,246,9915,3310,2155,0.24,28.4,117.3,91.3
48,4,climb IAS,4384,1.3,166,156,4557,2912,230,9914,3309,2126,0.256,28.1,117.3,91.3
50,4,climb IAS,4537,1.4,177,166,4798,2872,215,9913,3308,2097,0.272,27.8,117.3,91.3
52,4,climb IAS,4704,1.5,183,171,4924,2839,209,9912,3307,2069,0.282,27.5,117.3,91.3
54,4,climb IAS,4873,1.6,190,177,5038,2806,204,9911,3306,2042,0.291,27.2,117.3,91.3
56,4,climb IAS,5042,1.7,193,180,5104,2783,201,9910,3305,2021,0.298,27.0,117.3,91.3
58,4,climb IAS,5212,1.8,194,180,5098,2773,201,9909,3304,2009,0.299,26.9,117.3,91.3
60,4,climb IAS,5382,1.9,194,180,5092,2763,201,9907,3302,1997,0.299,26.8,117.3,91.3
62,4,climb IAS,5551,2.0,195,180,5085,2753,201,9906,3301,1989,0.3,26.7,117.3,91.3
64,4,climb IAS,5721,2.1,195,180,5079,2743,201,9905,3300,1982,0.301,26.6,117.3,91.3
66,4,climb IAS,5890,2.2,196,180,5073,2733,201,9904,3299,1975,0.302,26.4,117.3,91.3
68,4,climb IAS,6059,2.4,196,180,5066,2723,200,9903,3298,1968,0.303,26.3,117.3,91.3
70,4,climb IAS,6228,2.5,197,180,5060,2713,200,9902,3297,1961,0.304,26.2,117.3,91.3
72,4,climb IAS,6396,2.6,197,180,5053,2704,200,9901,3296,1954,0.305,26.1,117.3,91.3
74,4,climb IAS,6564,2.7,198,180,5046,2694,200,9900,3295,1947,0.306,26.0,117.3,91.3
76,4,climb IAS,6732,2.8,198,180,5040,2684,200,9899,3294,1939,0.307,25.9,117.3,91.3
78,4,climb IAS,6900,2.9,199,180,5033,2674,200,9898,3293,1932,0.308,25.8,117.3,91.3
80,4,climb IAS,7068,3.0,199,180,5026,2664,200,9897,3292,1925,0.309,25.7,117.3,91.3
82,4,climb IAS,7235,3.1,200,180,5020,2655,200,9896,3291,1918,0.31,25.6,117.3,91.3
84,4,climb IAS,7402,3.2,200,180,5013,2645,200,9895,3290,1911,0.311,25.5,117.3,91.3
86,4,climb IAS,7569,3.3,201,180,5006,2635,200,9893,3288,1904,0.312,25.4,117.3,91.3
88,4,climb IAS,7736,3.5,201,180,4999,2625,200,9892,3287,1897,0.313,25.3,117.3,91.3
90,4,climb IAS,7902,3.6,202,180,4992,2616,200,9891,3286,1890,0.314,25.2,117.3,91.3
92,4,climb IAS,8069,3.7,202,180,4985,2606,200,9890,3285,1883,0.315,25.1,117.3,91.3
94,4,climb IAS,8235,3.8,203,180,4978,2596,200,9889,3284,1876,0.316,25.0,117.3,91.3
96,4,climb IAS,8400,3.9,203,180,4971,2587,200,9888,3283,1869,0.317,24.9,117.3,91.3
98,4,climb IAS,8566,4.0,204,180,4964,2577,200,9887,3282,1862,0.318,24.8,117.3,91.3
100,4,climb IAS,8731,4.1,204,180,4957,2567,200,9886,3281,1855,0.319,24.7,117.3,91.3
102,4,climb IAS,8896,4.3,205,180,4949,2558,200,9885,3280,1849,0.32,24.6,117.3,91.3
104,4,climb IAS,9061,4.4,205,180,4942,2548,200,9884,3279,1842,0.321,24.5,117.3,91.3
106,4,climb IAS,9226,4.5,206,180,4935,2539,200,9883,3278,1835,0.322,24.4,117.3,91.3
108,4,climb IAS,9390,4.6,206,180,4927,2529,200,9882,3277,1828,0.323,24.2,117.3,91.3
110,4,climb IAS,9554,4.7,207,180,4920,2519,200,9881,3276,1821,0.324,24.1,117.3,91.3
112,4,climb IAS,9718,4.8,208,180,4912,2510,200,9880,3275,1814,0.325,24.0,117.3,91.3
114,4,climb IAS,9881,4.9,208,180,4905,2500,200,9879,3274,1807,0.326,23.9,117.3,91.3
116,4,climb IAS,10045,5.1,209,180,4897,2491,200,9878,3273,1800,0.327,23.8,117.3,91.3
118,4,climb IAS,10208,5.2,209,180,4890,2481,200,9877,3272,1793,0.328,23.7,117.3,91.3
120,4,climb IAS,10370,5.3,210,180,4882,2472,200,9876,3271,1787,0.329,23.6,117.3,91.3
122,4,climb IAS,10533,5.4,210,180,4874,2463,200,9875,3270,1780,0.33,23.5,117.3,91.3
124,4,climb IAS,10695,5.5,211,180,4867,2453,200,9874,3269,1773,0.331,23.4,117.3,91.3
126,4,climb IAS,10857,5.6,211,180,4859,2444,200,9873,3268,1766,0.332,23.3,117.3,91.3
128,4,climb IAS,11019,5.8,212,180,4851,2434,200,9872,3267,1759,0.333,23.2,117.3,91.3
130,4,climb IAS,11181,5.9,212,180,4843,2425,200,9871,3266,1753,0.334,23.1,117.3,91.3
132,4,climb IAS,11342,6.0,213,180,4835,2416,200,9870,3265,1746,0.335,23.0,117.3,91.3
134,4,climb IAS,11503,6.1,213,180,4827,2406,200,9869,3264,1739,0.336,22.9,117.3,91.3
136,4,climb IAS,11663,6.2,214,180,4819,2397,200,9868,3263,1732,0.337,22.8,117.3,91.3
138,4,climb IAS,11824,6.3,214,180,4811,2388,200,9867,3262,1726,0.338,22.7,117.3,91.3
140,4,climb IAS,11984,6.5,215,180,4803,2378,200,9866,3261,1719,0.339,22.6,117.3,91.3
142,4,climb IAS,12144,6.6,215,180,4795,2369,200,9865,3260,1712,0.34,22.5,117.3,91.3
144,4,climb IAS,12304,6.7,216,180,4787,2360,200,9865,3260,1706,0.341,22.4,117.3,91.3
146,4,climb IAS,12463,6.8,216,180,4779,2351,200,9864,3259,1699,0.342,22.3,117.3,91.3
148,4,climb IAS,12622,6.9,217,180,4771,2341,200,9863,3258,1692,0.343,22.2,117.3,91.3
150,4,climb IAS,12781,7.1,217,180,4762,2332,200,9862,3257,1686,0.344,22.1,117.3,91.3
152,4,climb IAS,12939,7.2,218,180,4754,2323,200,9861,3256,1679,0.345,22.0,117.3,91.3
154,4,climb IAS,13098,7.3,219,180,4746,2314,200,9860,3255,1673,0.346,22.0,117.3,91.3
156,4,climb IAS,13256,7.4,219,180,4737,2305,200,9859,3254,1666,0.347,21.9,117.3,91.3
158,4,climb IAS,13413,7.6,220,180,4729,2296,200,9858,3253,1659,0.348,21.8,117.3,91.3
160,4,climb IAS,13571,7.7,220,180,4721,2287,200,9857,3252,1653,0.349,21.7,117.3,91.3
162,4,climb IAS,13728,7.8,221,180,4712,2278,200,9856,3251,1646,0.351,21.6,117.3,91.3
164,4,climb IAS,13885,7.9,221,180,4704,2269,200,9855,3250,1640,0.352,21.5,117.3,91.3
166,4,climb IAS,14041,8.0,222,180,4695,2260,200,9854,3249,1633,0.353,21.4,117.3,91.3
168,4,climb IAS,14198,8.2,222,180,4687,2251,200,9853,3248,1627,0.354,21.3,117.3,91.3
170,4,climb IAS,14354,8.3,223,180,4678,2242,200,9853,3248,1620,0.355,21.2,117.3,91.3
172,4,climb IAS,14509,8.4,223,180,4669,2233,200,9852,3247,1614,0.356,21.1,117.3,91.3
174,4,climb IAS,14665,8.5,224,180,4661,2224,200,9851,3246,1608,0.357,21.0,117.3,91.3
176,4,climb IAS,14820,8.7,225,180,4652,2215,200,9850,3245,1601,0.358,20.9,117.3,91.3
178,4,climb IAS,14975,8.8,225,180,4643,2206,200,9849,3244,1595,0.359,20.8,117.3,91.3
180,4,climb IAS,15130,8.9,226,180,4634,2197,200,9848,3243,1588,0.36,20.7,117.3,91.3
