# Flight Simulation Results - CJ Flatwing
# Route: KSZT to KSJT
# Initial Fuel: 3440 lb
# Payload: 200 lb
# Cruise Altitude: 41000 ft
# Winds/Temps Source: No Wind
# ISA Dev: +0°C
# Approach VAPP: 110.0 kts
# Approach VREF: 84.4 kts
# Generated: 2025-11-13 10:55:55
# Original Data Points: 2625
# Sampled Data Points (2-sec intervals): 6561
# Time Range: 0 - 13120 seconds
# Exact 2-second intervals, no skipped rows
# 
Time (s),Segment,Segment Name,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
0,0,takeoff roll,2131,0.0,1,1,25,3603,148,9870,3340,0,0.001,39.2,110.0,84.4
2,0,takeoff roll,2151,0.0,13,13,466,3556,157,9869,3339,969,0.02,38.5,110.0,84.4
4,0,takeoff roll,2171,0.0,26,25,930,3507,167,9867,3337,1989,0.04,37.8,110.0,84.4
6,0,takeoff roll,2209,0.0,39,38,1358,3457,185,9866,3336,2491,0.059,37.0,110.0,84.4
8,0,takeoff roll,2265,0.1,51,50,1750,3408,212,9864,3334,2476,0.078,36.0,110.0,84.4
10,0,takeoff roll,2321,0.1,64,62,2142,3359,239,9863,3333,2462,0.097,35.1,110.0,84.4
12,0,takeoff roll,2406,0.1,75,73,2449,3312,280,9862,3332,2427,0.115,34.1,110.0,84.4
14,0,takeoff roll,2491,0.2,87,84,2757,3265,321,9860,3330,2392,0.133,33.0,110.0,84.4
16,0,takeoff roll,2579,0.2,97,93,2887,3227,417,9859,3329,2411,0.147,31.2,110.0,84.4
18,3,3rd segment climb,2670,0.3,104,100,2841,3197,569,9858,3328,2483,0.158,28.5,110.0,84.4
20,3,3rd segment climb,2761,0.3,111,107,2794,3167,720,9857,3327,2555,0.169,25.8,110.0,84.4
22,3,3rd segment climb,2853,0.4,113,109,2778,3154,765,9855,3325,2490,0.173,25.0,110.0,84.4
24,3,3rd segment climb,2946,0.5,113,109,2776,3147,765,9854,3324,2366,0.173,24.9,110.0,84.4
26,3,3rd segment climb,3038,0.5,114,109,2773,3141,764,9853,3323,2266,0.173,24.9,110.0,84.4
28,3,3rd segment climb,3130,0.6,114,109,2771,3135,764,9852,3322,2262,0.174,24.8,110.0,84.4
30,3,3rd segment climb,3223,0.7,114,109,2768,3129,764,9850,3320,2257,0.174,24.7,110.0,84.4
32,3,3rd segment climb,3315,0.7,114,109,2766,3124,764,9849,3319,2253,0.174,24.7,110.0,84.4
34,3,3rd segment climb,3407,0.8,114,109,2763,3118,764,9848,3318,2249,0.175,24.6,110.0,84.4
36,3,3rd segment climb,3499,0.9,115,109,2769,3112,764,9847,3317,2245,0.175,24.6,110.0,84.4
38,3,3rd segment climb,3592,0.9,117,111,2809,3106,764,9845,3315,2241,0.178,24.5,110.0,84.4
40,4,climb IAS,3684,1.0,119,112,2849,3100,764,9844,3314,2236,0.182,24.4,110.0,84.4
42,4,climb IAS,3785,1.1,125,119,2984,3074,758,9843,3313,2223,0.192,24.2,110.0,84.4
44,4,climb IAS,3890,1.1,134,127,3159,3038,750,9842,3312,2206,0.206,23.9,110.0,84.4
46,4,climb IAS,3997,1.2,143,135,3320,3003,748,9840,3310,2188,0.219,23.5,110.0,84.4
48,4,climb IAS,4113,1.3,152,143,3428,2970,768,9839,3309,2163,0.232,23.0,110.0,84.4
50,4,climb IAS,4228,1.4,160,151,3536,2936,788,9838,3308,2138,0.246,22.4,110.0,84.4
52,4,climb IAS,4348,1.5,168,158,3603,2904,819,9837,3307,2114,0.258,21.7,110.0,84.4
54,4,climb IAS,4470,1.6,176,165,3653,2873,854,9836,3306,2091,0.27,21.0,110.0,84.4
56,4,climb IAS,4592,1.7,184,172,3693,2843,891,9835,3305,2069,0.282,20.3,110.0,84.4
58,4,climb IAS,4716,1.8,191,179,3694,2815,933,9833,3303,2048,0.294,19.5,110.0,84.4
60,4,climb IAS,4839,1.9,198,185,3696,2787,975,9832,3302,2027,0.305,18.7,110.0,84.4
62,4,climb IAS,4961,2.0,205,191,3666,2761,1019,9831,3301,2007,0.315,18.0,110.0,84.4
64,4,climb IAS,5083,2.1,211,196,3621,2736,1064,9830,3300,1988,0.324,17.3,110.0,84.4
66,4,climb IAS,5204,2.2,215,200,3581,2715,1101,9829,3299,1971,0.332,16.6,110.0,84.4
68,4,climb IAS,5322,2.3,216,200,3559,2706,1106,9828,3298,1960,0.332,16.5,110.0,84.4
70,4,climb IAS,5439,2.5,216,200,3537,2698,1111,9827,3297,1949,0.333,16.4,110.0,84.4
72,4,climb IAS,5557,2.6,217,200,3524,2691,1112,9826,3296,1942,0.334,16.3,110.0,84.4
74,4,climb IAS,5674,2.7,217,200,3516,2684,1112,9825,3295,1937,0.335,16.2,110.0,84.4
76,4,climb IAS,5791,2.8,217,200,3508,2678,1112,9824,3294,1933,0.335,16.1,110.0,84.4
78,4,climb IAS,5908,2.9,218,200,3500,2671,1112,9823,3293,1928,0.336,16.1,110.0,84.4
80,4,climb IAS,6024,3.1,218,200,3492,2664,1111,9821,3291,1923,0.337,16.0,110.0,84.4
82,4,climb IAS,6141,3.2,218,200,3484,2658,1111,9820,3290,1918,0.337,15.9,110.0,84.4
84,4,climb IAS,6256,3.3,219,200,3475,2651,1111,9819,3289,1914,0.338,15.9,110.0,84.4
86,4,climb IAS,6372,3.4,219,200,3467,2645,1111,9818,3288,1909,0.339,15.8,110.0,84.4
88,4,climb IAS,6487,3.6,220,200,3459,2638,1111,9817,3287,1904,0.34,15.7,110.0,84.4
90,4,climb IAS,6603,3.7,220,200,3451,2632,1111,9816,3286,1899,0.34,15.7,110.0,84.4
92,4,climb IAS,6717,3.8,220,200,3442,2625,1111,9815,3285,1895,0.341,15.6,110.0,84.4
94,4,climb IAS,6832,3.9,221,200,3434,2619,1110,9814,3284,1890,0.342,15.6,110.0,84.4
96,4,climb IAS,6946,4.0,221,200,3426,2612,1110,9813,3283,1885,0.342,15.5,110.0,84.4
98,4,climb IAS,7060,4.2,221,200,3418,2606,1110,9812,3282,1881,0.343,15.4,110.0,84.4
100,4,climb IAS,7174,4.3,222,200,3409,2599,1110,9811,3281,1876,0.344,15.4,110.0,84.4
102,4,climb IAS,7287,4.4,222,200,3401,2593,1110,9810,3280,1871,0.345,15.3,110.0,84.4
104,4,climb IAS,7400,4.5,223,200,3393,2586,1110,9809,3279,1867,0.345,15.2,110.0,84.4
106,4,climb IAS,7513,4.7,223,200,3384,2580,1110,9808,3278,1862,0.346,15.2,110.0,84.4
108,4,climb IAS,7626,4.8,223,200,3376,2574,1110,9807,3277,1858,0.347,15.1,110.0,84.4
110,4,climb IAS,7738,4.9,224,200,3368,2567,1109,9806,3276,1853,0.348,15.0,110.0,84.4
112,4,climb IAS,7850,5.0,224,200,3359,2561,1109,9805,3275,1848,0.348,15.0,110.0,84.4
114,4,climb IAS,7962,5.2,224,200,3351,2554,1109,9804,3274,1844,0.349,14.9,110.0,84.4
116,4,climb IAS,8074,5.3,225,200,3342,2548,1109,9803,3273,1839,0.35,14.8,110.0,84.4
118,4,climb IAS,8185,5.4,225,200,3334,2542,1109,9802,3272,1835,0.35,14.8,110.0,84.4
120,4,climb IAS,8296,5.5,226,200,3325,2536,1109,9801,3271,1830,0.351,14.7,110.0,84.4
122,4,climb IAS,8406,5.7,226,200,3317,2529,1109,9800,3270,1826,0.352,14.7,110.0,84.4
124,4,climb IAS,8517,5.8,226,200,3309,2523,1108,9799,3269,1821,0.353,14.6,110.0,84.4
126,4,climb IAS,8627,5.9,227,200,3300,2517,1108,9798,3268,1817,0.353,14.5,110.0,84.4
128,4,climb IAS,8737,6.0,227,200,3292,2511,1108,9797,3267,1812,0.354,14.5,110.0,84.4
130,4,climb IAS,8846,6.2,227,200,3283,2504,1108,9796,3266,1808,0.355,14.4,110.0,84.4
132,4,climb IAS,8955,6.3,228,200,3275,2498,1108,9795,3265,1803,0.355,14.3,110.0,84.4
134,4,climb IAS,9064,6.4,228,200,3266,2492,1108,9794,3264,1799,0.356,14.3,110.0,84.4
136,4,climb IAS,9173,6.5,229,200,3257,2486,1108,9793,3263,1794,0.357,14.2,110.0,84.4
138,4,climb IAS,9281,6.7,229,200,3249,2480,1108,9792,3262,1790,0.358,14.2,110.0,84.4
140,4,climb IAS,9389,6.8,229,200,3240,2474,1107,9791,3261,1785,0.358,14.1,110.0,84.4
142,4,climb IAS,9497,6.9,230,200,3232,2468,1107,9790,3260,1781,0.359,14.0,110.0,84.4
144,4,climb IAS,9605,7.1,230,200,3223,2461,1107,9789,3259,1777,0.36,14.0,110.0,84.4
146,4,climb IAS,9712,7.2,230,200,3215,2455,1107,9788,3258,1772,0.361,13.9,110.0,84.4
