# Flight Simulation Results - CJ1 Flatwing
# Route: KSZT to KSAN
# Initial Fuel: 3440 lb
# Payload: 0 lb
# Cruise Altitude: 41000 ft
# Winds/Temps Source: No Wind
# ISA Dev: +0°C
# Approach VAPP: 118.9 kts
# Approach VREF: 92.8 kts
# Generated: 2025-11-06 15:37:22
# Original Data Points: 2000
# Sampled Data Points (2-sec intervals): 4999
# Time Range: 0 - 9996 seconds
# Exact 2-second intervals, no skipped rows
# 
Time (s),Segment,Segment Name,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
0,0,takeoff roll,2131,0.0,1,1,21,3603,159,10590,3340,0,0.001,36.2,118.9,92.8
2,0,takeoff roll,2148,0.0,12,12,405,3559,166,10589,3339,970,0.019,35.6,118.9,92.8
4,0,takeoff roll,2166,0.0,24,24,810,3513,173,10587,3337,1991,0.037,35.0,118.9,92.8
6,0,takeoff roll,2199,0.0,36,35,1186,3467,188,10586,3336,2496,0.055,34.3,118.9,92.8
8,0,takeoff roll,2248,0.1,48,46,1535,3422,209,10584,3334,2483,0.073,33.6,118.9,92.8
10,0,takeoff roll,2297,0.1,60,58,1884,3376,230,10583,3333,2471,0.091,32.9,118.9,92.8
12,0,takeoff roll,2373,0.1,71,68,2168,3332,263,10582,3332,2438,0.108,32.0,118.9,92.8
14,0,takeoff roll,2448,0.2,82,79,2452,3288,295,10580,3330,2406,0.124,31.2,118.9,92.8
16,0,takeoff roll,2529,0.2,92,88,2576,3250,408,10579,3329,2418,0.14,29.3,118.9,92.8
18,3,3rd segment climb,2616,0.3,100,97,2540,3219,601,10578,3328,2474,0.153,26.4,118.9,92.8
20,3,3rd segment climb,2703,0.3,109,105,2505,3188,794,10576,3326,2530,0.167,23.4,118.9,92.8
22,3,3rd segment climb,2791,0.4,113,109,2538,3166,827,10575,3325,2460,0.173,22.7,118.9,92.8
24,3,3rd segment climb,2879,0.5,116,111,2594,3147,805,10574,3324,2347,0.177,22.7,118.9,92.8
26,3,3rd segment climb,2966,0.5,117,113,2635,3132,789,10573,3323,2262,0.179,22.7,118.9,92.8
28,3,3rd segment climb,3054,0.6,118,113,2633,3126,789,10571,3321,2257,0.18,22.7,118.9,92.8
30,3,3rd segment climb,3142,0.7,118,113,2631,3121,789,10570,3320,2251,0.18,22.6,118.9,92.8
32,3,3rd segment climb,3229,0.7,118,113,2628,3115,789,10569,3319,2247,0.18,22.6,118.9,92.8
34,3,3rd segment climb,3317,0.8,118,113,2626,3109,789,10568,3318,2243,0.181,22.5,118.9,92.8
36,3,3rd segment climb,3404,0.8,118,113,2623,3104,789,10566,3316,2239,0.181,22.5,118.9,92.8
