aircraft,mod,flap,isa_dev,mach,cruise_alt,payload,total_dist_nm
C208B,Flatwing,0,0,0.35,25000,0,1307.2594537559767
C208B,Flatwing,0,0,0.33,25000,0,1307.2594537559767
C208B,Flatwing,0,0,0.31,25000,0,1307.3247418489257
C208B,Flatwing,0,0,0.35,23000,0,1270.6591050751454
C208B,Flatwing,0,0,0.33,23000,0,1270.6591050751454
C208B,Flatwing,0,0,0.31,23000,0,1270.6591050751454
C208B,Flatwing,0,0,0.35,21000,0,1270.6591050751454
C208B,Flatwing,0,0,0.33,21000,0,1270.6591050751454
C208B,Flatwing,0,0,0.31,21000,0,1270.6591050751454
C208B,Flatwing,0,0,0.35,19000,0,1270.6591050751454
C208B,Flatwing,0,0,0.33,19000,0,1270.6591050751454
C208B,Flatwing,0,0,0.31,19000,0,1270.6591050751454
C208B,Flatwing,0,0,0.35,17000,0,1270.6591050751454
C208B,Flatwing,0,0,0.33,17000,0,1270.6591050751454
C208B,Flatwing,0,0,0.31,17000,0,1270.6591050751454
C208B,Flatwing,0,0,0.35,15000,0,1270.6591050751454
C208B,Flatwing,0,0,0.33,15000,0,1270.6591050751454
C208B,Flatwing,0,0,0.31,15000,0,1270.6591050751454
C208B,Flatwing,0,0,0.35,13000,0,1270.6591050751454
C208B,Flatwing,0,0,0.33,13000,0,1270.6591050751454
C208B,Flatwing,0,0,0.31,13000,0,1270.6591050751454
C208B,Flatwing,0,0,0.35,11000,0,1270.6591050751454
C208B,Flatwing,0,0,0.33,11000,0,1270.6591050751454
C208B,Flatwing,0,0,0.31,11000,0,1270.6591050751454
C208B,Flatwing,0,0,0.35,9000,0,1270.6591050751454
C208B,Flatwing,0,0,0.33,9000,0,1270.6591050751454
C208B,Flatwing,0,0,0.31,9000,0,1270.6591050751454
C208B,Flatwing,0,0,0.35,7000,0,1270.6591050751454
C208B,Flatwing,0,0,0.33,7000,0,1270.6591050751454
C208B,Flatwing,0,0,0.31,7000,0,1270.6591050751454
C208B,Flatwing,0,0,0.35,5000,0,1270.6591050751454
C208B,Flatwing,0,0,0.33,5000,0,1270.6591050751454
C208B,Flatwing,0,0,0.31,5000,0,1270.6591050751454
C208B,Flatwing,0,10,0.35,25000,0,1338.050545062159
C208B,Flatwing,0,10,0.33,25000,0,1338.050545062159
C208B,Flatwing,0,10,0.31,25000,0,1358.9155928603482
C208B,Flatwing,0,10,0.35,23000,0,1292.2996079112386
C208B,Flatwing,0,10,0.33,23000,0,1292.2996079112386
C208B,Flatwing,0,10,0.31,23000,0,1292.3421525000758
C208B,Flatwing,0,10,0.35,21000,0,1274.0900879188293
C208B,Flatwing,0,10,0.33,21000,0,1274.0900879188293
C208B,Flatwing,0,10,0.31,21000,0,1274.0900879188293
C208B,Flatwing,0,10,0.35,19000,0,1274.0900879188293
C208B,Flatwing,0,10,0.33,19000,0,1274.0900879188293
C208B,Flatwing,0,10,0.31,19000,0,1274.0900879188293
C208B,Flatwing,0,10,0.35,17000,0,1274.0900879188293
C208B,Flatwing,0,10,0.33,17000,0,1274.0900879188293
C208B,Flatwing,0,10,0.31,17000,0,1274.0900879188293
C208B,Flatwing,0,10,0.35,15000,0,1274.0900879188293
C208B,Flatwing,0,10,0.33,15000,0,1274.0900879188293
C208B,Flatwing,0,10,0.31,15000,0,1274.0900879188293
C208B,Flatwing,0,10,0.35,13000,0,1274.0900879188293
C208B,Flatwing,0,10,0.33,13000,0,1274.0900879188293
C208B,Flatwing,0,10,0.31,13000,0,1274.0900879188293
C208B,Flatwing,0,10,0.35,11000,0,1274.0900879188293
C208B,Flatwing,0,10,0.33,11000,0,1274.0900879188293
C208B,Flatwing,0,10,0.31,11000,0,1274.0900879188293
C208B,Flatwing,0,10,0.35,9000,0,1274.0900879188293
C208B,Flatwing,0,10,0.33,9000,0,1274.0900879188293
C208B,Flatwing,0,10,0.31,9000,0,1274.0900879188293
C208B,Flatwing,0,10,0.35,7000,0,1274.0900879188293
C208B,Flatwing,0,10,0.33,7000,0,1274.0900879188293
C208B,Flatwing,0,10,0.31,7000,0,1274.0900879188293
C208B,Flatwing,0,10,0.35,5000,0,1274.0900879188293
C208B,Flatwing,0,10,0.33,5000,0,1274.0900879188293
C208B,Flatwing,0,10,0.31,5000,0,1274.0900879188293
C208B,Tamarack,0,0,0.35,25000,0,1313.3302556076526
C208B,Tamarack,0,0,0.33,25000,0,1313.3302556076526
C208B,Tamarack,0,0,0.31,25000,0,1313.4989089978776
C208B,Tamarack,0,0,0.35,23000,0,1300.6094331135446
C208B,Tamarack,0,0,0.33,23000,0,1300.6094331135446
C208B,Tamarack,0,0,0.31,23000,0,1300.6442122694737
C208B,Tamarack,0,0,0.35,21000,0,1300.6094331135446
C208B,Tamarack,0,0,0.33,21000,0,1300.6094331135446
C208B,Tamarack,0,0,0.31,21000,0,1300.6442122694737
C208B,Tamarack,0,0,0.35,19000,0,1300.6094331135446
C208B,Tamarack,0,0,0.33,19000,0,1300.6094331135446
C208B,Tamarack,0,0,0.31,19000,0,1300.6442122694737
C208B,Tamarack,0,0,0.35,17000,0,1300.6094331135446
C208B,Tamarack,0,0,0.33,17000,0,1300.6094331135446
C208B,Tamarack,0,0,0.31,17000,0,1300.6442122694737
C208B,Tamarack,0,0,0.35,15000,0,1300.6094331135446
C208B,Tamarack,0,0,0.33,15000,0,1300.6094331135446
C208B,Tamarack,0,0,0.31,15000,0,1300.6442122694737
C208B,Tamarack,0,0,0.35,13000,0,1300.6094331135446
C208B,Tamarack,0,0,0.33,13000,0,1300.6094331135446
C208B,Tamarack,0,0,0.31,13000,0,1300.6442122694737
C208B,Tamarack,0,0,0.35,11000,0,1300.6094331135446
C208B,Tamarack,0,0,0.33,11000,0,1300.6094331135446
C208B,Tamarack,0,0,0.31,11000,0,1300.6442122694737
C208B,Tamarack,0,0,0.35,9000,0,1300.6094331135446
C208B,Tamarack,0,0,0.33,9000,0,1300.6094331135446
C208B,Tamarack,0,0,0.31,9000,0,1300.6442122694737
C208B,Tamarack,0,0,0.35,7000,0,1300.6094331135446
C208B,Tamarack,0,0,0.33,7000,0,1300.6094331135446
C208B,Tamarack,0,0,0.31,7000,0,1300.6442122694737
C208B,Tamarack,0,0,0.35,5000,0,1300.6094331135446
