# Flight Simulation Results - CJ1 Flatwing
# Route: KSZT to KSAN
# Initial Fuel: 3440 lb
# Payload: 0 lb
# Cruise Altitude: 41000 ft
# Winds/Temps Source: No Wind
# ISA Dev: +0°C
# Approach VAPP: 117.7 kts
# Approach VREF: 91.7 kts
# Generated: 2025-11-11 17:10:00
# Original Data Points: 1953
# Sampled Data Points (2-sec intervals): 4881
# Time Range: 0 - 9760 seconds
# Exact 2-second intervals, no skipped rows
# 
Time (s),Segment,Segment Name,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
0,0,takeoff roll,2131,0.0,1,1,22,3603,156,10420,3340,0,0.001,36.9,117.7,91.7
2,0,takeoff roll,2149,0.0,12,12,419,3559,164,10419,3339,970,0.019,36.3,117.7,91.7
4,0,takeoff roll,2167,0.0,25,24,836,3512,171,10417,3337,1991,0.038,35.6,117.7,91.7
6,0,takeoff roll,2202,0.0,37,36,1224,3465,186,10416,3336,2495,0.056,34.9,117.7,91.7
8,0,takeoff roll,2252,0.1,49,47,1583,3419,208,10414,3334,2482,0.074,34.2,117.7,91.7
10,0,takeoff roll,2303,0.1,61,59,1942,3372,230,10413,3333,2469,0.092,33.4,117.7,91.7
12,0,takeoff roll,2380,0.1,72,69,2233,3327,264,10412,3332,2436,0.109,32.5,117.7,91.7
14,0,takeoff roll,2458,0.2,83,80,2524,3282,297,10410,3330,2403,0.126,31.7,117.7,91.7
16,0,takeoff roll,2541,0.2,93,89,2643,3245,417,10409,3329,2372,0.142,29.6,117.7,91.7
18,3,3rd segment climb,2629,0.3,102,98,2590,3214,623,10408,3328,2342,0.155,26.4,117.7,91.7
20,3,3rd segment climb,2717,0.3,111,106,2537,3184,829,10406,3326,2312,0.169,23.2,117.7,91.7
22,3,3rd segment climb,2806,0.4,113,109,2593,3165,808,10405,3325,2294,0.173,23.3,117.7,91.7
24,3,3rd segment climb,2895,0.5,115,111,2648,3146,787,10404,3324,2275,0.176,23.3,117.7,91.7
26,3,3rd segment climb,2984,0.5,117,112,2674,3134,777,10403,3323,2263,0.178,23.3,117.7,91.7
28,3,3rd segment climb,3073,0.6,117,112,2672,3128,777,10401,3321,2258,0.178,23.2,117.7,91.7
30,3,3rd segment climb,3162,0.7,117,112,2670,3123,777,10400,3320,2252,0.179,23.2,117.7,91.7
32,3,3rd segment climb,3251,0.7,117,112,2667,3117,776,10399,3319,2248,0.179,23.1,117.7,91.7
34,3,3rd segment climb,3340,0.8,117,112,2665,3111,776,10398,3318,2244,0.179,23.0,117.7,91.7
36,3,3rd segment climb,3428,0.8,117,112,2662,3106,776,10396,3316,2240,0.179,23.0,117.7,91.7
38,3,3rd segment climb,3517,0.9,117,112,2660,3100,776,10395,3315,2236,0.18,22.9,117.7,91.7
40,3,3rd segment climb,3606,1.0,118,112,2657,3094,776,10394,3314,2232,0.18,22.9,117.7,91.7
42,3,3rd segment climb,3700,1.1,124,118,2798,3072,764,10393,3313,2223,0.191,22.8,117.7,91.7
44,4,climb IAS,3795,1.1,131,124,2939,3050,751,10392,3312,2214,0.201,22.7,117.7,91.7
46,4,climb IAS,3896,1.2,139,131,3075,3022,747,10390,3310,2198,0.213,22.4,117.7,91.7
48,4,climb IAS,4003,1.3,147,139,3205,2990,750,10389,3309,2175,0.225,22.1,117.7,91.7
50,4,climb IAS,4110,1.4,155,146,3335,2957,754,10388,3308,2152,0.238,21.7,117.7,91.7
52,4,climb IAS,4226,1.5,163,153,3413,2926,775,10387,3307,2130,0.25,21.2,117.7,91.7
54,4,climb IAS,4341,1.5,171,161,3492,2896,797,10386,3306,2107,0.262,20.6,117.7,91.7
56,4,climb IAS,4459,1.6,178,167,3549,2866,824,10384,3304,2085,0.274,20.1,117.7,91.7
58,4,climb IAS,4578,1.7,186,174,3584,2838,856,10383,3303,2064,0.285,19.4,117.7,91.7
60,4,climb IAS,4698,1.8,193,180,3618,2809,887,10382,3302,2043,0.297,18.8,117.7,91.7
62,4,climb IAS,4819,2.0,200,186,3617,2784,924,10381,3301,2024,0.307,18.2,117.7,91.7
64,4,climb IAS,4939,2.1,206,192,3615,2758,961,10380,3300,2004,0.317,17.6,117.7,91.7
66,4,climb IAS,5059,2.2,211,196,3596,2737,990,10379,3299,1987,0.325,17.1,117.7,91.7
68,4,climb IAS,5178,2.3,213,198,3561,2721,1010,10378,3298,1971,0.328,16.7,117.7,91.7
70,4,climb IAS,5296,2.4,216,200,3526,2706,1031,10377,3297,1956,0.332,16.4,117.7,91.7
72,4,climb IAS,5413,2.6,216,200,3518,2699,1031,10376,3296,1950,0.333,16.3,117.7,91.7
74,4,climb IAS,5530,2.7,216,200,3511,2692,1031,10375,3295,1944,0.334,16.2,117.7,91.7
76,4,climb IAS,5647,2.8,217,200,3504,2686,1031,10373,3293,1939,0.334,16.2,117.7,91.7
78,4,climb IAS,5764,2.9,217,200,3496,2679,1031,10372,3292,1934,0.335,16.1,117.7,91.7
80,4,climb IAS,5880,3.0,218,200,3489,2673,1031,10371,3291,1929,0.336,16.0,117.7,91.7
82,4,climb IAS,5996,3.2,218,200,3481,2666,1030,10370,3290,1924,0.337,16.0,117.7,91.7
84,4,climb IAS,6112,3.3,218,200,3474,2659,1030,10369,3289,1919,0.337,15.9,117.7,91.7
86,4,climb IAS,6228,3.4,219,200,3466,2653,1030,10368,3288,1915,0.338,15.8,117.7,91.7
88,4,climb IAS,6343,3.5,219,200,3459,2646,1030,10367,3287,1910,0.339,15.8,117.7,91.7
90,4,climb IAS,6458,3.6,219,200,3451,2640,1030,10366,3286,1905,0.339,15.7,117.7,91.7
92,4,climb IAS,6573,3.8,220,200,3444,2633,1030,10365,3285,1901,0.34,15.7,117.7,91.7
