# Flight Simulation Results - CJ1 Tamarack
# Route: KSZT to KSAN
# Initial Fuel: 3440 lb
# Payload: 0 lb
# Cruise Altitude: 41000 ft
# Winds/Temps Source: No Wind
# ISA Dev: +0°C
# Approach VAPP: 115.9 kts
# Approach VREF: 90.0 kts
# Generated: 2025-11-06 15:37:38
# Original Data Points: 2057
# Sampled Data Points (2-sec intervals): 5141
# Time Range: 0 - 10280 seconds
# Exact 2-second intervals, no skipped rows
# 
Time (s),Segment,Segment Name,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
0,0,takeoff roll,2131,0.0,1,1,21,3603,160,10669,3340,0,0.001,35.9,115.9,90.0
2,0,takeoff roll,2148,0.0,12,12,399,3560,167,10667,3339,970,0.018,35.3,115.9,90.0
4,0,takeoff roll,2165,0.0,24,23,798,3514,175,10666,3337,1991,0.037,34.7,115.9,90.0
6,0,takeoff roll,2198,0.0,36,35,1169,3469,189,10664,3336,2496,0.055,34.1,115.9,90.0
8,0,takeoff roll,2247,0.1,48,46,1513,3423,210,10663,3334,2484,0.072,33.3,115.9,90.0
10,0,takeoff roll,2295,0.1,59,57,1857,3378,231,10662,3333,2472,0.09,32.6,115.9,90.0
12,0,takeoff roll,2369,0.1,70,68,2138,3334,264,10660,3332,2440,0.107,31.8,115.9,90.0
14,0,takeoff roll,2443,0.2,81,78,2418,3290,296,10659,3330,2407,0.123,31.0,115.9,90.0
16,0,takeoff roll,2524,0.2,91,88,2579,3253,372,10658,3329,2442,0.139,29.5,115.9,90.0
18,3,3rd segment climb,2611,0.3,100,96,2622,3222,492,10656,3328,2543,0.152,27.3,115.9,90.0
20,3,3rd segment climb,2698,0.3,108,104,2664,3192,612,10655,3326,2645,0.165,25.2,115.9,90.0
22,3,3rd segment climb,2786,0.4,112,108,2681,3172,657,10654,3325,2586,0.171,24.3,115.9,90.0
24,3,3rd segment climb,2876,0.4,112,108,2682,3160,651,10653,3324,2420,0.172,24.2,115.9,90.0
26,3,3rd segment climb,2965,0.5,113,108,2682,3148,646,10651,3323,2271,0.172,24.2,115.9,90.0
28,3,3rd segment climb,3055,0.6,113,108,2680,3142,646,10650,3321,2267,0.172,24.1,115.9,90.0
30,3,3rd segment climb,3144,0.6,113,108,2678,3137,646,10649,3320,2262,0.173,24.1,115.9,90.0
32,3,3rd segment climb,3233,0.7,113,108,2676,3131,646,10648,3319,2258,0.173,24.0,115.9,90.0
34,3,3rd segment climb,3322,0.8,113,108,2673,3125,646,10646,3318,2254,0.173,23.9,115.9,90.0
36,3,3rd segment climb,3411,0.8,113,108,2671,3120,645,10645,3316,2250,0.174,23.9,115.9,90.0
38,3,3rd segment climb,3500,0.9,114,108,2669,3114,645,10644,3315,2246,0.174,23.8,115.9,90.0
40,3,3rd segment climb,3589,1.0,114,108,2667,3108,645,10643,3314,2242,0.174,23.8,115.9,90.0
42,3,3rd segment climb,3682,1.0,118,112,2752,3092,642,10641,3313,2235,0.181,23.7,115.9,90.0
44,4,climb IAS,3777,1.1,125,118,2894,3069,637,10640,3311,2226,0.192,23.5,115.9,90.0
46,4,climb IAS,3873,1.2,132,125,3035,3045,634,10639,3310,2215,0.203,23.3,115.9,90.0
48,4,climb IAS,3981,1.2,141,133,3162,3012,647,10638,3309,2192,0.216,22.8,115.9,90.0
50,4,climb IAS,4088,1.3,149,141,3289,2978,659,10636,3308,2168,0.229,22.3,115.9,90.0
52,4,climb IAS,4200,1.4,157,148,3386,2946,681,10635,3307,2145,0.241,21.8,115.9,90.0
54,4,climb IAS,4316,1.5,165,155,3462,2915,710,10634,3305,2122,0.254,21.2,115.9,90.0
56,4,climb IAS,4432,1.6,173,162,3534,2884,739,10633,3304,2099,0.266,20.6,115.9,90.0
58,4,climb IAS,4551,1.7,180,169,3567,2855,775,10632,3303,2077,0.277,19.9,115.9,90.0
60,4,climb IAS,4671,1.8,188,176,3600,2827,812,10631,3302,2056,0.289,19.3,115.9,90.0
62,4,climb IAS,4790,1.9,191,179,3598,2807,834,10630,3301,2038,0.294,18.9,115.9,90.0
64,4,climb IAS,4909,2.0,192,179,3572,2794,846,10628,3300,2023,0.296,18.6,115.9,90.0
66,4,climb IAS,5027,2.1,193,180,3548,2782,857,10627,3299,2008,0.298,18.4,115.9,90.0
68,4,climb IAS,5145,2.2,194,180,3542,2775,857,10626,3298,2003,0.298,18.3,115.9,90.0
70,4,climb IAS,5263,2.3,194,180,3536,2768,857,10625,3296,1998,0.299,18.3,115.9,90.0
72,4,climb IAS,5381,2.4,195,180,3530,2761,857,10624,3295,1993,0.3,18.2,115.9,90.0
74,4,climb IAS,5498,2.5,195,180,3524,2754,857,10623,3294,1988,0.3,18.2,115.9,90.0
76,4,climb IAS,5616,2.7,195,180,3518,2747,857,10622,3293,1983,0.301,18.1,115.9,90.0
78,4,climb IAS,5733,2.8,196,180,3512,2740,856,10621,3292,1978,0.302,18.0,115.9,90.0
80,4,climb IAS,5850,2.9,196,180,3506,2734,856,10620,3291,1973,0.302,18.0,115.9,90.0
82,4,climb IAS,5966,3.0,196,180,3500,2727,856,10619,3290,1968,0.303,17.9,115.9,90.0
84,4,climb IAS,6083,3.1,197,180,3494,2720,856,10617,3289,1963,0.304,17.8,115.9,90.0
86,4,climb IAS,6199,3.2,197,180,3487,2713,856,10616,3288,1958,0.304,17.8,115.9,90.0
88,4,climb IAS,6315,3.3,197,180,3481,2706,856,10615,3287,1954,0.305,17.7,115.9,90.0
90,4,climb IAS,6431,3.4,198,180,3475,2700,856,10614,3286,1949,0.305,17.6,115.9,90.0
92,4,climb IAS,6547,3.5,198,180,3469,2693,856,10613,3284,1944,0.306,17.6,115.9,90.0
94,4,climb IAS,6662,3.6,198,180,3463,2686,856,10612,3283,1939,0.307,17.5,115.9,90.0
96,4,climb IAS,6778,3.7,199,180,3456,2679,856,10611,3282,1934,0.307,17.4,115.9,90.0
98,4,climb IAS,6893,3.9,199,180,3450,2673,856,10610,3281,1929,0.308,17.4,115.9,90.0
100,4,climb IAS,7008,4.0,199,180,3444,2666,856,10609,3280,1924,0.309,17.3,115.9,90.0
102,4,climb IAS,7122,4.1,200,180,3437,2659,855,10608,3279,1920,0.309,17.3,115.9,90.0
104,4,climb IAS,7237,4.2,200,180,3431,2653,855,10607,3278,1915,0.31,17.2,115.9,90.0
106,4,climb IAS,7351,4.3,200,180,3425,2646,855,10606,3277,1910,0.311,17.1,115.9,90.0
108,4,climb IAS,7465,4.4,201,180,3418,2639,855,10605,3276,1905,0.311,17.1,115.9,90.0
110,4,climb IAS,7579,4.5,201,180,3412,2633,855,10604,3275,1900,0.312,17.0,115.9,90.0
112,4,climb IAS,7692,4.6,201,180,3406,2626,855,10602,3274,1896,0.313,16.9,115.9,90.0
114,4,climb IAS,7806,4.7,202,180,3399,2620,855,10601,3273,1891,0.313,16.9,115.9,90.0
116,4,climb IAS,7919,4.9,202,180,3393,2613,855,10600,3272,1886,0.314,16.8,115.9,90.0
118,4,climb IAS,8032,5.0,202,180,3386,2606,855,10599,3271,1881,0.315,16.8,115.9,90.0
120,4,climb IAS,8144,5.1,203,180,3380,2600,855,10598,3270,1877,0.315,16.7,115.9,90.0
122,4,climb IAS,8257,5.2,203,180,3373,2593,855,10597,3269,1872,0.316,16.6,115.9,90.0
124,4,climb IAS,8369,5.3,203,180,3367,2587,854,10596,3268,1867,0.317,16.6,115.9,90.0
126,4,climb IAS,8481,5.4,204,180,3360,2580,854,10595,3267,1862,0.317,16.5,115.9,90.0
128,4,climb IAS,8593,5.5,204,180,3354,2574,854,10594,3266,1858,0.318,16.4,115.9,90.0
130,4,climb IAS,8705,5.6,204,180,3347,2567,854,10593,3265,1853,0.319,16.4,115.9,90.0
132,4,climb IAS,8816,5.8,205,180,3341,2561,854,10592,3263,1848,0.319,16.3,115.9,90.0
134,4,climb IAS,8927,5.9,205,180,3334,2554,854,10591,3262,1844,0.32,16.3,115.9,90.0
136,4,climb IAS,9038,6.0,205,180,3327,2548,854,10590,3261,1839,0.321,16.2,115.9,90.0
138,4,climb IAS,9149,6.1,206,180,3321,2541,854,10589,3260,1834,0.321,16.1,115.9,90.0
140,4,climb IAS,9260,6.2,206,180,3314,2535,854,10588,3259,1830,0.322,16.1,115.9,90.0
142,4,climb IAS,9370,6.3,206,180,3307,2528,854,10587,3258,1825,0.323,16.0,115.9,90.0
144,4,climb IAS,9480,6.4,207,180,3301,2522,854,10586,3257,1820,0.323,16.0,115.9,90.0
146,4,climb IAS,9590,6.6,207,180,3294,2516,854,10585,3256,1816,0.324,15.9,115.9,90.0
148,4,climb IAS,9699,6.7,208,180,3287,2509,853,10584,3255,1811,0.325,15.8,115.9,90.0
150,4,climb IAS,9809,6.8,208,180,3281,2503,853,10583,3254,1807,0.325,15.8,115.9,90.0
152,4,climb IAS,9918,6.9,208,180,3274,2496,853,10582,3253,1802,0.326,15.7,115.9,90.0
154,4,climb IAS,10027,7.0,209,180,3267,2490,853,10581,3252,1797,0.327,15.7,115.9,90.0
156,4,climb IAS,10136,7.1,209,180,3261,2484,853,10580,3251,1793,0.327,15.6,115.9,90.0
158,4,climb IAS,10244,7.3,209,180,3254,2477,853,10579,3250,1788,0.328,15.5,115.9,90.0
160,4,climb IAS,10353,7.4,210,180,3247,2471,853,10578,3249,1784,0.329,15.5,115.9,90.0
162,4,climb IAS,10461,7.5,210,180,3240,2465,853,10577,3248,1779,0.329,15.4,115.9,90.0
164,4,climb IAS,10568,7.6,210,180,3234,2459,853,10576,3247,1775,0.33,15.4,115.9,90.0
166,4,climb IAS,10676,7.7,211,180,3227,2452,853,10575,3246,1770,0.331,15.3,115.9,90.0
168,4,climb IAS,10783,7.8,211,180,3220,2446,853,10574,3245,1766,0.331,15.2,115.9,90.0
170,4,climb IAS,10891,8.0,211,180,3213,2440,852,10573,3244,1761,0.332,15.2,115.9,90.0
172,4,climb IAS,10998,8.1,212,180,3206,2434,852,10572,3244,1757,0.333,15.1,115.9,90.0
174,4,climb IAS,11104,8.2,212,180,3199,2427,852,10571,3243,1752,0.333,15.1,115.9,90.0
176,4,climb IAS,11211,8.3,212,180,3193,2421,852,10570,3242,1748,0.334,15.0,115.9,90.0
178,4,climb IAS,11317,8.4,213,180,3186,2415,852,10569,3241,1743,0.335,15.0,115.9,90.0
180,4,climb IAS,11423,8.5,213,180,3179,2409,852,10568,3240,1739,0.336,14.9,115.9,90.0
182,4,climb IAS,11529,8.7,213,180,3172,2403,852,10567,3239,1734,0.336,14.8,115.9,90.0
184,4,climb IAS,11634,8.8,214,180,3165,2397,852,10566,3238,1730,0.337,14.8,115.9,90.0
186,4,climb IAS,11740,8.9,214,180,3158,2391,852,10565,3237,1726,0.338,14.7,115.9,90.0
188,4,climb IAS,11845,9.0,214,180,3151,2385,852,10564,3236,1721,0.338,14.7,115.9,90.0
190,4,climb IAS,11950,9.1,215,180,3144,2378,852,10564,3235,1717,0.339,14.6,115.9,90.0
192,4,climb IAS,12054,9.3,215,180,3137,2372,851,10563,3234,1713,0.34,14.6,115.9,90.0
194,4,climb IAS,12159,9.4,216,180,3130,2366,851,10562,3233,1708,0.34,14.5,115.9,90.0
196,4,climb IAS,12263,9.5,216,180,3123,2360,851,10561,3232,1704,0.341,14.4,115.9,90.0
198,4,climb IAS,12367,9.6,216,180,3116,2354,851,10560,3231,1699,0.342,14.4,115.9,90.0
200,4,climb IAS,12470,9.7,217,180,3109,2348,851,10559,3230,1695,0.342,14.3,115.9,90.0
202,4,climb IAS,12574,9.9,217,180,3102,2342,851,10558,3229,1691,0.343,14.3,115.9,90.0
204,4,climb IAS,12677,10.0,217,180,3095,2336,851,10557,3228,1686,0.344,14.2,115.9,90.0
206,4,climb IAS,12780,10.1,218,180,3088,2330,851,10556,3227,1682,0.344,14.2,115.9,90.0
208,4,climb IAS,12883,10.2,218,180,3081,2324,851,10555,3226,1678,0.345,14.1,115.9,90.0
210,4,climb IAS,12985,10.3,218,180,3074,2319,851,10554,3225,1674,0.346,14.0,115.9,90.0
212,4,climb IAS,13088,10.5,219,180,3067,2313,851,10553,3225,1669,0.346,14.0,115.9,90.0
214,4,climb IAS,13190,10.6,219,180,3060,2307,850,10552,3224,1665,0.347,13.9,115.9,90.0
216,4,climb IAS,13292,10.7,219,180,3053,2301,850,10551,3223,1661,0.348,13.9,115.9,90.0
218,4,climb IAS,13393,10.8,220,180,3046,2295,850,10550,3222,1657,0.348,13.8,115.9,90.0
220,4,climb IAS,13495,11.0,220,180,3039,2289,850,10550,3221,1652,0.349,13.8,115.9,90.0
222,4,climb IAS,13596,11.1,220,180,3032,2283,850,10549,3220,1648,0.35,13.7,115.9,90.0
224,4,climb IAS,13697,11.2,221,180,3025,2278,850,10548,3219,1644,0.351,13.7,115.9,90.0
226,4,climb IAS,13797,11.3,221,180,3018,2272,850,10547,3218,1640,0.351,13.6,115.9,90.0
228,4,climb IAS,13898,11.4,221,180,3011,2266,850,10546,3217,1636,0.352,13.6,115.9,90.0
