# Flight Simulation Results - C208B Tamarack
# Route: KSZT to KSAN
# Initial Fuel: 2200 lb
# Payload: 1900 lb
# Cruise Altitude: 10000 ft
# Winds/Temps Source: No Wind
# ISA Dev: +0°C
# Approach VAPP: 85.7 kts
# Approach VREF: 59.3 kts
# Generated: 2025-11-06 15:10:26
# Original Data Points: 3907
# Sampled Data Points (2-sec intervals): 9766
# Time Range: 0 - 19530 seconds
# Exact 2-second intervals, no skipped rows
# 
Time (s),Segment,Segment Name,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
0,0,takeoff roll,2131,0.0,1,1,36,4877,261,8700,2150,0,0.002,67.7,85.7,59.3
2,0,takeoff roll,2147,0.0,15,15,272,3954,277,8700,2150,148,0.023,52.9,85.7,59.3
4,0,takeoff roll,2165,0.0,30,29,520,2982,293,8700,2150,304,0.046,37.2,85.7,59.3
6,0,takeoff roll,2183,0.0,41,40,638,2338,311,8699,2149,384,0.062,27.3,85.7,59.3
8,0,takeoff roll,2203,0.1,48,46,626,2021,329,8699,2149,387,0.073,23.1,85.7,59.3
10,0,takeoff roll,2222,0.1,55,53,614,1704,348,8699,2149,390,0.083,18.9,85.7,59.3
12,0,takeoff roll,2245,0.1,61,59,666,1699,369,8699,2149,389,0.092,18.6,85.7,59.3
14,0,takeoff roll,2268,0.2,66,64,719,1695,390,8698,2148,389,0.101,18.3,85.7,59.3
16,0,takeoff roll,2290,0.2,72,69,711,1683,447,8698,2148,396,0.109,16.9,85.7,59.3
18,2,2nd segment climb,2311,0.2,76,74,642,1663,540,8698,2148,410,0.116,14.5,85.7,59.3
20,2,2nd segment climb,2332,0.3,81,78,573,1644,633,8698,2148,424,0.123,12.0,85.7,59.3
22,2,2nd segment climb,2352,0.3,83,81,557,1618,650,8698,2148,416,0.127,11.2,85.7,59.3
24,2,2nd segment climb,2370,0.4,85,82,559,1590,643,8697,2147,400,0.13,11.0,85.7,59.3
26,2,2nd segment climb,2389,0.4,87,84,560,1569,637,8697,2147,388,0.133,10.8,85.7,59.3
28,2,2nd segment climb,2408,0.5,87,84,560,1568,637,8697,2147,388,0.133,10.8,85.7,59.3
30,2,2nd segment climb,2427,0.5,87,84,560,1568,637,8697,2147,388,0.133,10.8,85.7,59.3
32,2,2nd segment climb,2445,0.6,87,84,559,1567,637,8697,2147,388,0.133,10.8,85.7,59.3
34,2,2nd segment climb,2464,0.6,87,84,559,1566,637,8696,2146,388,0.133,10.7,85.7,59.3
36,2,2nd segment climb,2482,0.7,87,84,559,1566,637,8696,2146,388,0.133,10.7,85.7,59.3
38,2,2nd segment climb,2501,0.7,87,84,559,1565,637,8696,2146,388,0.133,10.7,85.7,59.3
40,2,2nd segment climb,2520,0.8,87,84,558,1564,637,8696,2146,387,0.133,10.7,85.7,59.3
42,2,2nd segment climb,2539,0.8,87,84,571,1563,616,8695,2145,387,0.133,11.0,85.7,59.3
44,3,3rd segment climb,2559,0.9,87,84,588,1563,587,8695,2145,387,0.133,11.3,85.7,59.3
46,3,3rd segment climb,2579,0.9,87,84,601,1562,566,8695,2145,387,0.133,11.5,85.7,59.3
48,3,3rd segment climb,2599,1.0,87,84,600,1561,566,8695,2145,387,0.133,11.5,85.7,59.3
50,3,3rd segment climb,2619,1.0,87,84,600,1560,566,8695,2145,387,0.133,11.5,85.7,59.3
52,3,3rd segment climb,2639,1.1,87,84,600,1559,566,8694,2144,387,0.133,11.5,85.7,59.3
54,3,3rd segment climb,2659,1.1,87,84,600,1559,566,8694,2144,387,0.133,11.5,85.7,59.3
56,3,3rd segment climb,2679,1.2,87,84,599,1558,566,8694,2144,386,0.133,11.5,85.7,59.3
58,3,3rd segment climb,2699,1.2,87,84,599,1557,566,8694,2144,386,0.133,11.5,85.7,59.3
60,3,3rd segment climb,2719,1.3,87,84,599,1556,565,8694,2144,386,0.133,11.5,85.7,59.3
62,3,3rd segment climb,2739,1.3,87,84,599,1556,565,8693,2143,386,0.133,11.5,85.7,59.3
64,3,3rd segment climb,2759,1.4,87,84,598,1555,565,8693,2143,386,0.133,11.5,85.7,59.3
66,3,3rd segment climb,2778,1.4,87,84,598,1554,565,8693,2143,386,0.134,11.4,85.7,59.3
68,3,3rd segment climb,2798,1.4,87,84,598,1553,565,8693,2143,386,0.134,11.4,85.7,59.3
70,3,3rd segment climb,2818,1.5,88,84,598,1553,565,8692,2142,385,0.134,11.4,85.7,59.3
