# Flight Simulation Results - CJ1 Flatwing
# Route: KSZT to KSAN
# Initial Fuel: 3440 lb
# Payload: 0 lb
# Cruise Altitude: 41000 ft
# Winds/Temps Source: No Wind
# ISA Dev: +10°C
# Approach VAPP: 118.6 kts
# Approach VREF: 92.5 kts
# Generated: 2025-11-10 16:23:02
# Original Data Points: 1945
# Sampled Data Points (2-sec intervals): 4861
# Time Range: 0 - 9720 seconds
# Exact 2-second intervals, no skipped rows
# 
Time (s),Segment,Segment Name,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
0,0,takeoff roll,2131,0.0,1,1,20,3517,159,10590,3340,0,0.001,35.2,118.6,92.5
2,0,takeoff roll,2147,0.0,12,11,387,3477,165,10589,3339,948,0.018,34.7,118.6,92.5
4,0,takeoff roll,2164,0.0,24,23,773,3434,172,10587,3337,1945,0.036,34.1,118.6,92.5
6,0,takeoff roll,2196,0.0,35,34,1133,3391,185,10586,3336,2439,0.054,33.5,118.6,92.5
8,0,takeoff roll,2243,0.1,47,44,1469,3348,205,10585,3335,2428,0.072,32.8,118.6,92.5
10,0,takeoff roll,2290,0.1,58,55,1804,3305,225,10583,3333,2417,0.089,32.1,118.6,92.5
12,0,takeoff roll,2362,0.1,69,65,2080,3263,255,10582,3332,2387,0.106,31.4,118.6,92.5
14,0,takeoff roll,2434,0.2,80,76,2356,3221,285,10581,3331,2356,0.122,30.6,118.6,92.5
16,0,takeoff roll,2514,0.2,90,85,2469,3183,404,10579,3329,2353,0.137,28.6,118.6,92.5
18,1,1st segment climb,2601,0.3,99,93,2419,3148,611,10578,3328,2376,0.151,25.5,118.6,92.5
20,1,1st segment climb,2688,0.3,108,102,2369,3113,818,10577,3327,2399,0.165,22.3,118.6,92.5
22,1,1st segment climb,2773,0.4,113,106,2442,3091,829,10576,3326,2339,0.173,21.9,118.6,92.5
24,3,3rd segment climb,2859,0.4,117,110,2536,3072,805,10574,3324,2264,0.179,21.9,118.6,92.5
26,3,3rd segment climb,2944,0.5,120,113,2597,3058,790,10573,3323,2213,0.183,22.0,118.6,92.5
28,3,3rd segment climb,3031,0.6,120,113,2594,3052,789,10572,3322,2205,0.184,21.9,118.6,92.5
30,3,3rd segment climb,3117,0.6,120,113,2592,3047,789,10571,3321,2198,0.184,21.9,118.6,92.5
32,3,3rd segment climb,3204,0.7,120,113,2589,3041,789,10569,3319,2194,0.184,21.8,118.6,92.5
34,3,3rd segment climb,3290,0.8,120,113,2587,3036,789,10568,3318,2190,0.184,21.8,118.6,92.5
36,3,3rd segment climb,3376,0.8,120,113,2584,3030,789,10567,3317,2186,0.185,21.7,118.6,92.5
38,3,3rd segment climb,3462,0.9,120,113,2582,3025,789,10566,3316,2182,0.185,21.7,118.6,92.5
40,3,3rd segment climb,3548,1.0,121,113,2579,3020,789,10565,3315,2178,0.185,21.6,118.6,92.5
42,3,3rd segment climb,3637,1.1,125,116,2661,3006,781,10563,3313,2172,0.192,21.5,118.6,92.5
44,4,climb IAS,3726,1.1,130,121,2757,2990,771,10562,3312,2166,0.199,21.5,118.6,92.5
46,4,climb IAS,3819,1.2,136,126,2865,2969,764,10561,3311,2155,0.209,21.3,118.6,92.5
48,4,climb IAS,3920,1.3,143,133,2993,2939,761,10560,3310,2135,0.221,21.1,118.6,92.5
50,4,climb IAS,4021,1.4,151,140,3122,2909,757,10559,3309,2116,0.233,20.8,118.6,92.5
52,4,climb IAS,4128,1.4,159,147,3211,2880,770,10557,3307,2095,0.245,20.4,118.6,92.5
54,4,climb IAS,4238,1.5,166,154,3294,2851,785,10556,3306,2074,0.256,20.0,118.6,92.5
56,4,climb IAS,4348,1.6,174,160,3363,2823,804,10555,3305,2053,0.268,19.5,118.6,92.5
58,4,climb IAS,4462,1.7,181,167,3406,2796,830,10554,3304,2033,0.279,19.0,118.6,92.5
60,4,climb IAS,4576,1.8,188,173,3449,2770,857,10553,3303,2013,0.29,18.4,118.6,92.5
62,4,climb IAS,4692,1.9,195,179,3464,2745,888,10552,3302,1995,0.3,17.9,118.6,92.5
64,4,climb IAS,4808,2.1,201,185,3473,2720,920,10551,3301,1976,0.311,17.3,118.6,92.5
66,4,climb IAS,4923,2.2,207,190,3469,2696,953,10550,3300,1959,0.32,16.8,118.6,92.5
68,4,climb IAS,5039,2.3,213,195,3442,2674,987,10549,3299,1942,0.329,16.2,118.6,92.5
70,4,climb IAS,5154,2.4,218,199,3415,2652,1022,10548,3298,1925,0.338,15.6,118.6,92.5
72,4,climb IAS,5266,2.5,219,200,3397,2642,1030,10547,3297,1914,0.339,15.5,118.6,92.5
74,4,climb IAS,5379,2.6,220,200,3380,2634,1033,10545,3295,1904,0.34,15.4,118.6,92.5
76,4,climb IAS,5491,2.8,220,200,3366,2627,1035,10544,3294,1896,0.341,15.3,118.6,92.5
78,4,climb IAS,5603,2.9,221,200,3359,2621,1035,10543,3293,1891,0.341,15.2,118.6,92.5
80,4,climb IAS,5715,3.0,221,200,3352,2614,1035,10542,3292,1887,0.342,15.2,118.6,92.5
82,4,climb IAS,5827,3.1,221,200,3345,2608,1035,10541,3291,1882,0.343,15.1,118.6,92.5
84,4,climb IAS,5938,3.3,222,200,3337,2602,1035,10540,3290,1878,0.344,15.0,118.6,92.5
86,4,climb IAS,6049,3.4,222,200,3330,2595,1035,10539,3289,1873,0.344,15.0,118.6,92.5
88,4,climb IAS,6160,3.5,222,200,3323,2589,1035,10538,3288,1869,0.345,14.9,118.6,92.5
90,4,climb IAS,6271,3.6,223,200,3315,2583,1034,10537,3287,1864,0.346,14.9,118.6,92.5
92,4,climb IAS,6381,3.8,223,200,3308,2577,1034,10536,3286,1860,0.346,14.8,118.6,92.5
94,4,climb IAS,6491,3.9,224,200,3300,2570,1034,10535,3285,1855,0.347,14.7,118.6,92.5
96,4,climb IAS,6601,4.0,224,200,3293,2564,1034,10534,3284,1851,0.348,14.7,118.6,92.5
98,4,climb IAS,6710,4.1,224,200,3286,2558,1034,10533,3283,1846,0.349,14.6,118.6,92.5
100,4,climb IAS,6820,4.3,225,200,3278,2552,1034,10532,3282,1842,0.349,14.6,118.6,92.5
102,4,climb IAS,6929,4.4,225,200,3271,2546,1034,10531,3281,1837,0.35,14.5,118.6,92.5
104,4,climb IAS,7037,4.5,225,200,3263,2539,1034,10530,3280,1833,0.351,14.4,118.6,92.5
106,4,climb IAS,7146,4.6,226,200,3256,2533,1033,10529,3279,1828,0.351,14.4,118.6,92.5
108,4,climb IAS,7254,4.8,226,200,3248,2527,1033,10528,3278,1824,0.352,14.3,118.6,92.5
110,4,climb IAS,7363,4.9,226,200,3241,2521,1033,10527,3277,1820,0.353,14.3,118.6,92.5
112,4,climb IAS,7470,5.0,227,200,3233,2515,1033,10526,3276,1815,0.354,14.2,118.6,92.5
114,4,climb IAS,7578,5.1,227,200,3226,2509,1033,10525,3275,1811,0.354,14.2,118.6,92.5
116,4,climb IAS,7685,5.3,228,200,3218,2503,1033,10524,3274,1806,0.355,14.1,118.6,92.5
118,4,climb IAS,7792,5.4,228,200,3211,2497,1033,10523,3273,1802,0.356,14.0,118.6,92.5
