# Flight Simulation Results - CJ1 Tamarack
# Route: KSZT to KSJT
# Initial Fuel: 3440 lb
# Payload: 0 lb
# Cruise Altitude: 41000 ft
# Winds/Temps Source: No Wind
# ISA Dev: +0°C
# Approach VAPP: 111.3 kts
# Approach VREF: 85.7 kts
# Generated: 2025-11-12 09:05:54
# Original Data Points: 2538
# Sampled Data Points (2-sec intervals): 6344
# Time Range: 0 - 12686 seconds
# Exact 2-second intervals, no skipped rows
# 
Time (s),Segment,Segment Name,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
0,0,takeoff roll,2131,0.0,1,1,22,3603,157,10495,3340,0,0.001,36.6,111.3,85.7
2,0,takeoff roll,2148,0.0,12,12,413,3559,165,10494,3339,970,0.019,36.0,111.3,85.7
4,0,takeoff roll,2167,0.0,25,24,824,3513,172,10492,3337,1991,0.037,35.4,111.3,85.7
6,0,takeoff roll,2201,0.0,37,35,1207,3466,187,10491,3336,2495,0.056,34.7,111.3,85.7
8,0,takeoff roll,2250,0.1,48,47,1561,3420,209,10489,3334,2482,0.074,33.9,111.3,85.7
10,0,takeoff roll,2300,0.1,60,58,1915,3374,231,10488,3333,2470,0.092,33.2,111.3,85.7
12,0,takeoff roll,2377,0.1,71,69,2203,3329,264,10487,3332,2437,0.109,32.3,111.3,85.7
14,0,takeoff roll,2453,0.2,82,79,2490,3285,298,10485,3330,2404,0.125,31.4,111.3,85.7
16,0,takeoff roll,2536,0.2,92,89,2650,3248,377,10484,3329,2409,0.141,29.9,111.3,85.7
18,3,3rd segment climb,2624,0.3,101,97,2684,3218,500,10483,3328,2450,0.154,27.6,111.3,85.7
20,3,3rd segment climb,2712,0.3,110,105,2717,3188,624,10481,3326,2491,0.167,25.4,111.3,85.7
22,3,3rd segment climb,2802,0.4,111,107,2723,3173,644,10480,3325,2427,0.17,24.9,111.3,85.7
24,3,3rd segment climb,2893,0.5,112,107,2721,3160,639,10479,3324,2337,0.171,24.8,111.3,85.7
26,3,3rd segment climb,2984,0.5,112,107,2719,3150,635,10478,3323,2272,0.171,24.7,111.3,85.7
28,3,3rd segment climb,3074,0.6,112,107,2716,3144,635,10476,3321,2268,0.171,24.7,111.3,85.7
30,3,3rd segment climb,3165,0.6,112,107,2714,3139,635,10475,3320,2264,0.171,24.6,111.3,85.7
32,3,3rd segment climb,3255,0.7,112,107,2712,3133,635,10474,3319,2260,0.172,24.6,111.3,85.7
34,3,3rd segment climb,3345,0.8,112,107,2710,3127,635,10473,3318,2256,0.172,24.5,111.3,85.7
36,3,3rd segment climb,3436,0.8,113,107,2708,3121,635,10471,3316,2251,0.172,24.4,111.3,85.7
38,3,3rd segment climb,3526,0.9,113,107,2705,3116,635,10470,3315,2247,0.173,24.4,111.3,85.7
40,3,3rd segment climb,3616,1.0,113,107,2703,3110,635,10469,3314,2243,0.173,24.3,111.3,85.7
42,3,3rd segment climb,3714,1.0,120,114,2847,3085,631,10468,3313,2232,0.184,24.1,111.3,85.7
44,4,climb IAS,3813,1.1,129,122,3028,3056,627,10466,3311,2220,0.198,23.9,111.3,85.7
46,4,climb IAS,3916,1.2,138,130,3190,3025,630,10465,3310,2203,0.211,23.5,111.3,85.7
48,4,climb IAS,4028,1.2,146,138,3311,2991,648,10464,3309,2178,0.224,23.0,111.3,85.7
50,4,climb IAS,4139,1.3,155,146,3432,2958,665,10463,3308,2154,0.237,22.5,111.3,85.7
52,4,climb IAS,4257,1.4,163,153,3512,2926,694,10462,3307,2130,0.25,21.8,111.3,85.7
54,4,climb IAS,4376,1.5,171,160,3580,2894,726,10461,3306,2107,0.262,21.2,111.3,85.7
56,4,climb IAS,4496,1.6,178,167,3631,2864,760,10459,3304,2084,0.274,20.5,111.3,85.7
58,4,climb IAS,4618,1.7,185,173,3639,2835,799,10458,3303,2062,0.284,19.8,111.3,85.7
60,4,climb IAS,4740,1.8,191,179,3647,2806,838,10457,3302,2041,0.294,19.2,111.3,85.7
62,4,climb IAS,4861,1.9,193,180,3638,2794,848,10456,3301,2027,0.297,18.9,111.3,85.7
64,4,climb IAS,4982,2.0,193,180,3623,2785,851,10455,3300,2015,0.297,18.8,111.3,85.7
66,4,climb IAS,5102,2.1,194,180,3612,2777,852,10454,3299,2005,0.298,18.7,111.3,85.7
68,4,climb IAS,5223,2.2,194,180,3605,2770,852,10453,3298,2000,0.299,18.7,111.3,85.7
70,4,climb IAS,5343,2.4,194,180,3599,2763,852,10452,3297,1995,0.299,18.6,111.3,85.7
72,4,climb IAS,5462,2.5,195,180,3593,2756,852,10450,3295,1990,0.3,18.5,111.3,85.7
74,4,climb IAS,5582,2.6,195,180,3587,2749,852,10449,3294,1985,0.301,18.5,111.3,85.7
76,4,climb IAS,5701,2.7,195,180,3580,2742,852,10448,3293,1980,0.301,18.4,111.3,85.7
78,4,climb IAS,5821,2.8,196,180,3574,2735,852,10447,3292,1975,0.302,18.3,111.3,85.7
80,4,climb IAS,5940,2.9,196,180,3568,2728,852,10446,3291,1969,0.303,18.3,111.3,85.7
82,4,climb IAS,6058,3.0,196,180,3561,2722,852,10445,3290,1964,0.303,18.2,111.3,85.7
84,4,climb IAS,6177,3.1,197,180,3555,2715,852,10444,3289,1960,0.304,18.1,111.3,85.7
86,4,climb IAS,6295,3.2,197,180,3549,2708,852,10443,3288,1955,0.305,18.1,111.3,85.7
88,4,climb IAS,6413,3.3,198,180,3542,2701,851,10442,3287,1950,0.305,18.0,111.3,85.7
90,4,climb IAS,6531,3.4,198,180,3536,2694,851,10441,3286,1945,0.306,17.9,111.3,85.7
92,4,climb IAS,6649,3.6,198,180,3529,2687,851,10440,3285,1940,0.307,17.9,111.3,85.7
94,4,climb IAS,6766,3.7,199,180,3523,2680,851,10439,3284,1935,0.307,17.8,111.3,85.7
96,4,climb IAS,6884,3.8,199,180,3516,2673,851,10437,3282,1930,0.308,17.7,111.3,85.7
98,4,climb IAS,7001,3.9,199,180,3510,2667,851,10436,3281,1925,0.309,17.7,111.3,85.7
100,4,climb IAS,7118,4.0,200,180,3503,2660,851,10435,3280,1920,0.309,17.6,111.3,85.7
102,4,climb IAS,7234,4.1,200,180,3497,2653,851,10434,3279,1915,0.31,17.5,111.3,85.7
104,4,climb IAS,7351,4.2,200,180,3490,2646,851,10433,3278,1910,0.311,17.5,111.3,85.7
106,4,climb IAS,7467,4.3,201,180,3484,2639,851,10432,3277,1905,0.311,17.4,111.3,85.7
108,4,climb IAS,7583,4.4,201,180,3477,2633,851,10431,3276,1900,0.312,17.3,111.3,85.7
110,4,climb IAS,7699,4.6,201,180,3470,2626,851,10430,3275,1895,0.313,17.3,111.3,85.7
112,4,climb IAS,7814,4.7,202,180,3464,2619,850,10429,3274,1891,0.313,17.2,111.3,85.7
114,4,climb IAS,7929,4.8,202,180,3457,2612,850,10428,3273,1886,0.314,17.1,111.3,85.7
116,4,climb IAS,8044,4.9,202,180,3450,2606,850,10427,3272,1881,0.315,17.1,111.3,85.7
118,4,climb IAS,8159,5.0,203,180,3444,2599,850,10426,3271,1876,0.315,17.0,111.3,85.7
120,4,climb IAS,8274,5.1,203,180,3437,2592,850,10425,3270,1871,0.316,16.9,111.3,85.7
122,4,climb IAS,8388,5.2,203,180,3430,2586,850,10424,3269,1866,0.317,16.9,111.3,85.7
124,4,climb IAS,8502,5.3,204,180,3423,2579,850,10423,3268,1862,0.317,16.8,111.3,85.7
126,4,climb IAS,8616,5.5,204,180,3417,2572,850,10422,3267,1857,0.318,16.8,111.3,85.7
128,4,climb IAS,8730,5.6,204,180,3410,2566,850,10421,3266,1852,0.319,16.7,111.3,85.7
130,4,climb IAS,8844,5.7,205,180,3403,2559,850,10420,3265,1847,0.32,16.6,111.3,85.7
132,4,climb IAS,8957,5.8,205,180,3396,2552,850,10419,3264,1843,0.32,16.6,111.3,85.7
134,4,climb IAS,9070,5.9,206,180,3389,2546,849,10418,3263,1838,0.321,16.5,111.3,85.7
136,4,climb IAS,9183,6.0,206,180,3383,2539,849,10417,3262,1833,0.322,16.4,111.3,85.7
138,4,climb IAS,9295,6.1,206,180,3376,2533,849,10416,3261,1828,0.322,16.4,111.3,85.7
140,4,climb IAS,9408,6.3,207,180,3369,2526,849,10415,3260,1824,0.323,16.3,111.3,85.7
142,4,climb IAS,9520,6.4,207,180,3362,2520,849,10414,3259,1819,0.324,16.3,111.3,85.7
144,4,climb IAS,9632,6.5,207,180,3355,2513,849,10413,3258,1814,0.324,16.2,111.3,85.7
146,4,climb IAS,9743,6.6,208,180,3348,2507,849,10412,3257,1809,0.325,16.1,111.3,85.7
148,4,climb IAS,9855,6.7,208,180,3341,2500,849,10411,3256,1805,0.326,16.1,111.3,85.7
150,4,climb IAS,9966,6.8,208,180,3334,2494,849,10410,3255,1800,0.326,16.0,111.3,85.7
152,4,climb IAS,10077,6.9,209,180,3327,2487,849,10409,3254,1795,0.327,15.9,111.3,85.7
154,4,climb IAS,10188,7.1,209,180,3320,2481,849,10408,3253,1791,0.328,15.9,111.3,85.7
156,4,climb IAS,10298,7.2,209,180,3313,2474,848,10407,3252,1786,0.328,15.8,111.3,85.7
158,4,climb IAS,10408,7.3,210,180,3306,2468,848,10406,3251,1782,0.329,15.8,111.3,85.7
160,4,climb IAS,10518,7.4,210,180,3299,2462,848,10405,3250,1777,0.33,15.7,111.3,85.7
162,4,climb IAS,10628,7.5,210,180,3292,2455,848,10404,3249,1772,0.33,15.6,111.3,85.7
164,4,climb IAS,10738,7.6,211,180,3285,2449,848,10403,3248,1768,0.331,15.6,111.3,85.7
166,4,climb IAS,10847,7.8,211,180,3278,2442,848,10402,3247,1763,0.332,15.5,111.3,85.7
168,4,climb IAS,10956,7.9,212,180,3271,2436,848,10401,3246,1759,0.333,15.5,111.3,85.7
170,4,climb IAS,11065,8.0,212,180,3264,2430,848,10400,3245,1754,0.333,15.4,111.3,85.7
172,4,climb IAS,11174,8.1,212,180,3257,2424,848,10399,3244,1749,0.334,15.3,111.3,85.7
174,4,climb IAS,11282,8.2,213,180,3250,2417,848,10398,3243,1745,0.335,15.3,111.3,85.7
176,4,climb IAS,11390,8.4,213,180,3243,2411,848,10397,3242,1740,0.335,15.2,111.3,85.7
178,4,climb IAS,11498,8.5,213,180,3236,2405,847,10396,3241,1736,0.336,15.1,111.3,85.7
180,4,climb IAS,11606,8.6,214,180,3229,2398,847,10395,3240,1731,0.337,15.1,111.3,85.7
182,4,climb IAS,11713,8.7,214,180,3221,2392,847,10394,3239,1727,0.337,15.0,111.3,85.7
184,4,climb IAS,11820,8.8,214,180,3214,2386,847,10393,3238,1722,0.338,15.0,111.3,85.7
186,4,climb IAS,11927,8.9,215,180,3207,2380,847,10392,3237,1718,0.339,14.9,111.3,85.7
188,4,climb IAS,12034,9.1,215,180,3200,2374,847,10391,3236,1713,0.339,14.9,111.3,85.7
190,4,climb IAS,12141,9.2,215,180,3193,2367,847,10390,3235,1709,0.34,14.8,111.3,85.7
192,4,climb IAS,12247,9.3,216,180,3185,2361,847,10389,3234,1705,0.341,14.7,111.3,85.7
194,4,climb IAS,12353,9.4,216,180,3178,2355,847,10388,3233,1700,0.342,14.7,111.3,85.7
196,4,climb IAS,12459,9.5,217,180,3171,2349,847,10387,3232,1696,0.342,14.6,111.3,85.7
198,4,climb IAS,12564,9.7,217,180,3164,2343,847,10386,3231,1691,0.343,14.6,111.3,85.7
200,4,climb IAS,12669,9.8,217,180,3157,2337,846,10385,3230,1687,0.344,14.5,111.3,85.7
202,4,climb IAS,12774,9.9,218,180,3149,2331,846,10385,3230,1683,0.344,14.4,111.3,85.7
204,4,climb IAS,12879,10.0,218,180,3142,2325,846,10384,3229,1678,0.345,14.4,111.3,85.7
206,4,climb IAS,12984,10.2,218,180,3135,2319,846,10383,3228,1674,0.346,14.3,111.3,85.7
208,4,climb IAS,13088,10.3,219,180,3127,2313,846,10382,3227,1669,0.346,14.3,111.3,85.7
210,4,climb IAS,13192,10.4,219,180,3120,2307,846,10381,3226,1665,0.347,14.2,111.3,85.7
212,4,climb IAS,13296,10.5,219,180,3113,2301,846,10380,3225,1661,0.348,14.2,111.3,85.7
214,4,climb IAS,13400,10.6,220,180,3106,2295,846,10379,3224,1657,0.349,14.1,111.3,85.7
216,4,climb IAS,13503,10.8,220,180,3098,2289,846,10378,3223,1652,0.349,14.0,111.3,85.7
218,4,climb IAS,13606,10.9,220,180,3091,2283,846,10377,3222,1648,0.35,14.0,111.3,85.7
220,4,climb IAS,13709,11.0,221,180,3084,2277,846,10376,3221,1644,0.351,13.9,111.3,85.7
222,4,climb IAS,13811,11.1,221,180,3076,2271,845,10375,3220,1639,0.351,13.9,111.3,85.7
224,4,climb IAS,13914,11.3,221,180,3069,2265,845,10374,3219,1635,0.352,13.8,111.3,85.7
226,4,climb IAS,14016,11.4,222,180,3062,2259,845,10374,3219,1631,0.353,13.8,111.3,85.7
228,4,climb IAS,14118,11.5,222,180,3054,2253,845,10373,3218,1627,0.353,13.7,111.3,85.7
230,4,climb IAS,14220,11.6,223,180,3047,2248,845,10372,3217,1622,0.354,13.6,111.3,85.7
232,4,climb IAS,14321,11.7,223,180,3040,2242,845,10371,3216,1618,0.355,13.6,111.3,85.7
234,4,climb IAS,14422,11.9,223,180,3032,2236,845,10370,3215,1614,0.356,13.5,111.3,85.7
236,4,climb IAS,14523,12.0,224,180,3025,2230,845,10369,3214,1610,0.356,13.5,111.3,85.7
238,4,climb IAS,14623,12.1,224,180,3017,2224,845,10368,3213,1606,0.357,13.4,111.3,85.7
240,4,climb IAS,14724,12.2,224,180,3010,2219,845,10367,3212,1602,0.358,13.4,111.3,85.7
242,4,climb IAS,14824,12.4,225,180,3003,2213,845,10366,3211,1597,0.358,13.3,111.3,85.7
244,4,climb IAS,14924,12.5,225,180,2995,2207,844,10365,3210,1593,0.359,13.3,111.3,85.7
246,4,climb IAS,15024,12.6,225,180,2988,2201,844,10365,3210,1589,0.36,13.2,111.3,85.7
248,4,climb IAS,15123,12.7,226,180,2980,2196,844,10364,3209,1585,0.36,13.2,111.3,85.7
250,4,climb IAS,15222,12.9,226,180,2973,2190,844,10363,3208,1581,0.361,13.1,111.3,85.7
252,4,climb IAS,15321,13.0,226,180,2966,2184,844,10362,3207,1577,0.362,13.0,111.3,85.7
254,4,climb IAS,15420,13.1,227,180,2958,2179,844,10361,3206,1573,0.363,13.0,111.3,85.7
256,4,climb IAS,15518,13.2,227,180,2951,2173,844,10360,3205,1569,0.363,12.9,111.3,85.7
258,4,climb IAS,15616,13.4,227,180,2943,2168,844,10359,3204,1565,0.364,12.9,111.3,85.7
260,4,climb IAS,15714,13.5,228,180,2936,2162,844,10358,3203,1561,0.365,12.8,111.3,85.7
262,4,climb IAS,15812,13.6,228,180,2928,2156,844,10358,3203,1557,0.365,12.8,111.3,85.7
264,4,climb IAS,15909,13.8,229,180,2921,2151,843,10357,3202,1553,0.366,12.7,111.3,85.7
266,4,climb IAS,16007,13.9,229,180,2914,2145,843,10356,3201,1549,0.367,12.7,111.3,85.7
268,4,climb IAS,16103,14.0,229,180,2906,2140,843,10355,3200,1545,0.367,12.6,111.3,85.7
270,4,climb IAS,16200,14.1,230,180,2899,2134,843,10354,3199,1541,0.368,12.6,111.3,85.7
272,4,climb IAS,16297,14.3,230,180,2891,2129,843,10353,3198,1537,0.369,12.5,111.3,85.7
274,4,climb IAS,16393,14.4,230,180,2884,2123,843,10352,3197,1533,0.37,12.5,111.3,85.7
276,4,climb IAS,16489,14.5,231,180,2876,2118,843,10352,3197,1529,0.37,12.4,111.3,85.7
278,4,climb IAS,16584,14.6,231,180,2869,2112,843,10351,3196,1525,0.371,12.4,111.3,85.7
