# Flight Simulation Results - CJ1 Tamarack
# Route: KSZT to KSAN
# Initial Fuel: 3440 lb
# Payload: 0 lb
# Cruise Altitude: 37000 ft
# Winds/Temps Source: No Wind
# ISA Dev: +10°C
# Approach VAPP: 108.7 kts
# Approach VREF: 83.2 kts
# Generated: 2025-11-12 08:40:38
# Original Data Points: 3050
# Sampled Data Points (2-sec intervals): 7624
# Time Range: 0 - 15246 seconds
# Exact 2-second intervals, no skipped rows
# 
Time (s),Segment,Segment Name,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
0,0,takeoff roll,0,0.0,1,1,23,3671,157,10495,3340,0,0.001,37.3,108.7,83.2
2,0,takeoff roll,18,0.0,13,12,428,3624,165,10494,3339,988,0.019,36.7,108.7,83.2
4,0,takeoff roll,37,0.0,25,25,854,3575,173,10492,3337,2027,0.038,36.1,108.7,83.2
6,0,takeoff roll,72,0.0,37,37,1250,3526,189,10491,3336,2540,0.057,35.3,108.7,83.2
8,0,takeoff roll,124,0.1,49,48,1615,3478,213,10489,3334,2526,0.075,34.5,108.7,83.2
10,0,takeoff roll,175,0.1,61,60,1980,3430,236,10488,3333,2512,0.093,33.7,108.7,83.2
12,0,takeoff roll,254,0.1,72,71,2273,3383,271,10487,3332,2478,0.11,32.8,108.7,83.2
14,0,takeoff roll,333,0.2,84,82,2567,3336,307,10485,3330,2443,0.127,31.9,108.7,83.2
16,0,takeoff roll,418,0.2,93,91,2720,3296,383,10484,3329,2438,0.142,30.3,108.7,83.2
18,3,3rd segment climb,507,0.3,101,99,2734,3263,501,10483,3328,2463,0.154,28.1,108.7,83.2
20,3,3rd segment climb,597,0.3,109,106,2748,3230,618,10481,3326,2487,0.165,25.8,108.7,83.2
22,3,3rd segment climb,689,0.4,110,107,2748,3220,635,10480,3325,2431,0.167,25.4,108.7,83.2
24,3,3rd segment climb,780,0.5,110,107,2746,3214,635,10479,3324,2361,0.168,25.4,108.7,83.2
26,3,3rd segment climb,872,0.5,110,107,2744,3209,635,10477,3322,2314,0.168,25.3,108.7,83.2
28,3,3rd segment climb,963,0.6,110,107,2742,3203,635,10476,3321,2310,0.168,25.3,108.7,83.2
30,3,3rd segment climb,1054,0.6,111,107,2740,3197,635,10475,3320,2306,0.169,25.2,108.7,83.2
32,3,3rd segment climb,1146,0.7,111,107,2738,3191,635,10474,3319,2302,0.169,25.2,108.7,83.2
34,3,3rd segment climb,1237,0.8,111,107,2736,3185,635,10472,3317,2298,0.169,25.1,108.7,83.2
36,3,3rd segment climb,1328,0.8,111,107,2734,3180,635,10471,3316,2294,0.169,25.1,108.7,83.2
38,3,3rd segment climb,1419,0.9,111,107,2732,3174,635,10470,3315,2289,0.17,25.0,108.7,83.2
40,3,3rd segment climb,1510,0.9,111,107,2730,3168,635,10468,3313,2285,0.17,24.9,108.7,83.2
42,3,3rd segment climb,1610,1.0,119,114,2890,3141,631,10467,3312,2273,0.182,24.7,108.7,83.2
44,4,climb IAS,1710,1.1,128,123,3078,3110,628,10466,3311,2260,0.196,24.4,108.7,83.2
46,4,climb IAS,1816,1.2,137,131,3245,3078,632,10465,3310,2242,0.21,24.0,108.7,83.2
48,4,climb IAS,1929,1.2,146,140,3370,3043,651,10464,3309,2216,0.223,23.5,108.7,83.2
50,4,climb IAS,2042,1.3,155,148,3495,3007,671,10462,3307,2190,0.236,22.9,108.7,83.2
52,4,climb IAS,2162,1.4,163,155,3574,2974,703,10461,3306,2166,0.249,22.2,108.7,83.2
54,4,climb IAS,2283,1.5,171,163,3643,2941,737,10460,3305,2141,0.262,21.6,108.7,83.2
56,4,climb IAS,2405,1.6,178,169,3687,2910,772,10459,3304,2118,0.273,20.9,108.7,83.2
58,4,climb IAS,2529,1.7,184,174,3683,2882,810,10458,3303,2096,0.281,20.2,108.7,83.2
60,4,climb IAS,2653,1.8,189,179,3678,2854,847,10456,3301,2074,0.29,19.6,108.7,83.2
62,4,climb IAS,2775,1.9,190,180,3672,2844,853,10455,3300,2061,0.292,19.4,108.7,83.2
64,4,climb IAS,2897,2.0,191,180,3666,2836,853,10454,3299,2051,0.293,19.3,108.7,83.2
66,4,climb IAS,3020,2.1,191,180,3660,2829,853,10453,3298,2042,0.293,19.3,108.7,83.2
68,4,climb IAS,3141,2.2,192,180,3654,2822,853,10452,3297,2037,0.294,19.2,108.7,83.2
70,4,climb IAS,3263,2.3,192,180,3648,2815,853,10451,3296,2032,0.295,19.1,108.7,83.2
72,4,climb IAS,3384,2.5,192,180,3642,2808,853,10450,3295,2027,0.295,19.0,108.7,83.2
74,4,climb IAS,3506,2.6,193,180,3636,2801,853,10449,3294,2022,0.296,19.0,108.7,83.2
76,4,climb IAS,3627,2.7,193,180,3630,2794,852,10447,3292,2017,0.297,18.9,108.7,83.2
78,4,climb IAS,3748,2.8,193,180,3624,2787,852,10446,3291,2012,0.297,18.8,108.7,83.2
80,4,climb IAS,3868,2.9,194,180,3617,2780,852,10445,3290,2007,0.298,18.8,108.7,83.2
82,4,climb IAS,3989,3.0,194,180,3611,2773,852,10444,3289,2002,0.298,18.7,108.7,83.2
84,4,climb IAS,4109,3.1,194,180,3605,2766,852,10443,3288,1996,0.299,18.6,108.7,83.2
86,4,climb IAS,4229,3.2,195,180,3599,2759,852,10442,3287,1991,0.3,18.6,108.7,83.2
88,4,climb IAS,4349,3.3,195,180,3593,2752,852,10441,3286,1986,0.3,18.5,108.7,83.2
90,4,climb IAS,4468,3.4,195,180,3586,2745,852,10440,3285,1981,0.301,18.4,108.7,83.2
92,4,climb IAS,4588,3.5,196,180,3580,2738,852,10439,3284,1976,0.302,18.4,108.7,83.2
94,4,climb IAS,4707,3.6,196,180,3574,2731,852,10438,3283,1971,0.302,18.3,108.7,83.2
96,4,climb IAS,4826,3.7,196,180,3567,2724,852,10436,3281,1966,0.303,18.2,108.7,83.2
98,4,climb IAS,4945,3.9,197,180,3561,2717,851,10435,3280,1961,0.304,18.2,108.7,83.2
100,4,climb IAS,5063,4.0,197,180,3554,2710,851,10434,3279,1956,0.304,18.1,108.7,83.2
102,4,climb IAS,5181,4.1,197,180,3548,2703,851,10433,3278,1951,0.305,18.0,108.7,83.2
104,4,climb IAS,5300,4.2,198,180,3542,2696,851,10432,3277,1946,0.306,18.0,108.7,83.2
106,4,climb IAS,5417,4.3,198,180,3535,2690,851,10431,3276,1941,0.306,17.9,108.7,83.2
108,4,climb IAS,5535,4.4,198,180,3529,2683,851,10430,3275,1936,0.307,17.8,108.7,83.2
